office,candidate,party,state,incumbency,result,total money,district
Governor,Linda Lingle,REP,HI,Open,Won-General,5757420.71,nan
Governor,Mazie Hirono,DEM,HI,Open,Lost-General,2868509.81,nan
State Senator,Cal Kawamoto,DEM,HI,Incumbent,Won-General,222034.47,18
State Senator,Gordon Trimble,REP,HI,Open,Won-General,133610.69,12
State Senator,Robert Bunda,DEM,HI,Incumbent,Won-General,129552.94,22
State Senator,Norman Sakamoto,DEM,HI,Open,Won-General,113654.01,15
State Senator,Carol Fukunaga,DEM,HI,Open,Won-General,108148.11,11
State Senator,Melodie Aduja,DEM,HI,Open,Won-General,106124.64,23
State Senator,Colleen Wakako Hanabusa,DEM,HI,Incumbent,Won-General,92832.5,21
State Senator,Ron Menor,DEM,HI,Open,Won-General,79765.0,17
State Senator,Rosalyn Hester Baker,DEM,HI,Open,Won-General,71355.0,5
State Representative,Thomas Waters,DEM,HI,Challenger,Won-General,56908.84,51
State Senator,Gary Hooser,DEM,HI,Open,Won-General,54912.01,7
State Representative,Dwight Takamine,DEM,HI,Incumbent,Won-General,54423.52,1
State Senator,Paul Whalen,REP,HI,Open,Won-General,54275.85,3
State Representative,Kirk Caldwell,DEM,HI,Open,Won-General,53724.12,24
State Senator,Shan Tsutsui,DEM,HI,Open,Won-General,53654.71,4
State Representative,Scott Saiki,DEM,HI,Open,Won-General,53234.13,22
State Senator,Russell Kokubun,DEM,HI,Open,Won-General,52181.0,2
State Representative,Scott Nishimoto,DEM,HI,Open,Won-General,48354.31,21
State Representative,Corinne Wei Lan Ching,REP,HI,Open,Won-General,48038.99,27
State Representative,Barbara Marumoto,REP,HI,Open,Won-General,44851.38,19
State Representative,Eric Hamakawa,DEM,HI,Incumbent,Won-General,42063.58,3
State Representative,Maile L Shimabukuro,DEM,HI,Open,Won-General,41696.69,45
State Representative,Robert Nakasone,DEM,HI,Incumbent,Won-General,41609.63,9
State Representative,Sylvia Luke,DEM,HI,Incumbent,Won-General,40047.75,26
State Representative,Joseph Souki,DEM,HI,Incumbent,Won-General,37585.0,8
State Representative,Kika Bukoski,REP,HI,Open,Won-General,37149.5,12
State Representative,Ken Ito,DEM,HI,Incumbent,Won-General,36282.56,48
State Representative,Jerry Chang,DEM,HI,Incumbent,Won-General,35889.0,2
State Representative,Calvin Y Say,DEM,HI,Open,Won-General,34910.0,20
State Senator,Brian Taniguchi,DEM,HI,Open,Won-General,33112.78,10
State Senator,Suzanne J Chun Oakland,DEM,HI,Open,Won-General,33088.75,13
State Representative,Mark Moses,REP,HI,Open,Won-General,32280.47,40
State Representative,Michael Yadao Magaoay,DEM,HI,Open,Won-General,32150.46,46
State Senator,William Espero,DEM,HI,Open,Won-General,31914.37,20
State Representative,Guy Ontai,REP,HI,Open,Won-General,31513.56,37
State Representative,Bertha Kawakami,DEM,HI,Open,Won-General,31266.76,16
State Representative,Alex Sonson,DEM,HI,Open,Won-General,30171.35,35
State Representative,David Pendleton,REP,HI,Open,Won-General,29257.0,49
State Representative,Roy Takumi,DEM,HI,Incumbent,Won-General,27067.33,36
State Representative,Colleen Meyer,REP,HI,Open,Won-General,26569.85,47
State Representative,Hermina Morita,DEM,HI,Open,Won-General,25231.79,14
State Representative,Robert Herkes,DEM,HI,Open,Won-General,24541.89,5
State Senator,Jon Yoshimura,DEM,HI,Open,Lost-General,24485.74,12
State Representative,Galen Fox,REP,HI,Open,Won-General,23598.89,23
State Representative,Cynthia Henry Thielen,REP,HI,Open,Won-General,23290.0,50
State Representative,Chris Halford,REP,HI,Incumbent,Won-General,22489.11,11
State Representative,James Rath,REP,HI,Open,Lost-General,21876.12,7
State Representative,Marcus Oshiro,DEM,HI,Open,Won-General,21862.36,39
State Representative,Cindy Evans,DEM,HI,Open,Won-General,21432.75,7
State Representative,Brian Schatz,DEM,HI,Open,Won-General,20617.75,25
State Representative,Romeo Mindo,DEM,HI,Open,Won-General,20527.38,43
State Senator,David Ige,DEM,HI,Open,Won-General,20514.98,16
State Senator,Brian Kanno,DEM,HI,Open,Won-General,20269.08,19
State Senator,Les Ihara Jr.,DEM,HI,Open,Won-General,18803.17,9
State Representative,Felipe Abinsay Jr.,DEM,HI,Incumbent,Won-General,17976.25,29
State Representative,Helene Hale,DEM,HI,Incumbent,Won-General,17399.93,4
State Representative,Dennis Arakaki,DEM,HI,Open,Won-General,16994.42,30
State Representative,Kenneth Hiraki,DEM,HI,Incumbent,Won-General,16825.0,28
State Representative,Blake Oshiro,DEM,HI,Incumbent,Won-General,16549.0,33
State Representative,Jon Riki Karamatsu,DEM,HI,Open,Won-General,14735.42,41
State Senator,Lorraine Rodero Inouye,DEM,HI,Incumbent,Won-General,14598.0,1
State Representative,Michael Puamamo Kahikina,DEM,HI,Open,Won-General,14305.0,44
State Representative,Sol Kaho Ohalahala,DEM,HI,Open,Won-General,13838.66,13
State Representative,Marilyn Lee,DEM,HI,Incumbent,Won-General,13190.0,38
State Representative,Tulsi Gabbard Tamayo,DEM,HI,Open,Won-General,12314.85,42
Governor,Tracy Ahn Ryan,LIB,HI,Open,Lost-General,11453.33,nan
State Senator,Sam Slom,REP,HI,Incumbent,Won-General,8975.0,8
State Senator,Donna Mercado Kim,DEM,HI,Open,Won-General,6675.0,14
State Senator,Kalani English,DEM,HI,Open,Won-General,6122.95,6
State Representative,William Stonebraker,REP,HI,Open,Won-General,5155.0,17
State Representative,John Orendt,LIB,HI,Open,Lost-General,3380.4,30
State Representative,Christopher Kelly,REP,HI,Open,Lost-General,3175.27,22
State Senator,Fred Hemmings,REP,HI,Incumbent,Won-General,2395.0,25
State Representative,Mindy Jaffe,REP,HI,Open,Lost-General,2200.0,21
State Representative,Ezra Kanoho,DEM,HI,Open,Won-General,1738.33,15
State Representative,Bertha K Leong,REP,HI,Open,Won-General,1000.0,18
State Representative,Lynn Berbano Finnegan,REP,HI,Open,Won-General,875.0,32
State Representative,Mark Jernigan,REP,HI,Open,Won-General,359.37,6
State Representative,Carol Anne Philips,REP,HI,Open,Lost-General,351.0,46
State Senator,Frances Kagawa,DEM,HI,Challenger,Lost-General,314.66,8
State Representative,Glenn Wakai,DEM,HI,Open,Won-General,130.99,31
State Representative,William Hols,REP,HI,Open,Lost-General,120.0,25
State Senator,Rosie Holt,REP,HI,Open,Lost-General,100.0,7
State Representative,Pam Lee Smith,REP,HI,Open,Lost-General,50.0,43
State Senator,Gladys Gerlich Hayes,REP,HI,Open,Lost-General,0.0,9
State Senator,Casey Choi,REP,HI,Open,Lost-General,0.0,11
State Senator,Alex Mogilewicz,REP,HI,Open,Lost-General,0.0,17
State Senator,Gerald Nakata,REP,HI,Open,Lost-General,0.0,19
State Senator,Dickyj Johnson,REP,HI,Challenger,Lost-General,0.0,21
State Senator,Charles Clarke,REP,HI,Challenger,Lost-General,0.0,1
State Senator,Kahealanikuuleialoha Aipia,GRN,HI,Open,Lost-General,0.0,2
State Senator,Pat Boswell,LIB,HI,Open,Lost-General,0.0,2
State Senator,Roger Evans,REP,HI,Open,Lost-General,0.0,2
State Senator,Don Couch,REP,HI,Open,Lost-General,0.0,5
State Senator,Solomon K Nalua,IND,HI,Open,Lost-General,0.0,23
State Senator,Lacene Terri,REP,HI,Open,Lost-General,0.0,23
State Senator,Pono Chong,DEM,HI,Challenger,Lost-General,0.0,24
State Senator,Jackie Young,DEM,HI,Challenger,Lost-General,0.0,25
State Representative,Lynn Tutu) Nakkim,GRN,HI,Challenger,Lost-General,0.0,2
State Representative,Melvyn Sakaguchi,REP,HI,Challenger,Lost-General,0.0,2
State Representative,Andy Smith,REP,HI,Challenger,Lost-General,0.0,3
State Representative,Brian Jordan,REP,HI,Challenger,Lost-General,0.0,4
State Representative,Jack Kelly,GRN,HI,Open,Lost-General,0.0,5
State Representative,Vern Vance,REP,HI,Open,Lost-General,0.0,5
State Representative,Marni Herkes,DEM,HI,Open,Lost-General,0.0,6
State Representative,Cindi Martin,REP,HI,Challenger,Lost-General,0.0,8
State Representative,Allen Shishido,REP,HI,Challenger,Lost-General,0.0,9
State Representative,Jim Rouse,DEM,HI,Open,Lost-General,0.0,10
State Representative,Gene Zarro,DEM,HI,Challenger,Lost-General,0.0,11
State Representative,Kyle Yamashita,DEM,HI,Open,Lost-General,0.0,12
State Representative,Ron Davis,REP,HI,Open,Lost-General,0.0,13
State Representative,Nelson Secretario,REP,HI,Open,Lost-General,0.0,14
State Representative,Harold Spear III,REP,HI,Open,Lost-General,0.0,15
