office,candidate,party,state,incumbency,result,total money,district
Governor,Dirk Kempthorne,REP,ID,Incumbent,Won-General,1104707.45,nan
Governor,Jerry Brady,DEM,ID,Challenger,Lost-General,998306.35,nan
Lieutenant Governor,James Risch,REP,ID,Open,Won-General,437466.65,nan
Attorney General,Keith Roark,DEM,ID,Open,Lost-General,250000.8,nan
Superintendent Of Public Instruction,Tom Luna,REP,ID,Challenger,Lost-General,211397.75,nan
Secretary Of State,Ben Ysursa,REP,ID,Open,Won-General,196155.89,nan
Attorney General,Lawrence Wasden,REP,ID,Open,Won-General,182267.66,nan
Superintendent Of Public Instruction,Marilyn Howard,DEM,ID,Incumbent,Won-General,133894.02,nan
Lieutenant Governor,Bruce Perry,DEM,ID,Open,Lost-General,88907.55,nan
Controller,Keith Johnson,REP,ID,Open,Won-General,87598.35,nan
State Senator,Mike Burkett,DEM,ID,Open,Won-General,73907.18,19
Supreme Court-Trout Seat,Linda Copple Trout,IND,ID,Incumbent,Won-General,64397.8,nan
State Senator,Dick Compton,REP,ID,Open,Won-General,46306.0,5
State Senator,Clint Stennett,DEM,ID,Open,Won-General,40664.6,25
State Senator,John Andreason,REP,ID,Incumbent,Won-General,34762.27,15
State Representative,David Langhorst,DEM,ID,Challenger,Won-General,34671.18,16B
State Representative,Jan Brown,DEM,ID,Open,Lost-General,32654.27,32B
State Senator,Kent Kunz,REP,ID,Open,Lost-General,31866.65,29
State Senator,Dean Cameron,REP,ID,Open,Won-General,31748.61,26
State Representative,Janet Miller,REP,ID,Open,Won-General,31609.79,17B
State Senator,Bart Davis,REP,ID,Open,Won-General,31191.65,33
Treasurer,Ronald Crane,REP,ID,Incumbent,Won-General,30265.0,nan
State Representative,Bruce Newcomb,REP,ID,Open,Won-General,29926.88,27B
State Senator,Elliot Werk,DEM,ID,Challenger,Won-General,29653.86,17
State Senator,Joseph Stegner,REP,ID,Incumbent,Won-General,29240.0,7
State Senator,John Goedde,REP,ID,Open,Won-General,28975.0,4
State Senator,Robert Geddes,REP,ID,Open,Won-General,28730.0,31
State Senator,Fred Kennedy,DEM,ID,Open,Won-General,28122.07,22
State Representative,Dolores Crow,REP,ID,Open,Won-General,28065.62,13A
State Senator,Eileen Thornburgh,DEM,ID,Open,Lost-General,27798.89,21
State Senator,Grant Ipsen,REP,ID,Incumbent,Lost-General,27725.31,17
State Representative,Sue Stadler,DEM,ID,Open,Lost-General,27419.09,14B
State Representative,Max Black,REP,ID,Incumbent,Won-General,26658.42,15B
State Representative,Lee Gagner,REP,ID,Open,Won-General,26446.0,33B
Controller,Bob Sonnichsen,DEM,ID,Open,Lost-General,25985.5,nan
State Senator,Bert Marley,DEM,ID,Open,Won-General,25595.1,29
State Representative,George Sayler,DEM,ID,Challenger,Won-General,25497.69,4B
State Senator,Patti Anne Lodge,REP,ID,Open,Won-General,25355.25,13
State Representative,Charles Cuddy,DEM,ID,Challenger,Won-General,25250.75,8B
State Representative,William Sali,REP,ID,Open,Won-General,25150.0,21A
State Representative,Gary Young,REP,ID,Open,Lost-General,25045.72,6B
State Representative,Mike Moyle,REP,ID,Incumbent,Won-General,24950.0,14A
State Representative,Wendy Jaquet,DEM,ID,Open,Won-General,24752.5,25A
State Representative,Clete Edmunson,REP,ID,Open,Won-General,24718.26,9B
State Representative,Sharon Block,REP,ID,Open,Won-General,24346.0,24B
State Representative,Kathie Garrett,REP,ID,Open,Won-General,23917.0,17A
State Senator,Dave Holland,DEM,ID,Open,Lost-General,23530.29,8
State Senator,Gerry Sweet,REP,ID,Open,Won-General,22560.0,20
State Representative,Frank Bruneel,REP,ID,Open,Lost-General,22286.64,7A
State Representative,Shirley Gene Ringo,DEM,ID,Open,Won-General,21983.42,6B
State Senator,Jack Noble,REP,ID,Open,Won-General,21977.92,21
State Representative,Scott Bedke,REP,ID,Open,Won-General,21559.0,27A
State Senator,Wally Wright,DEM,ID,Open,Lost-General,21039.4,5
State Senator,Shawn Keough,REP,ID,Incumbent,Won-General,20826.97,1
State Senator,Skipper Brandt,REP,ID,Open,Won-General,20815.0,8
State Senator,Tom Gannon,REP,ID,Open,Won-General,20689.69,23
State Representative,Henry Kulczyk,REP,ID,Open,Won-General,20435.61,14B
State Representative,Mary Lou Shepherd,DEM,ID,Open,Won-General,19665.94,2A
State Representative,Julie Ellsworth,REP,ID,Open,Won-General,18836.12,18B
State Senator,Denton Darrington,REP,ID,Open,Won-General,18795.0,27
State Senator,Karl Malott,DEM,ID,Open,Lost-General,18348.91,12
State Senator,Gary Schroeder,REP,ID,Open,Won-General,17954.7,6
State Representative,Elmer Martinez,DEM,ID,Open,Won-General,17773.54,29B
State Senator,Curtis McKenzie,REP,ID,Open,Won-General,17547.56,12
State Senator,Gino White,DEM,ID,Challenger,Lost-General,17235.2,16
State Representative,June Judd,DEM,ID,Open,Lost-General,17194.07,2B
State Senator,Martha Calabretta,DEM,ID,Open,Won-General,17055.85,2
State Representative,W Deal,REP,ID,Open,Won-General,17040.0,13B
State Senator,Tom Faulkner,REP,ID,Open,Lost-General,17031.77,25
State Senator,Sheila Sorensen,REP,ID,Open,Won-General,16890.43,18
State Senator,Cecil Ingram,REP,ID,Incumbent,Won-General,16650.0,16
State Representative,Fred Tilman,REP,ID,Open,Won-General,16099.08,21B
State Representative,Horace Pomeroy,REP,ID,Incumbent,Lost-General,15810.14,16B
State Senator,Brad Little,REP,ID,Open,Won-General,15690.0,11
State Representative,Marden Phelps,DEM,ID,Open,Lost-General,15642.46,31B
State Senator,Joan Cloonan,REP,ID,Open,Lost-General,15589.03,19
State Representative,Mike Naccarato,DEM,ID,Open,Won-General,15349.79,7B
State Representative,Ann Rydalch,REP,ID,Open,Won-General,15310.51,32B
State Representative,Charles Eberle,REP,ID,Open,Won-General,14983.0,5B
State Representative,Margaret Henbest,DEM,ID,Incumbent,Won-General,14930.0,16A
State Senator,Harold Bunderson,REP,ID,Incumbent,Won-General,14860.0,14
State Representative,Donna Boe,DEM,ID,Open,Won-General,14480.29,30A
State Senator,Joann Harvey,DEM,ID,Open,Lost-General,14468.11,3
State Representative,Kristy Reed Johnson,DEM,ID,Open,Lost-General,14395.8,5A
State Representative,Hilde Kellogg,REP,ID,Open,Won-General,14360.5,5A
State Representative,George Eskridge,REP,ID,Open,Won-General,14241.46,1B
State Representative,John Campbell,REP,ID,Incumbent,Won-General,14213.0,1A
State Representative,Phylis King,DEM,ID,Open,Lost-General,14077.74,18B
State Senator,Sher Sellman,REP,ID,Open,Lost-General,13778.14,22
State Representative,Tim Ridinger,REP,ID,Open,Won-General,13679.91,25B
State Representative,Shirley McKague,REP,ID,Open,Won-General,13396.0,20B
State Representative,Steve Smylie,REP,ID,Incumbent,Won-General,13392.11,15A
State Representative,Jack Barraclough,REP,ID,Open,Won-General,13275.0,33A
State Representative,Allen Andersen,DEM,ID,Open,Won-General,13019.05,29A
State Representative,Twila Hornbeck,REP,ID,Incumbent,Lost-General,13011.32,8B
State Representative,Douglas Jones,REP,ID,Incumbent,Won-General,12866.43,23B
State Senator,Elenore Hampton,DEM,ID,Open,Lost-General,12604.2,33
State Representative,David Phillips,DEM,ID,Open,Lost-General,12598.64,22B
State Representative,Maureen McFadden,DEM,ID,Open,Lost-General,12404.0,33B
State Representative,Don Pischner,REP,ID,Open,Lost-General,12375.0,5B
State Representative,Mike Mitchell,DEM,ID,Open,Won-General,12042.64,7A
