office,candidate,party,state,incumbency,result,total money,district
State Senator,Ryan Taylor,DEMOCRATIC-NPL,ND,Challenger,Won-General,16175.0,7
State Senator,Tony Goetzfried,DEMOCRATIC-NPL,ND,Challenger,Lost-General,14100.0,33
State Senator,April Fairfield,DEMOCRATIC-NPL,ND,Challenger,Won-General,14050.0,29
State Senator,Helen Schatz,DEMOCRATIC-NPL,ND,Challenger,Lost-General,13150.0,47
State Senator,Deb Mathern,DEMOCRATIC-NPL,ND,Incumbent,Lost-General,12925.0,45
State Senator,Tom Seymour,DEMOCRATIC-NPL,ND,Open,Won-General,11300.0,5
State Representative,Richard Berg,REP,ND,Incumbent,Won-General,11203.0,45
State Senator,Jay Haley,DEMOCRATIC-NPL,ND,Challenger,Lost-General,9450.0,17
State Senator,Duaine Espegard,REP,ND,Incumbent,Won-General,9250.0,43
State Senator,Tim Mathern,DEMOCRATIC-NPL,ND,Incumbent,Won-General,9130.0,11
State Senator,Carolyn Nelson,DEMOCRATIC-NPL,ND,Incumbent,Won-General,9037.0,21
State Senator,Ken Solberg,REP,ND,Incumbent,Lost-General,7800.0,7
State Senator,Aaron Krauter,DEMOCRATIC-NPL,ND,Open,Won-General,7075.0,31
State Senator,Michael Every,DEMOCRATIC-NPL,ND,Open,Won-General,6825.0,23
State Senator,Ray Holmberg,REP,ND,Incumbent,Won-General,6326.0,17
State Senator,Joel Heitkamp,DEMOCRATIC-NPL,ND,Incumbent,Won-General,6225.0,26
State Senator,Max Laird,DEMOCRATIC-NPL,ND,Challenger,Lost-General,5800.0,19
State Representative,Bill Amerman,DEMOCRATIC-NPL,ND,Open,Won-General,5660.0,26
State Senator,Randy Schobinger,REP,ND,Incumbent,Won-General,5525.0,3
State Representative,Ken Svedjan,REP,ND,Incumbent,Won-General,5375.0,17
State Senator,Judy Lee,REP,ND,Incumbent,Won-General,5275.0,13
State Senator,Arden Anderson,DEMOCRATIC-NPL,ND,Challenger,Lost-General,5050.0,25
State Senator,Dennis Renner,REP,ND,Open,Lost-General,4750.0,31
State Senator,James Lee,DEMOCRATIC-NPL,ND,Open,Lost-General,4500.0,27
State Senator,John Syverson,REP,ND,Challenger,Won-General,4433.0,45
State Representative,Merle Boucher,DEMOCRATIC-NPL,ND,Incumbent,Won-General,4400.0,9
State Representative,Ben Bjertness,REP,ND,Challenger,Lost-General,4300.0,43
State Senator,Randel Christmann,REP,ND,Incumbent,Won-General,4250.0,33
State Representative,Blake Miller,DEMOCRATIC-NPL,ND,Challenger,Lost-General,4235.0,41
State Representative,Jon Nelson,REP,ND,Incumbent,Won-General,4201.0,7
State Representative,Leroy Bernstein,REP,ND,Incumbent,Won-General,4126.0,45
State Representative,Darrell Nottestad,REP,ND,Incumbent,Won-General,4025.0,43
State Senator,Terry Borstad,DEMOCRATIC-NPL,ND,Challenger,Lost-General,4000.0,15
State Representative,John Mahoney,DEMOCRATIC-NPL,ND,Incumbent,Lost-General,3825.0,33
State Representative,William Devlin,REP,ND,Incumbent,Won-General,3725.0,23
State Representative,Ward Johnson III,REP,ND,Challenger,Lost-General,3700.0,17
State Senator,Kari Lee Conrad,DEMOCRATIC-NPL,ND,Challenger,Lost-General,3450.0,3
State Senator,Russel Thane,REP,ND,Incumbent,Won-General,3425.0,25
State Senator,John Traynor,REP,ND,Incumbent,Won-General,3375.0,15
State Representative,Lois Delmore,DEMOCRATIC-NPL,ND,Incumbent,Won-General,3325.0,43
State Representative,Dale Severson,REP,ND,Incumbent,Won-General,3075.0,23
State Representative,Richard Medlar,DEMOCRATIC-NPL,ND,Challenger,Lost-General,2985.0,37
State Representative,Scot Kelsh,DEMOCRATIC-NPL,ND,Incumbent,Won-General,2975.0,11
State Senator,Terry Dunphy,DEMOCRATIC-NPL,ND,Challenger,Lost-General,2900.0,43
State Representative,Elwood Thorpe,DEMOCRATIC-NPL,ND,Incumbent,Won-General,2825.0,5
State Representative,James Kerzman,DEMOCRATIC-NPL,ND,Open,Won-General,2775.0,31
State Representative,Jan Gubrud,DEMOCRATIC-NPL,ND,Challenger,Lost-General,2750.0,1
State Senator,Terry Wanzek,REP,ND,Incumbent,Lost-General,2750.0,29
State Senator,Duane Mutch,REP,ND,Incumbent,Won-General,2750.0,19
State Senator,Tony Grindberg,REP,ND,Incumbent,Won-General,2700.0,41
State Senator,Landis Larson,DEMOCRATIC-NPL,ND,Challenger,Lost-General,2600.0,13
State Representative,Al Carlson,REP,ND,Incumbent,Won-General,2600.0,41
State Representative,Dustin Lien,DEMOCRATIC-NPL,ND,Challenger,Lost-General,2560.0,29
State Representative,Louise Potter,DEMOCRATIC-NPL,ND,Challenger,Won-General,2400.0,17
State Representative,Gary Kreidt,REP,ND,Challenger,Won-General,2350.0,33
State Representative,Dale Koppelman,DEMOCRATIC-NPL,ND,Challenger,Lost-General,2325.0,17
State Senator,Richard Brown,REP,ND,Open,Won-General,2250.0,27
State Representative,Andrew Maragos,REP,ND,Incumbent,Won-General,2175.0,3
State Senator,Blake Krabseth,REP,ND,Open,Lost-General,2100.0,5
State Representative,John Iverson,DEMOCRATIC-NPL,ND,Challenger,Lost-General,2085.0,41
State Representative,Bob Martinson,REP,ND,Open,Won-General,2075.0,35
State Representative,Rachael Disrud,REP,ND,Incumbent,Lost-General,2025.0,21
State Representative,Bruce Eckre,DEMOCRATIC-NPL,ND,Incumbent,Won-General,2025.0,25
State Senator,Frank Walker,REP,ND,Open,Lost-General,2000.0,23
State Senator,Gary White,DEMOCRATIC-NPL,ND,Challenger,Lost-General,2000.0,37
State Representative,Jane Gunter,REP,ND,Incumbent,Lost-General,1950.0,7
State Representative,Paul Meyers,DEMOCRATIC-NPL,ND,Challenger,Lost-General,1900.0,45
State Representative,Chet Pollert,REP,ND,Incumbent,Won-General,1750.0,29
State Representative,Jay Klemetsrud,DEMOCRATIC-NPL,ND,Challenger,Lost-General,1700.0,15
State Senator,Doris Anderson,REP,ND,Open,Lost-General,1700.0,23
State Representative,David Drovdal,REP,ND,Incumbent,Won-General,1700.0,39
State Representative,Craig Headland,REP,ND,Challenger,Won-General,1700.0,29
State Representative,Janet Wentz,REP,ND,Incumbent,Won-General,1675.0,3
State Representative,Steven Kelsh,DEMOCRATIC-NPL,ND,Open,Lost-General,1650.0,27
State Representative,Lucille Loftesnes,DEMOCRATIC-NPL,ND,Challenger,Lost-General,1650.0,7
State Representative,Bruce Melin,DEMOCRATIC-NPL,ND,Challenger,Lost-General,1650.0,43
State Representative,Bob Rohla,DEMOCRATIC-NPL,ND,Challenger,Lost-General,1650.0,45
State Representative,Keith Kempenich,REP,ND,Incumbent,Won-General,1650.0,39
State Representative,Eugene Nicholas,REP,ND,Incumbent,Won-General,1625.0,15
State Representative,Francis Wald,REP,ND,Incumbent,Won-General,1600.0,37
State Senator,Stanley Lyson,REP,ND,Incumbent,Won-General,1575.0,1
State Senator,Rich Wardner,REP,ND,Incumbent,Won-General,1575.0,37
State Representative,Gerald Uglem,REP,ND,Challenger,Won-General,1533.61,19
State Representative,Mary Ekstrom,DEMOCRATIC-NPL,ND,Incumbent,Won-General,1525.0,11
State Representative,Arlo Schmidt,DEMOCRATIC-NPL,ND,Challenger,Won-General,1525.0,7
State Representative,Colleen Bertsch,DEMOCRATIC-NPL,ND,Challenger,Lost-General,1500.0,5
State Senator,Tina Plew,DEMOCRATIC-NPL,ND,Challenger,Lost-General,1500.0,1
State Representative,Rodney Froelich,DEMOCRATIC-NPL,ND,Open,Won-General,1475.0,31
State Representative,Sally Sandvig,DEMOCRATIC-NPL,ND,Incumbent,Won-General,1475.0,21
State Representative,Jeff Hoffmann,DEMOCRATIC-NPL,ND,Challenger,Lost-General,1451.0,37
State Senator,Bill Bowman,REP,ND,Incumbent,Won-General,1400.0,39
State Representative,Alon Wieland,REP,ND,Challenger,Won-General,1400.0,13
State Representative,Lance Makeeff,REP,ND,Challenger,Lost-General,1330.0,5
State Representative,Bill Shalhoob,REP,ND,Open,Lost-General,1300.0,31
State Representative,Dennis Johnson,REP,ND,Challenger,Won-General,1275.0,15
State Representative,Chris Christopherson,REP,ND,Challenger,Lost-General,1250.0,21
State Representative,Pat Galvin,REP,ND,Incumbent,Won-General,1250.0,33
State Senator,Gary Lee,REP,ND,Open,Won-General,1250.0,22
State Representative,Will Blasczyk,REP,ND,Open,Lost-General,1200.0,26
State Representative,Keith Hammer,DEMOCRATIC-NPL,ND,Challenger,Lost-General,1200.0,1
State Representative,Randy Boehning,REP,ND,Open,Won-General,1200.0,27
State Representative,Rudolf Hildebrand,DEMOCRATIC-NPL,ND,Challenger,Lost-General,1150.0,33
State Representative,Mike Timm,REP,ND,Incumbent,Won-General,1150.0,5
State Representative,Darren Kimmerly,DEMOCRATIC-NPL,ND,Challenger,Lost-General,1050.0,23
State Representative,Kim Koppelman,REP,ND,Incumbent,Won-General,1050.0,13
State Senator,Mark Folse,DEMOCRATIC-NPL,ND,Challenger,Lost-General,1000.0,41
State Senator,Jessica Lee,REP,ND,Challenger,Lost-General,1000.0,21
State Senator,Kevin Stewart,DEMOCRATIC-NPL,ND,Open,Lost-General,1000.0,35
State Senator,Dennis Bercier,DEMOCRATIC-NPL,ND,Incumbent,Won-General,1000.0,9
State Representative,James Strege,REP,ND,Challenger,Lost-General,850.0,25
State Representative,Earl Rennerfeldt,REP,ND,Incumbent,Won-General,800.0,1
State Representative,Myron Koppang,REP,ND,Incumbent,Lost-General,775.0,25
State Representative,Nancy Jo Johnson,REP,ND,Incumbent,Won-General,775.0,37
State Representative,Bob Hook,DEMOCRATIC-NPL,ND,Challenger,Lost-General,750.0,23
State Representative,Thomas Brusegaard,REP,ND,Incumbent,Won-General,725.0,19
State Representative,Earl Hanson,DEMOCRATIC-NPL,ND,Challenger,Lost-General,700.0,15
State Representative,Erin Braaten,DEMOCRATIC-NPL,ND,Challenger,Lost-General,650.0,19
State Representative,John Fleming,DEMOCRATIC-NPL,ND,Challenger,Lost-General,650.0,13
State Representative,Eric Furuseth,DEMOCRATIC-NPL,ND,Challenger,Lost-General,650.0,3
State Representative,David Garton,DEMOCRATIC-NPL,ND,Challenger,Lost-General,650.0,19
State Representative,Thomas Ladendorf,DEMOCRATIC-NPL,ND,Challenger,Lost-General,650.0,3
State Representative,Wes Martin,DEMOCRATIC-NPL,ND,Challenger,Lost-General,650.0,29
State Representative,Bonnie Sayers,DEMOCRATIC-NPL,ND,Challenger,Lost-General,650.0,13
State Representative,Clark Williams,DEMOCRATIC-NPL,ND,Challenger,Won-General,650.0,25
State Representative,Steve Zaiser,DEMOCRATIC-NPL,ND,Challenger,Won-General,650.0,21
State Representative,Russell Odegard,IND,ND,Challenger,Lost-General,600.0,3
State Representative,Ron Iverson,REP,ND,Open,Won-General,550.0,27
State Senator,Norma Jean Kjos,REP,ND,Challenger,Lost-General,500.0,26
State Representative,Bette Grande,REP,ND,Incumbent,Won-General,500.0,41
State Representative,Audrey Cleary,DEMOCRATIC-NPL,ND,Open,Lost-General,400.0,35
State Representative,Michael Obach,DEMOCRATIC-NPL,ND,Open,Lost-General,400.0,27
State Representative,Mike Norland,REP,ND,Challenger,Won-General,300.0,1
State Representative,Tracy Boe,DEMOCRATIC-NPL,ND,Challenger,Won-General,250.0,9
State Representative,Caren Mikesh,REP,ND,Challenger,Lost-General,150.0,11
State Senator,Ron Lawler,IND,ND,Challenger,Lost-General,0.0,11
State Representative,Kenneth Loughead,IND,ND,Challenger,Lost-General,0.0,3
State Representative,Jack Seville Jr.,DEMOCRATIC-NPL,ND,Open,Lost-General,0.0,35
Public Service Commissioner,Bob Stefonowicz,DEMOCRATIC-NPL,ND,Challenger,Lost-General,0.0,nan
State Representative,Timothy Bernstein,REP,ND,Challenger,Lost-General,0.0,11
State Representative,George Keiser,REP,ND,Incumbent,Won-General,0.0,47
State Senator,Ralph Kilzer,REP,ND,Incumbent,Won-General,0.0,47
State Representative,Lawrence Klemin,REP,ND,Incumbent,Won-General,0.0,47
State Senator,Ed Kringstad,REP,ND,Open,Won-General,0.0,35
State Representative,Margaret Sitte,REP,ND,Open,Won-General,0.0,35
Public Service Commissioner,Susan Wefald,REP,ND,Incumbent,Won-General,0.0,nan
Supreme Court-Neumann Seat,William Neumann,IND,ND,Incumbent,Won-General,0.0,nan
