office,candidate,party,state,incumbency,result,total money,district
U.S. Senator,Russell Dana Feingold,DEM,WI,Challenger,Lost-General,24979611.1,nan
U.S. Senator,Ronald Harold Johnson,REP,WI,Incumbent,Won-General,20209323.65,nan
U.S. Representative,Paul Ryan,REP,WI,Incumbent,Won-General,19800884.45,1
U.S. Representative,Mike Gallagher,REP,WI,Open,Won-General,2767173.26,8
U.S. Representative,Sean Duffy,REP,WI,Incumbent,Won-General,2296711.07,7
U.S. Representative,Ron Kind,DEM,WI,Incumbent,Won-General,2158684.79,3
U.S. Representative,Tom Nelson,DEM,WI,Open,Lost-General,1807496.69,8
Supreme Court-R Bradley Seat,Rebecca Grassl Bradley,IND,WI,Incumbent,Won-General,1096907.27,nan
U.S. Representative,Glenn Grothman,REP,WI,Incumbent,Won-General,1039689.56,6
U.S. Representative,Mark Pocan,DEM,WI,Incumbent,Won-General,1038871.14,2
U.S. Representative,Gwendolynne Moore,DEM,WI,Incumbent,Won-General,1013274.22,4
Supreme Court-R Bradley Seat,Joanne Kloppenburg,IND,WI,Challenger,Lost-General,846938.26,nan
State Senator,Dan Feyen,REP,WI,Open,Won-General,584027.67,18
State Senator,Brian Smith,DEM,WI,Challenger,Lost-General,528222.74,14
State Senator,Jennifer Shilling,DEM,WI,Incumbent,Won-General,514505.68,32
State Senator,Mark Harris,DEM,WI,Open,Lost-General,509638.52,18
State Representative,Todd Novak,REP,WI,Incumbent,Won-General,495035.46,51
State Senator,Alberta Darling,REP,WI,Incumbent,Won-General,477752.33,8
State Senator,Thomas Tiffany,REP,WI,Incumbent,Won-General,466691.37,12
State Senator,Julie Lassa,DEM,WI,Incumbent,Lost-General,456010.76,24
State Senator,Luther Olsen,REP,WI,Incumbent,Won-General,401262.55,14
State Senator,Patrick Testin,REP,WI,Challenger,Won-General,387737.72,24
U.S. Representative,James Sensenbrenner Jr.,REP,WI,Incumbent,Won-General,386528.15,5
State Representative,Arthur Louis Shrader,DEM,WI,Challenger,Lost-General,351326.59,50
State Representative,Jeff Wright,DEM,WI,Challenger,Lost-General,341523.92,51
State Senator,Daniel Kapanke,REP,WI,Challenger,Lost-General,333203.82,32
State Representative,Mandy Wright,DEM,WI,Open,Lost-General,328055.58,85
State Representative,Howard Daniel White,DEM,WI,Challenger,Lost-General,307956.52,68
State Senator,Sheila Harsdorf,REP,WI,Incumbent,Won-General,303547.02,10
State Representative,Patrick Snyder,REP,WI,Open,Won-General,274093.89,85
State Senator,Diane Odeen,DEM,WI,Challenger,Lost-General,270651.05,10
State Representative,Dennis Hunt,DEM,WI,Open,Lost-General,269554.97,67
State Representative,Robert Lee Summerfield,REP,WI,Open,Won-General,259078.0,67
State Senator,Bryan Van Stippen,DEM,WI,Challenger,Lost-General,255906.8,12
State Representative,George Ferriter,DEM,WI,Challenger,Lost-General,233640.98,42
State Representative,Kathleen Bernier,REP,WI,Incumbent,Won-General,220631.99,68
State Senator,David Hansen,DEM,WI,Incumbent,Won-General,217074.44,30
State Representative,Edward Allen Brooks,REP,WI,Incumbent,Won-General,213232.0,50
State Representative,John Nygren,REP,WI,Incumbent,Won-General,196372.84,89
