office,candidate,party,state,incumbency,result,total money,district
State Representative,Joseph Straus III,REP,TX,Incumbent,Default Winner-General,9334727.96,121
U.S. Representative,Kevin Brady,REP,TX,Incumbent,Default Winner-General,4808273.96,8
U.S. Representative,William Hurd,REP,TX,Incumbent,Won-General,4350874.83,23
U.S. Representative,Glen Charles Robertson,REP,TX,Open,Lost-Primary Runoff,2920347.27,19
Railroad Commissioner,Sean McGary,REP,TX,Open,Lost-Primary Runoff,2573514.16,nan
U.S. Representative,Vicente Gonzalez,DEM,TX,Open,Won-General,2425445.0,15
U.S. Representative,Pete Sessions,REP,TX,Incumbent,Won-General,2386400.3,32
U.S. Representative,Jeb Hensarling,REP,TX,Incumbent,Won-General,2241266.38,5
U.S. Representative,Pete Gallego,DEM,TX,Challenger,Lost-General,2152755.4,23
U.S. Representative,Mac Thornberry,REP,TX,Incumbent,Won-General,2126509.42,13
State Senator,Juan Hinojosa,DEM,TX,Incumbent,Won-General,2115507.9,20
State Senator,Jane Nelson,REP,TX,Incumbent,Won-General,1962421.55,12
U.S. Representative,Michael Conaway,REP,TX,Incumbent,Won-General,1960074.16,11
State Representative,Charlie Geren,REP,TX,Incumbent,Won-General,1915935.69,99
State Senator,Dawn Buckingham,REP,TX,Open,Won-General,1831461.76,24
U.S. Representative,Gene Green,DEM,TX,Incumbent,Won-General,1798222.68,29
State Senator,Charles Brandon Creighton,REP,TX,Incumbent,Won-General,1787986.64,4
State Senator,Bryan Hughes,REP,TX,Open,Won-General,1744950.08,1
State Senator,Carlos Uresti,DEM,TX,Incumbent,Won-General,1716713.14,19
U.S. Representative,Roger Williams,REP,TX,Incumbent,Won-General,1676173.59,25
U.S. Representative,Michael McCaul,REP,TX,Incumbent,Won-General,1675164.0,10
U.S. Representative,Henry Cuellar,DEM,TX,Incumbent,Won-General,1668541.17,28
State Representative,Todd Hunter,REP,TX,Incumbent,Default Winner-General,1633382.16,32
U.S. Representative,Jodey Arrington,REP,TX,Open,Won-General,1583361.25,19
State Senator,Larry Taylor,REP,TX,Incumbent,Default Winner-General,1566360.24,11
U.S. Representative,Pete Olson,REP,TX,Incumbent,Won-General,1535575.67,22
U.S. Representative,Lamar Smith,REP,TX,Incumbent,Won-General,1528541.33,21
U.S. Representative,William Flores,REP,TX,Incumbent,Won-General,1527658.57,17
State Senator,Judith Zaffirini,DEM,TX,Incumbent,Default Winner-General,1448651.99,21
U.S. Representative,Kay Granger,REP,TX,Incumbent,Won-General,1414159.9,12
U.S. Representative,Marc Veasey,DEM,TX,Incumbent,Won-General,1411520.35,33
State Representative,Doug Miller,REP,TX,Incumbent,Lost-Primary Runoff,1386028.13,73
U.S. Representative,Michael Burgess,REP,TX,Incumbent,Won-General,1360499.94,26
U.S. Representative,Joe Barton,REP,TX,Incumbent,Won-General,1316319.62,6
U.S. Representative,John Culberson,REP,TX,Incumbent,Won-General,1226389.53,7
U.S. Representative,Filemon Vela,DEM,TX,Incumbent,Won-General,1214622.44,34
U.S. Representative,Joaquin Castro,DEM,TX,Incumbent,Won-General,1191923.77,20
Supreme Court-Guzman Seat,Eva Guzman,REP,TX,Incumbent,Won-General,1126348.49,nan
U.S. Representative,Brian Babin,REP,TX,Incumbent,Won-General,1110134.62,36
U.S. Representative,Blake Farenthold,REP,TX,Incumbent,Won-General,1100637.68,27
U.S. Representative,Sam Johnson,REP,TX,Incumbent,Won-General,1098135.04,3
State Senator,Eddie Lucio Jr.,DEM,TX,Open,Default Winner-General,1053992.73,27
State Representative,Sarah Davis,REP,TX,Incumbent,Won-General,1046588.41,134
State Representative,Byron Cook,REP,TX,Incumbent,Default Winner-General,1027140.08,8
U.S. Representative,John Carter,REP,TX,Incumbent,Won-General,1018813.57,31
Supreme Court-Lehrmann Seat,Debra Lehrmann,REP,TX,Incumbent,Won-General,994854.32,nan
State Representative,Cindy Burkett,REP,TX,Incumbent,Won-General,985624.01,113
U.S. Representative,Lloyd Doggett,DEM,TX,Incumbent,Won-General,983676.23,35
State Representative,Wayne Smith,REP,TX,Incumbent,Lost-Primary Runoff,958991.81,128
State Representative,Kenneth Sheets,REP,TX,Incumbent,Lost-General,950894.71,107
State Representative,Jonathan Mark Stickland,REP,TX,Incumbent,Won-General,944176.16,92
Supreme Court-Green Seat,Paul Green,REP,TX,Incumbent,Won-General,939673.45,nan
State Representative,Jason Villalba,REP,TX,Incumbent,Won-General,921152.09,114
U.S. Representative,Kenny Marchant,REP,TX,Incumbent,Won-General,910439.82,24
State Senator,Rodney Ellis,DEM,TX,Incumbent,Withdrew-General,841011.94,13
State Senator,Brian Birdwell,REP,TX,Incumbent,Won-General,838390.16,22
U.S. Representative,Ted Poe,REP,TX,Incumbent,Won-General,826927.14,2
