office,candidate,party,state,incumbency,result,total money,district
U.S. Representative,Erik Paulsen,REP,MN,Incumbent,Won-General,4925242.8,3
U.S. Representative,Angie Craig,DEM,MN,Open,Lost-General,4023464.24,2
U.S. Representative,Stewart Mills,REP,MN,Challenger,Lost-General,3620284.22,8
U.S. Representative,Richard Michael Nolan,DEM,MN,Incumbent,Won-General,3024826.58,8
U.S. Representative,Keith Maurice Ellison,DEM,MN,Incumbent,Won-General,2786499.12,5
U.S. Representative,Thomas Earl Emmer Jr.,REP,MN,Incumbent,Won-General,2059268.79,6
U.S. Representative,Terri Bonoff,DEM,MN,Challenger,Lost-General,1971567.61,3
U.S. Representative,Timothy Walz,DEM,MN,Incumbent,Won-General,1547190.51,1
U.S. Representative,Collin Peterson,DEM,MN,Incumbent,Won-General,1203552.47,7
U.S. Representative,Jason Lewis,REP,MN,Open,Won-General,1033372.68,2
U.S. Representative,Betty McCollum,DEM,MN,Incumbent,Won-General,914151.22,4
U.S. Representative,Jim Hagedorn,REP,MN,Challenger,Lost-General,356904.42,1
State Representative,Jim Knoblach,REP,MN,Incumbent,Won-General,165468.32,14B
State Senator,Foung Hawj,DEM,MN,Incumbent,Won-General,164972.93,67
State Senator,David Tomassoni,DEM,MN,Incumbent,Won-General,146636.13,6
State Senator,Melisa Franzen,DEM,MN,Incumbent,Won-General,136769.98,49
State Senator,Thomas Bakk,DEM,MN,Incumbent,Won-General,135419.4,3
State Senator,Jim Abeler,REP,MN,Incumbent,Won-General,133542.12,35
State Representative,Erin Murphy,DEM,MN,Incumbent,Won-General,130942.94,64A
State Senator,Paul Anderson,REP,MN,Open,Won-General,124492.74,44
State Senator,Carla Jean Nelson,REP,MN,Incumbent,Won-General,118578.57,26
State Senator,John Hoffman,DEM,MN,Incumbent,Won-General,117048.49,36
State Senator,Sean McGary,REP,MN,Incumbent,Won-General,114152.21,16
State Senator,David Hann,REP,MN,Incumbent,Lost-General,112461.13,48
State Representative,Gregory Davids,REP,MN,Incumbent,Won-General,109753.29,28B
State Senator,Torrey Norman Westrom,REP,MN,Incumbent,Won-General,109587.04,12
State Representative,Kurt Daudt,REP,MN,Incumbent,Won-General,103418.57,31A
State Senator,Matt Little,DEM,MN,Open,Won-General,102498.19,58
State Senator,Richard Cohen,DEM,MN,Incumbent,Won-General,102241.62,64
State Senator,Deb Calvert,DEM,MN,Open,Lost-General,102103.26,44
State Representative,Jon Applebaum,DEM,MN,Incumbent,Won-General,99696.72,44B
State Senator,Dan Hall,REP,MN,Incumbent,Won-General,99494.47,56
State Senator,James Carlson,DEM,MN,Incumbent,Won-General,99399.1,51
State Senator,Vicki Jensen,DEM,MN,Incumbent,Lost-General,99325.96,24
State Senator,Tim Nelson,DEM,MN,Open,Lost-General,98611.91,32
State Representative,Ron Erhardt,DEM,MN,Incumbent,Lost-General,98413.63,49A
State Representative,Dario Anselmo,REP,MN,Challenger,Won-General,97217.88,49A
State Senator,Bernhard Kent Eken,DEM,MN,Incumbent,Won-General,94725.53,4
