office,candidate,party,state,incumbency,result,total money,district
U.S. Representative,David Cicilline,DEM,RI,Incumbent,Won-General,1505725.94,1
U.S. Representative,James Langevin,DEM,RI,Incumbent,Won-General,1128818.9,2
State Representative,Nicholas Anthony Mattiello,DEM,RI,Incumbent,Won-General,603858.81,15
State Representative,Joseph Shekarchi,DEM,RI,Incumbent,Won-General,267650.38,23
State Senator,Teresa Paiva-Weed,DEM,RI,Incumbent,Won-General,243960.0,13
State Senator,Dominick Ruggerio,DEM,RI,Incumbent,Won-General,172920.01,4
State Representative,Stephen Ucci,DEM,RI,Incumbent,Won-General,125695.0,42
State Representative,Aaron Regunberg,DEM,RI,Incumbent,Won-General,117425.7,4
U.S. Representative,Harold Russell Taub,REP,RI,Challenger,Lost-General,104966.21,1
State Representative,Rebecca Schiff,REP,RI,Challenger,Lost-General,89972.35,74
State Senator,Maryellen Goodwin,DEM,RI,Incumbent,Won-General,86619.05,1
State Senator,Michael McCaffrey,DEM,RI,Incumbent,Won-General,85565.59,29
State Representative,Robert Craven Sr.,DEM,RI,Incumbent,Won-General,83855.0,32
State Senator,Frank Ciccone III,DEM,RI,Incumbent,Won-General,72488.2,7
State Representative,Evan Shanley,DEM,RI,Open,Won-General,64721.98,24
State Senator,Jina Petrarca-Karampetsos,DEM,RI,Open,Lost-General,54724.0,17
State Representative,John Joseph Lombardi,DEM,RI,Incumbent,Won-General,51595.0,8
State Senator,Ryan William Pearson,DEM,RI,Incumbent,Won-General,50567.41,19
State Representative,Joseph Solomon Jr.,DEM,RI,Incumbent,Won-General,49449.0,22
State Representative,Cale Keable,DEM,RI,Incumbent,Won-General,49372.2,47
State Senator,Daniel Da Ponte,DEM,RI,Incumbent,Won-General,49370.0,14
State Senator,Stephen Archambault,DEM,RI,Incumbent,Won-General,48915.0,22
State Representative,Antonio Giarrusso,REP,RI,Incumbent,Won-General,48675.0,30
State Representative,Christopher Blazejewski,DEM,RI,Incumbent,Won-General,46626.0,2
State Senator,Hanna Gallo,DEM,RI,Incumbent,Won-General,46236.0,27
State Representative,Charlene Lima,DEM,RI,Incumbent,Won-General,45520.0,14
State Representative,Scott Slater,DEM,RI,Incumbent,Won-General,44930.0,10
State Senator,Donna Nesselbush,DEM,RI,Incumbent,Won-General,44576.83,15
State Senator,Joshua Miller,DEM,RI,Incumbent,Won-General,44485.0,28
State Representative,Deborah Ruggiero,DEM,RI,Incumbent,Won-General,43889.8,74
State Representative,Brian Patrick Kennedy,DEM,RI,Incumbent,Won-General,41725.0,38
State Representative,Joseph McNamara,DEM,RI,Incumbent,Won-General,40975.0,19
State Representative,Lisa Tomasso,DEM,RI,Challenger,Lost-General,40498.0,29
State Representative,Linda Dill Finn,DEM,RI,Open,Lost-General,40077.48,72
State Representative,Patricia Serpa,DEM,RI,Incumbent,Won-General,39579.2,27
State Senator,Frank Lombardi,DEM,RI,Incumbent,Won-General,38590.0,26
State Representative,Gregg Amore,DEM,RI,Incumbent,Won-General,36962.0,65
State Representative,Raymond Hull,DEM,RI,Incumbent,Won-General,36466.0,6
State Representative,Katherine Kazarian,DEM,RI,Incumbent,Won-General,35821.0,63
State Representative,Steven Frias,REP,RI,Challenger,Lost-General,35564.96,15
State Senator,Paul Fogarty,DEM,RI,Incumbent,Won-General,35500.0,23
State Representative,Lauren Carson,DEM,RI,Incumbent,Won-General,34157.0,75
State Representative,Marcia Ranglin-Vassell,DEM,RI,Open,Won-General,33796.91,5
State Representative,Grace Diaz,DEM,RI,Incumbent,Won-General,33328.48,11
State Representative,Kenneth Marshall,DEM,RI,Incumbent,Won-General,32973.63,68
State Representative,John Edwards,DEM,RI,Incumbent,Won-General,32721.31,70
State Senator,Walter Felag Jr.,DEM,RI,Incumbent,Won-General,32688.0,10
State Representative,Jean Philippe Barros,DEM,RI,Incumbent,Won-General,32655.0,59
State Senator,Leonidas Raptakis,DEM,RI,Incumbent,Won-General,32343.0,33
State Representative,Kathleen Fogarty,DEM,RI,Incumbent,Won-General,31132.31,35
