office,candidate,party,state,incumbency,result,total money,district
U.S. Representative,Emily Ann Cain,DEM,ME,Challenger,Lost-General,3475689.63,2
U.S. Representative,Bruce Poliquin,REP,ME,Incumbent,Won-General,3424375.78,2
U.S. Representative,Rochelle Pingree,DEM,ME,Incumbent,Won-General,609659.43,1
U.S. Representative,Mark Holbrook,REP,ME,Challenger,Lost-General,102603.75,1
State Senator,Shenna Lee Bellows,DEM,ME,Open,Won-General,66615.54,14
State Senator,Rodney Whittemore,REP,ME,Incumbent,Won-General,64896.98,3
State Senator,Jonathan Fulford,DEM,ME,Challenger,Lost-General,64549.87,11
State Senator,Troy Dale Jackson,DEM,ME,Open,Won-General,62961.95,1
State Senator,Amy Volk,REP,ME,Incumbent,Won-General,62409.24,30
State Senator,Jean-Marie Caterina,DEM,ME,Challenger,Lost-General,58489.07,30
State Senator,David Miramant,DEM,ME,Incumbent,Won-General,57167.84,12
State Senator,Timothy Guerrette,REP,ME,Open,Lost-General,56862.46,1
State Representative,Karleton Ward Jr.,REP,ME,Incumbent,Won-General,56847.51,131
State Senator,Jonathan Kilbourn,DEM,ME,Challenger,Lost-General,49508.28,34
State Senator,Andre Cushing III,REP,ME,Incumbent,Won-General,47988.0,10
State Senator,Dana Dow,REP,ME,Challenger,Won-General,47894.35,13
State Senator,Thomas Saviello,REP,ME,Incumbent,Won-General,46112.06,17
State Senator,Moira Oneill,DEM,ME,Challenger,Lost-General,45314.49,7
State Senator,Ricky Long,REP,ME,Open,Lost-General,45244.23,2
State Senator,James Dill,DEM,ME,Incumbent,Won-General,45153.19,5
State Senator,Henry Murphy Beck,DEM,ME,Challenger,Lost-General,43349.29,16
State Senator,Lisa Keim,REP,ME,Challenger,Won-General,42754.9,18
State Senator,Scott Cyrway,REP,ME,Incumbent,Won-General,42418.75,16
State Senator,Eric Brakey,REP,ME,Incumbent,Won-General,40938.45,20
State Senator,Eloise Vitelli,DEM,ME,Open,Won-General,40798.48,23
State Senator,David Emery,REP,ME,Challenger,Lost-General,40379.56,12
State Senator,Andrea Boland,DEM,ME,Challenger,Lost-General,39910.2,33
State Senator,Geoffrey Gratwick,DEM,ME,Incumbent,Won-General,39774.57,9
State Senator,Jeffrey McCabe,DEM,ME,Challenger,Lost-General,39035.2,3
State Senator,Christopher Johnson,DEM,ME,Incumbent,Lost-General,37569.51,13
State Senator,Laurence Willey Jr.,REP,ME,Challenger,Lost-General,37242.23,9
State Senator,Brian Langley,REP,ME,Incumbent,Won-General,36236.36,7
State Senator,Bryan Cutchen,REP,ME,Open,Lost-General,35754.3,14
State Senator,Garrett Paul Mason,REP,ME,Incumbent,Won-General,35080.5,22
State Senator,Guy Lebida,REP,ME,Open,Lost-General,34104.44,23
State Senator,Benjamin Chipman,DEM,ME,Incumbent,Won-General,32997.79,27
State Senator,Justin Chenette,DEM,ME,Incumbent,Won-General,32360.9,31
State Senator,Michael Carpenter,DEM,ME,Open,Won-General,31452.44,2
State Senator,Michael Thibodeau,REP,ME,Incumbent,Won-General,30409.76,11
State Senator,Rock Alley,DEM,ME,Open,Lost-General,30329.24,6
State Senator,Joyce Maker,REP,ME,Open,Won-General,29563.64,6
State Senator,Dennis Marble,UNENROLLED,ME,Challenger,Lost-General,29498.75,10
State Senator,Rebecca Millett,DEM,ME,Incumbent,Won-General,29421.33,29
State Senator,Catherine Breen,DEM,ME,Incumbent,Won-General,29228.09,25
State Senator,Ronald Collins,REP,ME,Incumbent,Won-General,28691.43,34
State Senator,Barton Ladd,REP,ME,Challenger,Lost-General,28374.92,25
State Senator,John Patrick,DEM,ME,Incumbent,Lost-General,28264.5,18
State Senator,Joseph Pietroski,UNENROLLED,ME,Open,Lost-General,28122.22,14
State Senator,Kimberly Sampson,DEM,ME,Challenger,Lost-General,27624.39,20
State Senator,Paul Davis Sr.,REP,ME,Incumbent,Won-General,27105.11,4
State Senator,David Woodsome,REP,ME,Incumbent,Won-General,25798.39,33
State Senator,Everett Brownie Carson,DEM,ME,Open,Won-General,25115.8,24
State Senator,Timothy Sevigny,REP,ME,Challenger,Lost-General,23325.35,31
State Representative,Jeffrey Lloyd Timberlake,REP,ME,Incumbent,Won-General,22775.0,75
State Senator,Stephen Martin,REP,ME,Open,Lost-General,22536.6,32
State Senator,Joseph Chisari,DEM,ME,Challenger,Lost-General,22000.0,19
State Senator,Dawn Hill,DEM,ME,Incumbent,Won-General,22000.0,35
State Senator,Susan Deschambault,DEM,ME,Open,Won-General,21850.45,32
State Senator,Tristam Coffin,REP,ME,Open,Lost-General,21156.96,24
State Senator,Roger Katz,REP,ME,Incumbent,Won-General,20810.97,15
State Representative,Heidi Sampson,REP,ME,Open,Won-General,19917.59,21
State Senator,Brett Baber,REP,ME,Challenger,Lost-General,19000.87,5
