office,candidate,party,state,incumbency,result,total money,district
U.S. Representative,Ben Ray Lujan,DEM,NM,Incumbent,Won-General,2128521.0,3
U.S. Representative,Stevan Pearce,REP,NM,Incumbent,Won-General,1839392.75,2
U.S. Representative,Michelle Lujan Grisham,DEM,NM,Incumbent,Won-General,1779678.95,1
Secretary Of State,Maggie Toulouse Oliver,DEM,NM,Open,Won-General,744450.82,nan
State Senator,Michael Sanchez,DEM,NM,Incumbent,Lost-General,588447.95,29
State Representative,Nathaniel Gentry,REP,NM,Incumbent,Won-General,568542.19,30
U.S. Representative,Merrie Lee Soules,DEM,NM,Challenger,Lost-General,400978.89,2
Secretary Of State,Nora Lee Espinoza,REP,NM,Open,Lost-General,360359.97,nan
State Representative,Sarah Maestas Barnes,REP,NM,Incumbent,Won-General,300684.04,15
State Senator,Daniel Ivey-Soto,DEM,NM,Incumbent,Won-General,258248.5,15
State Representative,Elizabeth Thomson,DEM,NM,Open,Won-General,242826.65,24
State Representative,Daymon Ely,DEM,NM,Challenger,Won-General,242008.15,23
Supreme Court-Nakamura Seat,Michael Vigil,DEM,NM,Challenger,Lost-General,236991.13,nan
Appellate Court-Open Seat,Julie Jeanene Vargas,DEM,NM,Open,Won-General,236679.71,nan
State Senator,Elizabeth Liz Stefanics,DEM,NM,Challenger,Won-General,234777.95,39
State Representative,Stephanie Garcia Richard,DEM,NM,Incumbent,Won-General,230076.83,43
State Senator,William Soules,DEM,NM,Incumbent,Won-General,228556.55,37
Supreme Court-Nakamura Seat,Judith Nakamura,REP,NM,Incumbent,Won-General,227274.9,nan
State Representative,Donald Tripp Jr.,REP,NM,Incumbent,Won-General,215602.1,49
Appellate Court-Open Seat,Stephen French,REP,NM,Open,Lost-General,214010.0,nan
State Representative,Ane Romero,DEM,NM,Challenger,Lost-General,205411.86,15
State Senator,John Sapien,DEM,NM,Incumbent,Won-General,204640.72,9
State Senator,Jeff Steinborn,DEM,NM,Challenger,Won-General,200357.56,36
State Representative,Brian Franklin Egolf Jr.,DEM,NM,Incumbent,Won-General,198425.82,47
State Representative,Joanne Jean Ferrary,DEM,NM,Challenger,Won-General,189588.1,37
State Senator,George Munoz,DEM,NM,Incumbent,Won-General,187882.46,4
State Representative,Nathan Small,DEM,NM,Challenger,Won-General,181830.99,36
State Representative,Sharon Clahchischilliage,REP,NM,Incumbent,Won-General,178207.12,4
State Senator,Theodore Barela,REP,NM,Incumbent,Lost-General,175674.39,39
State Senator,Diego Espinoza,REP,NM,Challenger,Lost-General,172992.09,9
State Representative,Terry McMillan,REP,NM,Incumbent,Lost-General,171107.26,37
State Senator,Stuart Ingle,REP,NM,Incumbent,Won-General,170124.62,27
State Senator,Candace Ruth Gould,REP,NM,Open,Won-General,169359.22,10
State Representative,Paul Pacheo,REP,NM,Incumbent,Lost-General,161435.99,23
State Senator,David Simon,DEM,NM,Open,Lost-General,160055.0,10
State Senator,Gregory Baca,REP,NM,Challenger,Won-General,156838.37,29
State Representative,Christina Marie Hall,REP,NM,Open,Lost-General,154952.91,24
State Representative,Rebecca Dow,REP,NM,Open,Won-General,151689.22,38
State Representative,Rodolpho Martinez,DEM,NM,Challenger,Won-General,146797.32,39
State Senator,Lee Cotter,REP,NM,Incumbent,Lost-General,146516.81,36
State Senator,Eric Lyon Burton,REP,NM,Challenger,Lost-General,139274.37,15
State Senator,Mary Kay Papen,DEM,NM,Incumbent,Won-General,137663.67,38
State Representative,Natalie Figueroa,DEM,NM,Challenger,Lost-General,136292.23,30
State Senator,Michael Padilla,DEM,NM,Incumbent,Won-General,135440.93,14
State Representative,Kelly Fajardo,REP,NM,Incumbent,Won-General,134867.13,7
State Representative,Vicki Chavez,REP,NM,Open,Lost-General,131383.62,32
State Representative,John Zimmerman,REP,NM,Incumbent,Lost-General,128719.53,39
State Senator,Cecelia Levatino,REP,NM,Challenger,Lost-General,125417.71,37
State Senator,Mark Moores,REP,NM,Incumbent,Won-General,124772.66,21
State Representative,Alonzo Baldonado,REP,NM,Incumbent,Won-General,121446.99,8
State Representative,Glojean Todacheene,DEM,NM,Challenger,Lost-General,120795.95,4
State Senator,Peter Wirth,DEM,NM,Incumbent,Won-General,119919.0,25
State Representative,Andrew Nunez,REP,NM,Incumbent,Lost-General,116156.37,36
State Representative,Sharon Stover,REP,NM,Challenger,Lost-General,113126.89,43
State Senator,John Arthur Smith,DEM,NM,Incumbent,Won-General,109324.0,35
State Senator,Clemente Sanchez,DEM,NM,Incumbent,Won-General,103799.77,30
State Senator,Richard Martinez,DEM,NM,Incumbent,Won-General,98575.06,5
State Representative,Candie Sweetser,DEM,NM,Open,Won-General,95775.86,32
State Representative,Jason Carl Harper,REP,NM,Incumbent,Won-General,91114.57,57
State Representative,Lorenzo Larranaga,REP,NM,Incumbent,Won-General,90959.47,27
State Senator,Mimi Stewart,DEM,NM,Incumbent,Won-General,86972.02,17
State Senator,Lisa Torraco,REP,NM,Incumbent,Lost-General,86736.15,18
State Representative,Carl Trujillo,DEM,NM,Incumbent,Won-General,81792.0,46
State Representative,Ricky Little,REP,NM,Incumbent,Won-General,80994.1,53
State Representative,Mary Hotvedt,DEM,NM,Open,Lost-General,79432.38,38
State Senator,Gregory Frazier,DEM,NM,Challenger,Lost-General,79311.96,21
State Senator,William Baldwin Oneill,DEM,NM,Incumbent,Won-General,79277.93,13
State Representative,David Edward Adkins,REP,NM,Incumbent,Won-General,75995.83,29
State Senator,Benny Shendo Jr.,DEM,NM,Incumbent,Won-General,73868.0,22
Public Regulation Commission District 001,Cynthia Hall,DEM,NM,Open,Won-General,73087.0,nan
State Senator,James White,REP,NM,Incumbent,Won-General,72285.73,19
State Senator,Bill Tallman,DEM,NM,Challenger,Won-General,70756.0,18
State Senator,William Sharer,REP,NM,Incumbent,Won-General,69679.0,1
U.S. Representative,Michael Romero,REP,NM,Challenger,Lost-General,68077.24,3
State Senator,William Payne,REP,NM,Incumbent,Won-General,67582.95,20
State Representative,Zachary Cook,REP,NM,Incumbent,Won-General,66955.74,56
State Senator,Craig Brandt,REP,NM,Incumbent,Won-General,56871.57,40
State Representative,Patricia Lundstrom,DEM,NM,Incumbent,Won-General,56769.74,9
State Representative,Yvette Herrell,REP,NM,Incumbent,Won-General,54150.0,51
State Representative,Willie Madrid,DEM,NM,Challenger,Lost-General,53554.38,53
State Representative,Greg Nibert,REP,NM,Open,Won-General,50947.05,59
State Representative,James Mitchell Dines,REP,NM,Incumbent,Won-General,50365.3,20
State Representative,Linda Trujillo,DEM,NM,Open,Won-General,49968.4,48
State Representative,Ronnie Martinez,DEM,NM,Challenger,Lost-General,49643.63,29
State Representative,James J) Strickler,REP,NM,Incumbent,Won-General,49024.0,2
State Senator,Jacob Candelaria,DEM,NM,Incumbent,Won-General,48795.99,26
State Representative,Antonio Maestas,DEM,NM,Incumbent,Won-General,48291.63,16
State Representative,James Smith,REP,NM,Incumbent,Won-General,48181.61,22
State Senator,John Patrick Woods,REP,NM,Incumbent,Won-General,48000.0,7
State Senator,Sander Rue,REP,NM,Incumbent,Won-General,47275.0,23
State Representative,Christine Trujillo,DEM,NM,Incumbent,Won-General,47076.67,25
State Representative,Larry Scott,REP,NM,Incumbent,Won-General,46350.0,62
State Representative,Jane Powdrell-Culbert,REP,NM,Incumbent,Won-General,45735.0,44
State Representative,Deborah Armstrong,DEM,NM,Incumbent,Won-General,44606.26,17
State Senator,Joseph Cervantes,DEM,NM,Incumbent,Won-General,44300.0,31
State Representative,Matthew McQueen,DEM,NM,Incumbent,Won-General,43855.8,50
State Senator,Cisco McSorley,DEM,NM,Incumbent,Won-General,43125.49,16
State Representative,Monica Youngblood,REP,NM,Incumbent,Won-General,43016.17,68
State Senator,Carlos Cisneros,DEM,NM,Incumbent,Won-General,41960.0,6
State Representative,William Rehm,REP,NM,Incumbent,Won-General,40360.85,31
State Representative,Debra Marie Sarinana,DEM,NM,Open,Won-General,38131.21,21
State Representative,Arturo Fierro,DEM,NM,Challenger,Lost-General,37835.0,7
State Senator,Ron Griggs,REP,NM,Incumbent,Won-General,37750.0,34
State Representative,John Wallace,DEM,NM,Challenger,Lost-General,36674.28,22
State Senator,Cliff Pirtle,REP,NM,Incumbent,Won-General,36250.0,32
State Senator,Steven Neville,REP,NM,Incumbent,Won-General,36249.0,2
State Senator,Gerald Ortiz Pino,DEM,NM,Incumbent,Won-General,36033.58,12
State Representative,Angelica Rubio,DEM,NM,Open,Won-General,33437.65,35
State Senator,Carroll Leavell,REP,NM,Incumbent,Won-General,30800.0,41
State Representative,Dennis Roch,REP,NM,Incumbent,Won-General,30534.65,67
State Senator,Gay Kernan,REP,NM,Incumbent,Won-General,29435.0,42
State Senator,William Burt,REP,NM,Incumbent,Won-General,28875.0,33
State Senator,Rebecca Morgan,DEM,NM,Challenger,Lost-General,28580.57,1
