Candidate,Party,State,Office,Incumbency,Result,Total Money
"THANEDAR, SHRI",DEMOCRATIC,MI,GOVERNOR,Open,Lost,22122654.74
"STABENOW, DEBBIE",DEMOCRATIC,MI,US SENATE DISTRICT MI SW-CLASS I,Incumbent,Won,17467050.05
"WHITMER, GRETCHEN E & GILCHRIST, GARLIN",DEMOCRATIC,MI,GOVERNOR / LIEUTENANT GOVERNOR,Open,Won,14124089.31
"JAMES, JOHN",REPUBLICAN,MI,US SENATE DISTRICT MI SW-CLASS I,Challenger,Lost,12485136.75
"SCHUETTE, WILLIAM D (BILL) & POSTHUMUS-LYONS, LISA",REPUBLICAN,MI,GOVERNOR / LIEUTENANT GOVERNOR,Open,Lost,10897012.38
"SLOTKIN, ELISSA",DEMOCRATIC,MI,US HOUSE DISTRICT MI 008,Challenger,Won,7394202.77
"EL-SAYED, ADBULRAHMAN M (ADBUL)",DEMOCRATIC,MI,GOVERNOR,Open,Lost,7162227.53
"PENSLER, SANDY",REPUBLICAN,MI,US SENATE DISTRICT MI SW-CLASS I,Open,Lost,5185253.87
"STEVENS, HALEY",DEMOCRATIC,MI,US HOUSE DISTRICT MI 011,Open,Won,4150565.16
"CALLEY, BRIAN NELSON",REPUBLICAN,MI,GOVERNOR,Open,Lost,4146822.59
"BISHOP, MICHAEL D (MIKE)",REPUBLICAN,MI,US HOUSE DISTRICT MI 008,Incumbent,Lost,3383642.39
"UPTON, FREDERICK STEPHEN (FRED)",REPUBLICAN,MI,US HOUSE DISTRICT MI 006,Incumbent,Won,3275898.37
"HINES, JAMES R (JIM)",REPUBLICAN,MI,GOVERNOR,Open,Lost,2793731.97
"EPSTEIN, LENA ROSE",REPUBLICAN,MI,US HOUSE DISTRICT MI 011,Open,Lost,2638417.03
"DRISKELL, GRETCHEN D",DEMOCRATIC,MI,US HOUSE DISTRICT MI 007,Challenger,Lost,2529034.31
"LEONARD III, THOMAS L",REPUBLICAN,MI,ATTORNEY GENERAL,Open,Lost,2202906.25
"WALBERG, TIMOTHY L",REPUBLICAN,MI,US HOUSE DISTRICT MI 007,Incumbent,Won,2169793.48
"HUIZENGA, WILLIAM P (BILL)",REPUBLICAN,MI,US HOUSE DISTRICT MI 002,Incumbent,Won,2136563.15
"NESSEL, DANA",DEMOCRATIC,MI,ATTORNEY GENERAL,Open,Won,2130905.41
"BENSON, JOCELYN F",DEMOCRATIC,MI,SECRETARY OF STATE,Open,Won,1658519.52
"TLAIB, RASHIDA",DEMOCRATIC,MI,US HOUSE DISTRICT MI 013,Open,Won,1592325.01
"LONGJOHN, MATT",DEMOCRATIC,MI,US HOUSE DISTRICT MI 006,Challenger,Lost,1444841.08
"LEVIN, ANDY",DEMOCRATIC,MI,US HOUSE DISTRICT MI 009,Open,Won,1414281.02
"BERGMAN, JOHN W (JACK)",REPUBLICAN,MI,US HOUSE DISTRICT MI 001,Incumbent,Won,1406493.13
"MORGAN, MATTHEW W",DEMOCRATIC,MI,US HOUSE DISTRICT MI 001,Challenger,Lost,1356511.44
"DINGELL, DEBBIE",DEMOCRATIC,MI,US HOUSE DISTRICT MI 012,Incumbent,Won,1272539.42
"DAVIDSON, ROBERT MICHAEL",DEMOCRATIC,MI,US HOUSE DISTRICT MI 002,Challenger,Lost,1246857.66
"GUPTA, SUNEEL",DEMOCRATIC,MI,US HOUSE DISTRICT MI 011,Open,Lost,1239515.88
"MOOLENAAR, JOHN R",REPUBLICAN,MI,US HOUSE DISTRICT MI 004,Incumbent,Won,1166906.63
"KILDEE, DANIEL T",DEMOCRATIC,MI,US HOUSE DISTRICT MI 005,Incumbent,Won,1156295.21
"LIPTON, ELLEN",DEMOCRATIC,MI,US HOUSE DISTRICT MI 009,Open,Lost,1086571.25
"COX, LAURA L",REPUBLICAN,MI,SENATE DISTRICT 007,Open,Lost,1037034.45
"BAGENSTOS, SAMUEL",DEMOCRATIC,MI,SUPREME COURT-CLEMENT & WILDER SEAT,Challenger,Lost,1016134.65
"GREIMEL, TIM",DEMOCRATIC,MI,US HOUSE DISTRICT MI 011,Open,Lost,1015802.87
"OBRIEN, MARGARET E",REPUBLICAN,MI,SENATE DISTRICT 020,Incumbent,Lost,980904.90
"LAWRENCE, BRENDA",DEMOCRATIC,MI,US HOUSE DISTRICT MI 014,Incumbent,Won,911603.28
"MCCANN, SEAN",DEMOCRATIC,MI,SENATE DISTRICT 020,Challenger,Won,843213.05
"FRANKLIN, GEORGE A",DEMOCRATIC,MI,US HOUSE DISTRICT MI 006,Open,Lost,843061.42
"VICTORY, ROGER D",REPUBLICAN,MI,SENATE DISTRICT 030,Open,Won,836021.00
"DIANDA, SCOTT",DEMOCRATIC,MI,SENATE DISTRICT 038,Open,Lost,823973.41
"KNOLLENBERG, MARTIN J (MARTY)",REPUBLICAN,MI,SENATE DISTRICT 013,Incumbent,Lost,821743.21
"BARRETT, THOMAS (TOM)",REPUBLICAN,MI,SENATE DISTRICT 024,Open,Won,808948.11
"BRINKS, WINNIE THERESA",DEMOCRATIC,MI,SENATE DISTRICT 029,Open,Won,799272.13
"SIAS-HERNANDEZ, POPPY",DEMOCRATIC,MI,SENATE DISTRICT 034,Open,Lost,795972.65
"MCMORROW, MALLORY",DEMOCRATIC,MI,SENATE DISTRICT 013,Challenger,Won,792504.25
"MCCREADY, MICHAEL D (MIKE)",REPUBLICAN,MI,SENATE DISTRICT 012,Open,Lost,791951.43
"LANG, MARY TREDER",REPUBLICAN,MI,SECRETARY OF STATE,Open,Lost,783237.06
"BUMSTEAD, JON",REPUBLICAN,MI,SENATE DISTRICT 034,Open,Won,757486.40
"SAAD, FAYROUZ",DEMOCRATIC,MI,US HOUSE DISTRICT MI 011,Open,Lost,744597.24
