Candidate,Party,State,Office,Incumbency,Result,Total Money
"POLIS, JARED SCHUTZ & PRIMAVERA, DIANNE",DEMOCRATIC,CO,GOVERNOR / LIEUTENANT GOVERNOR,Open,Won,24383210.86
"CROW, JASON",DEMOCRATIC,CO,US HOUSE DISTRICT CO 006,Challenger,Won,5644440.75
"MITCHELL, VICTOR S",REPUBLICAN,CO,GOVERNOR,Open,Lost,5025380.65
"STAPLETON, WALKER R & SIAS, LANGHORNE C (LANG)",REPUBLICAN,CO,GOVERNOR / LIEUTENANT GOVERNOR,Open,Lost,4558223.54
"COFFMAN, MICHAEL (MIKE)",REPUBLICAN,CO,US HOUSE DISTRICT CO 006,Incumbent,Lost,3718012.53
"WEISER, PHILIP JACOB",DEMOCRATIC,CO,ATTORNEY GENERAL,Open,Won,3040010.28
"JOHNSTON, MICHAEL (MIKE)",DEMOCRATIC,CO,GOVERNOR,Open,Lost,2497593.91
"KENNEDY, CARY",DEMOCRATIC,CO,GOVERNOR,Open,Lost,2230722.07
"MITSCH BUSH, DIANE",DEMOCRATIC,CO,US HOUSE DISTRICT CO 003,Challenger,Lost,1855949.95
"PERLMUTTER, EDWIN G (ED)",DEMOCRATIC,CO,US HOUSE DISTRICT CO 007,Incumbent,Won,1738433.91
"TIPTON, SCOTT R",REPUBLICAN,CO,US HOUSE DISTRICT CO 003,Incumbent,Won,1589593.68
"WATSON, ROBERT BRIAN",REPUBLICAN,CO,TREASURER,Open,Lost,1564367.43
"DEGETTE, DIANA L",DEMOCRATIC,CO,US HOUSE DISTRICT CO 001,Incumbent,Won,1253128.80
"NEGUSE, JOSEPH",DEMOCRATIC,CO,US HOUSE DISTRICT CO 002,Open,Won,1243697.31
"LYNNE, DONNA",DEMOCRATIC,CO,GOVERNOR,Open,Lost,1178054.61
"GRISWOLD, JENA",DEMOCRATIC,CO,SECRETARY OF STATE,Challenger,Won,1102869.17
"MCCORMICK, KAREN A DVM",DEMOCRATIC,CO,US HOUSE DISTRICT CO 004,Challenger,Lost,915306.10
"ROBINSON, DOUG",REPUBLICAN,CO,GOVERNOR,Open,Lost,805322.36
"LAMBORN, DOUGLAS L (DOUG)",REPUBLICAN,CO,US HOUSE DISTRICT CO 005,Incumbent,Won,678946.17
"BRAUCHLER, GEORGE",REPUBLICAN,CO,ATTORNEY GENERAL,Open,Lost,654246.72
"BUCK, KENNETH R (KEN)",REPUBLICAN,CO,US HOUSE DISTRICT CO 004,Incumbent,Won,600062.60
"RAO, SAIRA",DEMOCRATIC,CO,US HOUSE DISTRICT CO 001,Challenger,Lost,561824.77
"YOUNG, DAVID L (DAVE)",DEMOCRATIC,CO,TREASURER,Open,Won,549603.77
"STORY, TAMMY",DEMOCRATIC,CO,SENATE DISTRICT 016,Challenger,Won,536946.26
"HILL, OWEN J",REPUBLICAN,CO,US HOUSE DISTRICT CO 005,Challenger,Lost,510156.97
"LAWRENCE, POLLY",REPUBLICAN,CO,TREASURER,Open,Lost,500538.33
"WINTER, FAITH K",DEMOCRATIC,CO,SENATE DISTRICT 024,Challenger,Won,459391.27
"DANIELSON, JESSIE",DEMOCRATIC,CO,SENATE DISTRICT 020,Open,Won,446958.73
"SPAULDING, STEPHANY ROSE",DEMOCRATIC,CO,US HOUSE DISTRICT CO 005,Challenger,Lost,385655.74
"PETTERSEN, BRITTANY",DEMOCRATIC,CO,SENATE DISTRICT 022,Open,Won,337350.79
"GLENN, DARRYL",REPUBLICAN,CO,US HOUSE DISTRICT CO 005,Challenger,Lost,327517.55
"TILLEMANN, LEVI",DEMOCRATIC,CO,US HOUSE DISTRICT CO 006,Open,Lost,306487.31
"WILLIAMS, WAYNE W",REPUBLICAN,CO,SECRETARY OF STATE,Incumbent,Lost,300580.26
"HANLON, KARL J",DEMOCRATIC,CO,US HOUSE DISTRICT CO 003,Open,Lost,277394.94
"NEVILLE, TIMOTHY PATRICK",REPUBLICAN,CO,SENATE DISTRICT 016,Incumbent,Lost,241241.81
"DONOVAN, KERRY",DEMOCRATIC,CO,SENATE DISTRICT 005,Incumbent,Won,238890.68
"RODRIGUEZ, ROBERT",DEMOCRATIC,CO,SENATE DISTRICT 032,Open,Won,207659.15
"EVERETT, JUSTIN D",REPUBLICAN,CO,TREASURER,Open,Lost,192202.93
"TIPPER, KERRY",DEMOCRATIC,CO,HOUSE DISTRICT 028,Open,Won,190463.73
"JENSEN, CHRISTINE",REPUBLICAN,CO,SENATE DISTRICT 020,Open,Lost,178394.03
"BRIDGES, JEFF",DEMOCRATIC,CO,HOUSE DISTRICT 003,Incumbent,Won,174722.32
"GRAY, MATTHEW O (MATT)",DEMOCRATIC,CO,HOUSE DISTRICT 033,Incumbent,Won,171659.55
"BUENTELLO, BRIANNA",DEMOCRATIC,CO,HOUSE DISTRICT 047,Open,Won,159745.23
"LEE, SANFORD E (PETE)",DEMOCRATIC,CO,SENATE DISTRICT 011,Open,Won,152934.27
"SIROTA, EMILY",DEMOCRATIC,CO,HOUSE DISTRICT 009,Open,Won,152506.74
"GALINDO, ROCHELLE",DEMOCRATIC,CO,HOUSE DISTRICT 050,Open,Won,151224.94
"SALAZAR, JOSEPH ANTHONY (JOE)",DEMOCRATIC,CO,ATTORNEY GENERAL,Open,Lost,146969.23
"SULLIVAN, TOM",DEMOCRATIC,CO,HOUSE DISTRICT 037,Challenger,Won,146202.14
"NEUMANN, ZACH",DEMOCRATIC,CO,SENATE DISTRICT 032,Open,Lost,145082.16
"WOODWARD, ROB",REPUBLICAN,CO,SENATE DISTRICT 015,Open,Won,141094.94
"DURAN, MONICA I",DEMOCRATIC,CO,HOUSE DISTRICT 024,Open,Won,139660.44
"EXUM SR, THOMAS (TONY)",DEMOCRATIC,CO,HOUSE DISTRICT 017,Incumbent,Won,137921.61
"GARCIA JR, LEROY M",DEMOCRATIC,CO,SENATE DISTRICT 003,Incumbent,Won,137696.94
"SNYDER, MARC ALAN",DEMOCRATIC,CO,HOUSE DISTRICT 018,Open,Won,134320.39
"MCLACHLAN, BARBARA HALL",DEMOCRATIC,CO,HOUSE DISTRICT 059,Incumbent,Won,132085.62
"SANCHEZ, ROMUALDO",REPUBLICAN,CO,SENATE DISTRICT 022,Open,Lost,131095.38
"YOLLICK, NICKY ALLEN",DEMOCRATIC,CO,HOUSE DISTRICT 005,Open,Lost,130867.00
"KRAFT-THARP, TRACY A",DEMOCRATIC,CO,HOUSE DISTRICT 029,Incumbent,Won,130362.40
"SMITH, LESLEY KAREN",DEMOCRATIC,CO,BOARD OF REGENTS DISTRICT AT LARGE,Open,Won,129588.70
