Candidate,Party,State,Office,Incumbency,Result,Total Money
"FISCHER, DEBRA S (DEB)",REPUBLICAN,NE,US SENATE DISTRICT NE SW-CLASS I,Incumbent,Won,6299115.61
"RICKETTS, JOHN PETER (PETE) & FOLEY, MIKE",REPUBLICAN,NE,GOVERNOR / LIEUTENANT GOVERNOR,Incumbent,Won,4763730.08
"BACON, DONALD J",REPUBLICAN,NE,US HOUSE DISTRICT NE 002,Incumbent,Won,2511976.51
"EASTMAN, KARA",DEMOCRATIC,NE,US HOUSE DISTRICT NE 002,Challenger,Lost,2352559.14
"RAYBOULD, JANE MICHELE",DEMOCRATIC,NE,US SENATE DISTRICT NE SW-CLASS I,Challenger,Lost,1953243.73
"SMITH, ADRIAN",REPUBLICAN,NE,US HOUSE DISTRICT NE 003,Incumbent,Won,1608119.76
"FORTENBERRY, JEFF",REPUBLICAN,NE,US HOUSE DISTRICT NE 001,Incumbent,Won,710562.76
"KRIST, BOB & WALZ, LYNNE M",DEMOCRATIC,NE,GOVERNOR / LIEUTENANT GOVERNOR,Challenger,Lost,659717.35
"ASHFORD, BRAD",DEMOCRATIC,NE,US HOUSE DISTRICT NE 002,Open,Lost,570796.33
"WEITZ, BARBARA (BARB)",NONPARTISAN,NE,BOARD OF REGENTS DISTRICT 008,Challenger,Won,356171.07
"EBKE, LAURA",NONPARTISAN,NE,SENATE DISTRICT 032,Incumbent,Lost,316681.73
"LATHROP, STEVE",NONPARTISAN,NE,SENATE DISTRICT 012,Challenger,Won,299470.20
"MCCOLLISTER, JOHN S",NONPARTISAN,NE,SENATE DISTRICT 020,Incumbent,Won,295258.11
"EVNEN, BOB",REPUBLICAN,NE,SECRETARY OF STATE,Open,Won,295146.17
"RIEPE, MERV",NONPARTISAN,NE,SENATE DISTRICT 012,Incumbent,Lost,273946.90
"LINDSTROM, BRETT ROBERT",NONPARTISAN,NE,SENATE DISTRICT 018,Incumbent,Won,248862.44
"THIBODEAU, THERESA",NONPARTISAN,NE,SENATE DISTRICT 006,Incumbent,Lost,247659.42
"HASSEBROOK, CHUCK H",NONPARTISAN,NE,SENATE DISTRICT 016,Challenger,Lost,243306.66
"PETERSON, DOUG",REPUBLICAN,NE,ATTORNEY GENERAL,Incumbent,Won,221511.46
"MURANTE, JOHN",REPUBLICAN,NE,TREASURER,Open,Won,211602.23
"DAUB, HAL",NONPARTISAN,NE,BOARD OF REGENTS DISTRICT 008,Incumbent,Lost,181275.00
"HANSEN, BEN",NONPARTISAN,NE,SENATE DISTRICT 016,Incumbent,Won,178001.31
"MORFELD, ADAM",NONPARTISAN,NE,SENATE DISTRICT 046,Incumbent,Won,167162.26
"CAVANAUGH, MACHAELA",NONPARTISAN,NE,SENATE DISTRICT 006,Challenger,Won,162755.99
"PILLEN, JIM",NONPARTISAN,NE,BOARD OF REGENTS DISTRICT 003,Incumbent,Won,162500.00
"DEAVER, MATT",NONPARTISAN,NE,SENATE DISTRICT 010,Open,Pending,162440.99
"ARCH, JOHN",NONPARTISAN,NE,SENATE DISTRICT 014,Open,Won,151812.66
"DEBOER, WENDY",NONPARTISAN,NE,SENATE DISTRICT 010,Open,Pending,151406.36
"WILLIAMS, MATT",NONPARTISAN,NE,SENATE DISTRICT 036,Incumbent,Won,147984.84
"HANSEN, MATT",NONPARTISAN,NE,SENATE DISTRICT 026,Incumbent,Won,128836.09
"KOLTERMAN, MARK A",NONPARTISAN,NE,SENATE DISTRICT 024,Incumbent,Won,124750.45
"HILKEMANN, ROBERT BOB",NONPARTISAN,NE,SENATE DISTRICT 004,Incumbent,Won,123674.20
"STINNER, JOHN P",NONPARTISAN,NE,SENATE DISTRICT 048,Incumbent,Won,122282.74
"HUNT, MEGAN",NONPARTISAN,NE,SENATE DISTRICT 008,Open,Won,122131.26
"PANSING BROOKS, PATTY",NONPARTISAN,NE,SENATE DISTRICT 028,Incumbent,Won,121196.54
"CLEMENTS, ROBERT",NONPARTISAN,NE,SENATE DISTRICT 002,Incumbent,Won,121054.32
"HUGHES, DAN",NONPARTISAN,NE,SENATE DISTRICT 044,Incumbent,Won,111987.27
"MOSER, MIKE",NONPARTISAN,NE,SENATE DISTRICT 022,Open,Won,109905.00
"ROYAL, TAYLOR",REPUBLICAN,NE,TREASURER,Open,Lost,107594.32
"SCHAFER, ROB",NONPARTISAN,NE,BOARD OF REGENTS DISTRICT 005,Incumbent,Won,99784.00
"PENNER, KIRK",REPUBLICAN,NE,US HOUSE DISTRICT NE 003,Challenger,Lost,88421.35
"BRANDT, TOM",NONPARTISAN,NE,SENATE DISTRICT 032,Challenger,Won,88340.50
"PEDERSON, JUDY",NONPARTISAN,NE,SENATE DISTRICT 042,Challenger,Lost,84247.00
"YOAKUM, CHRISTA",DEMOCRATIC,NE,PUBLIC SERVICE COMMISSIONER DISTRICT 001,Open,Lost,80848.21
"GROENE, MIKE",NONPARTISAN,NE,SENATE DISTRICT 042,Incumbent,Won,79194.86
"DORN, MYRON",NONPARTISAN,NE,SENATE DISTRICT 030,Open,Won,77512.73
"SCHULLER, DON",NONPARTISAN,NE,SENATE DISTRICT 030,Open,Lost,77124.26
"FRIESEN, CURT",NONPARTISAN,NE,SENATE DISTRICT 034,Incumbent,Won,76780.00
"THEOBALD, PAUL GILBERT",DEMOCRATIC,NE,US HOUSE DISTRICT NE 003,Challenger,Lost,76775.09
"WINKLER, SCOTT",NONPARTISAN,NE,SENATE DISTRICT 018,Challenger,Lost,72686.83
"MCCLURE, JESSICA",DEMOCRATIC,NE,US HOUSE DISTRICT NE 001,Challenger,Lost,71835.40
"LORENCE, SUSAN D",NONPARTISAN,NE,SENATE DISTRICT 002,Challenger,Lost,70692.13
"MURMAN, DAVE",NONPARTISAN,NE,SENATE DISTRICT 038,Open,Won,67845.00
"FANGMEYER, MARSHA",NONPARTISAN,NE,SENATE DISTRICT 038,Open,Lost,63764.08
"DANNER, SPENCER",DEMOCRATIC,NE,SECRETARY OF STATE,Open,Lost,63735.56
"SCHRAM, TIM",REPUBLICAN,NE,PUBLIC SERVICE COMMISSIONER DISTRICT 003,Incumbent,Won,62934.50
"WATERMEIER, DAN",REPUBLICAN,NE,PUBLIC SERVICE COMMISSIONER DISTRICT 001,Open,Won,62474.09
"FORSYTHE, MIKE",DEMOCRATIC,NE,PUBLIC SERVICE COMMISSIONER DISTRICT 003,Challenger,Lost,61277.04
"MURRAY, JOE",NONPARTISAN,NE,SENATE DISTRICT 030,Open,Lost,59911.29
"FERRY, THOMAS E",NONPARTISAN,NE,SENATE DISTRICT 040,Open,Lost,58570.29
"RISKOWSKI, AL",NONPARTISAN,NE,SENATE DISTRICT 032,Challenger,Lost,54571.00
"KUBE, KEITH F",NONPARTISAN,NE,SENATE DISTRICT 040,Open,Lost,46132.00
"OCONNOR, ELIZABETH",NONPARTISAN,NE,BOARD OF REGENTS DISTRICT 004,Open,Won,44399.48
"NEARY, DEBORAH",NONPARTISAN,NE,BOARD OF EDUCATION DISTRICT 008,Challenger,Won,42512.00
"GRAGERT, TIMOTHY J",NONPARTISAN,NE,SENATE DISTRICT 040,Open,Won,42176.99
"SMATHERS, SCOTT",REPUBLICAN,NE,PUBLIC SERVICE COMMISSIONER DISTRICT 001,Open,Lost,41920.00
"JANSSEN, CHARLIE",REPUBLICAN,NE,AUDITOR,Incumbent,Won,39308.19
"MCPHERSON, PATRICK J",NONPARTISAN,NE,BOARD OF EDUCATION DISTRICT 008,Incumbent,Lost,38107.00
"COLLETT, JACKIE",NONPARTISAN,NE,SENATE DISTRICT 020,Challenger,Lost,36151.74
"HENNINGSEN, JOSH",NONPARTISAN,NE,SENATE DISTRICT 008,Open,Lost,35677.70
"PARRIS, JEFF",NONPARTISAN,NE,SENATE DISTRICT 014,Open,Lost,35196.75
"OERTWICH, DOUG",NONPARTISAN,NE,SENATE DISTRICT 022,Open,Lost,34998.00
"DAVIS, MINA",NONPARTISAN,NE,SENATE DISTRICT 008,Open,Lost,33957.34
"BRADLEY, LAWRENCE W",NONPARTISAN,NE,BOARD OF REGENTS DISTRICT 004,Open,Lost,25619.92
"SKINNER, JANE",DEMOCRATIC,NE,AUDITOR,Challenger,Lost,18829.65
"GRECKEL, SHANE",NONPARTISAN,NE,SENATE DISTRICT 040,Open,Lost,17200.00
"KUEHLER, FRANCIS P",NONPARTISAN,NE,SENATE DISTRICT 022,Open,Lost,16706.00
"CORYELL, SHANNON",NONPARTISAN,NE,SENATE DISTRICT 004,Challenger,Pending,16675.07
"NANTKES, STEPHANIE",NONPARTISAN,NE,SENATE DISTRICT 024,Challenger,Lost,12041.29
"THOMSEN, JULIE",NONPARTISAN,NE,SENATE DISTRICT 040,Open,Lost,8791.01
"ATKEISON, JOHN",DEMOCRATIC,NE,PUBLIC SERVICE COMMISSIONER DISTRICT 001,Open,Lost,7512.17
"MEYERS, BOB",NONPARTISAN,NE,BOARD OF EDUCATION DISTRICT 008,Challenger,Lost,6471.71
"MACEK, DENNIS FRANK",REPUBLICAN,NE,US SENATE DISTRICT NE SW-CLASS I,Challenger,Lost,2111.66
"DAVIS, TYLER A",DEMOCRATIC,NE,GOVERNOR,Open,Lost,2102.13
"HEIDEL, JACK",REPUBLICAN,NE,US SENATE DISTRICT NE SW-CLASS I,Challenger,Lost,275.00
"KRIST, BOB",DEMOCRATIC,NE,GOVERNOR,Open,Won,0.00
"MARVIN, LARRY",DEMOCRATIC,NE,US SENATE DISTRICT NE SW-CLASS I,Open,Lost,0.00
"CRAWFORD, DENNIS P",DEMOCRATIC,NE,US HOUSE DISTRICT NE 001,Open,Lost,0.00
"ARGYRAKIS, EVANGELOS",DEMOCRATIC,NE,ATTORNEY GENERAL,Challenger,Withdrew,0.00
"JANICEK, CHRIS",DEMOCRATIC,NE,US SENATE DISTRICT NE SW-CLASS I,Open,Lost,0.00
"SVOBODA, FRANK B",DEMOCRATIC,NE,US SENATE DISTRICT NE SW-CLASS I,Open,Lost,0.00
"WARD, VANESSA GAYLE",DEMOCRATIC,NE,GOVERNOR,Open,Lost,0.00
"SCHULTZ, JIM",LIBERTARIAN,NE,US SENATE DISTRICT NE SW-CLASS I,Challenger,Lost,0.00
"PROKOP, ROBERT J",NONPARTISAN,NE,BOARD OF REGENTS DISTRICT 005,Challenger,Lost,0.00
"TIMM, PATRICIA H",NONPARTISAN,NE,BOARD OF EDUCATION DISTRICT 005,Incumbent,Won,0.00
"VAN VALKENBURG, BOB",NONPARTISAN,NE,SENATE DISTRICT 026,Challenger,Lost,0.00
"STACY, STEPHANIE",NONPARTISAN,NE,SUPREME COURT DISTRICT 001,Incumbent,Pending,0.00
"NICKELS, MAUREEN",NONPARTISAN,NE,BOARD OF EDUCATION DISTRICT 006,Incumbent,Won,0.00
"STEVENS, ROBIN R",NONPARTISAN,NE,BOARD OF EDUCATION DISTRICT 007,Open,Won,0.00
"BOND, JAMES",NONPARTISAN,NE,SENATE DISTRICT 002,Challenger,Lost,0.00
"BENTLEY, MARIS",NONPARTISAN,NE,BOARD OF EDUCATION DISTRICT 005,Challenger,Lost,0.00
"REDWINE, JOSHUA",NONPARTISAN,NE,BOARD OF REGENTS DISTRICT 005,Challenger,Lost,0.00
"FULTON, RICKY",NONPARTISAN,NE,SENATE DISTRICT 006,Challenger,Lost,0.00
"WILKINS, RYAN",NONPARTISAN,NE,BOARD OF REGENTS DISTRICT 008,Challenger,Lost,0.00
"HENNRICH, AUSTIN",NONPARTISAN,NE,SENATE DISTRICT 018,Challenger,Lost,0.00
"DIENSTBIER, CHRIS ANNE",NONPARTISAN,NE,SENATE DISTRICT 020,Challenger,Lost,0.00
"LEISCHNER, KENNETH G",NONPARTISAN,NE,SENATE DISTRICT 022,Open,Lost,0.00
"COMBS, MICHAEL D",NONPARTISAN,NE,SENATE DISTRICT 038,Open,Lost,0.00
"JOHNSON, RONALD L",NONPARTISAN,NE,SENATE DISTRICT 038,Open,Lost,0.00
"MURPHY, ANDREW",NONPARTISAN,NE,SENATE DISTRICT 038,Open,Lost,0.00
"OSBORN, THOMAS",NONPARTISAN,NE,SENATE DISTRICT 038,Open,Lost,0.00
"SOBOTKA, MICHAEL A",NONPARTISAN,NE,SENATE DISTRICT 040,Open,Lost,0.00
"MALCOLM, STEPHANIE L",NONPARTISAN,NE,SENATE DISTRICT 044,Challenger,Lost,0.00
"RICKETTS, JOHN PETER (PETE)",REPUBLICAN,NE,GOVERNOR,Incumbent,Won,0.00
"KOWALSKI, ARRON",REPUBLICAN,NE,US HOUSE DISTRICT NE 003,Challenger,Lost,0.00
"GABEL, KRYSTAL",REPUBLICAN,NE,GOVERNOR,Challenger,Lost,0.00
"NOLTE, RON",REPUBLICAN,NE,PUBLIC SERVICE COMMISSIONER DISTRICT 001,Open,Lost,0.00
"SCOTT BOLINGER, LARRY LEE",REPUBLICAN,NE,US HOUSE DISTRICT NE 003,Challenger,Lost,0.00
"PERRELL, DEBRA",REPUBLICAN,NE,SECRETARY OF STATE,Open,Lost,0.00
"STEIN, JEFFREY LYNN",REPUBLICAN,NE,US SENATE DISTRICT NE SW-CLASS I,Challenger,Lost,0.00
"WATSON, TODD F",REPUBLICAN,NE,US SENATE DISTRICT NE SW-CLASS I,Challenger,Lost,0.00
