Candidate,Party,State,Office,Incumbency,Result,Total Money
"NEWSOM, GAVIN",DEMOCRATIC,CA,GOVERNOR,Open,Won,41762112.05
"CHIANG, JOHN",DEMOCRATIC,CA,GOVERNOR,Open,Lost,13575298.83
"COX, JOHN H",REPUBLICAN,CA,GOVERNOR,Open,Lost,12151558.41
"NUNES, DEVIN G",REPUBLICAN,CA,US HOUSE DISTRICT CA 022,Incumbent,Won,11720592.66
"DIANNE, FEINSTEIN",DEMOCRATIC,CA,US SENATE DISTRICT CA SW-CLASS I,Incumbent,Won,11179565.60
"CISNEROS, GIL",DEMOCRATIC,CA,US HOUSE DISTRICT CA 039,Open,Lost,11127703.36
"VILLARAIGOSA, ANTONIO",DEMOCRATIC,CA,GOVERNOR,Open,Lost,9581687.79
"JANZ, ANDREW",DEMOCRATIC,CA,US HOUSE DISTRICT CA 022,Challenger,Lost,8284015.29
"MCCARTHY, KEVIN",REPUBLICAN,CA,US HOUSE DISTRICT CA 023,Incumbent,Won,7741085.43
"HILL, KATIE",DEMOCRATIC,CA,US HOUSE DISTRICT CA 025,Challenger,Won,7330118.73
"HARDER, JOSH",DEMOCRATIC,CA,US HOUSE DISTRICT CA 010,Challenger,Pending,7007191.78
"ROUDA, HARLEY",DEMOCRATIC,CA,US HOUSE DISTRICT CA 048,Challenger,Won,6961877.75
"KOUNALAKIS, ELENI",DEMOCRATIC,CA,LIEUTENANT GOVERNOR,Open,Won,6943626.90
"BECERRA, XAVIER",DEMOCRATIC,CA,ATTORNEY GENERAL,Incumbent,Won,6842752.27
"KERR, PAUL",DEMOCRATIC,CA,US HOUSE DISTRICT CA 049,Open,Lost,5936180.49
"PORTER, KATIE",DEMOCRATIC,CA,US HOUSE DISTRICT CA 045,Challenger,Pending,5880793.61
"SCHIFF, ADAM B",DEMOCRATIC,CA,US HOUSE DISTRICT CA 028,Incumbent,Won,5853379.06
"LEVIN, MIKE",DEMOCRATIC,CA,US HOUSE DISTRICT CA 049,Open,Won,5640694.48
"JONES, DAVE",DEMOCRATIC,CA,ATTORNEY GENERAL,Challenger,Lost,5309603.46
"TUCK, MARSHALL",NONPARTISAN,CA,SUPERINTENDENT OF PUBLIC INSTRUCTION,Open,Pending,4264078.76
"PELOSI, NANCY",DEMOCRATIC,CA,US HOUSE DISTRICT CA 012,Incumbent,Won,4014743.01
"HERNANDEZ, ED",DEMOCRATIC,CA,LIEUTENANT GOVERNOR,Open,Lost,3719346.27
