Candidate,Party,State,Office,Incumbency,Result,Total Money
"NOEM, KRISTI LYNN & RHODEN, LARRY",REPUBLICAN,SD,GOVERNOR / LIEUTENANT GOVERNOR,Open,Pending,2766889.54
"JACKLEY, MARTY J",REPUBLICAN,SD,GOVERNOR,Open,Lost,1958613.93
"SUTTON, BILLIE H & LAVALLEE, MICHELLE",DEMOCRATIC,SD,GOVERNOR / LIEUTENANT GOVERNOR,Open,Pending,862804.99
"JOHNSON, DUSTY",REPUBLICAN,SD,US HOUSE DISTRICT SD 001,Open,Pending,812669.39
"KREBS, SHANTEL",REPUBLICAN,SD,US HOUSE DISTRICT SD 001,Open,Lost,686049.48
"BJORKMAN, TIMOTHY W",DEMOCRATIC,SD,US HOUSE DISTRICT SD 001,Open,Pending,437491.71
"BARNETT, STEVE",REPUBLICAN,SD,SECRETARY OF STATE,Open,Pending,97532.15
"RAVNSBORG, JASON",REPUBLICAN,SD,ATTORNEY GENERAL,Open,Pending,51701.60
"FIEGEN, KRISTIE",REPUBLICAN,SD,PUBLIC UTILITY COMMISSIONER,Incumbent,Pending,28690.52
"RUSSELL, LANCE STEVEN",REPUBLICAN,SD,ATTORNEY GENERAL,Open,Lost,21195.00
"HAEDER, JOSHUA R (JOSH)",REPUBLICAN,SD,TREASURER,Open,Pending,6570.00
"FITZGERALD, JOHN",REPUBLICAN,SD,ATTORNEY GENERAL,Open,Lost,3214.00
"BRUNNER, RYAN",REPUBLICAN,SD,COMMISSIONER OF PUBLIC LANDS,Incumbent,Pending,1893.03
"BARTLING, JULIE",DEMOCRATIC,SD,SENATE DISTRICT 021,Open,Pending,0.00
"BRADFORD, JIM",DEMOCRATIC,SD,SENATE DISTRICT 027,Open,Lost,0.00
"DENNERT, H PAUL",DEMOCRATIC,SD,HOUSE DISTRICT 001,Challenger,Pending,0.00
"AHLERS, DAN",DEMOCRATIC,SD,HOUSE DISTRICT 025,Incumbent,Pending,0.00
"KIRSCHMAN, PATRICK",DEMOCRATIC,SD,HOUSE DISTRICT 015,Challenger,Lost,0.00
"WISMER, SUSAN M",DEMOCRATIC,SD,SENATE DISTRICT 001,Open,Pending,0.00
"COOL, TOM",DEMOCRATIC,SD,AUDITOR,Open,Pending,0.00
"SUTTON, BILLIE H",DEMOCRATIC,SD,GOVERNOR,Open,Default Winner,0.00
"IVERSON, ELEANOR",DEMOCRATIC,SD,HOUSE DISTRICT 023,Challenger,Pending,0.00
"SAXTON, BARBARA",DEMOCRATIC,SD,HOUSE DISTRICT 010,Challenger,Pending,0.00
"SMITH, SHERRY BEA",DEMOCRATIC,SD,SENATE DISTRICT 031,Challenger,Pending,0.00
"HEINERT, TROY E",DEMOCRATIC,SD,SENATE DISTRICT 026,Incumbent,Pending,0.00
"RING, RAY",DEMOCRATIC,SD,HOUSE DISTRICT 017,Incumbent,Pending,0.00
"TYLER, KATHY",DEMOCRATIC,SD,HOUSE DISTRICT 004,Challenger,Pending,0.00
"SABA, MICHAEL",DEMOCRATIC,SD,HOUSE DISTRICT 009,Challenger,Pending,0.00
"KENNEDY, CRAIG",DEMOCRATIC,SD,SENATE DISTRICT 018,Incumbent,Pending,0.00
"MUXEN, BARRY",DEMOCRATIC,SD,SENATE DISTRICT 035,Open,Withdrew,0.00
"SILVIS, ALANNA",DEMOCRATIC,SD,SENATE DISTRICT 005,Open,Withdrew,0.00
"MCCLEEREY, STEVEN D",DEMOCRATIC,SD,HOUSE DISTRICT 001,Incumbent,Pending,0.00
"LOUDENBACK, VALERIE",DEMOCRATIC,SD,HOUSE DISTRICT 014,Challenger,Pending,0.00
"BORDEAUX, SHAWN L",DEMOCRATIC,SD,HOUSE DISTRICT 026A,Incumbent,Pending,0.00
