Candidate,Party,State,Office,Incumbency,Result,Total Money
"HELLER, DEAN",REPUBLICAN,NV,US SENATE DISTRICT NV SW-CLASS I,Incumbent,Pending,10787363.80
"ROSEN, JACKY",DEMOCRATIC,NV,US SENATE DISTRICT NV SW-CLASS I,Challenger,Pending,9346017.89
"LAXALT, ADAM",REPUBLICAN,NV,GOVERNOR,Open,Pending,4149469.19
"SISOLAK, STEVE",DEMOCRATIC,NV,GOVERNOR,Open,Pending,2580996.95
"LEE, SUSIE",DEMOCRATIC,NV,US HOUSE DISTRICT NV 003,Open,Pending,2130977.89
"AMODEI, MARK EUGENE",REPUBLICAN,NV,US HOUSE DISTRICT NV 002,Incumbent,Pending,895903.38
"FORD, AARON D",DEMOCRATIC,NV,ATTORNEY GENERAL,Open,Pending,592184.58
"STIGLICH, LIDIA",NONPARTISAN,NV,SUPREME COURT-SEAT G,Open,Pending,567593.26
"DUNCAN, WESLEY KARL",REPUBLICAN,NV,ATTORNEY GENERAL,Open,Pending,522802.13
"TITUS, DINA",DEMOCRATIC,NV,US HOUSE DISTRICT NV 001,Incumbent,Pending,500715.33
"CADISH, ELISSA",NONPARTISAN,NV,SUPREME COURT-SEAT C,Open,Pending,426592.71
"KIECKHEFER, BEN",REPUBLICAN,NV,SENATE DISTRICT 016,Incumbent,Pending,326149.15
"ROBERSON, MICHAEL",REPUBLICAN,NV,LIEUTENANT GOVERNOR,Open,Pending,286721.60
"FRIERSON, JASON M",DEMOCRATIC,NV,ASSEMBLY DISTRICT 008,Incumbent,Pending,239538.57
"ARAUJO, NELSON",DEMOCRATIC,NV,SECRETARY OF STATE,Challenger,Pending,197047.24
"MARSHALL, KATHLEEN (KATE)",DEMOCRATIC,NV,LIEUTENANT GOVERNOR,Open,Pending,165313.92
"ELLISON, JOHN",REPUBLICAN,NV,ASSEMBLY DISTRICT 033,Incumbent,Pending,148429.03
"CONINE, ZACH",DEMOCRATIC,NV,TREASURER,Open,Pending,134728.06
"HARDY, JOSEPH P",REPUBLICAN,NV,SENATE DISTRICT 012,Incumbent,Pending,117603.96
"SETTELMEYER, JAMES ARNOLD",REPUBLICAN,NV,SENATE DISTRICT 017,Incumbent,Pending,98325.00
"CEGAVSKE, BARBARA KATHERINE",REPUBLICAN,NV,SECRETARY OF STATE,Incumbent,Pending,91312.00
"WHEELER, JIM",REPUBLICAN,NV,ASSEMBLY DISTRICT 039,Incumbent,Pending,91050.00
"PAZINA, JULIE ANN",DEMOCRATIC,NV,SENATE DISTRICT 020,Open,Pending,88241.36
"PICKARD, KEITH",REPUBLICAN,NV,SENATE DISTRICT 020,Open,Pending,82461.76
"BROOKS, CHRISTOPHER (CHRIS)",DEMOCRATIC,NV,ASSEMBLY DISTRICT 010,Incumbent,Pending,73053.57
"ASSEFA, ALEXANDER",DEMOCRATIC,NV,ASSEMBLY DISTRICT 042,Open,Pending,69269.04
"TAO, JERRY",NONPARTISAN,NV,SUPREME COURT-SEAT C,Open,Pending,68394.00
