Candidate,Party,State,Office,Incumbency,Result,Total Money
"CARPER, THOMAS R (TOM)",DEMOCRATIC,DE,US SENATE DISTRICT DE SW-CLASS I,Incumbent,Pending,3190626.71
"BLUNT ROCHESTER, LISA",DEMOCRATIC,DE,US HOUSE DISTRICT DE 001,Incumbent,Pending,876619.66
"JENNINGS, KATHLEEN (KATHY)",DEMOCRATIC,DE,ATTORNEY GENERAL,Open,Pending,514877.57
"SIMPLER JR, KENNETH ALVIN",REPUBLICAN,DE,TREASURER,Incumbent,Pending,312163.77
"LAVELLE, GREGORY FRANCIS",REPUBLICAN,DE,SENATE DISTRICT 004,Incumbent,Pending,181333.31
"MCGUINESS, KATHLEEN KRAMEDAS (KATHY)",DEMOCRATIC,DE,AUDITOR,Open,Pending,156684.87
"JOHNSON, CHRISTOFER C",DEMOCRATIC,DE,ATTORNEY GENERAL,Open,Lost,102066.11
"ROBERTS, LAKRESHA STANFORD",DEMOCRATIC,DE,ATTORNEY GENERAL,Open,Lost,84644.00
"GRIFFITH, KRISTA",DEMOCRATIC,DE,HOUSE DISTRICT 012,Challenger,Pending,74249.18
"HALL, DONYALE",REPUBLICAN,DE,SENATE DISTRICT 017,Open,Lost,63368.00
"LOPEZ, ERNESTO B",REPUBLICAN,DE,SENATE DISTRICT 006,Incumbent,Pending,54275.00
"LOCKMAN, S ELIZABETH",DEMOCRATIC,DE,SENATE DISTRICT 003,Open,Pending,49798.32
"WILLIAMS, DENNIS EDWARD",DEMOCRATIC,DE,AUDITOR,Open,Lost,46088.68
"BONINI, COLIN J",REPUBLICAN,DE,SENATE DISTRICT 016,Incumbent,Pending,45625.00
"VANDERWENDE, JESSE R",REPUBLICAN,DE,HOUSE DISTRICT 035,Open,Pending,38090.00
"ARLETT, ROBERT B",REPUBLICAN,DE,US SENATE DISTRICT DE SW-CLASS I,Challenger,Pending,36753.39
"SMITH, MICHAEL F",REPUBLICAN,DE,HOUSE DISTRICT 022,Open,Pending,35914.10
"CHUKWUOCHA, NNAMDI O",DEMOCRATIC,DE,HOUSE DISTRICT 001,Open,Pending,34052.61
"DAVIES, KATHLEEN ANN",DEMOCRATIC,DE,AUDITOR,Open,Lost,33351.88
"TASCHNER, RENEE",DEMOCRATIC,DE,HOUSE DISTRICT 022,Open,Lost,31062.09
"RYAN, JAMES ANTHONY (JIM)",DEMOCRATIC,DE,HOUSE DISTRICT 009,Open,Lost,30555.61
"HINES, JORDAN",DEMOCRATIC,DE,SENATE DISTRICT 003,Open,Lost,28876.59
"CUMMINGS, BOBBIE",DEMOCRATIC,DE,SENATE DISTRICT 002,Open,Lost,26080.00
"MULLANEY SR, TIMOTHY PATRICK",DEMOCRATIC,DE,ATTORNEY GENERAL,Open,Lost,25707.05
"LYNN, SEAN M",DEMOCRATIC,DE,HOUSE DISTRICT 031,Incumbent,Pending,25532.93
"TOWNSEND, BRYAN",DEMOCRATIC,DE,SENATE DISTRICT 011,Incumbent,Pending,23536.00
"SCHWARTZKOPF, PETER C",DEMOCRATIC,DE,HOUSE DISTRICT 014,Incumbent,Pending,23175.01
"GONZALEZ, GUILLERMINA",DEMOCRATIC,DE,HOUSE DISTRICT 022,Open,Pending,23050.87
"BOLDEN, STEPHANIE T",DEMOCRATIC,DE,HOUSE DISTRICT 002,Incumbent,Pending,22189.00
"BAUMBACH, PAUL S",DEMOCRATIC,DE,HOUSE DISTRICT 023,Incumbent,Pending,20164.00
"POTTER JR, CHARLES",DEMOCRATIC,DE,HOUSE DISTRICT 001,Incumbent,Lost,17716.00
"KING, JUSTIN",REPUBLICAN,DE,SENATE DISTRICT 017,Open,Pending,17711.97
"GUY, SAMUEL L",DEMOCRATIC,DE,SENATE DISTRICT 002,Open,Lost,17519.00
"MILLER, JAMES HUNTER",DEMOCRATIC,DE,HOUSE DISTRICT 003,Open,Lost,16457.45
"BEARD, KATHERINE",REPUBLICAN,DE,HOUSE DISTRICT 022,Open,Lost,16173.02
"HEFFERNAN, DEBRA J",DEMOCRATIC,DE,HOUSE DISTRICT 006,Incumbent,Pending,15175.00
"SEIGFRIED, RAYMOND",DEMOCRATIC,DE,HOUSE DISTRICT 007,Open,Pending,15076.42
"WALKER DORSEY, SHERRY",DEMOCRATIC,DE,HOUSE DISTRICT 003,Open,Pending,13915.00
"ANDERSON, DAVID LEVI",REPUBLICAN,DE,HOUSE DISTRICT 031,Challenger,Pending,13346.96
"RAMONE, MICHAEL (MIKE)",REPUBLICAN,DE,HOUSE DISTRICT 021,Incumbent,Pending,12960.00
"JOHNSON, KENDRA",DEMOCRATIC,DE,HOUSE DISTRICT 005,Open,Pending,12750.00
"CARSON JR, WILLIAM J",DEMOCRATIC,DE,HOUSE DISTRICT 028,Incumbent,Pending,12728.00
"BROWN, DARIUS",DEMOCRATIC,DE,SENATE DISTRICT 002,Open,Pending,12225.00
"HENSLEY, KEVIN S",REPUBLICAN,DE,HOUSE DISTRICT 009,Incumbent,Pending,11495.00
"HARRINGTON, DEBBIE",DEMOCRATIC,DE,HOUSE DISTRICT 009,Open,Lost,11314.33
"COOKE JR, FRANKLIN D",DEMOCRATIC,DE,HOUSE DISTRICT 016,Open,Pending,10703.98
"RESTO JR, WILLIAM",DEMOCRATIC,DE,HOUSE DISTRICT 005,Open,Lost,10630.00
"LONGHURST, VALERIE J",DEMOCRATIC,DE,HOUSE DISTRICT 015,Incumbent,Pending,10250.00
"MITCHELL, ROBERT D",REPUBLICAN,DE,HOUSE DISTRICT 035,Open,Lost,10247.50
"BLUMENFELD, RACHEL",DEMOCRATIC,DE,HOUSE DISTRICT 012,Open,Lost,9669.27
"BRIGGS KING, RUTH",REPUBLICAN,DE,HOUSE DISTRICT 037,Incumbent,Pending,9665.00
"JOHNSON IV, S QUINTON",DEMOCRATIC,DE,HOUSE DISTRICT 008,Incumbent,Pending,9450.00
"AJAVON, AJAWAVI J",DEMOCRATIC,DE,HOUSE DISTRICT 005,Open,Lost,9221.63
"ROBERTS, DAVID J",DEMOCRATIC,DE,HOUSE DISTRICT 017,Open,Lost,9135.00
"RICHARDSON, BRYANT LYN",REPUBLICAN,DE,SENATE DISTRICT 021,Incumbent,Pending,8215.00
"COLLINS, RICHARD G",REPUBLICAN,DE,HOUSE DISTRICT 041,Incumbent,Pending,8150.00
"VIOLA, JOHN J",DEMOCRATIC,DE,HOUSE DISTRICT 026,Incumbent,Pending,7850.00
"LAMBERT, LARRY",DEMOCRATIC,DE,HOUSE DISTRICT 007,Open,Lost,7092.23
"MATTHEWS, SEAN",DEMOCRATIC,DE,HOUSE DISTRICT 010,Incumbent,Pending,7050.00
"JACKSON, C LINWOOD",DEMOCRATIC,DE,HOUSE DISTRICT 016,Open,Lost,7020.00
"TAYLOR, RALPH",DEMOCRATIC,DE,HOUSE DISTRICT 031,Challenger,Lost,6802.67
"SMYK, STEPHEN T (STEVE)",REPUBLICAN,DE,HOUSE DISTRICT 020,Incumbent,Pending,6343.15
"DAIGLE, JOSEPH",DEMOCRATIC,DE,HOUSE DISTRICT 007,Open,Lost,5767.00
"IMBURGIA, CATHERINE",DEMOCRATIC,DE,HOUSE DISTRICT 007,Open,Lost,5515.00
"HUDSON, DEBORAH D",REPUBLICAN,DE,HOUSE DISTRICT 012,Incumbent,Pending,5400.00
"OSIENSKI, EDWARD S (ED)",DEMOCRATIC,DE,HOUSE DISTRICT 024,Incumbent,Pending,5300.00
"JAQUES JR, EARL GEORGE",DEMOCRATIC,DE,HOUSE DISTRICT 027,Incumbent,Pending,5200.00
"KOWALKO JR, JOHN A",DEMOCRATIC,DE,HOUSE DISTRICT 025,Incumbent,Pending,4802.00
