Candidate,Party,State,Office,Incumbency,Result,Total Money
"MCHENRY, PATRICK TIMOTHY",REPUBLICAN,NC,US HOUSE DISTRICT NC 010,Incumbent,Pending,2935802.82
"MCCREADY, DANIEL",DEMOCRATIC,NC,US HOUSE DISTRICT NC 009,Open,Pending,2664470.95
"BERGER SR, PHILIP EDWARD",REPUBLICAN,NC,SENATE DISTRICT 030,Incumbent,Pending,1827974.40
"HOLDING, GEORGE EDWARD BELL",REPUBLICAN,NC,US HOUSE DISTRICT NC 002,Incumbent,Pending,1789926.64
"HUDSON JR, RICHARD LANE",REPUBLICAN,NC,US HOUSE DISTRICT NC 008,Incumbent,Pending,1741334.47
"FOXX, VIRGINIA",REPUBLICAN,NC,US HOUSE DISTRICT NC 005,Incumbent,Pending,1739525.80
"MOORE, TIMOTHY KEITH (TIM)",REPUBLICAN,NC,HOUSE DISTRICT 111,Incumbent,Pending,1191357.58
"ROUZER, DAVID CHESTON",REPUBLICAN,NC,US HOUSE DISTRICT NC 007,Incumbent,Pending,1161401.91
"BUDD, THEODORE PAUL",REPUBLICAN,NC,US HOUSE DISTRICT NC 013,Incumbent,Pending,1154386.65
"PITTENGER, ROBERT M",REPUBLICAN,NC,US HOUSE DISTRICT NC 009,Incumbent,Lost,1117737.93
"WALKER, BRADLEY MARK",REPUBLICAN,NC,US HOUSE DISTRICT NC 006,Incumbent,Pending,971226.84
"HARRIS, MARK EVERETTE",REPUBLICAN,NC,US HOUSE DISTRICT NC 009,Open,Pending,945220.62
"MEADOWS, MARK RANDAL",REPUBLICAN,NC,US HOUSE DISTRICT NC 011,Incumbent,Pending,786700.47
"SEARCY, SAMUEL LEE (SAM)",DEMOCRATIC,NC,SENATE DISTRICT 017,Challenger,Pending,647264.94
"ROMLEY, KEN",DEMOCRATIC,NC,US HOUSE DISTRICT NC 002,Open,Lost,621464.10
"PRICE, DAVID E",DEMOCRATIC,NC,US HOUSE DISTRICT NC 004,Incumbent,Pending,609780.00
"BUTTERFIELD JR, GEORGE KENNETH (GK)",DEMOCRATIC,NC,US HOUSE DISTRICT NC 001,Incumbent,Pending,569883.70
"JONES, WALTER B",REPUBLICAN,NC,US HOUSE DISTRICT NC 003,Incumbent,Pending,497608.73
"JACKSON, WILLIAM BRENT",REPUBLICAN,NC,SENATE DISTRICT 010,Incumbent,Pending,497222.75
"EARLS, ANITA",DEMOCRATIC,NC,SUPREME COURT-JACKSON SEAT,Challenger,Pending,486474.15
"DACEY, SCOTT CHARLES",REPUBLICAN,NC,US HOUSE DISTRICT NC 003,Challenger,Lost,464405.77
"LEWIS, DAVID R",REPUBLICAN,NC,HOUSE DISTRICT 053,Incumbent,Pending,456349.23
"RABON, WILLIAM PETER",REPUBLICAN,NC,SENATE DISTRICT 008,Incumbent,Pending,419798.58
"ADAMS, ALMA",DEMOCRATIC,NC,US HOUSE DISTRICT NC 012,Incumbent,Pending,399011.78
"MEREDITH, WESLEY ALAN",REPUBLICAN,NC,SENATE DISTRICT 019,Incumbent,Pending,379975.00
"PAUL IV, MACK ALLEN",DEMOCRATIC,NC,SENATE DISTRICT 018,Challenger,Pending,361838.96
"HORTON, LAUREN KYLE",DEMOCRATIC,NC,US HOUSE DISTRICT NC 007,Challenger,Pending,342938.39
"MEYER, GRAIG R",DEMOCRATIC,NC,HOUSE DISTRICT 050,Incumbent,Pending,319362.03
"BROWN, HARRY COOLIDGE",REPUBLICAN,NC,SENATE DISTRICT 006,Incumbent,Pending,310011.00
"LEE, MICHAEL VINCENT",REPUBLICAN,NC,SENATE DISTRICT 009,Incumbent,Pending,303219.95
"COLEMAN, LINDA D",DEMOCRATIC,NC,US HOUSE DISTRICT NC 002,Challenger,Pending,299223.22
"SZOKA, JOHN DAVID",REPUBLICAN,NC,HOUSE DISTRICT 045,Incumbent,Pending,278186.15
"MCINNIS, THOMAS MOSES (TOM)",REPUBLICAN,NC,SENATE DISTRICT 025,Incumbent,Pending,263933.45
"NICKEL III, GEORGE WILEY",DEMOCRATIC,NC,SENATE DISTRICT 016,Open,Pending,259846.40
"MURPHY, GREGORY FRANCIS (GREG)",REPUBLICAN,NC,HOUSE DISTRICT 009,Incumbent,Pending,247696.38
"JACKSON, BARBARA",REPUBLICAN,NC,SUPREME COURT-JACKSON SEAT,Incumbent,Pending,224524.58
"JACKSON, DARREN",DEMOCRATIC,NC,HOUSE DISTRICT 039,Incumbent,Pending,216132.56
"VAN DUYN, TERESA QUAID (TERRY)",DEMOCRATIC,NC,SENATE DISTRICT 049,Incumbent,Pending,212315.83
"WATTS, RYAN",DEMOCRATIC,NC,US HOUSE DISTRICT NC 006,Challenger,Pending,206549.27
"TURNER, BRIAN MILLS",DEMOCRATIC,NC,HOUSE DISTRICT 116,Incumbent,Pending,203339.29
