Candidate,Party,State,Office,Incumbency,Result,Total Money
"HEITKAMP, HEIDI",DEMOCRATIC-NPL,ND,US SENATE DISTRICT ND SW-CLASS I,Incumbent,Pending,7880185.33
"CRAMER, KEVIN J",REPUBLICAN,ND,US SENATE DISTRICT ND SW-CLASS I,Challenger,Pending,3305121.87
"BUCHMANN, CASEY",DEMOCRATIC,ND,PUBLIC SERVICE COMMISSIONER,Challenger,Pending,0.00
"MATHERN, TIM",DEMOCRATIC-NPL,ND,SENATE DISTRICT 011,Incumbent,Pending,0.00
"POKORNY, FERN",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 037,Challenger,Pending,0.00
"BOE, TRACY",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 009,Incumbent,Pending,0.00
"HECKAMAN, JOAN",DEMOCRATIC-NPL,ND,SENATE DISTRICT 023,Incumbent,Pending,0.00
"BAKKE, JONELL A",DEMOCRATIC-NPL,ND,SENATE DISTRICT 043,Challenger,Pending,0.00
"DOTZENROD, JIM",DEMOCRATIC-NPL,ND,AGRICULTURE COMMISSIONER,Challenger,Pending,0.00
"NELSON, MARVIN E",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 009,Incumbent,Pending,0.00
"GUGGISBERG, RON",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 011,Incumbent,Pending,0.00
"HOGAN, KATHY",DEMOCRATIC-NPL,ND,SENATE DISTRICT 021,Open,Pending,0.00
"SCHNEIDER, MARY",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 021,Incumbent,Pending,0.00
"MILLER, PERRY",DEMOCRATIC-NPL,ND,SENATE DISTRICT 025,Challenger,Pending,0.00
"FERNSLER, KEITH",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 037,Challenger,Pending,0.00
"OVERSEN, KYLIE",DEMOCRATIC-NPL,ND,TAX COMMISSIONER,Challenger,Pending,0.00
"MARCELLAIS, RICHARD",DEMOCRATIC-NPL,ND,SENATE DISTRICT 009,Incumbent,Pending,0.00
"SCHLOSSER, MARY",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 029,Challenger,Pending,0.00
"MITSKOG, ALISA",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 025,Incumbent,Pending,0.00
"OBAN, ERIN",DEMOCRATIC-NPL,ND,SENATE DISTRICT 035,Incumbent,Pending,0.00
"ANDERSON, PAMELA",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 041,Incumbent,Pending,0.00
"JOHNSON, MELISSA",DEMOCRATIC-NPL,ND,SENATE DISTRICT 001,Challenger,Pending,0.00
"BOSCHEE, JOSH",DEMOCRATIC-NPL,ND,SECRETARY OF STATE,Challenger,Pending,0.00
"BRANDT, JEAN (JEANNIE)",DEMOCRATIC-NPL,ND,PUBLIC SERVICE COMMISSIONER,Challenger,Pending,0.00
"HALL, RACHELE",DEMOCRATIC-NPL,ND,SENATE DISTRICT 031,Challenger,Pending,0.00
"DOBERVICH, GRETCHEN",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 011,Incumbent,Pending,0.00
"LARSON, LANDIS",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 013,Challenger,Pending,0.00
"MEDENWALD, BRANDON",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 041,Challenger,Pending,0.00
"PARKINSON, CRYSTA",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 001,Challenger,Pending,0.00
"ADAMS, MARY",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 043,Challenger,Pending,0.00
"SCHNEIDER, MAC",DEMOCRATIC-NPL,ND,US HOUSE DISTRICT ND 001,Open,Pending,0.00
"BRAZELTON, R TRAVIS",DEMOCRATIC-NPL,ND,SENATE DISTRICT 037,Challenger,Pending,0.00
"GARRICK, QUINN JOSEPH",DEMOCRATIC-NPL,ND,SENATE DISTRICT 027,Open,Pending,0.00
"GROENEWOLD, NIKOLAUS",DEMOCRATIC-NPL,ND,SENATE DISTRICT 019,Open,Pending,0.00
"HAUGEN, DAVID GRIMES",DEMOCRATIC-NPL,ND,SENATE DISTRICT 005,Challenger,Pending,0.00
"JOHNSON, PHYLLIS E",DEMOCRATIC-NPL,ND,SENATE DISTRICT 017,Challenger,Pending,0.00
"JUDE, BRANDI",DEMOCRATIC-NPL,ND,SENATE DISTRICT 047,Open,Pending,0.00
"LEOPOLD, CARRIE",DEMOCRATIC-NPL,ND,SENATE DISTRICT 013,Challenger,Pending,0.00
"NESDAHL, JOSEPH (JOEY)",DEMOCRATIC-NPL,ND,SENATE DISTRICT 003,Challenger,Pending,0.00
"PINNICK, DANIELLE",DEMOCRATIC-NPL,ND,SENATE DISTRICT 045,Challenger,Pending,0.00
"ROTH, KATHERINE",DEMOCRATIC-NPL,ND,SENATE DISTRICT 029,Challenger,Pending,0.00
"THOMAS, PAULA",DEMOCRATIC-NPL,ND,SENATE DISTRICT 041,Challenger,Pending,0.00
"VONDELL, BARBARA",DEMOCRATIC-NPL,ND,SENATE DISTRICT 015,Challenger,Pending,0.00
"BERLIN, BILL",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 025,Challenger,Pending,0.00
"BUFFALO, RUTH",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 027,Challenger,Pending,0.00
"CARLSON, LORI",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 029,Challenger,Pending,0.00
"DILLON HAWKES, JESSICA",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 023,Challenger,Pending,0.00
