Candidate,Party,State,Office,Incumbency,Result,Total Money
"CANTWELL, MARIA",DEMOCRATIC,WA,US SENATE DISTRICT WA SW-CLASS I,Incumbent,Won,10971772.67
"SCHRIER, KIM",DEMOCRATIC,WA,US HOUSE DISTRICT WA 008,Open,Won,8101933.41
"BROWN, LISA",DEMOCRATIC,WA,US HOUSE DISTRICT WA 005,Challenger,Lost,5724967.12
"MCMORRIS RODGERS, CATHY",REPUBLICAN,WA,US HOUSE DISTRICT WA 005,Incumbent,Won,5679894.00
"ROSSI, DINO",REPUBLICAN,WA,US HOUSE DISTRICT WA 008,Open,Lost,4804635.90
"LONG, CAROLYN",DEMOCRATIC,WA,US HOUSE DISTRICT WA 003,Challenger,Lost,3858176.54
"BEUTLER, JAIME LYNN HERRERA",REPUBLICAN,WA,US HOUSE DISTRICT WA 003,Incumbent,Won,2634039.05
"KILMER, DEREK C",DEMOCRATIC,WA,US HOUSE DISTRICT WA 006,Incumbent,Won,2342248.42
"JAYAPAL, PRAMILA",DEMOCRATIC,WA,US HOUSE DISTRICT WA 007,Incumbent,Won,2128810.52
"DELBENE, SUZAN K",DEMOCRATIC,WA,US HOUSE DISTRICT WA 001,Incumbent,Won,2101772.63
"HUTCHISON, SUSAN",REPUBLICAN,WA,US SENATE DISTRICT WA SW-CLASS I,Challenger,Lost,1908120.08
"HECK, DENNIS R (DENNY)",DEMOCRATIC,WA,US HOUSE DISTRICT WA 010,Incumbent,Won,1627714.86
"SMITH, ADAM",DEMOCRATIC,WA,US HOUSE DISTRICT WA 009,Incumbent,Won,1411971.17
"NEWHOUSE, DANIEL M",REPUBLICAN,WA,US HOUSE DISTRICT WA 004,Incumbent,Won,1154236.77
"LARSEN, RICK",DEMOCRATIC,WA,US HOUSE DISTRICT WA 002,Incumbent,Won,1144562.95
"RITTEREISER, JASON",DEMOCRATIC,WA,US HOUSE DISTRICT WA 008,Open,Lost,989952.98
"FAIN, JOSEPH (JOE)",REPUBLICAN,WA,SENATE DISTRICT 047,Incumbent,Lost,550652.37
"RANDALL, EMILY",DEMOCRATIC,WA,SENATE DISTRICT 026,Open,Won,523453.98
"HADER, SHANNON",DEMOCRATIC,WA,US HOUSE DISTRICT WA 008,Open,Lost,495283.74
"BROWN, CHRISTINE CAROL",DEMOCRATIC,WA,US HOUSE DISTRICT WA 004,Challenger,Lost,473048.37
"MILOSCIA, MARK A",REPUBLICAN,WA,SENATE DISTRICT 030,Incumbent,Lost,422954.79
"VARGAS, PINKY",DEMOCRATIC,WA,SENATE DISTRICT 042,Challenger,Lost,384907.96
"WILSON, CLAIRE",DEMOCRATIC,WA,SENATE DISTRICT 030,Challenger,Won,374517.15
"KUDERER, PATRICIA E (PATTY)",DEMOCRATIC,WA,SENATE DISTRICT 048,Incumbent,Won,346254.54
"HOBBS, STEVEN R",DEMOCRATIC,WA,SENATE DISTRICT 044,Incumbent,Won,330644.11
