office,candidate,party,state,incumbency,result,total money,district
State Senator,Jinyoung Lee Englund,REP,WA,Open,Lost-General,1625832.9,45
State Senator,Manka Dhingra,DEM,WA,Open,Won-General,1545490.7,45
State Senator,Michelle Rylands,DEM,WA,Challenger,Lost-General,164953.54,31
State Senator,Philip Fortunato,REP,WA,Incumbent,Won-General,151022.9,31
State Senator,Shelly Short,REP,WA,Incumbent,Won-General,125177.5,7
State Senator,Rebecca Saldana,DEM,WA,Incumbent,Won-General,117659.23,37
State Representative,Morgan Irwin,REP,WA,Incumbent,Won-General,102951.96,312
State Senator,Patricia Kuderer,DEM,WA,Incumbent,Won-General,95194.55,48
State Representative,Vandana Slatter,DEM,WA,Incumbent,Won-General,88737.9,481
State Representative,Jacquelin Maycumber,REP,WA,Incumbent,Won-General,87871.7,71
State Senator,Karen Hardy,DEM,WA,Challenger,Lost-General,49560.66,7
State Representative,Susan Swanson,DEM,WA,Challenger,Lost-General,39319.62,71
State Representative,Nathaniel Lowry,DEM,WA,Challenger,Lost-General,37135.35,312
State Senator,Richard Knierim,INDEPENDENT DEMOCRATIC,WA,Challenger,Lost-Top Two Primary,28094.18,48
Appellate Court District Division I 001-005,David Mann,IND,WA,Incumbent,Won-General,20081.46,nan
State Senator,Michelle Darnell,LIB,WA,Challenger,Lost-General,12889.9,48
State Senator,Parker Harris,NO PARTY PREFERENCE,WA,Open,Lost-Top Two Primary,3282.0,45
State Representative,Ciaran Dougherty,LIB,WA,Challenger,Lost-General,0.0,481
Appellate Court District Division I 001-002,Michael Spearman,IND,WA,Incumbent,Won-General,0.0,nan
Appellate Court District Division I 001-002,Nathan Ws Choi,IND,WA,Challenger,Lost-General,0.0,nan
