office,candidate,party,state,incumbency,result,total money,district
U.S. Representative,Ralph Norman,REP,SC,Open,Won-General,1958882.56,5
U.S. Representative,Archie Parnell,DEM,SC,Open,Lost-General,1376545.53,5
U.S. Representative,Tommy Pope,REP,SC,Open,Lost-Primary Runoff,428663.81,5
State Senator,Richard Cash,REP,SC,Open,Won-General,95985.0,3
State Representative,Heath Hill Sr.,DEM,SC,Open,Lost-Primary Runoff,82999.81,70
State Senator,Carol Burdette,REP,SC,Open,Lost-Primary Runoff,72006.32,3
State Representative,Rosalyn Henderson-Myers,DEM,SC,Open,Won-General,45615.0,31
State Representative,Mo Abusaft,DEM,SC,Open,Lost-Primary Runoff,39220.31,31
State Representative,Marvin Pendarvis,DEM,SC,Open,Won-General,34521.25,113
State Representative,Ronald Young,REP,SC,Open,Won-General,31079.17,84
State Representative,Bebs Barron Chorak,DEM,SC,Open,Lost-General,29952.51,48
State Representative,Wendy Brawley,DEM,SC,Open,Won-General,27167.86,70
State Representative,Bruce Bryant,REP,SC,Open,Won-General,26325.0,48
State Representative,Jennifer Lariscey,DEM,SC,Open,Lost-General,12634.03,84
U.S. Representative,Josh Thornton,AMERICAN,SC,Open,Lost-General,5351.68,5
State Representative,Michael Fowler,REP,SC,Open,Lost-General,1417.12,31
State Representative,Sandy Theron II,REP,SC,Open,Lost-General,1074.73,113
State Representative,Bill Strickland,REP,SC,Open,Lost-General,265.1,70
U.S. Representative,Victor Kocher,LIB,SC,Open,Lost-General,0.0,5
State Representative,Lance Weaver,CON,SC,Open,Lost-General,0.0,84
U.S. Representative,David Kulma,GRN,SC,Open,Lost-General,0.0,5
