office,candidate,party,state,incumbency,result,total money,district
Senator Bristol And Norfolk,Jacob Ventura,REP,MA,Open,Lost-General,160293.2,nan
Senator Fourth Middlesex,Cindy Friedman,DEM,MA,Open,Won-General,146483.9,nan
Senator Bristol And Norfolk,Paul Feeney,DEM,MA,Open,Won-General,140040.37,nan
Senator Worcester And Middlesex,Susan Chalifoux-Zephir,DEM,MA,Open,Lost-General,74842.17,nan
Representative Third Essex,Andres Vargas,DEM,MA,Open,Won-General,57747.91,nan
Representative Third Essex,Shaun Toohey,REP,MA,Open,Lost-General,51810.49,nan
Senator Worcester And Middlesex,Dean Tran,REP,MA,Open,Won-General,50599.91,nan
Representative First Berkshire,John Barrett III,DEM,MA,Open,Won-General,33945.64,nan
Senator Bristol And Norfolk,Joseph Shortsleeve,IND,MA,Open,Lost-General,27651.64,nan
Senator Worcester And Middlesex,Claire Freda,UNENROLLED,MA,Open,Lost-General,11494.0,nan
Senator Fourth Middlesex,Ian Jackson,GRN,MA,Open,Lost-General,3088.92,nan
Senator Worcester And Middlesex,Charlene Dicalogero,GRN,MA,Open,Lost-General,1691.0,nan
Representative First Berkshire,Christine Canning,REP,MA,Open,Lost-General,1050.0,nan
