office,candidate,party,state,incumbency,result,total money,district
Treasurer,John Schroder,REP,LA,Open,Won-General,1070766.96,nan
Public Service Commissioner District 002,Craig Greene,REP,LA,Challenger,Won-General,783783.36,nan
Appellate Court District 3Rd Circuit 003-Division B,Candyce Perret,REP,LA,Open,Won-General,688764.73,nan
Appellate Court District 1St Circuit 004-Division C,Tiffany Gautier Chase,DEM,LA,Open,Lost-Top Two Primary,658251.83,nan
Treasurer,Angele Davis,REP,LA,Open,Lost-Top Two Primary,599084.64,nan
Treasurer,Neil Riser,REP,LA,Open,Lost-Top Two Primary,588523.23,nan
Public Service Commissioner District 002,Damon Baldone,REP,LA,Incumbent,Lost-General,317717.24,nan
Appellate Court District 1St Circuit 004-Division C,Paula Brown,DEM,LA,Open,Default Winner-General,289720.0,nan
Appellate Court District 3Rd Circuit 003-Division B,Vanessa Waguespack Anseman,REP,LA,Open,Lost-Top Two Primary,269835.17,nan
Appellate Court District 1St Circuit 004-Division B,Tracey Flemings-Davillier,DEM,LA,Open,Lost-General,241750.0,nan
Appellate Court District 1St Circuit 002-Division 2A,Sharon Ingram Marchman,REP,LA,Open,Lost-General,216552.88,nan
State Representative,John Stefanski,REP,LA,Open,Default Winner-General,196244.5,42
Appellate Court District 3Rd Circuit 003-Division B,Susan Theall,REP,LA,Open,Lost-General,180582.92,nan
Appellate Court District 1St Circuit 002-Division 2A,James Stephens,IND,LA,Open,Won-General,171400.0,nan
State Representative,Robert Hal Gatti Jr.,REP,LA,Open,Lost-General,165456.76,8
State Representative,Raymond Crews,REP,LA,Open,Won-General,163554.79,8
State Representative,Jay Suire,REP,LA,Open,Lost-Top Two Primary,160558.5,42
State Representative,Mark Wright,REP,LA,Open,Won-General,156194.6,77
State Representative,Joe Stagni,REP,LA,Open,Default Winner-General,120212.26,92
State Representative,Robert Maness,REP,LA,Open,Lost-General,119917.21,77
State Senator,Edward Price,DEM,LA,Open,Won-General,105920.67,2
State Representative,Ken Brass,DEM,LA,Open,Default Winner-General,51249.84,58
State Representative,Lisa Condrey Ward,NO PARTY AFFILIATION,LA,Open,Lost-Top Two Primary,50191.26,77
Public Service Commissioner District 002,Lenar Whitney,REP,LA,Challenger,Lost-General,42525.0,nan
State Senator,Edmond Jordan,DEM,LA,Open,Lost-Top Two Primary,41745.17,2
State Representative,Michael Lowrie,REP,LA,Open,Lost-Top Two Primary,37253.46,8
Treasurer,Derrick Edwards,DEM,LA,Open,Lost-General,33396.0,nan
State Representative,Alsie Dunbar,DEM,LA,Open,Lost-Top Two Primary,29492.14,58
State Senator,Warren Harang III,DEM,LA,Open,Lost-General,29213.9,2
State Representative,Miguel Aubert,DEM,LA,Open,Lost-Top Two Primary,27330.66,58
State Senator,Elton Aubert,DEM,LA,Open,Lost-Top Two Primary,15842.53,2
State Senator,Wayne Brigalia,REP,LA,Open,Lost-Top Two Primary,14679.89,2
State Senator,Jamie Roussell,DEM,LA,Open,Lost-Top Two Primary,13600.0,2
State Representative,Casey Revere,REP,LA,Open,Lost-Top Two Primary,13395.0,77
State Representative,Adrienne Ricard Conish,DEM,LA,Open,Lost-Top Two Primary,13250.0,58
State Representative,Gisella Chevalier,REP,LA,Open,Lost-Top Two Primary,12475.0,92
State Senator,Jerry Jones,DEM,LA,Open,Lost-Top Two Primary,10919.22,2
State Senator,Albert Burl III,DEM,LA,Open,Lost-Top Two Primary,9150.0,2
State Senator,Thomas Lyons,NO PARTY AFFILIATION,LA,Open,Lost-Top Two Primary,8735.0,2
State Senator,Patrick Lawless,DEM,LA,Open,Lost-Top Two Primary,6502.55,2
State Representative,Patrick Harrington,REP,LA,Open,Lost-Top Two Primary,5075.0,8
Appellate Court District 3Rd Circuit 001-Division C,Allison Penzato,REP,LA,Open,Default Winner-General,1892.41,nan
Treasurer,Terry Hughes,REP,LA,Open,Lost-Top Two Primary,1213.53,nan
Treasurer,Joseph Little,LIB,LA,Open,Lost-Top Two Primary,991.0,nan
State Senator,Shannon Comery Sr.,DEM,LA,Open,Lost-Top Two Primary,875.0,2
State Senator,Willie Massey-Farve,NO PARTY AFFILIATION,LA,Open,Lost-Top Two Primary,627.02,2
State Representative,Chuck Toney,DEM,LA,Open,Lost-Top Two Primary,0.0,92
State Senator,Heurlin Delpit,DEM,LA,Open,Lost-Top Two Primary,0.0,2
Appellate Court District 1St Circuit 004-Division B,Tiffany Gautier Chase,DEM,LA,Open,Won-General,0.0,nan
