,State,Year,Position,District,Candidate,Party,Actual Vote Share
25,UT,2018,State Representative,1,Joel Ferry,REP,
26,UT,2018,State Representative,1,Sherry Phipps,CON,
27,UT,2018,State Representative,1,Joshua Hardy,DEM,
28,UT,2018,State Representative,10,Lorraine Brown,REP,
29,UT,2018,State Representative,10,Lanwanna Shurtliff,DEM,
30,UT,2018,State Representative,11,Jason Allen,DEM,
31,UT,2018,State Representative,11,Kelly Miles,REP,
32,UT,2018,State Representative,12,Mike Schultz,REP,
33,UT,2018,State Representative,12,Rick Edwin Jones,DEM,
34,UT,2018,State Representative,13,Paul Ray,REP,
35,UT,2018,State Representative,13,Tab Lyn Uno,DEM,
36,UT,2018,State Representative,14,Karianne Lisonbee,REP,
37,UT,2018,State Representative,14,Shanell Day,DEM,
38,UT,2018,State Representative,15,Brad Wilson,REP,
39,UT,2018,State Representative,15,Rich Miller,DEM,
40,UT,2018,State Representative,16,Stephen Handy,REP,
41,UT,2018,State Representative,16,Cheryl Nunn,DEM,
42,UT,2018,State Representative,16,Brent Zimmerman,LIB,
43,UT,2018,State Representative,17,Stewart Barlow,REP,
44,UT,2018,State Representative,17,Dawn Nunn,DEM,
45,UT,2018,State Representative,18,Timothy Hawkes,REP,
46,UT,2018,State Representative,18,Adam Alba,DEM,
47,UT,2018,State Representative,19,Raymond Ward,REP,
48,UT,2018,State Representative,19,Courtney Jones,DEM,
49,UT,2018,State Representative,19,Joe Speciale,LIB,
50,UT,2018,State Representative,2,Tyler Allred,DEM,
51,UT,2018,State Representative,2,Jefferson Moss,REP,
52,UT,2018,State Representative,20,Melissa Garff Ballard,REP,
53,UT,2018,State Representative,20,Ryan Jones,DEM,
54,UT,2018,State Representative,21,Doug Sagers,REP,
55,UT,2018,State Representative,21,Debbie Vigil,DEM,
56,UT,2018,State Representative,22,Susan Duckworth,DEM,
57,UT,2018,State Representative,22,Barbara Stallone,REP,
58,UT,2018,State Representative,22,Amber Christiansen Beltran,LIB,
59,UT,2018,State Representative,22,Marilee Roose,CON,
60,UT,2018,State Representative,23,Sandra Hollins,DEM,
61,UT,2018,State Representative,23,Arnold Jones,REP,
62,UT,2018,State Representative,24,Jen Dailey-Provost,DEM,
63,UT,2018,State Representative,24,Scott Rosenbush,REP,
64,UT,2018,State Representative,25,Joel Briscoe,DEM,
65,UT,2018,State Representative,25,Sean McGary,REP,
66,UT,2018,State Representative,25,Cabot Nelson,UNITED UTAH,
67,UT,2018,State Representative,26,Man Hung,REP,
68,UT,2018,State Representative,26,Angela Romero,DEM,
69,UT,2018,State Representative,26,Jonathan Greene,LIB,
70,UT,2018,State Representative,26,Jeremy Twitchell,IND,
71,UT,2018,State Representative,27,Brady Brammer,REP,
72,UT,2018,State Representative,27,Elisabeth Luntz,DEM,
73,UT,2018,State Representative,27,Curt Crosby,INDEPENDENT AMERICAN,
75,UT,2018,State Representative,28,Brian King,DEM,
76,UT,2018,State Representative,29,Kerry Wayne,DEM,
77,UT,2018,State Representative,29,Lee Perry,REP,
78,UT,2018,State Representative,3,Marilyn Mecham,DEM,
79,UT,2018,State Representative,3,Val Potter,REP,
80,UT,2018,State Representative,30,Mike Winder,REP,
81,UT,2018,State Representative,30,Robert Burch Jr.,DEM,
82,UT,2018,State Representative,31,Elizabeth Weight,DEM,
83,UT,2018,State Representative,31,Brian Fabbi,UNITED UTAH,
84,UT,2018,State Representative,31,Fred Johnson,REP,
85,UT,2018,State Representative,32,Suzanne Harrison,DEM,
86,UT,2018,State Representative,32,Brad Bonham,REP,
87,UT,2018,State Representative,32,Bjorn Jones,UNITED UTAH,
88,UT,2018,State Representative,33,Craig Hall,REP,
89,UT,2018,State Representative,33,Edward Bodily,GRN,
90,UT,2018,State Representative,33,Ira Hatch,DEM,
91,UT,2018,State Representative,34,Karen Kwan,DEM,
92,UT,2018,State Representative,34,David Young,REP,
93,UT,2018,State Representative,35,Mark Wheatley,DEM,
94,UT,2018,State Representative,35,Robert Edgel,REP,
95,UT,2018,State Representative,35,Chelsea Travis,LIB,
96,UT,2018,State Representative,36,Patrice Arent,DEM,
97,UT,2018,State Representative,36,Todd Zenger,REP,
98,UT,2018,State Representative,37,Carol Spackman Moss,DEM,
99,UT,2018,State Representative,37,David Sundwall,REP,
100,UT,2018,State Representative,38,Eric Hutchings,REP,
101,UT,2018,State Representative,38,Edgar Harwood,DEM,
102,UT,2018,State Representative,39,Jim Dunnigan,REP,
103,UT,2018,State Representative,39,Stephen Peck,DEM,
104,UT,2018,State Representative,4,Dan Johnson,REP,
105,UT,2018,State Representative,4,Josh Brundage,DEM,
106,UT,2018,State Representative,40,Stephanie Pitcher,DEM,
107,UT,2018,State Representative,40,Peter Kraus,REP,
108,UT,2018,State Representative,40,David Else,INDEPENDENT AMERICAN,
109,UT,2018,State Representative,41,Steve Walston,UNITED UTAH,
110,UT,2018,State Representative,41,Mark Strong,REP,
111,UT,2018,State Representative,41,Wendy Garvin,DEM,
112,UT,2018,State Representative,42,Kim Coleman,REP,
113,UT,2018,State Representative,42,Amy Martz,UNITED UTAH,
114,UT,2018,State Representative,42,Nicholas Holland,DEM,
115,UT,2018,State Representative,43,Diane Lewis,DEM,
116,UT,2018,State Representative,43,Cheryl Acton,REP,
117,UT,2018,State Representative,43,Shawn Curtis,LIB,
118,UT,2018,State Representative,44,Bruce Cutler,REP,
119,UT,2018,State Representative,44,Andrew Stoddard,DEM,
120,UT,2018,State Representative,44,Robert Openshaw,LIB,
121,UT,2018,State Representative,45,Steven Eliason,REP,
122,UT,2018,State Representative,45,Nikki Cunard,DEM,
123,UT,2018,State Representative,46,Marie Poulson,DEM,
124,UT,2018,State Representative,46,Greg Johnson,REP,
125,UT,2018,State Representative,46,Lee Anne Walker,LIB,
126,UT,2018,State Representative,47,Ken Ivory,REP,
127,UT,2018,State Representative,47,Scott Bell,DEM,
128,UT,2018,State Representative,48,Keven Stratton,REP,
129,UT,2018,State Representative,48,Aaron Heineman,INDEPENDENT AMERICAN,
130,UT,2018,State Representative,49,Robert Spendlove,REP,
131,UT,2018,State Representative,49,Anthony Sudweeks,DEM,
132,UT,2018,State Representative,49,Mark Russell,UNITED UTAH,
133,UT,2018,State Representative,5,Casey Snider,REP,
134,UT,2018,State Representative,5,Karina Andelin Brown,DEM,
135,UT,2018,State Representative,50,Megan Wiesen,DEM,
136,UT,2018,State Representative,50,Susan Pulsipher,REP,
137,UT,2018,State Representative,51,Jeff Stenquist,REP,
138,UT,2018,State Representative,51,Michele Weeks,UNITED UTAH,
139,UT,2018,State Representative,52,John Knotwell,REP,
140,UT,2018,State Representative,52,Dan McClellan,DEM,
141,UT,2018,State Representative,53,Logan Wilde,REP,
142,UT,2018,State Representative,53,Chris Neville,DEM,
143,UT,2018,State Representative,54,Tim Quinn,REP,
144,UT,2018,State Representative,54,Meaghan Miller,DEM,
145,UT,2018,State Representative,55,Scott Chew,REP,
146,UT,2018,State Representative,55,Christina Higgins,DEM,
147,UT,2018,State Representative,56,Kay Christofferson,REP,
148,UT,2018,State Representative,56,Isaac Walters,UNITED UTAH,
149,UT,2018,State Representative,57,Joe Hawkins,REP,
150,UT,2018,State Representative,57,Hillary Stirling,UNITED UTAH,
151,UT,2018,State Representative,58,Derrin Owens,REP,
152,UT,2018,State Representative,58,Lynn Zaritsky,DEM,
153,UT,2018,State Representative,58,Russell Hatch,CON,
154,UT,2018,State Representative,59,Val Peterson,REP,
155,UT,2018,State Representative,59,Gregory Hmura,INDEPENDENT AMERICAN,
156,UT,2018,State Representative,6,Cory Maloy,REP,
157,UT,2018,State Representative,60,Brad Daw,REP,
158,UT,2018,State Representative,60,Alan Keele,DEM,
159,UT,2018,State Representative,61,Marsha Judkins,REP,
160,UT,2018,State Representative,61,Eric Chase,UNITED UTAH,
161,UT,2018,State Representative,61,Matt Styles,GRN,
162,UT,2018,State Representative,62,Travis Seegmiller,REP,
163,UT,2018,State Representative,63,Adam Robertson,REP,
164,UT,2018,State Representative,64,Norm Thurston,REP,
165,UT,2018,State Representative,64,Daniel Craig Friend,DEM,
166,UT,2018,State Representative,64,Hal Miller,UNITED UTAH,
167,UT,2018,State Representative,65,Francis Gibson,REP,
168,UT,2018,State Representative,65,Sue Womack,DEM,
169,UT,2018,State Representative,66,Mike McKell,REP,
170,UT,2018,State Representative,66,Paul Jones Dayton,DEM,
171,UT,2018,State Representative,67,Marc Roberts,REP,
172,UT,2018,State Representative,68,Merrill Nelson,REP,
173,UT,2018,State Representative,68,Merle Travis Wall,DEM,
174,UT,2018,State Representative,68,Warren Rogers,INDEPENDENT AMERICAN,
175,UT,2018,State Representative,68,Kirk Pearson,CON,
177,UT,2018,State Representative,69,Christine Watkins,REP,
178,UT,2018,State Representative,69,Tim Glenn,DEM,
179,UT,2018,State Representative,7,Kyle Anderson,REP,
180,UT,2018,State Representative,7,David Owen,DEM,
181,UT,2018,State Representative,70,Carl Albrecht,REP,
182,UT,2018,State Representative,70,Robert Greenberg,DEM,
183,UT,2018,State Representative,71,Brad Last,REP,
184,UT,2018,State Representative,71,Chuck Goode,DEM,
185,UT,2018,State Representative,72,Rex Shipp,REP,
186,UT,2018,State Representative,72,Zeno Parry,DEM,
187,UT,2018,State Representative,72,Barry Evan Short,LIB,
188,UT,2018,State Representative,73,Marsha Holland,IND,
189,UT,2018,State Representative,73,Phil Lyman,REP,
190,UT,2018,State Representative,74,Lowry Snow,REP,
191,UT,2018,State Representative,74,Daniel Holloway,LIB,
192,UT,2018,State Representative,75,Keith Kelsch,INDEPENDENT AMERICAN,
193,UT,2018,State Representative,75,Michael Gardner,LIB,
194,UT,2018,State Representative,75,Walt Brooks,REP,
195,UT,2018,State Representative,8,Steve Waldrip,REP,
196,UT,2018,State Representative,8,Deana Froerer,DEM,
197,UT,2018,State Representative,9,Calvin Musselman,REP,
198,UT,2018,State Representative,9,Kathie Darby,DEM,
0,UT,2018,State Senator,8,Brian Zehnder,REP,
1,UT,2018,State Senator,8,Kathleen Riebe,DEM,
2,UT,2018,State Senator,8,John Jackson,UNITED UTAH,
11,UT,2018,U.S. Representative,1,Robert Bishop,REP,
12,UT,2018,U.S. Representative,1,Lee Castillo,DEM,
13,UT,2018,U.S. Representative,1,Adam Davis,GRN,
14,UT,2018,U.S. Representative,1,Eric Eliason,UNITED UTAH,
15,UT,2018,U.S. Representative,2,Chris Stewart,REP,
16,UT,2018,U.S. Representative,2,Shireen Sarah Ghorbani,DEM,
17,UT,2018,U.S. Representative,2,Jeffrey Whipple,LIB,
18,UT,2018,U.S. Representative,3,John Curtis,REP,
19,UT,2018,U.S. Representative,3,James Courage Singer,DEM,
20,UT,2018,U.S. Representative,3,Gregory Duerden,INDEPENDENT AMERICAN,
21,UT,2018,U.S. Representative,3,Timothy Zeidner,UNITED UTAH,
22,UT,2018,U.S. Representative,4,Mia Love,REP,
23,UT,2018,U.S. Representative,4,Ben McAdams,DEM,
3,UT,2018,U.S. Senator,Statewide,Jenny Wilson,DEM,
4,UT,2018,U.S. Senator,Statewide,Craig Bowden,LIB,
5,UT,2018,U.S. Senator,Statewide,Willard Mitt Romney,REP,
