,State,Year,Position,District,Candidate,Party,Actual Vote Share
174,TN,2018,State Representative,56,Brent Moody,REP,
175,TN,2018,State Representative,56,Bob Freeman,DEM,
176,TN,2018,State Representative,57,Susan Lynn,REP,
177,TN,2018,State Representative,57,Jordan Cole,DEM,
178,TN,2018,State Representative,58,Harold Love,DEM,
179,TN,2018,State Representative,59,Jason Potts,DEM,
180,TN,2018,State Representative,59,David Birdsong,REP,
181,TN,2018,State Representative,6,Micah Van Huss,REP,
182,TN,2018,State Representative,6,Murphey Johnson,IND,
183,TN,2018,State Representative,60,Darren Jernigan,DEM,
184,TN,2018,State Representative,61,Brandon Ogles,REP,
185,TN,2018,State Representative,61,Rebecca Purington,DEM,
186,TN,2018,State Representative,62,Pat Marsh,REP,
187,TN,2018,State Representative,62,Marty Davis,DEM,
188,TN,2018,State Representative,63,Glen Casada,REP,
189,TN,2018,State Representative,63,Bill Peach,DEM,
190,TN,2018,State Representative,64,Scott Cepicky,REP,
191,TN,2018,State Representative,64,J Holmes,DEM,
192,TN,2018,State Representative,64,James Anthony Gray,IND,
193,TN,2018,State Representative,65,Sam Whitson,REP,
194,TN,2018,State Representative,65,Toby Shaffer,DEM,
195,TN,2018,State Representative,66,Doc Kumar,REP,
196,TN,2018,State Representative,66,Larry Proffitt,DEM,
197,TN,2018,State Representative,66,David Ross,IND,
198,TN,2018,State Representative,67,Tommy Vallejos,REP,
199,TN,2018,State Representative,67,Jason Hodges,DEM,
200,TN,2018,State Representative,67,John Dawson,IND,
201,TN,2018,State Representative,68,Curtis Johnson,REP,
202,TN,2018,State Representative,68,Dennis Potvin,DEM,
203,TN,2018,State Representative,69,Michael Curcio,REP,
204,TN,2018,State Representative,69,Eddie Johnson,DEM,
205,TN,2018,State Representative,7,Matthew Hill,REP,
206,TN,2018,State Representative,7,Nathan Farnor,DEM,
207,TN,2018,State Representative,70,Clay Doggett,REP,
208,TN,2018,State Representative,70,Jessica Yokley,DEM,
209,TN,2018,State Representative,70,Roy Donald Waldrop,IND,
210,TN,2018,State Representative,71,Coach Byrd,REP,
211,TN,2018,State Representative,71,Frankie Floied,DEM,
212,TN,2018,State Representative,72,Kirk Haston,REP,
213,TN,2018,State Representative,72,James Haynes,DEM,
214,TN,2018,State Representative,73,Chris Todd,REP,
215,TN,2018,State Representative,73,James Baxter,DEM,
216,TN,2018,State Representative,74,Jay Reedy,REP,
217,TN,2018,State Representative,74,Billy Borchert,DEM,
218,TN,2018,State Representative,75,Bruce Griffey,REP,
219,TN,2018,State Representative,75,James Hart,IND,
220,TN,2018,State Representative,75,Richard Carl,DEM,
221,TN,2018,State Representative,76,Andy Holt,REP,
222,TN,2018,State Representative,76,Deane Arganbright,DEM,
223,TN,2018,State Representative,77,Bill Sanderson,REP,
224,TN,2018,State Representative,78,Mary Littleton,REP,
225,TN,2018,State Representative,78,John Patrick,DEM,
226,TN,2018,State Representative,79,Curtis Halford,REP,
227,TN,2018,State Representative,79,Gregory Frye,DEM,
228,TN,2018,State Representative,8,Jerome Moon,REP,
229,TN,2018,State Representative,8,Jay Clark,DEM,
230,TN,2018,State Representative,80,Johnny Shaw,DEM,
231,TN,2018,State Representative,81,Debra Moody,REP,
232,TN,2018,State Representative,82,Chris Hurt,REP,
233,TN,2018,State Representative,82,Andrea Bond-Johnson,DEM,
234,TN,2018,State Representative,83,Mark White,REP,
235,TN,2018,State Representative,83,Danielle Schonbaum,DEM,
236,TN,2018,State Representative,84,Joe Towns Jr.,DEM,
237,TN,2018,State Representative,85,Jesse Chism,DEM,
238,TN,2018,State Representative,86,Barbara Cooper,DEM,
239,TN,2018,State Representative,87,Karen Camper,DEM,
240,TN,2018,State Representative,88,Larry Miller,DEM,
241,TN,2018,State Representative,89,Justin Lafferty,REP,
242,TN,2018,State Representative,89,Coleen Martinez,DEM,
243,TN,2018,State Representative,9,Gary Hicks Jr.,REP,
244,TN,2018,State Representative,9,Derek Winkle,DEM,
245,TN,2018,State Representative,90,John Deberry Jr.,DEM,
246,TN,2018,State Representative,91,London Lamar,DEM,
247,TN,2018,State Representative,92,Rick Tillis,REP,
248,TN,2018,State Representative,92,Scott Coffey,DEM,
249,TN,2018,State Representative,93,A Hardaway Sr.,DEM,
250,TN,2018,State Representative,94,Ron Gant,REP,
251,TN,2018,State Representative,94,Terry Saine,DEM,
252,TN,2018,State Representative,95,Kevin Vaughan,REP,
253,TN,2018,State Representative,95,Sanjeev Memula,DEM,
254,TN,2018,State Representative,96,Dwayne Thompson,DEM,
255,TN,2018,State Representative,96,Scott McCormick,REP,
256,TN,2018,State Representative,97,Allan Creasy,DEM,
257,TN,2018,State Representative,97,Jim Coley,REP,
258,TN,2018,State Representative,98,Shay) Parkinson,DEM,
259,TN,2018,State Representative,99,Ron Lollar,REP,
260,TN,2018,State Representative,99,David Cambron,DEM,
0,TN,2018,State Senator,1,Steve Southerland,REP,
1,TN,2018,State Senator,11,Bo Watson,REP,
2,TN,2018,State Senator,11,Randy Price,DEM,
3,TN,2018,State Senator,13,Dawn White,REP,
4,TN,2018,State Senator,13,Kelly Northcutt,DEM,
5,TN,2018,State Senator,13,Ginger Smith,IND,
6,TN,2018,State Senator,15,Paul Bailey,REP,
7,TN,2018,State Senator,15,Angela Hedgecough,DEM,
8,TN,2018,State Senator,17,Mark Pody,REP,
9,TN,2018,State Senator,17,Mary Alice Carfi,DEM,
10,TN,2018,State Senator,19,Brenda Gilmore,DEM,
11,TN,2018,State Senator,19,Rueben Dockery,IND,
12,TN,2018,State Senator,19,Chris Callaway,IND,
13,TN,2018,State Senator,2,Art Swann,REP,
14,TN,2018,State Senator,21,Jeff Paul Yarbro,DEM,
15,TN,2018,State Senator,23,Jack Johnson,REP,
16,TN,2018,State Senator,23,Kristen Grimm,DEM,
17,TN,2018,State Senator,25,Kerry Roberts,REP,
18,TN,2018,State Senator,25,Wade Munday,DEM,
19,TN,2018,State Senator,27,Edward Jackson,REP,
20,TN,2018,State Senator,27,Savannah Williamson,DEM,
21,TN,2018,State Senator,29,Raumesh Akbari,REP,
22,TN,2018,State Senator,29,Tom Stephens,REP,
23,TN,2018,State Senator,3,Rusty Crowe,REP,
24,TN,2018,State Senator,31,Brian Kelsey,REP,
25,TN,2018,State Senator,31,Gabby Salinas,DEM,
26,TN,2018,State Senator,33,Katrina Robinson,DEM,
27,TN,2018,State Senator,5,Randy McNally,REP,
28,TN,2018,State Senator,5,Stuart Starr,DEM,
29,TN,2018,State Senator,7,Richard Briggs,REP,
30,TN,2018,State Senator,7,Jamie Ballinger,DEM,
31,TN,2018,State Senator,9,Mike Bell,REP,
32,TN,2018,State Senator,9,Carl Lansden,DEM,
41,TN,2018,U.S. Representative,1,Phil Phillip Roe,REP,
42,TN,2018,U.S. Representative,1,Martin Olsen,DEM,
43,TN,2018,U.S. Representative,1,Michael Salyer,IND,
44,TN,2018,U.S. Representative,2,Tim Burchett,REP,
45,TN,2018,U.S. Representative,2,Renee Hoyos,DEM,
46,TN,2018,U.S. Representative,2,Jeffrey Grunau,IND,
47,TN,2018,U.S. Representative,2,Keith Latorre,IND,
48,TN,2018,U.S. Representative,2,Matt Moon,IND,
49,TN,2018,U.S. Representative,2,Allen Smith,IND,
50,TN,2018,U.S. Representative,2,Marc Whitmire,IND,
51,TN,2018,U.S. Representative,2,William Gregory Samples,LIB,
52,TN,2018,U.S. Representative,3,Chuck Fleischmann,REP,
53,TN,2018,U.S. Representative,3,Danielle Mitchell,DEM,
54,TN,2018,U.S. Representative,3,Rick Tyler,IND,
55,TN,2018,U.S. Representative,4,Scott Desjarlais,REP,
56,TN,2018,U.S. Representative,4,Mariah Nicole Phillips,DEM,
57,TN,2018,U.S. Representative,4,Michael Shupe,IND,
58,TN,2018,U.S. Representative,5,Jim Cooper,DEM,
59,TN,2018,U.S. Representative,5,Jody Ball,REP,
60,TN,2018,U.S. Representative,6,John Rose,REP,
61,TN,2018,U.S. Representative,6,Dawn Barlow,DEM,
62,TN,2018,U.S. Representative,6,David Ross,IND,
63,TN,2018,U.S. Representative,6,Lloyd Dunn,IND,
64,TN,2018,U.S. Representative,7,Mark Green,REP,
65,TN,2018,U.S. Representative,7,Justin Kanew,DEM,
66,TN,2018,U.S. Representative,7,Lenny Ladner,IND,
67,TN,2018,U.S. Representative,7,Brent Legendre,IND,
68,TN,2018,U.S. Representative,8,David Kustoff,REP,
69,TN,2018,U.S. Representative,8,Erika Stotts Pearson,DEM,
70,TN,2018,U.S. Representative,8,James Hart,IND,
71,TN,2018,U.S. Representative,9,Stephen Cohen,DEM,
72,TN,2018,U.S. Representative,9,Leo Awgowhat,IND,
73,TN,2018,U.S. Representative,9,Charlotte Bergmann,REP,
33,TN,2018,U.S. Senator,Statewide,Marsha Blackburn,REP,
34,TN,2018,U.S. Senator,Statewide,Philip Bredesen,DEM,
35,TN,2018,U.S. Senator,Statewide,Trudy Austin,IND,
