,State,Year,Position,District,Candidate,Party,Actual Vote Share
47,ID,2018,State Representative,19A,Mathew Erpelding,DEM,
48,ID,2018,State Representative,19A,Mark Patten,REP,
191,ID,2018,State Representative,19B,Melissa Wintrow,DEM,
49,ID,2018,State Representative,1A,Heather Scott,REP,
50,ID,2018,State Representative,1A,Ellen Weissman,DEM,
51,ID,2018,State Representative,1B,Sage Dixon,REP,
52,ID,2018,State Representative,1B,Stephen Howlett,DEM,
53,ID,2018,State Representative,20A,Joe Palmer,REP,
54,ID,2018,State Representative,20A,Daniel Weston,CON,
55,ID,2018,State Representative,20B,James Holtzclaw,REP,
56,ID,2018,State Representative,21A,Steven Harris,REP,
57,ID,2018,State Representative,21A,Joshua Robinson,DEM,
58,ID,2018,State Representative,21B,Thomas Dayley,REP,
59,ID,2018,State Representative,22A,John Vander Woude,REP,
60,ID,2018,State Representative,22B,Jason Monks,REP,
61,ID,2018,State Representative,23A,Christy Zito,REP,
62,ID,2018,State Representative,23B,Megan Blanksma,REP,
63,ID,2018,State Representative,24A,Lance Clow,REP,
64,ID,2018,State Representative,24B,Linda Wright Hartgen,REP,
65,ID,2018,State Representative,24B,Anthony Tomkins,CON,
66,ID,2018,State Representative,24B,Deborah Silver,DEM,
67,ID,2018,State Representative,25A,Laurie Lickley,REP,
68,ID,2018,State Representative,25B,Clark Kauffman,REP,
69,ID,2018,State Representative,26A,Steven Miller,REP,
70,ID,2018,State Representative,26A,Muffy Davis,DEM,
71,ID,2018,State Representative,26B,Sally Toone,DEM,
72,ID,2018,State Representative,26B,Mike McFadyen,REP,
73,ID,2018,State Representative,27A,Scott Bedke,REP,
74,ID,2018,State Representative,27B,Fred Wood,REP,
75,ID,2018,State Representative,28A,Randall Ray Armstrong,REP,
76,ID,2018,State Representative,28A,Steve Landon,DEM,
77,ID,2018,State Representative,28B,Kevin Andrus,REP,
78,ID,2018,State Representative,29A,Dustin Whitney Manwaring,REP,
79,ID,2018,State Representative,29A,Chris Abernathy,DEM,
80,ID,2018,State Representative,29B,Elaine Smith,DEM,
81,ID,2018,State Representative,29B,Sierra Lorax) Carta,LIB,
82,ID,2018,State Representative,29B,Kevin James Brown,REP,
83,ID,2018,State Representative,2A,Vito Barbieri,REP,
84,ID,2018,State Representative,2A,Maria Andrews,DEM,
85,ID,2018,State Representative,2B,John Green,REP,
86,ID,2018,State Representative,2B,Alanna Brooks,DEM,
87,ID,2018,State Representative,30A,Pat Tucker,DEM,
88,ID,2018,State Representative,30B,Wendy Horman,REP,
89,ID,2018,State Representative,31A,Neil Anderson,REP,
90,ID,2018,State Representative,31B,Julianne Young,REP,
91,ID,2018,State Representative,32A,Marcus Gibbs,REP,
92,ID,2018,State Representative,32B,Chad Christensen,REP,
93,ID,2018,State Representative,33A,Henry James Deangelis,DEM,
94,ID,2018,State Representative,33A,Barbara Ehardt,REP,
95,ID,2018,State Representative,33B,Bryan Zollinger,REP,
96,ID,2018,State Representative,33B,George Morrison,DEM,
97,ID,2018,State Representative,34A,Doug Ricks,REP,
98,ID,2018,State Representative,34B,Britt Raybould,REP,
99,ID,2018,State Representative,35A,Jerald Raymond,REP,
100,ID,2018,State Representative,35B,Rod Furniss,REP,
101,ID,2018,State Representative,35B,Jerry Browne,DEM,
102,ID,2018,State Representative,3A,Ron Mendive,REP,
103,ID,2018,State Representative,3B,Dan Hanks,DEM,
104,ID,2018,State Representative,3B,Tony Wisniewski,REP,
105,ID,2018,State Representative,4A,James Samuel Addis,REP,
106,ID,2018,State Representative,4A,Rebecca Schroeder,DEM,
107,ID,2018,State Representative,4B,Paul Amador,REP,
108,ID,2018,State Representative,4B,Shem Hanks,DEM,
109,ID,2018,State Representative,5A,Bill Goesling,REP,
110,ID,2018,State Representative,5A,Margaret Gannon,DEM,
111,ID,2018,State Representative,5B,Caroline Nilsson Troy,REP,
112,ID,2018,State Representative,5B,Laurene Sorensen,DEM,
113,ID,2018,State Representative,6A,Thyra Stevenson,REP,
114,ID,2018,State Representative,6A,Rick Tousley,IND,
115,ID,2018,State Representative,6B,John Rusche,DEM,
116,ID,2018,State Representative,6B,Michael Kingsley,REP,
117,ID,2018,State Representative,7A,Priscilla Giddings,REP,
118,ID,2018,State Representative,7B,Paul Shepherd,REP,
119,ID,2018,State Representative,8A,Terry Gestrin,REP,
120,ID,2018,State Representative,8A,Jon Glick,DEM,
121,ID,2018,State Representative,8B,Dorothy Moon,REP,
122,ID,2018,State Representative,9A,Ryan Kerby,REP,
123,ID,2018,State Representative,9A,Allen Schmid,DEM,
124,ID,2018,State Representative,9B,Judy Boyle,REP,
125,ID,2018,State Representative,9B,Chase Van Weerdhuiszen,DEM,
130,ID,2018,State Senator,1,Jim Woodward,REP,
131,ID,2018,State Senator,1,Vera Gadman,DEM,
132,ID,2018,State Senator,10,James Rice,REP,
133,ID,2018,State Senator,10,Evangeline Beechler,DEM,
134,ID,2018,State Senator,11,Patti Anne Lodge,REP,
135,ID,2018,State Senator,11,Edward Savala,DEM,
136,ID,2018,State Senator,12,Todd Lakey,REP,
137,ID,2018,State Senator,12,Chelle Gluch,DEM,
138,ID,2018,State Senator,13,Jeff Agenbroad,REP,
139,ID,2018,State Senator,14,Scott Grow,REP,
140,ID,2018,State Senator,14,Richard Boozel,DEM,
141,ID,2018,State Senator,15,Fred Martin,REP,
142,ID,2018,State Senator,15,Jim Bratnober,DEM,
143,ID,2018,State Senator,16,Grant Burgoyne,DEM,
144,ID,2018,State Senator,16,Leejoe Lay,REP,
145,ID,2018,State Senator,17,Maryanne Jordan,DEM,
146,ID,2018,State Senator,17,David Dehaas,REP,
147,ID,2018,State Senator,18,Janie Ward-Engelking,DEM,
148,ID,2018,State Senator,19,Cherie Buckner-Webb,DEM,
149,ID,2018,State Senator,19,Aaron Tribble,REP,
150,ID,2018,State Senator,2,Steve Vick,REP,
151,ID,2018,State Senator,2,Dale Broadsword,DEM,
152,ID,2018,State Senator,2,Shon Luoma,LIB,
153,ID,2018,State Senator,20,Charles Winder,REP,
154,ID,2018,State Senator,21,Clifford Bayer,REP,
155,ID,2018,State Senator,21,Dawn Pierce,DEM,
156,ID,2018,State Senator,21,Joe Evans,LIB,
157,ID,2018,State Senator,22,Lori Den Hartog,REP,
158,ID,2018,State Senator,22,Mik Lose,DEM,
159,ID,2018,State Senator,23,Bert Brackett,REP,
160,ID,2018,State Senator,24,Lee Heider,REP,
161,ID,2018,State Senator,25,Jim Patrick,REP,
162,ID,2018,State Senator,26,Michelle Richer Stennett,DEM,
163,ID,2018,State Senator,26,Julie Lynn,REP,
164,ID,2018,State Senator,27,Kelly Arthur Anthon,REP,
165,ID,2018,State Senator,28,Jim Guthrie,REP,
166,ID,2018,State Senator,28,Mike Saville,DEM,
167,ID,2018,State Senator,29,Mark Nye,DEM,
168,ID,2018,State Senator,29,Lance Kolbet,REP,
169,ID,2018,State Senator,3,Don Cheatham,REP,
170,ID,2018,State Senator,3,Patrick Lippert,DEM,
171,ID,2018,State Senator,30,Dean Mortimer,REP,
172,ID,2018,State Senator,31,Steven Bair,REP,
173,ID,2018,State Senator,32,Mark Harris,REP,
174,ID,2018,State Senator,33,Jerry Sehlke,DEM,
175,ID,2018,State Senator,33,Dave Lent,REP,
176,ID,2018,State Senator,34,Brent Hill,REP,
177,ID,2018,State Senator,34,Robert Nielsen,DEM,
178,ID,2018,State Senator,35,Van Burtenshaw,REP,
179,ID,2018,State Senator,4,Mary Souza,REP,
180,ID,2018,State Senator,4,Cory Jane English,DEM,
181,ID,2018,State Senator,5,David Nelson,DEM,
182,ID,2018,State Senator,5,Dan Foreman,REP,
183,ID,2018,State Senator,6,Daniel Johnson,REP,
184,ID,2018,State Senator,7,Carl Crabtree,REP,
185,ID,2018,State Senator,8,Steven Thayn,REP,
186,ID,2018,State Senator,8,Kirsten Faith Richardson,CON,
187,ID,2018,State Senator,8,Bill Sifford,IND,
188,ID,2018,State Senator,9,Abby Lee,REP,
2,ID,2018,Superintendent Of Public Instruction,Statewide,Cindy Wilson,DEM,
3,ID,2018,Superintendent Of Public Instruction,Statewide,Sherri Ybarra,REP,
4,ID,2018,U.S. Representative,1,Russ Fulcher,REP,
5,ID,2018,U.S. Representative,1,Marvin Richardson,CON,
6,ID,2018,U.S. Representative,1,Cristina McNeil,DEM,
7,ID,2018,U.S. Representative,1,Gordon Counsil,IND,
8,ID,2018,U.S. Representative,1,Natalie Fleming,IND,
9,ID,2018,U.S. Representative,1,Paul Farmer,IND,
10,ID,2018,U.S. Representative,1,Scott Howard,LIB,
11,ID,2018,U.S. Representative,2,Michael Keith Simpson,REP,
12,ID,2018,U.S. Representative,2,Aaron Swisher,DEM,
