,State,Year,Position,District,Candidate,Party,Actual Vote Share
17,MA,2018,Attorney General,Statewide,Maura Healey,DEM,
18,MA,2018,Attorney General,Statewide,James McMahon III,REP,
246,MA,2018,Governor,Statewide,Charles Baker,REP,
247,MA,2018,Governor,Statewide,Jay Gonzalez,DEM,
0,MA,2018,Secretary Of State,Statewide,William Galvin,DEM,
1,MA,2018,Secretary Of State,Statewide,Anthony Amore,REP,
22,MA,2018,State Representative,10Th Bristol,William Straus,DEM,
23,MA,2018,State Representative,10Th Essex,Daniel Cahill,DEM,
24,MA,2018,State Representative,10Th Hampden,Carlos Gonzalez,DEM,
25,MA,2018,State Representative,10Th Middlesex,John Lawn Jr.,DEM,
26,MA,2018,State Representative,10Th Norfolk,Jeffrey Roy,DEM,
27,MA,2018,State Representative,10Th Norfolk,Patrick Casey,REP,
28,MA,2018,State Representative,10Th Plymouth,Michelle Marie Dubois,DEM,
29,MA,2018,State Representative,10Th Plymouth,John Cruz,REP,
30,MA,2018,State Representative,10Th Suffolk,Edward Coppinger,DEM,
31,MA,2018,State Representative,10Th Worcester,Brian Murray,DEM,
32,MA,2018,State Representative,10Th Worcester,Sandra Slattery Biagetti,REP,
33,MA,2018,State Representative,11Th Bristol,Christopher Hendricks,DEM,
34,MA,2018,State Representative,11Th Essex,Pete Capano,DEM,
35,MA,2018,State Representative,11Th Hampden,Bud Williams,DEM,
36,MA,2018,State Representative,11Th Middlesex,Kay Khan,DEM,
37,MA,2018,State Representative,11Th Norfolk,Paul McMurtry,DEM,
38,MA,2018,State Representative,11Th Norfolk,John McDonald,REP,
39,MA,2018,State Representative,11Th Plymouth,Claire Cronin,DEM,
40,MA,2018,State Representative,11Th Suffolk,Elizabeth Malia,DEM,
41,MA,2018,State Representative,11Th Worcester,Hannah Kane,REP,
42,MA,2018,State Representative,12Th Bristol,Norman Orrall,REP,
43,MA,2018,State Representative,12Th Bristol,Allin John Frawley,DEM,
44,MA,2018,State Representative,12Th Essex,Thomas Walsh,DEM,
45,MA,2018,State Representative,12Th Hampden,Angelo Puppolo Jr.,DEM,
46,MA,2018,State Representative,12Th Hampden,Donald Flannery,IND,
47,MA,2018,State Representative,12Th Middlesex,Ruth Balser,DEM,
48,MA,2018,State Representative,12Th Norfolk,John Rogers,DEM,
49,MA,2018,State Representative,12Th Plymouth,Kathleen Lanatra,DEM,
50,MA,2018,State Representative,12Th Plymouth,Joseph Truschelli,REP,
51,MA,2018,State Representative,12Th Suffolk,Dan Cullinane,DEM,
52,MA,2018,State Representative,12Th Worcester,Harold Naughton Jr.,DEM,
53,MA,2018,State Representative,12Th Worcester,Stanley Marcinczyk Jr.,UNENROLLED,
54,MA,2018,State Representative,13Th Bristol,Antonio D Cabral,DEM,
55,MA,2018,State Representative,13Th Bristol,Michael Janson,IND,
56,MA,2018,State Representative,13Th Essex,Theodore Speliotis,DEM,
57,MA,2018,State Representative,13Th Essex,Mark Mezzina,REP,
58,MA,2018,State Representative,13Th Middlesex,Carmine Lawrence Gentile,DEM,
59,MA,2018,State Representative,13Th Norfolk,Denise Garlick,DEM,
60,MA,2018,State Representative,13Th Suffolk,Daniel Hunt,DEM,
61,MA,2018,State Representative,13Th Worcester,John Mahoney,DEM,
62,MA,2018,State Representative,14Th Bristol,Elizabeth Poirier,REP,
63,MA,2018,State Representative,14Th Essex,Christina Minicucci,DEM,
64,MA,2018,State Representative,14Th Essex,Ryan Losco,REP,
65,MA,2018,State Representative,14Th Middlesex,Tami Gouveia,DEM,
66,MA,2018,State Representative,14Th Middlesex,Daniel Factor,GRN,
67,MA,2018,State Representative,14Th Norfolk,Alice Hanlon Peisch,DEM,
68,MA,2018,State Representative,14Th Suffolk,Angelo Scaccia,DEM,
69,MA,2018,State Representative,14Th Worcester,James Oday,DEM,
70,MA,2018,State Representative,15Th Essex,Linda Dean Campbell,DEM,
71,MA,2018,State Representative,15Th Essex,Anand Gonsalves,UNENROLLED,
72,MA,2018,State Representative,15Th Middlesex,Michelle Ciccolo,DEM,
73,MA,2018,State Representative,15Th Norfolk,Tommy Vitolo,DEM,
74,MA,2018,State Representative,15Th Suffolk,Nika Elugardo,DEM,
75,MA,2018,State Representative,15Th Worcester,Mary Keefe,DEM,
76,MA,2018,State Representative,16Th Essex,Marcos Devers,DEM,
77,MA,2018,State Representative,16Th Middlesex,Thomas Golden Jr.,DEM,
78,MA,2018,State Representative,16Th Suffolk,Roselee Vincent,DEM,
79,MA,2018,State Representative,16Th Worcester,Daniel Donahue,DEM,
80,MA,2018,State Representative,17Th Essex,Frank Moran,DEM,
81,MA,2018,State Representative,17Th Middlesex,David Nangle,DEM,
82,MA,2018,State Representative,17Th Suffolk,Kevin Honan,DEM,
83,MA,2018,State Representative,17Th Worcester,David Henry Argosky Leboeuf,DEM,
84,MA,2018,State Representative,17Th Worcester,Paul Fullen,REP,
85,MA,2018,State Representative,18Th Essex,Tram Nguyen,DEM,
86,MA,2018,State Representative,18Th Essex,James Lyons Jr.,REP,
87,MA,2018,State Representative,18Th Middlesex,Rady Mom,DEM,
88,MA,2018,State Representative,18Th Suffolk,Michael Moran,DEM,
89,MA,2018,State Representative,18Th Worcester,Joseph McKenna,REP,
90,MA,2018,State Representative,19Th Middlesex,Pina Prinzivalli,REP,
91,MA,2018,State Representative,19Th Middlesex,David Allen Robertson,DEM,
92,MA,2018,State Representative,19Th Middlesex,Patricia W Meuse,UNENROLLED,
93,MA,2018,State Representative,19Th Suffolk,Robert Deleo,DEM,
94,MA,2018,State Representative,1St Barnstable,Timothy Whelan,REP,
95,MA,2018,State Representative,1St Barnstable,Steven Leibowitz,DEM,
96,MA,2018,State Representative,1St Berkshire,John Barrett III,DEM,
97,MA,2018,State Representative,1St Bristol,Fred Barrows,REP,
98,MA,2018,State Representative,1St Essex,James Kelcourse,REP,
99,MA,2018,State Representative,1St Essex,Jennifer Rocco-Runnion,DEM,
