,State,Year,Position,District,Candidate,Party,Actual Vote Share
100,MA,2018,State Representative,1St Franklin,Natalie Blais,DEM,
101,MA,2018,State Representative,1St Hampden,Todd Smola,REP,
102,MA,2018,State Representative,1St Hampden,Tanya Neslusan,DEM,
103,MA,2018,State Representative,1St Hampshire,Lindsay Sabadosa,DEM,
104,MA,2018,State Representative,1St Middlesex,Sheila Harrington,REP,
105,MA,2018,State Representative,1St Norfolk,Bruce Ayers,DEM,
106,MA,2018,State Representative,1St Plymouth,Mathew Muratore,REP,
107,MA,2018,State Representative,1St Plymouth,John Mahoney Jr.,DEM,
108,MA,2018,State Representative,1St Suffolk,Adrian Madaro,DEM,
109,MA,2018,State Representative,1St Worcester,Kimberly Ferguson,REP,
110,MA,2018,State Representative,1St Worcester,Matthew Moncreaff,GRN,
111,MA,2018,State Representative,20Th Middlesex,Bradley Jones Jr.,REP,
112,MA,2018,State Representative,21St Middlesex,Kenneth Gordon,DEM,
113,MA,2018,State Representative,22Nd Middlesex,Marc Lombardo,REP,
114,MA,2018,State Representative,22Nd Middlesex,Christopher Tribou,DEM,
115,MA,2018,State Representative,22Nd Middlesex,Matthew Murphy Mixon,SECOND AMERICAN REVOLUTION,
116,MA,2018,State Representative,23Rd Middlesex,Sean Garballey,DEM,
117,MA,2018,State Representative,24Th Middlesex,David Rogers,DEM,
118,MA,2018,State Representative,25Th Middlesex,Marjorie Decker,DEM,
119,MA,2018,State Representative,26Th Middlesex,Mike Connolly,DEM,
120,MA,2018,State Representative,27Th Middlesex,Denise Provost,DEM,
121,MA,2018,State Representative,28Th Middlesex,Joseph McGonagle Jr.,DEM,
122,MA,2018,State Representative,29Th Middlesex,Jonathan Hecht,DEM,
123,MA,2018,State Representative,2Nd Barnstable,William Crocker Jr.,REP,
124,MA,2018,State Representative,2Nd Barnstable,Paul Cusack,DEM,
125,MA,2018,State Representative,2Nd Berkshire,Paul Mark,DEM,
126,MA,2018,State Representative,2Nd Bristol,Julie Hall,REP,
127,MA,2018,State Representative,2Nd Bristol,James Hawkins,DEM,
128,MA,2018,State Representative,2Nd Essex,Christina Eckert,DEM,
129,MA,2018,State Representative,2Nd Essex,Leonard Mirra,REP,
130,MA,2018,State Representative,2Nd Franklin,John William Arena,DEM,
131,MA,2018,State Representative,2Nd Franklin,Susannah Whipps,IND,
132,MA,2018,State Representative,2Nd Hampden,Allison Werder,REP,
133,MA,2018,State Representative,2Nd Hampden,Brian Michael Ashe,DEM,
134,MA,2018,State Representative,2Nd Hampshire,Daniel Carey,DEM,
135,MA,2018,State Representative,2Nd Hampshire,Donald Peltier,REP,
136,MA,2018,State Representative,2Nd Middlesex,James Arciero,DEM,
137,MA,2018,State Representative,2Nd Middlesex,Kathleen Lynch,REP,
138,MA,2018,State Representative,2Nd Norfolk,Tackey Chan,DEM,
139,MA,2018,State Representative,2Nd Norfolk,William Burke,REP,
140,MA,2018,State Representative,2Nd Plymouth,Sarah Hewins,DEM,
141,MA,2018,State Representative,2Nd Plymouth,Susan Gifford,REP,
142,MA,2018,State Representative,2Nd Suffolk,Daniel Joseph Ryan,DEM,
143,MA,2018,State Representative,2Nd Worcester,Jonathan Zlotnik,DEM,
144,MA,2018,State Representative,2Nd Worcester,Edward Gravel,REP,
145,MA,2018,State Representative,2Nd Worcester,Yasmine Khdeer,GRN,
146,MA,2018,State Representative,30Th Middlesex,Richard Haggerty,DEM,
147,MA,2018,State Representative,30Th Middlesex,Claire Malaguti,REP,
148,MA,2018,State Representative,31St Middlesex,Michael Day,DEM,
149,MA,2018,State Representative,31St Middlesex,Caroline Colarusso,REP,
150,MA,2018,State Representative,31St Middlesex,Kateen Kumar,IND,
151,MA,2018,State Representative,32Nd Middlesex,Paul Brodeur,DEM,
152,MA,2018,State Representative,33Rd Middlesex,Steven Rocco Ultrino,DEM,
153,MA,2018,State Representative,34Th Middlesex,Christine Barber,DEM,
154,MA,2018,State Representative,35Th Middlesex,Paul Donato,DEM,
155,MA,2018,State Representative,36Th Middlesex,Colleen Garry,DEM,
156,MA,2018,State Representative,36Th Middlesex,Raymond Leczynski,REP,
157,MA,2018,State Representative,37Th Middlesex,Jennifer Benson,DEM,
158,MA,2018,State Representative,3Rd Barnstable,David Vieira,REP,
159,MA,2018,State Representative,3Rd Berkshire,Tricia Farley-Bouvier,DEM,
160,MA,2018,State Representative,3Rd Bristol,Shaunna Oconnell,REP,
161,MA,2018,State Representative,3Rd Bristol,Emily Jm Farrer,DEM,
162,MA,2018,State Representative,3Rd Essex,Andres Vargas,DEM,
163,MA,2018,State Representative,3Rd Hampden,Nicholas Boldyga,REP,
164,MA,2018,State Representative,3Rd Hampden,Forrest Bradford,DEM,
165,MA,2018,State Representative,3Rd Hampshire,Mindy Domb,DEM,
166,MA,2018,State Representative,3Rd Hampshire,Solomon Goldstein-Rose,IND,
167,MA,2018,State Representative,3Rd Middlesex,Kate Hogan,DEM,
168,MA,2018,State Representative,3Rd Norfolk,Ronald Mariano,DEM,
169,MA,2018,State Representative,3Rd Norfolk,Stephen Tougas,REP,
170,MA,2018,State Representative,3Rd Plymouth,Joan Meschino,DEM,
171,MA,2018,State Representative,3Rd Plymouth,Kristen Arute,REP,
172,MA,2018,State Representative,3Rd Suffolk,Aaron Michlewitz,DEM,
173,MA,2018,State Representative,3Rd Worcester,Stephan Hay,DEM,
174,MA,2018,State Representative,3Rd Worcester,Elmer Eubanks-Archbold,REP,
175,MA,2018,State Representative,4Th Barnstable,Sarah Peake,DEM,
176,MA,2018,State Representative,4Th Berkshire,William Pignatelli,DEM,
177,MA,2018,State Representative,4Th Bristol,Steven Howitt,REP,
178,MA,2018,State Representative,4Th Essex,Allison Gustavson,DEM,
179,MA,2018,State Representative,4Th Essex,Bradford Hill,REP,
180,MA,2018,State Representative,4Th Hampden,John Velis,DEM,
181,MA,2018,State Representative,4Th Middlesex,Danielle Gregoire,DEM,
182,MA,2018,State Representative,4Th Middlesex,Paul Ferro,REP,
183,MA,2018,State Representative,4Th Norfolk,James Murphy,DEM,
184,MA,2018,State Representative,4Th Plymouth,Patrick Joseph Kearney,DEM,
185,MA,2018,State Representative,4Th Plymouth,Edward Oconnell,REP,
186,MA,2018,State Representative,4Th Plymouth,Joseph Armstrong,IND,
187,MA,2018,State Representative,4Th Plymouth,Nathaniel Powell,IND,
188,MA,2018,State Representative,4Th Suffolk,David Biele,DEM,
189,MA,2018,State Representative,4Th Worcester,Natalie Higgins,DEM,
190,MA,2018,State Representative,4Th Worcester,Richard Palmieri,REP,
191,MA,2018,State Representative,5Th Barnstable,Randy Hunt,REP,
192,MA,2018,State Representative,5Th Barnstable,Jack Stanton,DEM,
193,MA,2018,State Representative,5Th Bristol,Patricia Haddad,DEM,
194,MA,2018,State Representative,5Th Essex,Ann-Margaret Ferrante,DEM,
195,MA,2018,State Representative,5Th Essex,James Gardner,IND,
196,MA,2018,State Representative,5Th Hampden,Aaron Vega,DEM,
197,MA,2018,State Representative,5Th Middlesex,David Paul Linsky,DEM,
198,MA,2018,State Representative,5Th Norfolk,Mark James Cusack,DEM,
199,MA,2018,State Representative,5Th Plymouth,David Decoste,REP,
200,MA,2018,State Representative,5Th Plymouth,Alison Demong,DEM,
201,MA,2018,State Representative,5Th Suffolk,Liz Miranda,DEM,
202,MA,2018,State Representative,5Th Suffolk,Althea Garrison,INDEPENDENT PROGRESSIVE,
203,MA,2018,State Representative,5Th Worcester,Jean Anne Strauss,DEM,
204,MA,2018,State Representative,5Th Worcester,Donald Berthiaume Jr.,REP,
205,MA,2018,State Representative,6Th Bristol,Carole Fiola,DEM,
206,MA,2018,State Representative,6Th Bristol,David Steinhof,REP,
207,MA,2018,State Representative,6Th Essex,Jerald Parisella,DEM,
208,MA,2018,State Representative,6Th Essex,Donato Paglia,UNENROLLED,
209,MA,2018,State Representative,6Th Hampden,Michael Finn,DEM,
210,MA,2018,State Representative,6Th Middlesex,Maria Robinson,DEM,
211,MA,2018,State Representative,6Th Norfolk,William Galvin,DEM,
212,MA,2018,State Representative,6Th Plymouth,Josh Cutler,DEM,
213,MA,2018,State Representative,6Th Suffolk,Russell Holmes,DEM,
214,MA,2018,State Representative,6Th Worcester,Peter Durant,REP,
215,MA,2018,State Representative,7Th Bristol,Alan Silvia,DEM,
216,MA,2018,State Representative,7Th Essex,Paul Tucker,DEM,
217,MA,2018,State Representative,7Th Hampden,Thomas Petrolati,DEM,
218,MA,2018,State Representative,7Th Middlesex,Jack Patrick Lewis,DEM,
219,MA,2018,State Representative,7Th Norfolk,William Driscoll Jr.,DEM,
220,MA,2018,State Representative,7Th Plymouth,Alex Bezanson,DEM,
221,MA,2018,State Representative,7Th Plymouth,Alyson Sullivan,REP,
222,MA,2018,State Representative,7Th Suffolk,Chynah Tyler,DEM,
223,MA,2018,State Representative,7Th Worcester,Paul Frost,REP,
224,MA,2018,State Representative,7Th Worcester,Terry Burke Dotson,DEM,
225,MA,2018,State Representative,8Th Bristol,Paul Schmid III,DEM,
226,MA,2018,State Representative,8Th Essex,Lori Ehrlich,DEM,
227,MA,2018,State Representative,8Th Hampden,Joseph Wagner,DEM,
228,MA,2018,State Representative,8Th Middlesex,Carolyn Dykema,DEM,
229,MA,2018,State Representative,8Th Norfolk,Louis Kafka,DEM,
230,MA,2018,State Representative,8Th Plymouth,Angelo Demilia,REP,
231,MA,2018,State Representative,8Th Suffolk,Jay Livingstone,DEM,
232,MA,2018,State Representative,8Th Worcester,Michael Soter,REP,
233,MA,2018,State Representative,8Th Worcester,Patrick Malone,DEM,
234,MA,2018,State Representative,9Th Bristol,Christopher Markey,DEM,
235,MA,2018,State Representative,9Th Essex,Donald Wong,REP,
236,MA,2018,State Representative,9Th Essex,Matthew Crescenzo,DEM,
237,MA,2018,State Representative,9Th Essex,Michael Coller,IND,
238,MA,2018,State Representative,9Th Hampden,Jose Tosado,DEM,
239,MA,2018,State Representative,9Th Middlesex,Thomas Stanley,DEM,
240,MA,2018,State Representative,9Th Norfolk,Shawn Dooley,REP,
241,MA,2018,State Representative,9Th Norfolk,Brian Hamlin,DEM,
242,MA,2018,State Representative,9Th Plymouth,Gerard Cassidy,DEM,
243,MA,2018,State Representative,9Th Suffolk,Jon Santiago,DEM,
244,MA,2018,State Representative,9Th Worcester,David Muradian Jr.,REP,
245,MA,2018,State Representative,"Barnstable, Dukes And Nantucket",Dylan Fernandes,DEM,
248,MA,2018,State Senator,1St Bristol And Plymouth,Michael Rodrigues,DEM,
249,MA,2018,State Senator,1St Essex,Diana Dizoglio,DEM,
250,MA,2018,State Senator,1St Essex,Alexander Leighton Williams,REP,
251,MA,2018,State Senator,1St Essex And Middlesex,Bruce Tarr,REP,
252,MA,2018,State Senator,1St Hampden And Hampshire,Eric Philip Lesser,DEM,
253,MA,2018,State Senator,1St Middlesex,Edward Kennedy,DEM,
254,MA,2018,State Senator,1St Middlesex,John Macdonald,REP,
255,MA,2018,State Senator,1St Middlesex And Norfolk,Cynthia Stone Creem,DEM,
256,MA,2018,State Senator,1St Plymouth And Bristol,Marc Richard Pacheco,DEM,
257,MA,2018,State Senator,1St Suffolk,Nick Collins,DEM,
258,MA,2018,State Senator,1St Suffolk And Middlesex,Joseph Boncore,DEM,
259,MA,2018,State Senator,1St Worcester,Harriette Chandler,DEM,
260,MA,2018,State Senator,2Nd Bristol And Plymouth,Mark Montigny,DEM,
261,MA,2018,State Senator,2Nd Essex,Joan Lovely,DEM,
262,MA,2018,State Senator,2Nd Essex And Middlesex,Barry Finegold,DEM,
263,MA,2018,State Senator,2Nd Essex And Middlesex,Joseph Espinola III,REP,
264,MA,2018,State Senator,2Nd Hampden And Hampshire,Donald Humason Jr.,REP,
265,MA,2018,State Senator,2Nd Middlesex,Patricia Jehlen,DEM,
266,MA,2018,State Senator,2Nd Middlesex And Norfolk,Karen Spilka,DEM,
267,MA,2018,State Senator,2Nd Plymouth And Bristol,Michael Brady,DEM,
268,MA,2018,State Senator,2Nd Plymouth And Bristol,Scott Hall,REP,
269,MA,2018,State Senator,2Nd Suffolk,Sonia Chang-Diaz,DEM,
270,MA,2018,State Senator,2Nd Suffolk And Middlesex,William Brownsberger,DEM,
271,MA,2018,State Senator,2Nd Worcester,Michael Moore,DEM,
272,MA,2018,State Senator,3Rd Essex,Brendan Crighton,DEM,
273,MA,2018,State Senator,3Rd Middlesex,Michael Barrett,DEM,
274,MA,2018,State Senator,4Th Middlesex,Cindy Friedman,DEM,
275,MA,2018,State Senator,5Th Middlesex,Jason Lewis,DEM,
276,MA,2018,State Senator,5Th Middlesex,Erin Calvo-Bacci,REP,
277,MA,2018,State Senator,"Berkshire, Hampshire, Franklin And Hampden",Adam Hinds,DEM,
278,MA,2018,State Senator,Bristol And Norfolk,Paul Feeney,DEM,
279,MA,2018,State Senator,Bristol And Norfolk,Jacob Ventura,REP,
280,MA,2018,State Senator,Cape And Islands,Julian Andre Cyr,DEM,
281,MA,2018,State Senator,Cape And Islands,John Flores,REP,
282,MA,2018,State Senator,Hampden,James Welch,DEM,
283,MA,2018,State Senator,"Hampshire, Franklin And Worcester",Jo Comerford,DEM,
284,MA,2018,State Senator,Middlesex And Suffolk,Salvatore Didomenico,DEM,
285,MA,2018,State Senator,Middlesex And Worcester,Margaret Woolley Busse,REP,
286,MA,2018,State Senator,Middlesex And Worcester,James Eldridge,DEM,
287,MA,2018,State Senator,Middlesex And Worcester,Terra Friedrichs,COOPERATIVE GREEN ECONOMY,
288,MA,2018,State Senator,Norfolk And Plymouth,John Keenan,DEM,
289,MA,2018,State Senator,Norfolk And Plymouth,Alexander Mendez,IND,
290,MA,2018,State Senator,Norfolk And Suffolk,Michael Rush,DEM,
291,MA,2018,State Senator,"Norfolk, Bristol And Middlesex",Rebecca Rausch,DEM,
292,MA,2018,State Senator,"Norfolk, Bristol And Middlesex",Richard Ross,REP,
293,MA,2018,State Senator,"Norfolk, Bristol And Plymouth",Walter Timilty,DEM,
294,MA,2018,State Senator,Plymouth And Barnstable,Viriato Manuel Demacedo,REP,
295,MA,2018,State Senator,Plymouth And Barnstable,Deborah Rudolf,DEM,
296,MA,2018,State Senator,Plymouth And Norfolk,Patrick Michael Oconnor,REP,
297,MA,2018,State Senator,Plymouth And Norfolk,Katie McBrine,DEM,
298,MA,2018,State Senator,Plymouth And Norfolk,Stephen Gill,VETERAN,
299,MA,2018,State Senator,Worcester And Middlesex,Dean Tran,REP,
300,MA,2018,State Senator,Worcester And Middlesex,Susan Chalifoux-Zephir,DEM,
301,MA,2018,State Senator,Worcester And Norfolk,Ryan Fattman,REP,
302,MA,2018,State Senator,Worcester And Norfolk,Thomas Merolli,DEM,
303,MA,2018,State Senator,"Worcester, Hampden, Hampshire And Middlesex",Anne Gobi,DEM,
304,MA,2018,State Senator,"Worcester, Hampden, Hampshire And Middlesex",Steven Hall,REP,
2,MA,2018,U.S. Representative,1,Richard Neal,DEM,
3,MA,2018,U.S. Representative,2,James McGovern,DEM,
4,MA,2018,U.S. Representative,3,Lori Trahan,DEM,
5,MA,2018,U.S. Representative,3,Rick Green,REP,
6,MA,2018,U.S. Representative,3,Michael Mullen,IND,
7,MA,2018,U.S. Representative,3,Mary Jean Charbonneau,IND,
8,MA,2018,U.S. Representative,4,Joseph Kennedy III,DEM,
9,MA,2018,U.S. Representative,5,Katherine Clark,DEM,
10,MA,2018,U.S. Representative,5,John Hugo,REP,
11,MA,2018,U.S. Representative,6,Seth Moulton,DEM,
12,MA,2018,U.S. Representative,6,Joseph Schneider,REP,
13,MA,2018,U.S. Representative,7,Ayanna Pressley,DEM,
14,MA,2018,U.S. Representative,8,Stephen Lynch,DEM,
15,MA,2018,U.S. Representative,9,William Richard Keating,DEM,
16,MA,2018,U.S. Representative,9,Peter Tedeschi,REP,
19,MA,2018,U.S. Senator,Statewide,Elizabeth Warren,DEM,
20,MA,2018,U.S. Senator,Statewide,Shiva Ayyadurai,IND,
21,MA,2018,U.S. Senator,Statewide,Geoff Diehl,REP,
