Candidate,Party,State,Office,Incumbency,Result,Total Money
"DAVIS, JEANNEMARIE DEVOLITES",REPUBLICAN,VA,SENATE DISTRICT 034,Incumbent,Lost-General,1946763.33
"PETERSEN, J CHAPMAN (CHAP)",DEMOCRATIC,VA,SENATE DISTRICT 034,Challenger,Won-General,1520689.96
"VOGEL, JILL HOLTZMAN",REPUBLICAN,VA,SENATE DISTRICT 027,Open,Won-General,1507952.21
"SCHULTZ, KAREN K",DEMOCRATIC,VA,SENATE DISTRICT 027,Open,Lost-General,1402061.80
"OLESZEK, JANET S",DEMOCRATIC,VA,SENATE DISTRICT 037,Challenger,Lost-General,1312238.71
"CUCCINELLI II, KENNETH",REPUBLICAN,VA,SENATE DISTRICT 037,Incumbent,Won-General,1267792.39
"STOSCH, WALTER A",REPUBLICAN,VA,SENATE DISTRICT 012,Incumbent,Won-General,1233415.46
"NORTHAM, RALPH S",DEMOCRATIC,VA,SENATE DISTRICT 006,Challenger,Won-General,1218713.72
"POLLARD JR, ALBERT C",DEMOCRATIC,VA,SENATE DISTRICT 028,Open,Lost-General,1214766.71
"STUART, RICHARD H",REPUBLICAN,VA,SENATE DISTRICT 028,Open,Won-General,1139582.79
"HERRING, MARK RANKIN",DEMOCRATIC,VA,SENATE DISTRICT 033,Incumbent,Won-General,1058588.90
"MILLER, JOHN C",DEMOCRATIC,VA,SENATE DISTRICT 001,Open,Won-General,1039026.74
"SASLAW, RICHARD",DEMOCRATIC,VA,SENATE DISTRICT 035,Incumbent,Won-General,1029288.84
"BARKER, GEORGE LINCOLN",DEMOCRATIC,VA,SENATE DISTRICT 039,Challenger,Won-General,976611.13
"STOLLE, KENNETH W (KEN)",REPUBLICAN,VA,SENATE DISTRICT 008,Incumbent,Won-General,959655.04
"OBRIEN JR, J K (JAY)",REPUBLICAN,VA,SENATE DISTRICT 039,Incumbent,Lost-General,957117.37
"STALL, PATRICIA B",REPUBLICAN,VA,SENATE DISTRICT 001,Open,Lost-General,954969.90
"NORMENT JR, THOMAS K",REPUBLICAN,VA,SENATE DISTRICT 003,Incumbent,Won-General,824811.15
"RERRAS, D NICK",REPUBLICAN,VA,SENATE DISTRICT 006,Incumbent,Lost-General,808284.97
"MORAN, BRIAN",DEMOCRATIC,VA,HOUSE DISTRICT 046,Incumbent,Won-General,778234.74
"BREINER, MICHAEL J",DEMOCRATIC,VA,SENATE DISTRICT 022,Open,Lost-General,751375.35
"LOUPASSI, G M (MANOLI)",REPUBLICAN,VA,HOUSE DISTRICT 068,Challenger,Won-General,746755.70
"MATHIESON, R W (BOBBY)",DEMOCRATIC,VA,HOUSE DISTRICT 021,Challenger,Won-General,737503.08
"RUST, THOMAS DAVIS",REPUBLICAN,VA,HOUSE DISTRICT 086,Incumbent,Won-General,678846.42
"VANDERHYE, MARGARET E",DEMOCRATIC,VA,HOUSE DISTRICT 034,Open,Won-General,675396.80
"ARMSTRONG, WARD L",DEMOCRATIC,VA,HOUSE DISTRICT 010,Incumbent,Won-General,655299.15
"HUGO, TIMOTHY D",REPUBLICAN,VA,HOUSE DISTRICT 040,Incumbent,Won-General,645455.28
"STOLLE, CHRIS P",REPUBLICAN,VA,HOUSE DISTRICT 083,Open,Lost-General,636236.27
"CAPUTO, C CHUCK",DEMOCRATIC,VA,HOUSE DISTRICT 067,Incumbent,Won-General,625706.81
"WELCH III, JOHN J",REPUBLICAN,VA,HOUSE DISTRICT 021,Incumbent,Lost-General,596394.38
"REYNOLDS, W ROSCOE",DEMOCRATIC,VA,SENATE DISTRICT 020,Incumbent,Won-General,592732.30
"COLGAN SR, CHARLES J",DEMOCRATIC,VA,SENATE DISTRICT 029,Incumbent,Won-General,592022.23
"SIMMONS, REX A",DEMOCRATIC,VA,HOUSE DISTRICT 040,Challenger,Lost-General,580283.72
"BOUCHARD, JOSEPH F (JOE)",DEMOCRATIC,VA,HOUSE DISTRICT 083,Open,Won-General,566560.36
"HUNT, DAVID M (DAVE)",REPUBLICAN,VA,HOUSE DISTRICT 034,Open,Lost-General,558976.51
"FREDERICK, JEFFREY M",REPUBLICAN,VA,HOUSE DISTRICT 052,Incumbent,Won-General,557117.92
"FERGUSON, ERIC H",DEMOCRATIC,VA,HOUSE DISTRICT 009,Open,Lost-General,550993.09
"HOUCK, R EDWARD",DEMOCRATIC,VA,SENATE DISTRICT 017,Incumbent,Won-General,550470.04
"HOWELL, WILLIAM J",REPUBLICAN,VA,HOUSE DISTRICT 028,Incumbent,Won-General,539810.90
"WAMPLER JR, WILLIAM C",REPUBLICAN,VA,SENATE DISTRICT 040,Incumbent,Won-General,530940.81
"TOMER, ADAM J",DEMOCRATIC,VA,HOUSE DISTRICT 014,Challenger,Lost-General,522748.80
"MILLER, PAULA J",DEMOCRATIC,VA,HOUSE DISTRICT 087,Incumbent,Won-General,509005.73
"VALENTINE, SHANNON R",DEMOCRATIC,VA,HOUSE DISTRICT 023,Incumbent,Won-General,508274.89
"DEL TORO, CARLOS",DEMOCRATIC,VA,HOUSE DISTRICT 088,Challenger,Lost-General,498222.82
"DONAHUE, JAY P",DEMOCRATIC,VA,HOUSE DISTRICT 086,Challenger,Lost-General,492215.13
"MARSHALL III, DANNY W",REPUBLICAN,VA,HOUSE DISTRICT 014,Incumbent,Won-General,486238.18
"DAY JR, BILL S",DEMOCRATIC,VA,HOUSE DISTRICT 031,Challenger,Lost-General,483060.79
"POINDEXTER, CHARLES D",REPUBLICAN,VA,HOUSE DISTRICT 009,Open,Won-General,475376.48
"FITZSIMMONDS, ROBERT S",REPUBLICAN,VA,SENATE DISTRICT 029,Challenger,Lost-General,473163.90
"NICHOLS, PAUL F",DEMOCRATIC,VA,HOUSE DISTRICT 051,Open,Won-General,470582.23
