,State,Position,District,Candidate,Party,Year Elected,Next Election,Number of Terms in Position,Unopposed in Last Election,DEM Unopposed in Primary,REP Unopposed in Primary
0,South Dakota,Attorney General,0,Marty Jackley,REP,2010,2014,1,No,Yes,No
1,South Dakota,Governor,0,Dennis Daugaard,REP,2010,2014,1,No,No,No
2,South Dakota,Secretary Of State,0,Jason Gant,REP,2010,2014,1,No,Yes,Yes
3,South Dakota,State Representative,1,Susan Wismer,DEM,2010,0,1,No,No,Yes
4,South Dakota,State Representative,10,Gene Abdallah,REP,2010,0,1,No,No,No
5,South Dakota,State Representative,11,Mark Willadsen,REP,2010,0,1,No,No,No
6,South Dakota,State Representative,12,Hal Wick,REP,2010,0,1,No,No,No
7,South Dakota,State Representative,13,Susan Blake,DEM,2010,0,1,No,Yes,No
8,South Dakota,State Representative,13,Susan Blake,DEM,2010,0,1,No,Yes,No
9,South Dakota,State Representative,14,Marc Feinstein,DEM,2010,0,3,No,No,No
10,South Dakota,State Representative,14,Marc Feinstein,DEM,2010,0,3,No,No,No
11,South Dakota,State Representative,15,Jenna Haggar Netherton,IND,2010,0,1,No,No,Yes
12,South Dakota,State Representative,15,Jenna Haggar Netherton,IND,2010,0,1,No,No,Yes
13,South Dakota,State Representative,16,Jim Bolin,REP,2010,0,1,No,No,No
14,South Dakota,State Representative,17,Jamie Boomgarden,REP,2010,0,4,No,No,Yes
15,South Dakota,State Representative,17,Jamie Boomgarden,REP,2010,0,4,No,No,Yes
16,South Dakota,State Representative,18,Bernie Hunhoff,DEM,2010,0,2,No,No,No
17,South Dakota,State Representative,18,Bernie Hunhoff,DEM,2010,0,2,No,No,No
18,South Dakota,State Representative,19,Frank Kloucek,DEM,2010,0,1,No,Yes,No
19,South Dakota,State Representative,19,Frank Kloucek,DEM,2010,0,1,No,Yes,No
20,South Dakota,State Representative,2,Paul Dennert,DEM,2010,0,4,No,No,No
21,South Dakota,State Representative,20,Tona Rozum,REP,2010,0,1,No,No,No
22,South Dakota,State Representative,21,Kent Juhnke,REP,2010,0,1,No,No,No
23,South Dakota,State Representative,22,Peggy Anne Gibson,DEM,2010,0,1,No,Yes,No
24,South Dakota,State Representative,22,Peggy Anne Gibson,DEM,2010,0,1,No,Yes,No
25,South Dakota,State Representative,23,Justin Cronin,REP,2010,0,2,No,No,No
26,South Dakota,State Representative,24,Tad Perry,REP,2010,0,1,No,No,No
27,South Dakota,State Representative,25,Stace Nelson,REP,2010,0,1,No,No,No
28,South Dakota,State Representative,26A,Larry Lucas,DEM,2010,0,3,Yes,No,Yes
29,South Dakota,State Representative,26B,Kim Vanneman,REP,2010,0,3,No,Yes,Yes
30,South Dakota,State Representative,27,Kevin Killer,DEM,2010,0,2,No,No,No
31,South Dakota,State Representative,28A,Dean Schrempp,DEM,2010,0,2,Yes,Yes,Yes
32,South Dakota,State Representative,28B,Betty Olson,REP,2010,0,3,No,Yes,Yes
33,South Dakota,State Representative,29,Thomas Brunner,REP,2010,0,2,No,No,No
