Candidate,Party,State,Office,Incumbency,Result,Total Money
"GRONSTAL, MICHAEL E (MIKE)",DEMOCRATIC,IA,SENATE DISTRICT 050,Incumbent,Won-General,1243866.34
"RANTS, CHRISTOPHER",REPUBLICAN,IA,HOUSE DISTRICT 054,Incumbent,Won-General,674675.66
"MCCARTHY, KEVIN",DEMOCRATIC,IA,HOUSE DISTRICT 067,Incumbent,Won-General,654767.19
"MURPHY, PATRICK JOSEPH (PAT)",DEMOCRATIC,IA,HOUSE DISTRICT 028,Incumbent,Won-General,590368.04
"GAYMAN, ELESHA L",DEMOCRATIC,IA,HOUSE DISTRICT 084,Incumbent,Won-General,489540.05
"THEDE, PHYLLIS",DEMOCRATIC,IA,HOUSE DISTRICT 081,Challenger,Won-General,399848.86
"LAWYER, GRETCHEN R",DEMOCRATIC,IA,HOUSE DISTRICT 036,Open,Lost-General,384153.77
"PALMER, ERIC J",DEMOCRATIC,IA,HOUSE DISTRICT 075,Incumbent,Won-General,359170.09
"PAULSEN, KRAIG M",REPUBLICAN,IA,HOUSE DISTRICT 035,Incumbent,Won-General,356788.67
"HOY, TIM",DEMOCRATIC,IA,HOUSE DISTRICT 044,Open,Lost-General,350448.46
"STAED, ART",DEMOCRATIC,IA,HOUSE DISTRICT 037,Incumbent,Lost-General,342321.74
"SULLIVAN, JERRY",DEMOCRATIC,IA,HOUSE DISTRICT 059,Open,Lost-General,338218.36
"SCHULTE, RENEE",REPUBLICAN,IA,HOUSE DISTRICT 037,Challenger,Won-General,332990.42
"HAGENOW, CHRISTOPHER D",REPUBLICAN,IA,HOUSE DISTRICT 059,Open,Won-General,330434.25
"FICKEN, EUGENE",DEMOCRATIC,IA,HOUSE DISTRICT 023,Challenger,Won-General,317230.38
"KIBBIE, JOHN P",DEMOCRATIC,IA,SENATE DISTRICT 004,Incumbent,Won-General,311121.81
"WOOD, FRANK B",DEMOCRATIC,IA,SENATE DISTRICT 042,Incumbent,Lost-General,308480.46
"DANIELSON, JEFFREY L",DEMOCRATIC,IA,SENATE DISTRICT 010,Incumbent,Won-General,306568.63
"WAGNER, NICK",REPUBLICAN,IA,HOUSE DISTRICT 036,Open,Won-General,296075.48
"SWEENEY, ANNETTE",REPUBLICAN,IA,HOUSE DISTRICT 044,Open,Won-General,289173.20
"HANCOCK, TOM",DEMOCRATIC,IA,SENATE DISTRICT 016,Incumbent,Won-General,289124.92
"MAREK, LARRY K",DEMOCRATIC,IA,HOUSE DISTRICT 089,Open,Won-General,285817.25
"RIELLY, THOMAS J",DEMOCRATIC,IA,SENATE DISTRICT 038,Incumbent,Won-General,274811.81
"BEST, FRANK",DEMOCRATIC,IA,HOUSE DISTRICT 087,Challenger,Lost-General,263533.59
"TORNQUIST, SCOTT",REPUBLICAN,IA,HOUSE DISTRICT 013,Open,Lost-General,260226.29
"SAVAGE, SHARON",DEMOCRATIC,IA,SENATE DISTRICT 040,Challenger,Lost-General,258269.94
"DANDEKAR, SWATI A",DEMOCRATIC,IA,SENATE DISTRICT 018,Open,Won-General,243495.65
"RASMUSSEN, DAN",REPUBLICAN,IA,HOUSE DISTRICT 023,Incumbent,Lost-General,230230.57
"ZIEMAN, MARK",REPUBLICAN,IA,SENATE DISTRICT 008,Incumbent,Lost-General,227033.81
"CARROLL, DANNY C",REPUBLICAN,IA,HOUSE DISTRICT 075,Challenger,Lost-General,215540.46
"WILHELM, MARY JO",DEMOCRATIC,IA,SENATE DISTRICT 008,Challenger,Won-General,207071.18
"VAN FOSSEN, JAMIE",REPUBLICAN,IA,HOUSE DISTRICT 081,Incumbent,Lost-General,206075.91
"SODDERS, STEVE",DEMOCRATIC,IA,SENATE DISTRICT 022,Open,Won-General,205583.48
"BRADEN, RANDY L",DEMOCRATIC,IA,SENATE DISTRICT 020,Open,Lost-General,198324.18
"PAUSTIAN, ROSS C",REPUBLICAN,IA,HOUSE DISTRICT 084,Challenger,Lost-General,197257.22
"BEHN, JERRY",REPUBLICAN,IA,SENATE DISTRICT 024,Incumbent,Won-General,195491.72
