Candidate,Party,State,Office,Incumbency,Result,Total Money
"ZAFFIRINI, JUDITH",DEMOCRATIC,TX,SENATE DISTRICT 021,Incumbent,Won-General,2683225.54
"WILLIAMS, MICHAEL L",REPUBLICAN,TX,RAILROAD COMMISSIONER,Incumbent,Won-General,2651181.49
"BRIMER, KENNETH KIMBERLIN",REPUBLICAN,TX,SENATE DISTRICT 010,Incumbent,Lost-General,2591105.03
"CRADDICK, TOM",REPUBLICAN,TX,HOUSE DISTRICT 082,Incumbent,Won-General,2564396.48
"CARONA SR, JOHN J",REPUBLICAN,TX,SENATE DISTRICT 016,Incumbent,Won-General,2337803.87
"DAVIS, WENDY R",DEMOCRATIC,TX,SENATE DISTRICT 010,Challenger,Won-General,2184992.47
"WEST, ROYCE",DEMOCRATIC,TX,SENATE DISTRICT 023,Incumbent,Won-General,1665998.17
"BRANCH, DANIEL H (DAN)",REPUBLICAN,TX,HOUSE DISTRICT 108,Incumbent,Won-General,1546863.81
"GARCIA, JUAN M",DEMOCRATIC,TX,HOUSE DISTRICT 032,Incumbent,Lost-General,1492666.21
"WILLIAMS, THOMAS D (TOMMY)",REPUBLICAN,TX,SENATE DISTRICT 004,Incumbent,Won-General,1489719.36
"HINOJOSA, JUAN (CHUY)",DEMOCRATIC,TX,SENATE DISTRICT 020,Incumbent,Won-General,1467972.78
"JACKSON, JAMES M",REPUBLICAN,TX,SENATE DISTRICT 011,Incumbent,Won-General,1353940.94
"HARRIS, CHRIS",REPUBLICAN,TX,SENATE DISTRICT 009,Incumbent,Won-General,1256501.37
"FRASER, TROY",REPUBLICAN,TX,SENATE DISTRICT 024,Incumbent,Won-General,1251960.51
"ESTES, CRAIG",REPUBLICAN,TX,SENATE DISTRICT 030,Incumbent,Won-General,1204228.89
"JEFFERSON, WALLACE B",REPUBLICAN,TX,SUPREME COURT-CHIEF JUSTICE,Incumbent,Won-General,1155080.32
"JAWORSKI, JOE",DEMOCRATIC,TX,SENATE DISTRICT 011,Challenger,Lost-General,1152060.97
"ROSE, PATRICK M",DEMOCRATIC,TX,HOUSE DISTRICT 045,Incumbent,Won-General,1139920.37
"MARGO, DONALD R (DEE)",REPUBLICAN,TX,HOUSE DISTRICT 078,Open,Lost-General,1073457.18
"ZEDLER, BILL",REPUBLICAN,TX,HOUSE DISTRICT 096,Incumbent,Lost-General,1025079.82
"KING, PHIL",REPUBLICAN,TX,HOUSE DISTRICT 061,Incumbent,Won-General,1019695.69
"VAN DE PUTTE, LETICIA",DEMOCRATIC,TX,SENATE DISTRICT 026,Incumbent,Won-General,1004723.89
"HUNTER, TODD",REPUBLICAN,TX,HOUSE DISTRICT 032,Challenger,Won-General,967393.33
"DANIEL, BRYAN",REPUBLICAN,TX,HOUSE DISTRICT 052,Open,Lost-General,932784.04
"BUTTON, ANGIE CHEN",REPUBLICAN,TX,HOUSE DISTRICT 112,Open,Won-General,886766.79
"MALDONADO, DIANA MARIE",DEMOCRATIC,TX,HOUSE DISTRICT 052,Open,Won-General,875526.08
"SHELTON, MARK M",REPUBLICAN,TX,HOUSE DISTRICT 097,Challenger,Won-General,865507.05
"TURNER, CHRIS",DEMOCRATIC,TX,HOUSE DISTRICT 096,Challenger,Won-General,862355.62
"GEREN, CHARLIE",REPUBLICAN,TX,HOUSE DISTRICT 099,Incumbent,Won-General,860801.23
"FLORES, KINO",DEMOCRATIC,TX,HOUSE DISTRICT 036,Incumbent,Won-General,846462.26
"DUNCAN, ROBERT",REPUBLICAN,TX,SENATE DISTRICT 028,Incumbent,Won-General,846457.51
"GALLEGOS JR, MARIO V",DEMOCRATIC,TX,SENATE DISTRICT 006,Incumbent,Won-General,842974.67
"MILLER, DOUG",REPUBLICAN,TX,HOUSE DISTRICT 073,Open,Won-General,806513.53
"SELIGER, KEL",REPUBLICAN,TX,SENATE DISTRICT 031,Incumbent,Won-General,806105.17
"KLEINSCHMIDT, TIM",REPUBLICAN,TX,HOUSE DISTRICT 017,Open,Won-General,797570.16
"WAINWRIGHT, JESSE W (DALE)",REPUBLICAN,TX,SUPREME COURT-WAINWRIGHT SEAT,Incumbent,Won-General,791053.20
"JOHNSON, PHIL",REPUBLICAN,TX,SUPREME COURT-JOHNSON SEAT,Incumbent,Won-General,783636.73
"HOPSON, CHARLES L (CHUCK)",DEMOCRATIC,TX,HOUSE DISTRICT 011,Incumbent,Won-General,757578.02
"LUCIO JR, EDDIE",DEMOCRATIC,TX,SENATE DISTRICT 027,Incumbent,Won-General,747693.84
"HARPER-BROWN, LINDA L",REPUBLICAN,TX,HOUSE DISTRICT 105,Incumbent,Won-General,727394.13
"MOODY, JOSEPH E",DEMOCRATIC,TX,HOUSE DISTRICT 078,Open,Won-General,708548.42
"DIPPEL, DONNIE",DEMOCRATIC,TX,HOUSE DISTRICT 017,Open,Lost-General,660289.15
"SHEFFIELD, RALPH",REPUBLICAN,TX,HOUSE DISTRICT 055,Open,Won-General,654703.87
"VAUGHT, ALLEN",DEMOCRATIC,TX,HOUSE DISTRICT 107,Incumbent,Won-General,633685.94
"LEGLER, KEN",REPUBLICAN,TX,HOUSE DISTRICT 144,Open,Won-General,592850.06
"ANDERSON, MIKE",REPUBLICAN,TX,HOUSE DISTRICT 101,Open,Lost-General,586311.36
"KEFFER, BILL",REPUBLICAN,TX,HOUSE DISTRICT 107,Challenger,Lost-General,581062.32
"HERRERO, ABEL",DEMOCRATIC,TX,HOUSE DISTRICT 034,Incumbent,Won-General,576501.56
"REDMOND, JOEL C",DEMOCRATIC,TX,HOUSE DISTRICT 144,Open,Lost-General,554453.32
"BARRETT, DAN",DEMOCRATIC,TX,HOUSE DISTRICT 097,Incumbent,Lost-General,544646.16
"GOOLSBY, TONY",REPUBLICAN,TX,HOUSE DISTRICT 102,Incumbent,Lost-General,541117.87
"GONZALES, VERONICA",DEMOCRATIC,TX,HOUSE DISTRICT 041,Incumbent,Won-General,526440.39
"KENT, CAROL",DEMOCRATIC,TX,HOUSE DISTRICT 102,Challenger,Won-General,525757.01
"YBARRA, TARA RIOS",DEMOCRATIC,TX,HOUSE DISTRICT 043,Open,Won-General,522495.95
"COHEN, ELLEN",DEMOCRATIC,TX,HOUSE DISTRICT 134,Incumbent,Won-General,515654.86
"DAVIS, JOHN E",REPUBLICAN,TX,HOUSE DISTRICT 129,Incumbent,Won-General,498207.97
"BOLTON, VALINDA",DEMOCRATIC,TX,HOUSE DISTRICT 047,Incumbent,Won-General,487374.82
"MATULA, SHERRIE L",DEMOCRATIC,TX,HOUSE DISTRICT 129,Challenger,Lost-General,475560.16
"HOMER, MARK STEVEN",DEMOCRATIC,TX,HOUSE DISTRICT 003,Incumbent,Won-General,472478.78
"TURNER, SYLVESTER",DEMOCRATIC,TX,HOUSE DISTRICT 139,Incumbent,Won-General,472175.00
"MEYERS, GREG",REPUBLICAN,TX,HOUSE DISTRICT 149,Challenger,Lost-General,471072.40
"PENA, AARON",DEMOCRATIC,TX,HOUSE DISTRICT 040,Incumbent,Won-General,468797.69
"HOLLINGSWORTH, KIRBY",REPUBLICAN,TX,HOUSE DISTRICT 003,Challenger,Lost-General,464022.20
"GALLEGO, PETE P",DEMOCRATIC,TX,HOUSE DISTRICT 074,Incumbent,Won-General,458352.64
"BROWN, BETTY",REPUBLICAN,TX,HOUSE DISTRICT 004,Incumbent,Won-General,458329.62
"COLEMAN, GARNET",DEMOCRATIC,TX,HOUSE DISTRICT 147,Incumbent,Won-General,457665.25
"YANEZ, LINDA REYNA",DEMOCRATIC,TX,SUPREME COURT-JOHNSON SEAT,Challenger,Lost-General,456852.75
"BOHAC, DWAYNE",REPUBLICAN,TX,HOUSE DISTRICT 138,Incumbent,Won-General,450674.74
"HOUSTON, SAM",DEMOCRATIC,TX,SUPREME COURT-WAINWRIGHT SEAT,Challenger,Lost-General,448526.76
"THIBAUT, KRISTI",DEMOCRATIC,TX,HOUSE DISTRICT 133,Challenger,Won-General,441279.76
