Candidate,Party,State,Office,Incumbency,Result,Total Money
"CORDRAY, RICHARD A",DEMOCRATIC,OH,ATTORNEY GENERAL,Open,Won-General,3575700.46
"HUSTED, JON A",REPUBLICAN,OH,SENATE DISTRICT 006,Open,Won-General,1706580.27
"DOLAN, MATTHEW J (MATT)",REPUBLICAN,OH,HOUSE DISTRICT 098,Incumbent,Won-General,1660330.30
"BUDISH, ARMOND",DEMOCRATIC,OH,HOUSE DISTRICT 008,Incumbent,Won-General,1373797.56
"PATTON, THOMAS F",REPUBLICAN,OH,SENATE DISTRICT 024,Open,Won-General,1353598.72
"STEWART, JAMES (JIMMY)",REPUBLICAN,OH,SENATE DISTRICT 020,Open,Won-General,1353545.34
"HUGHES, JIM",REPUBLICAN,OH,SENATE DISTRICT 016,Open,Won-General,1127950.21
"DODD, DANIEL F",DEMOCRATIC,OH,HOUSE DISTRICT 091,Incumbent,Won-General,1061802.60
"STRATTON, EVELYN L",NONPARTISAN,OH,SUPREME COURT-STRATTON SEAT,Incumbent,Won-General,1012586.88
"OCONNOR, MAUREEN",NONPARTISAN,OH,SUPREME COURT-OCONNOR SEAT,Incumbent,Won-General,1008091.05
"GARLAND, NANCY J",DEMOCRATIC,OH,HOUSE DISTRICT 020,Challenger,Won-General,970470.39
"MANDEL, JOSH",REPUBLICAN,OH,HOUSE DISTRICT 017,Incumbent,Won-General,874706.51
"WIDENER, CHRISTOPHER R",REPUBLICAN,OH,SENATE DISTRICT 010,Open,Won-General,869354.82
"MCGREGOR, ROSS W",REPUBLICAN,OH,HOUSE DISTRICT 072,Incumbent,Won-General,851749.94
"SZOLLOSI, MATTHEW A",DEMOCRATIC,OH,HOUSE DISTRICT 049,Incumbent,Won-General,813875.55
"WAGONER, MARK",REPUBLICAN,OH,SENATE DISTRICT 002,Incumbent,Won-General,800395.40
"SCHNEIDER, MARK A",DEMOCRATIC,OH,HOUSE DISTRICT 063,Challenger,Won-General,782111.57
"GRADY, COLLEEN D",REPUBLICAN,OH,HOUSE DISTRICT 018,Open,Lost-General,762010.81
"PILLICH, CONNIE",DEMOCRATIC,OH,HOUSE DISTRICT 028,Open,Won-General,761819.07
"MCGREGOR, JIM",REPUBLICAN,OH,HOUSE DISTRICT 020,Incumbent,Lost-General,752032.37
"BAKER, NAN A",REPUBLICAN,OH,HOUSE DISTRICT 016,Challenger,Won-General,725545.57
"JONES, SHANNON",REPUBLICAN,OH,HOUSE DISTRICT 067,Incumbent,Won-General,722455.65
"CELESTE, TED",DEMOCRATIC,OH,HOUSE DISTRICT 024,Incumbent,Won-General,714288.77
"NIEHAUS, TOM",REPUBLICAN,OH,SENATE DISTRICT 014,Incumbent,Won-General,711907.60
"BRADY, JENNIFER L",DEMOCRATIC,OH,HOUSE DISTRICT 016,Incumbent,Lost-General,676075.95
"SNITCHLER, TODD A",REPUBLICAN,OH,HOUSE DISTRICT 050,Open,Won-General,662085.14
"PHILLIPS, DEBBIE M",DEMOCRATIC,OH,HOUSE DISTRICT 092,Open,Won-General,626133.06
"BATCHELDER III, WILLIAM G",REPUBLICAN,OH,HOUSE DISTRICT 069,Incumbent,Won-General,573240.26
"SCHINDEL, CAROL-ANN",REPUBLICAN,OH,HOUSE DISTRICT 063,Incumbent,Lost-General,570928.81
"LOVITT II, VIRGIL G",REPUBLICAN,OH,HOUSE DISTRICT 028,Open,Lost-General,560723.37
"BALDERSON, TROY",REPUBLICAN,OH,HOUSE DISTRICT 094,Open,Won-General,555911.63
"SEARS, BARBARA R",REPUBLICAN,OH,HOUSE DISTRICT 046,Incumbent,Won-General,518016.95
"MORAN, MIKE",DEMOCRATIC,OH,HOUSE DISTRICT 042,Open,Won-General,493194.92
"KEENAN, MICHAEL",REPUBLICAN,OH,HOUSE DISTRICT 022,Open,Lost-General,489125.63
"GOYAL, JAY P",DEMOCRATIC,OH,HOUSE DISTRICT 073,Incumbent,Won-General,486963.78
"COLEY, WILLIAM P (BILL)",REPUBLICAN,OH,HOUSE DISTRICT 055,Incumbent,Won-General,470024.26
"CARNEY, JOHN PATRICK",DEMOCRATIC,OH,HOUSE DISTRICT 022,Open,Won-General,448215.47
"HAYES, BILL",REPUBLICAN,OH,HOUSE DISTRICT 091,Challenger,Lost-General,429884.58
"SEITZ, WILLIAM J (BILL)",REPUBLICAN,OH,SENATE DISTRICT 008,Incumbent,Won-General,411531.06
"FABER, KEITH LLOYD",REPUBLICAN,OH,SENATE DISTRICT 012,Incumbent,Won-General,397497.98
"MECKLENBORG, BOB",REPUBLICAN,OH,HOUSE DISTRICT 030,Incumbent,Won-General,391014.18
"HOTTINGER, JAY",REPUBLICAN,OH,HOUSE DISTRICT 071,Incumbent,Won-General,391001.85
"DEHOFF, CELESTE",DEMOCRATIC,OH,HOUSE DISTRICT 050,Open,Lost-General,374788.25
"SPANGLER, RICHARD G",DEMOCRATIC,OH,HOUSE DISTRICT 072,Challenger,Lost-General,365268.26
"LUNDY, MATT",DEMOCRATIC,OH,HOUSE DISTRICT 057,Incumbent,Won-General,340623.75
"BACON, KEVIN",REPUBLICAN,OH,HOUSE DISTRICT 021,Incumbent,Won-General,339249.19
"LEWIS, BRAD",REPUBLICAN,OH,HOUSE DISTRICT 019,Open,Lost-General,339136.39
"PRYOR, RAYMOND ALLEN",DEMOCRATIC,OH,HOUSE DISTRICT 085,Challenger,Won-General,338391.56
"GARRISON, JENNIFER D",DEMOCRATIC,OH,HOUSE DISTRICT 093,Incumbent,Won-General,329121.93
"THOMPSON, JILL",REPUBLICAN,OH,HOUSE DISTRICT 092,Open,Lost-General,315108.51
"GARDNER, RANDALL (RANDY)",REPUBLICAN,OH,HOUSE DISTRICT 006,Incumbent,Won-General,310827.42
"PATTEN, MATT",DEMOCRATIC,OH,HOUSE DISTRICT 018,Open,Won-General,302454.32
"DRIEHAUS, DENISE M",DEMOCRATIC,OH,HOUSE DISTRICT 031,Incumbent,Won-General,284492.24
"GILLMOR, KAREN E",REPUBLICAN,OH,SENATE DISTRICT 026,Open,Won-General,275333.67
"CONNOR, JOHN",DEMOCRATIC,OH,APPELLATE COURT DISTRICT 010-OPEN SEAT,Open,Won-General,274670.58
"BLUE, DANIELLE",DEMOCRATIC,OH,SENATE DISTRICT 016,Open,Lost-General,256166.20
"WILSON, JASON",DEMOCRATIC,OH,SENATE DISTRICT 030,Incumbent,Won-General,254081.28
"BLAIR, TERRY",REPUBLICAN,OH,HOUSE DISTRICT 038,Open,Won-General,252493.27
"STEWART, JENNIFER",DEMOCRATIC,OH,HOUSE DISTRICT 094,Open,Lost-General,251157.95
"RUSSO, JOSEPH",NONPARTISAN,OH,SUPREME COURT-OCONNOR SEAT,Challenger,Lost-General,244190.65
"GIBBS, ROBERT BRIAN",REPUBLICAN,OH,SENATE DISTRICT 022,Open,Won-General,217751.60
"CRITES, MIKE",REPUBLICAN,OH,ATTORNEY GENERAL,Open,Lost-General,216109.08
"SCHLICHTER, JOHN M",REPUBLICAN,OH,HOUSE DISTRICT 085,Incumbent,Lost-General,210101.23
"DEGEETER, TIMOTHY J",DEMOCRATIC,OH,HOUSE DISTRICT 015,Incumbent,Won-General,209667.28
"CATES, GARY W",REPUBLICAN,OH,SENATE DISTRICT 004,Incumbent,Won-General,204075.00
"DUNN, DARLENE",DEMOCRATIC,OH,HOUSE DISTRICT 046,Challenger,Lost-General,196100.73
"ZEHRINGER, JAMES J",REPUBLICAN,OH,HOUSE DISTRICT 077,Incumbent,Won-General,186567.83
"SIKORA, PETER M",NONPARTISAN,OH,SUPREME COURT-STRATTON SEAT,Challenger,Lost-General,183784.57
"BOOK, TODD",DEMOCRATIC,OH,HOUSE DISTRICT 089,Incumbent,Won-General,178455.89
"GOODMAN, DAVID",REPUBLICAN,OH,APPELLATE COURT DISTRICT 010-OPEN SEAT,Open,Lost-General,178231.78
"DANIELS, DAVID T",REPUBLICAN,OH,HOUSE DISTRICT 086,Incumbent,Won-General,173905.96
"HARRIS, MARIAN L",DEMOCRATIC,OH,HOUSE DISTRICT 019,Open,Won-General,172066.42
"LEHNER, PEGGY",REPUBLICAN,OH,HOUSE DISTRICT 037,Open,Won-General,168118.59
"HITE, CLIFF",REPUBLICAN,OH,HOUSE DISTRICT 076,Incumbent,Won-General,164779.34
"WACHTMANN, LYNN R",REPUBLICAN,OH,HOUSE DISTRICT 075,Incumbent,Won-General,158288.52
"SHRIVER, RICK",DEMOCRATIC,OH,SENATE DISTRICT 020,Open,Lost-General,152132.13
"GRENDELL, TIMOTHY J",REPUBLICAN,OH,SENATE DISTRICT 018,Incumbent,Won-General,150307.43
"TACKETT, ROGER D",DEMOCRATIC,OH,SENATE DISTRICT 010,Open,Lost-General,149253.00
"BOOSE, TERRY",REPUBLICAN,OH,HOUSE DISTRICT 058,Open,Won-General,147910.71
"HAGAN, ROBERT F",DEMOCRATIC,OH,HOUSE DISTRICT 060,Incumbent,Won-General,142680.00
"BOLON, LINDA S",DEMOCRATIC,OH,HOUSE DISTRICT 001,Incumbent,Won-General,141533.74
"LANIER, JANICE",DEMOCRATIC,OH,HOUSE DISTRICT 002,Open,Lost-General,139346.09
"SADLER, LISA",REPUBLICAN,OH,APPELLATE COURT DISTRICT 010-SADLER SEAT,Incumbent,Won-General,139167.18
"RANKIN, TIM",REPUBLICAN,OH,HOUSE DISTRICT 024,Challenger,Lost-General,138822.97
"BELFANCE, EVE",DEMOCRATIC,OH,APPELLATE COURT DISTRICT 009-OPEN SEAT,Open,Won-General,138777.99
"CAFARO, CAPRI",DEMOCRATIC,OH,SENATE DISTRICT 032,Incumbent,Won-General,137281.78
"GROSSMAN, CHERYL L",REPUBLICAN,OH,HOUSE DISTRICT 023,Open,Won-General,136895.17
"RAUSSEN, JIM",REPUBLICAN,OH,HOUSE DISTRICT 028,Incumbent,Withdrew-General,136816.55
"MCCLAIN, JEFFREY A",REPUBLICAN,OH,HOUSE DISTRICT 082,Open,Won-General,136036.74
"SLESNICK, STEPHEN D",DEMOCRATIC,OH,HOUSE DISTRICT 052,Incumbent,Won-General,134135.56
"FENDE, LORRAINE M",DEMOCRATIC,OH,HOUSE DISTRICT 062,Incumbent,Won-General,131149.87
"BURKE, DAVE",REPUBLICAN,OH,HOUSE DISTRICT 083,Open,Won-General,124739.86
"MAAG, RON",REPUBLICAN,OH,HOUSE DISTRICT 035,Open,Won-General,119999.00
"SYKES, VERNON",DEMOCRATIC,OH,HOUSE DISTRICT 044,Incumbent,Won-General,119975.89
"URBAN, DANIEL",REPUBLICAN,OH,HOUSE DISTRICT 057,Challenger,Lost-General,118489.51
"SKINDELL, MICHAEL J",DEMOCRATIC,OH,HOUSE DISTRICT 013,Incumbent,Won-General,118376.43
"JORDAN, KRIS",REPUBLICAN,OH,HOUSE DISTRICT 002,Open,Won-General,116073.69
"AMSTUTZ, RON",REPUBLICAN,OH,HOUSE DISTRICT 003,Open,Won-General,115361.00
"SAYRE, ALLAN R",DEMOCRATIC,OH,HOUSE DISTRICT 096,Incumbent,Won-General,113012.51
"TRASTER, TERRY",INDEPENDENT,OH,HOUSE DISTRICT 058,Open,Lost-General,109623.23
"HUFFMAN, MATT",REPUBLICAN,OH,HOUSE DISTRICT 004,Incumbent,Won-General,106940.00
"GINTER, TIM",REPUBLICAN,OH,SENATE DISTRICT 030,Challenger,Lost-General,106932.20
"HEARD, TRACY",DEMOCRATIC,OH,HOUSE DISTRICT 026,Incumbent,Won-General,106346.99
"MCCARTHY, DICK",REPUBLICAN,OH,HOUSE DISTRICT 059,Challenger,Lost-General,105308.55
"STAUTBERG, PETER J",REPUBLICAN,OH,HOUSE DISTRICT 034,Open,Won-General,104315.00
