Candidate,Party,State,Office,Incumbency,Result,Total Money
"KINTIGH, DENNIS J",REPUBLICAN,NM,HOUSE DISTRICT 057,Open,Won-General,307620.81
"EICHENBERG, TIMOTHY (TIM)",DEMOCRATIC,NM,SENATE DISTRICT 015,Challenger,Won-General,290981.56
"FISCHMANN, STEPHEN H",DEMOCRATIC,NM,SENATE DISTRICT 037,Challenger,Won-General,206613.63
"STEINBORN, JEFF",DEMOCRATIC,NM,HOUSE DISTRICT 037,Incumbent,Won-General,195282.55
"SNYDER, HELEN DIANE",REPUBLICAN,NM,SENATE DISTRICT 015,Incumbent,Lost-General,185507.65
"RAWSON, LEONARD LEE",REPUBLICAN,NM,SENATE DISTRICT 037,Incumbent,Lost-General,176253.97
"KOMADINA, STEVEN A",REPUBLICAN,NM,SENATE DISTRICT 009,Incumbent,Lost-General,169000.79
"SANCHEZ, MICHAEL S",DEMOCRATIC,NM,SENATE DISTRICT 029,Incumbent,Won-General,143124.25
"COTE, NATHAN",DEMOCRATIC,NM,HOUSE DISTRICT 053,Incumbent,Won-General,141837.94
"RYAN, JOHN CHRISTOPHER",REPUBLICAN,NM,SENATE DISTRICT 010,Incumbent,Won-General,134882.04
"KELLER, TIMOTHY M",DEMOCRATIC,NM,SENATE DISTRICT 017,Open,Won-General,120962.22
"CISNEROS, CARLOS R",DEMOCRATIC,NM,SENATE DISTRICT 006,Incumbent,Won-General,115025.19
"BARELA, ELIAS",DEMOCRATIC,NM,HOUSE DISTRICT 008,Incumbent,Won-General,114506.78
"GRIEGO, ERIC G",DEMOCRATIC,NM,SENATE DISTRICT 014,Open,Won-General,113004.37
"RAIGOZA, VICTOR PAUL",DEMOCRATIC,NM,SENATE DISTRICT 010,Challenger,Lost-General,112154.21
"FELDMAN, DEDE",DEMOCRATIC,NM,SENATE DISTRICT 013,Incumbent,Won-General,111238.06
"INGLE, STUART",REPUBLICAN,NM,SENATE DISTRICT 027,Incumbent,Won-General,109780.00
"HEATON, JOHN A",DEMOCRATIC,NM,HOUSE DISTRICT 055,Incumbent,Won-General,107431.01
"PARK, ALFRED A (AL)",DEMOCRATIC,NM,HOUSE DISTRICT 026,Incumbent,Won-General,106757.11
"MARKS, JASON",DEMOCRATIC,NM,PUBLIC REGULATION COMMISSION DISTRICT 001,Incumbent,Won-General,104419.52
"THOMAS, JACK A",DEMOCRATIC,NM,HOUSE DISTRICT 060,Open,Won-General,103574.55
"SMITH, JOHN ARTHUR",DEMOCRATIC,NM,SENATE DISTRICT 035,Incumbent,Won-General,100655.59
"GARCIA, MARY JANE",DEMOCRATIC,NM,SENATE DISTRICT 036,Incumbent,Won-General,99380.58
"LOPEZ, LINDA MARIE",DEMOCRATIC,NM,SENATE DISTRICT 011,Incumbent,Won-General,99260.05
"BLOCK JR, JEROME D",DEMOCRATIC,NM,PUBLIC REGULATION COMMISSION DISTRICT 003,Open,Won-General,99008.00
"JENNINGS, TIMOTHY ZEPH",DEMOCRATIC,NM,SENATE DISTRICT 032,Incumbent,Won-General,96050.00
"ONEILL, WILLIAM BALDWIN (BILL)",DEMOCRATIC,NM,HOUSE DISTRICT 015,Challenger,Won-General,95780.11
"WIRTH, PETER",DEMOCRATIC,NM,SENATE DISTRICT 025,Open,Won-General,93614.84
"MCSORLEY, CISCO",DEMOCRATIC,NM,SENATE DISTRICT 016,Incumbent,Won-General,86955.31
"CRAVENS, KENT L",REPUBLICAN,NM,SENATE DISTRICT 021,Incumbent,Won-General,86720.00
"ADAIR, ROD",REPUBLICAN,NM,SENATE DISTRICT 033,Incumbent,Won-General,84657.00
"CUMMINS, E TIM",REPUBLICAN,NM,PUBLIC REGULATION COMMISSION DISTRICT 001,Challenger,Lost-General,81718.00
"SANDOVAL, EDWARD C (ED)",DEMOCRATIC,NM,HOUSE DISTRICT 017,Incumbent,Won-General,81564.54
"BARRERAS, ANDREW JEROME",DEMOCRATIC,NM,HOUSE DISTRICT 007,Incumbent,Won-General,79522.67
"HARDEN JR, CLINTON D",REPUBLICAN,NM,SENATE DISTRICT 007,Incumbent,Won-General,78903.05
"SAPIEN, JOHN M",DEMOCRATIC,NM,SENATE DISTRICT 009,Challenger,Won-General,78602.88
"ULIBARRI, DAVID",DEMOCRATIC,NM,SENATE DISTRICT 030,Incumbent,Won-General,77821.35
"LUNDSTROM, PATRICIA A (PATTY)",DEMOCRATIC,NM,HOUSE DISTRICT 009,Incumbent,Won-General,75599.65
"STEWART, MIMI K",DEMOCRATIC,NM,HOUSE DISTRICT 021,Incumbent,Won-General,74713.87
"EVANS, D KENT",REPUBLICAN,NM,HOUSE DISTRICT 037,Challenger,Lost-General,73992.89
"NUNEZ, ANDREW (ANDY)",DEMOCRATIC,NM,HOUSE DISTRICT 036,Incumbent,Won-General,71017.30
"GARCIA, THOMAS A",DEMOCRATIC,NM,HOUSE DISTRICT 068,Incumbent,Won-General,70200.00
"LUJAN SR, BEN R",DEMOCRATIC,NM,HOUSE DISTRICT 046,Incumbent,Won-General,69525.00
"MARTINEZ, RICHARD C",DEMOCRATIC,NM,SENATE DISTRICT 005,Incumbent,Won-General,69445.00
"YOUNGBERG, ERIC A",REPUBLICAN,NM,HOUSE DISTRICT 023,Incumbent,Lost-General,68953.00
"BROWN, CATHRYNN NOVICH",REPUBLICAN,NM,HOUSE DISTRICT 055,Challenger,Lost-General,68078.65
"VIGIL, RICHARD D",DEMOCRATIC,NM,HOUSE DISTRICT 070,Incumbent,Won-General,60594.70
"CAMPOS, PETE",DEMOCRATIC,NM,SENATE DISTRICT 008,Incumbent,Won-General,60490.00
"MUNOZ, GEORGE K",DEMOCRATIC,NM,SENATE DISTRICT 004,Open,Won-General,59495.00
"BEFFORT, SUE WILSON",REPUBLICAN,NM,SENATE DISTRICT 019,Incumbent,Won-General,58756.09
"PAPPONI, PAULA",REPUBLICAN,NM,HOUSE DISTRICT 060,Open,Lost-General,58022.94
"MORALES, HOWIE C",DEMOCRATIC,NM,SENATE DISTRICT 028,Incumbent,Won-General,56975.37
"GUTIERREZ, JONI MARIE",DEMOCRATIC,NM,HOUSE DISTRICT 033,Incumbent,Won-General,55797.98
"GRIEGO, PHIL",DEMOCRATIC,NM,SENATE DISTRICT 039,Incumbent,Won-General,55375.00
"SANCHEZ, BERNADETTE",DEMOCRATIC,NM,SENATE DISTRICT 026,Incumbent,Won-General,55107.56
"DANIELS, CHARLES W",DEMOCRATIC,NM,SUPREME COURT-DANIELS SEAT,Incumbent,Won-General,51656.47
"RUSH, MATTHEW D",REPUBLICAN,NM,HOUSE DISTRICT 063,Challenger,Lost-General,49878.00
"EZZELL, CANDY SPENCE",REPUBLICAN,NM,HOUSE DISTRICT 058,Incumbent,Won-General,49145.00
"COTTER, LEE S",REPUBLICAN,NM,SENATE DISTRICT 036,Challenger,Lost-General,48022.26
"IRWIN, DONA G",DEMOCRATIC,NM,HOUSE DISTRICT 032,Incumbent,Won-General,47931.13
"ESPINOZA, NORA LEE",REPUBLICAN,NM,HOUSE DISTRICT 059,Incumbent,Won-General,46797.00
"NEVILLE, STEVEN P (STEVE)",REPUBLICAN,NM,SENATE DISTRICT 002,Incumbent,Won-General,45700.00
"TAYLOR, THOMAS C",REPUBLICAN,NM,HOUSE DISTRICT 001,Incumbent,Won-General,45550.00
"MARTINEZ, WALTER KEN",DEMOCRATIC,NM,HOUSE DISTRICT 069,Incumbent,Won-General,45452.08
"PAPEN, MARY KAY",DEMOCRATIC,NM,SENATE DISTRICT 038,Incumbent,Won-General,45135.00
"LARDNER, TIMOTHY J",REPUBLICAN,NM,HOUSE DISTRICT 007,Challenger,Lost-General,44779.04
"ROCH, DENNIS J",REPUBLICAN,NM,HOUSE DISTRICT 067,Open,Won-General,43798.99
"EGOLF JR, BRIAN FRANKLIN",DEMOCRATIC,NM,HOUSE DISTRICT 047,Open,Won-General,43771.05
"POWDRELL-CULBERT, JANE E",REPUBLICAN,NM,HOUSE DISTRICT 044,Incumbent,Won-General,42958.67
"RODELLA, DEBBIE A",DEMOCRATIC,NM,HOUSE DISTRICT 041,Incumbent,Won-General,41450.00
"CHAVEZ, ELEANOR",DEMOCRATIC,NM,HOUSE DISTRICT 013,Open,Won-General,40454.17
"CROOK, ANNA M",REPUBLICAN,NM,HOUSE DISTRICT 064,Incumbent,Won-General,40150.20
"SAAVEDRA, HENRY (KIKI)",DEMOCRATIC,NM,HOUSE DISTRICT 010,Incumbent,Won-General,39950.00
"YOUNG, JUSTINE FOX",REPUBLICAN,NM,HOUSE DISTRICT 030,Incumbent,Lost-General,38741.00
"HALL, JIMMIE C",REPUBLICAN,NM,HOUSE DISTRICT 028,Incumbent,Won-General,38648.59
"CAMPOS II, JOSE A",DEMOCRATIC,NM,HOUSE DISTRICT 063,Incumbent,Won-General,37100.85
"LEAVELL, CARROLL H",REPUBLICAN,NM,SENATE DISTRICT 041,Incumbent,Won-General,37050.00
"COSNER, CRAIG L",DEMOCRATIC,NM,HOUSE DISTRICT 067,Open,Lost-General,35859.74
"ZANETTI, TERESA A",REPUBLICAN,NM,HOUSE DISTRICT 015,Incumbent,Lost-General,33415.30
"LOCKE, STANFORD E",REPUBLICAN,NM,HOUSE DISTRICT 053,Challenger,Lost-General,31834.00
"MCCOY, KATHY",REPUBLICAN,NM,HOUSE DISTRICT 022,Incumbent,Won-General,28999.00
"BOITANO, MARK L",REPUBLICAN,NM,SENATE DISTRICT 018,Incumbent,Won-General,28610.00
"RODEFER, BENJAMIN",DEMOCRATIC,NM,HOUSE DISTRICT 023,Challenger,Won-General,28068.08
"GARCIA, MIGUEL P",DEMOCRATIC,NM,HOUSE DISTRICT 014,Incumbent,Won-General,28060.00
"MARTINEZ, RODOLPHO S",DEMOCRATIC,NM,HOUSE DISTRICT 039,Incumbent,Won-General,27939.19
"ALCON, ELISEO L",DEMOCRATIC,NM,HOUSE DISTRICT 006,Open,Won-General,27627.21
"GRAY, WILLIAM J (BILL)",REPUBLICAN,NM,HOUSE DISTRICT 054,Incumbent,Won-General,27300.00
"ORTIZ Y PINO, GERALD P",DEMOCRATIC,NM,SENATE DISTRICT 012,Incumbent,Won-General,26060.00
"STAPLETON, SHERYL M WILLIAMS",DEMOCRATIC,NM,HOUSE DISTRICT 019,Incumbent,Won-General,26060.00
"VARELA, LUCIANO (LUCKY)",DEMOCRATIC,NM,HOUSE DISTRICT 048,Incumbent,Won-General,24289.10
"KERNAN, GAY G",REPUBLICAN,NM,SENATE DISTRICT 042,Incumbent,Won-General,24025.95
"MIERA, RICK",DEMOCRATIC,NM,HOUSE DISTRICT 011,Incumbent,Won-General,23450.00
"LOVEJOY, LYNDA M",DEMOCRATIC,NM,SENATE DISTRICT 022,Incumbent,Won-General,22750.00
"STRICKLER, JAMES R (R J)",REPUBLICAN,NM,HOUSE DISTRICT 002,Incumbent,Won-General,22500.00
"PICRAUX, DANICE",DEMOCRATIC,NM,HOUSE DISTRICT 025,Incumbent,Won-General,19950.97
"CARR, THOMAS JEFFREY",DEMOCRATIC,NM,SENATE DISTRICT 007,Challenger,Lost-General,19776.11
"PETERSON, GEORGE G",DEMOCRATIC,NM,HOUSE DISTRICT 058,Challenger,Lost-General,19250.00
"WHEELER, CLYDE C",REPUBLICAN,NM,HOUSE DISTRICT 012,Challenger,Lost-General,18631.26
"GARDNER, KEITH",REPUBLICAN,NM,HOUSE DISTRICT 066,Incumbent,Won-General,18400.00
"NAVA, CYNTHIA L",DEMOCRATIC,NM,SENATE DISTRICT 031,Incumbent,Won-General,17740.54
"SAXTON, JANICE M",DEMOCRATIC,NM,HOUSE DISTRICT 022,Challenger,Lost-General,17041.47
"TRUJILLO, JIM R",DEMOCRATIC,NM,HOUSE DISTRICT 045,Incumbent,Won-General,16928.78
"TELLEZ, MIKE A",REPUBLICAN,NM,HOUSE DISTRICT 036,Challenger,Lost-General,16605.00
"DURAN, DIANNA J",REPUBLICAN,NM,SENATE DISTRICT 040,Incumbent,Won-General,16000.00
"MAESTAS, ANTONIO (MOE)",DEMOCRATIC,NM,HOUSE DISTRICT 016,Incumbent,Won-General,15904.90
"WEDUM, ELLEN ELISABETH",DEMOCRATIC,NM,HOUSE DISTRICT 059,Challenger,Lost-General,15627.00
"GROS, JOSEPH D",REPUBLICAN,NM,SENATE DISTRICT 028,Challenger,Lost-General,15292.61
"GONZALES, ROBERTO J (BOBBY)",DEMOCRATIC,NM,HOUSE DISTRICT 042,Incumbent,Won-General,15284.39
"ARNOLD-JONES, JANICE E",REPUBLICAN,NM,HOUSE DISTRICT 024,Incumbent,Won-General,15185.00
"JEFF, SANDRA D",DEMOCRATIC,NM,HOUSE DISTRICT 005,Open,Won-General,15094.91
"CHAVEZ, ERNESTO H",DEMOCRATIC,NM,HOUSE DISTRICT 012,Incumbent,Won-General,14610.00
"TRUJILLO, MARIO",DEMOCRATIC,NM,HOUSE DISTRICT 064,Challenger,Lost-General,14159.99
"PAYNE, WILLIAM H",REPUBLICAN,NM,SENATE DISTRICT 020,Incumbent,Won-General,14150.00
"RODRIGUEZ, NANCY",DEMOCRATIC,NM,SENATE DISTRICT 024,Incumbent,Won-General,13650.00
"RUE, SANDER",REPUBLICAN,NM,SENATE DISTRICT 023,Open,Won-General,13033.08
"LUJAN, ANTONIO",DEMOCRATIC,NM,HOUSE DISTRICT 035,Incumbent,Won-General,12484.40
"TOYA, RONALD G",REPUBLICAN,NM,HOUSE DISTRICT 017,Challenger,Lost-General,12346.88
"GARCIA, MARY HELEN",DEMOCRATIC,NM,HOUSE DISTRICT 034,Incumbent,Won-General,12135.00
"LARRANAGA, LORENZO A (LARRY)",REPUBLICAN,NM,HOUSE DISTRICT 027,Incumbent,Won-General,12105.00
"SHARER, WILLIAM E (BILL)",REPUBLICAN,NM,SENATE DISTRICT 001,Incumbent,Won-General,12093.64
"SALAZAR, NICK L",DEMOCRATIC,NM,HOUSE DISTRICT 040,Incumbent,Won-General,11850.00
"TYLER, SHIRLEY A",REPUBLICAN,NM,HOUSE DISTRICT 061,Incumbent,Won-General,11110.00
"BEGAYE, RAY",DEMOCRATIC,NM,HOUSE DISTRICT 004,Incumbent,Won-General,10800.00
"BARRON, MARY FRANCES",DEMOCRATIC,NM,HOUSE DISTRICT 057,Open,Lost-General,10753.57
"PINTO, JOHN",DEMOCRATIC,NM,SENATE DISTRICT 003,Incumbent,Won-General,10750.00
"CERVANTES, JOSEPH",DEMOCRATIC,NM,HOUSE DISTRICT 052,Incumbent,Won-General,9900.00
"CHASEY, GAIL",DEMOCRATIC,NM,HOUSE DISTRICT 018,Incumbent,Won-General,9369.92
"ASBILL, VERNON D",REPUBLICAN,NM,SENATE DISTRICT 034,Incumbent,Won-General,9200.00
"VAUGHN, GLORIA C",REPUBLICAN,NM,HOUSE DISTRICT 051,Incumbent,Won-General,8503.35
"WALLACE, JEANNETTE O",REPUBLICAN,NM,HOUSE DISTRICT 043,Incumbent,Won-General,8335.00
"WOLFE, JESSICA LYNN",DEMOCRATIC,NM,SENATE DISTRICT 021,Challenger,Lost-General,8085.59
"BANDY, PAUL C",REPUBLICAN,NM,HOUSE DISTRICT 003,Incumbent,Won-General,8050.00
"BERRY, RICHARD J",REPUBLICAN,NM,HOUSE DISTRICT 020,Incumbent,Won-General,8035.00
"KING, RHONDA S",DEMOCRATIC,NM,HOUSE DISTRICT 050,Incumbent,Won-General,7650.00
"BRATTON, DONALD E (DON)",REPUBLICAN,NM,HOUSE DISTRICT 062,Incumbent,Won-General,7168.00
"BURNETTE, JASON M",DEMOCRATIC,NM,SENATE DISTRICT 019,Challenger,Lost-General,6491.71
"LASS, RICK",GREEN,NM,PUBLIC REGULATION COMMISSION DISTRICT 003,Open,Lost-General,6377.00
"REHM, WILLIAM R (BILL)",REPUBLICAN,NM,HOUSE DISTRICT 031,Incumbent,Won-General,5850.22
