Candidate,Party,State,Office,Incumbency,Result,Total Money
"HOEVEN III, JOHN HENRY & DALRYMPLE III, JOHN S (JACK)",REPUBLICAN,ND,GOVERNOR / LIEUTENANT GOVERNOR,Incumbent,Won-General,2327552.33
"MATHERN, TIM & BOUCHER, MERLE",DEMOCRATIC-NPL,ND,GOVERNOR / LIEUTENANT GOVERNOR,Challenger,Lost-General,357306.41
"SCHNEIDER, JASPER",DEMOCRATIC-NPL,ND,INSURANCE COMMISSIONER,Challenger,Lost-General,267881.67
"HAMM, ADAM",REPUBLICAN,ND,INSURANCE COMMISSIONER,Incumbent,Won-General,217325.92
"KALK, BRIAN P",REPUBLICAN,ND,PUBLIC SERVICE COMMISSIONER,Open,Won-General,159836.00
"BERGIAN, CHERYL",DEMOCRATIC-NPL,ND,PUBLIC SERVICE COMMISSIONER,Open,Lost-General,113835.00
"VANCE, MITCH",DEMOCRATIC-NPL,ND,TREASURER,Challenger,Lost-General,69160.00
"SCHMIDT, KELLY L",REPUBLICAN,ND,TREASURER,Incumbent,Won-General,58421.00
"SPLICHAL, DARYL",DEMOCRATIC-NPL,ND,AUDITOR,Challenger,Lost-General,33668.76
"BERGMAN, ALAN",DEMOCRATIC-NPL,ND,SENATE DISTRICT 028,Challenger,Lost-General,27950.00
"FLAKOLL, TIM",REPUBLICAN,ND,SENATE DISTRICT 044,Incumbent,Won-General,24676.00
"OCONNELL, DAVID PAUL",DEMOCRATIC-NPL,ND,SENATE DISTRICT 006,Incumbent,Won-General,21826.00
"NETHING, DAVE",REPUBLICAN,ND,SENATE DISTRICT 012,Incumbent,Won-General,20930.00
"ANDRIST, JOHN M",REPUBLICAN,ND,SENATE DISTRICT 002,Incumbent,Won-General,20600.00
"STENEHJEM, ROBERT",REPUBLICAN,ND,SENATE DISTRICT 030,Incumbent,Won-General,19250.00
"SANSTEAD, WAYNE G",NONPARTISAN,ND,SUPERINTENDENT OF PUBLIC INSTRUCTION,Incumbent,Won-General,19115.00
"GRABINGER, JOHN",DEMOCRATIC-NPL,ND,SENATE DISTRICT 012,Challenger,Lost-General,18455.00
"BONAIME, PAUL",DEMOCRATIC-NPL,ND,SENATE DISTRICT 010,Challenger,Lost-General,18200.00
"HOGUE, DAVID",REPUBLICAN,ND,SENATE DISTRICT 038,Open,Won-General,17525.00
"LAIRD, MAX L",NONPARTISAN,ND,SUPERINTENDENT OF PUBLIC INSTRUCTION,Challenger,Lost-General,17220.00
"SCHNEIDER, MCLAIN (MAC)",DEMOCRATIC-NPL,ND,SENATE DISTRICT 042,Open,Won-General,16175.00
