Candidate,Party,State,Office,Incumbency,Result,Total Money
"EVANS, JACK",DEMOCRATIC,DC,CITY COUNCIL DISTRICT 002,Incumbent,Won-General,513939.64
"BOWSER, MURIEL E",DEMOCRATIC,DC,CITY COUNCIL DISTRICT 004,Incumbent,Won-General,422715.17
"BROWN, MICHAEL A",INDEPENDENT,DC,CITY COUNCIL DISTRICT AT LARGE,Challenger,Won-General,291916.46
"BARRY JR, MARION S",DEMOCRATIC,DC,CITY COUNCIL DISTRICT 008,Open,Won-General,278465.00
"MARA, PATRICK D",REPUBLICAN,DC,CITY COUNCIL DISTRICT AT LARGE,Challenger,Lost-General,254914.00
"ALEXANDER, YVETTE M",DEMOCRATIC,DC,CITY COUNCIL DISTRICT 007,Incumbent,Won-General,202455.08
"STRAUSS, PAUL",DEMOCRATIC,DC,US SENATE SHADOW,Incumbent,Won-General,46807.00
"BROWN, KWAME R",DEMOCRATIC,DC,CITY COUNCIL DISTRICT AT LARGE,Incumbent,Won-General,31200.00
"LONG, MARK H",INDEPENDENT,DC,CITY COUNCIL DISTRICT AT LARGE,Challenger,Lost-General,23850.00
"CULVER, CHRISTINA ERLAND",REPUBLICAN,DC,CITY COUNCIL DISTRICT 002,Challenger,Lost-General,23553.65
"HUNTER, DEE",INDEPENDENT,DC,CITY COUNCIL DISTRICT AT LARGE,Challenger,Lost-General,17581.80
"TRABUE, TED",NONPARTISAN,DC,SCHOOL BOARD,Open,Won-General,15638.95
"WADE, DOTTI LOVE",NONPARTISAN,DC,SCHOOL BOARD DISTRICT 001,Open,Won-General,14445.00
"SLOVER, LAURA MCGIFFERT",NONPARTISAN,DC,SCHOOL BOARD DISTRICT 003,Open,Won-General,6466.00
"YOUNG, YAVOCKA",INDEPENDENT,DC,CITY COUNCIL DISTRICT 008,Open,Lost-General,5670.72
"SCHWARTZMAN, DAVID",STATEHOOD GREEN,DC,CITY COUNCIL DISTRICT AT LARGE,Challenger,Lost-General,5258.94
"BIDDLE, SEKOU",NONPARTISAN,DC,SCHOOL BOARD DISTRICT 004,Open,Won-General,4890.00
"WILLIAMS, SHELORE",NONPARTISAN,DC,SCHOOL BOARD DISTRICT 001,Open,Lost-General,3710.00
"LOCKRIDGE, WILLIAM",NONPARTISAN,DC,SCHOOL BOARD DISTRICT 008,Open,Won-General,3400.00
"RIMENSNYDER, NELSON FREDERICK",REPUBLICAN,DC,US SENATE SHADOW,Challenger,Lost-General,3175.00
"PERDOMO, LILLIAN",NONPARTISAN,DC,SCHOOL BOARD DISTRICT 001,Open,Lost-General,3125.00
"JONES, MARK",NONPARTISAN,DC,SCHOOL BOARD DISTRICT 005,Open,Won-General,2345.00
"POLES, CAMERON C",NONPARTISAN,DC,SCHOOL BOARD DISTRICT 007,Open,Lost-General,2277.00
"RAYMOND, LISA",NONPARTISAN,DC,SCHOOL BOARD DISTRICT 006,Incumbent,Won-General,2175.00
"OBER, DAMIEN LINCOLN",LIBERTARIAN,DC,US SENATE SHADOW,Challenger,Lost-General,2009.96
"GASTON, DARRELL DANNY",INDEPENDENT,DC,CITY COUNCIL DISTRICT 008,Open,Lost-General,941.00
"CHITTAMS SR, RALPH J",NONPARTISAN,DC,SCHOOL BOARD DISTRICT 007,Open,Lost-General,515.00
"LORD, MARY",NONPARTISAN,DC,SCHOOL BOARD DISTRICT 002,Open,Won-General,440.29
"JOHNSON, JIMMY",INDEPENDENT,DC,CITY COUNCIL DISTRICT 007,Challenger,Lost-General,0.00
"JOHNSON, PAMELA M",NONPARTISAN,DC,SCHOOL BOARD DISTRICT 001,Open,Lost-General,0.00
"BRANNUM, ROBERT VINSON",NONPARTISAN,DC,SCHOOL BOARD DISTRICT 005,Open,Lost-General,0.00
"ALSTON, ANGEL SHERRI",NONPARTISAN,DC,SCHOOL BOARD DISTRICT 005,Open,Lost-General,0.00
"REED, NICCOLA",NONPARTISAN,DC,SCHOOL BOARD DISTRICT 008,Open,Lost-General,0.00
"MCMAHAN, CHANDA",NONPARTISAN,DC,SCHOOL BOARD DISTRICT 008,Open,Lost-General,0.00
"ROBINSON-PAUL, JOYCE",STATEHOOD GREEN,DC,US HOUSE SHADOW,Challenger,Lost-General,0.00
"WARE, KEITH R",STATEHOOD GREEN,DC,US SENATE SHADOW,Challenger,Lost-General,0.00
"DOUGLAS, DOROTHY",NONPARTISAN,DC,SCHOOL BOARD DISTRICT 007,Open,Won-General,0.00
"SHELTON, W CARDELL",NONPARTISAN,DC,SCHOOL BOARD DISTRICT 008,Open,Lost-General,0.00
"PANETTA, MICHAEL (MIKE)",DEMOCRATIC,DC,US HOUSE SHADOW,Incumbent,Won-General,0.00
