Candidate,Party,State,Office,Incumbency,Result,Total Money
"JONES JR, EMIL",DEMOCRATIC,IL,SENATE DISTRICT 014,Incumbent,Withdrew-General,4821469.94
"MADIGAN, MICHAEL J",DEMOCRATIC,IL,HOUSE DISTRICT 022,Incumbent,Won-General,3867064.92
"CROSS, TOM",REPUBLICAN,IL,HOUSE DISTRICT 084,Incumbent,Won-General,2845734.28
"WATSON, FRANK",REPUBLICAN,IL,SENATE DISTRICT 051,Incumbent,Won-General,2112041.28
"FORBY, GARY F",DEMOCRATIC,IL,SENATE DISTRICT 059,Incumbent,Won-General,1617266.35
"HOFFMAN, JAY C",DEMOCRATIC,IL,HOUSE DISTRICT 112,Incumbent,Won-General,1129820.72
"BURKE, ANNE M",DEMOCRATIC,IL,SUPREME COURT DISTRICT 001-BURKE SEAT,Incumbent,Won-General,1083849.50
"SAVIANO, ANGELO (SKIP)",REPUBLICAN,IL,HOUSE DISTRICT 077,Incumbent,Won-General,1067226.33
"DUFFY, DAN",REPUBLICAN,IL,SENATE DISTRICT 026,Open,Won-General,975260.28
"CLAYBORNE JR, JAMES F",DEMOCRATIC,IL,SENATE DISTRICT 057,Incumbent,Won-General,970831.74
"BURZYNSKI, KENNETH WAYNE",REPUBLICAN,IL,SENATE DISTRICT 059,Challenger,Lost-General,935833.09
"HOLMES, LINDA",DEMOCRATIC,IL,SENATE DISTRICT 042,Incumbent,Won-General,912070.77
"KOTOWSKI, DAN",DEMOCRATIC,IL,SENATE DISTRICT 033,Incumbent,Won-General,911861.84
"MARTINEZ, IRIS Y",DEMOCRATIC,IL,SENATE DISTRICT 020,Incumbent,Won-General,881608.99
"CULLERTON, JOHN J",DEMOCRATIC,IL,SENATE DISTRICT 006,Incumbent,Won-General,836807.55
"WINTERMUTE, TERRI ANN",REPUBLICAN,IL,SENATE DISTRICT 042,Challenger,Lost-General,807899.65
"HASSERT, BRENT",REPUBLICAN,IL,HOUSE DISTRICT 085,Incumbent,Lost-General,783575.32
"BIVINS, TIM",REPUBLICAN,IL,SENATE DISTRICT 045,Open,Won-General,783506.07
"RUTHERFORD, DAN L",REPUBLICAN,IL,SENATE DISTRICT 053,Incumbent,Won-General,762221.57
"FROEHLICH, PAUL",DEMOCRATIC,IL,HOUSE DISTRICT 056,Incumbent,Won-General,748180.09
"GORDON-BOOTH, JEHAN A",DEMOCRATIC,IL,HOUSE DISTRICT 092,Open,Won-General,727527.29
"DAHL, GARY G",REPUBLICAN,IL,SENATE DISTRICT 038,Incumbent,Won-General,724575.28
"WEXSTTEN, JAMES M",DEMOCRATIC,IL,APPELLATE COURT DISTRICT 005-WEXSTTEN SEAT,Incumbent,Won-General,718045.21
"KRUPA, JOAN GORE",REPUBLICAN,IL,HOUSE DISTRICT 092,Open,Lost-General,701048.46
"MURPHY, MATT",REPUBLICAN,IL,SENATE DISTRICT 027,Incumbent,Won-General,695293.58
"MCGUIRE, DIANNE A",DEMOCRATIC,IL,HOUSE DISTRICT 096,Open,Lost-General,649917.27
"HAINE, WILLIAM R (BILL)",DEMOCRATIC,IL,SENATE DISTRICT 056,Incumbent,Won-General,635975.95
"TUITE, GREG",DEMOCRATIC,IL,HOUSE DISTRICT 069,Challenger,Lost-General,635734.41
"BRADY JR, WILLIAM E (BILL)",REPUBLICAN,IL,SENATE DISTRICT 044,Incumbent,Won-General,604668.84
