Candidate,Party,State,Office,Incumbency,Result,Total Money
"LEATHERMAN SR, HUGH KENNETH",REPUBLICAN,SC,SENATE DISTRICT 031,Incumbent,Won-General,700606.57
"KNOTTS JR, JOHN M (JAKE)",REPUBLICAN,SC,SENATE DISTRICT 023,Incumbent,Won-General,490493.64
"MCCONNELL, GLENN F",REPUBLICAN,SC,SENATE DISTRICT 041,Incumbent,Won-General,453946.84
"ELLIOTT, DICK",DEMOCRATIC,SC,SENATE DISTRICT 028,Incumbent,Won-General,448122.59
"DAVIS, THOMAS C",REPUBLICAN,SC,SENATE DISTRICT 046,Open,Won-General,438188.95
"HARRELL JR, ROBERT W (BOBBY)",REPUBLICAN,SC,HOUSE DISTRICT 114,Incumbent,Won-General,357098.74
"CROMER, RONNIE W",REPUBLICAN,SC,SENATE DISTRICT 018,Incumbent,Won-General,319134.60
"TALLEY, SCOTT F",REPUBLICAN,SC,SENATE DISTRICT 012,Open,Won-Primary,317713.28
"BRIGHT III, MARVIN LEE",REPUBLICAN,SC,SENATE DISTRICT 012,Open,Won-General,312153.86
"LOURIE, JOEL B",DEMOCRATIC,SC,SENATE DISTRICT 022,Incumbent,Won-General,298338.88
"SETZLER, NIKKI GILES",DEMOCRATIC,SC,SENATE DISTRICT 026,Incumbent,Won-General,296345.92
"MARTIN, SHANE",REPUBLICAN,SC,SENATE DISTRICT 013,Open,Won-General,294991.81
"MCGILL, JOHN (YANCEY)",DEMOCRATIC,SC,SENATE DISTRICT 032,Incumbent,Won-General,283638.78
"RANKIN, LUKE A",REPUBLICAN,SC,SENATE DISTRICT 033,Incumbent,Won-General,271137.11
"MULVANEY, JOHN MICHAEL (MICK)",REPUBLICAN,SC,SENATE DISTRICT 016,Open,Won-General,262212.39
"MALLOY, GERALD",DEMOCRATIC,SC,SENATE DISTRICT 029,Incumbent,Won-General,260583.66
"COMPTON, DEE",REPUBLICAN,SC,SENATE DISTRICT 010,Open,Lost-General,248512.75
"MEADORS, MARSHALL",DEMOCRATIC,SC,SENATE DISTRICT 003,Challenger,Lost-General,246796.73
"COURSON, JOHN E",REPUBLICAN,SC,SENATE DISTRICT 020,Incumbent,Won-General,232750.08
"PEELER JR, HARVEY SMITH",REPUBLICAN,SC,SENATE DISTRICT 014,Incumbent,Won-General,231809.08
"CLEARY III, RAYMOND E",REPUBLICAN,SC,SENATE DISTRICT 034,Incumbent,Won-General,231208.12
"WILLIAMS, KENT M",DEMOCRATIC,SC,SENATE DISTRICT 030,Incumbent,Won-General,229212.05
"JACKSON, DARRELL",DEMOCRATIC,SC,SENATE DISTRICT 021,Incumbent,Won-General,211687.08
"ANDERSON, GREG",DEMOCRATIC,SC,SENATE DISTRICT 025,Challenger,Lost-General,209720.00
"FORD, ROBERT I",DEMOCRATIC,SC,SENATE DISTRICT 042,Incumbent,Won-General,193392.43
"ROSE, MICHAEL T (MIKE)",REPUBLICAN,SC,SENATE DISTRICT 038,Open,Won-General,190323.91
"SANDIFER III, WILLIAM E (BILL)",REPUBLICAN,SC,HOUSE DISTRICT 002,Incumbent,Won-General,183413.16
"HALEY, NIKKI R",REPUBLICAN,SC,HOUSE DISTRICT 087,Incumbent,Won-General,166541.88
"MASSEY, ANTHONY SHANE",REPUBLICAN,SC,SENATE DISTRICT 025,Incumbent,Won-General,156806.41
"CAMPSEN III, GEORGE (CHIP)",REPUBLICAN,SC,SENATE DISTRICT 043,Incumbent,Won-General,155709.08
"BRYANT, KEVIN L",REPUBLICAN,SC,SENATE DISTRICT 003,Incumbent,Won-General,155227.46
"COLEMAN, CREIGHTON B",DEMOCRATIC,SC,SENATE DISTRICT 017,Open,Won-General,151262.24
"EDGE, TRACY R",REPUBLICAN,SC,HOUSE DISTRICT 104,Incumbent,Won-General,148911.08
"HAYES JR, ROBERT WESLEY (WES)",REPUBLICAN,SC,SENATE DISTRICT 015,Incumbent,Won-General,146893.49
"SCOTT, TIMOTHY EUGENE",REPUBLICAN,SC,HOUSE DISTRICT 117,Open,Won-General,146801.43
"REESE, GLENN",DEMOCRATIC,SC,SENATE DISTRICT 011,Incumbent,Won-General,142458.63
"THOMAS, DAVID LLOYD",REPUBLICAN,SC,SENATE DISTRICT 008,Incumbent,Won-General,137203.69
"STAVRINAKIS, LEON",DEMOCRATIC,SC,HOUSE DISTRICT 119,Incumbent,Won-General,133703.19
"ALEXANDER, THOMAS C",REPUBLICAN,SC,SENATE DISTRICT 001,Incumbent,Won-General,133675.16
"COOPER, DANIEL T",REPUBLICAN,SC,HOUSE DISTRICT 010,Incumbent,Won-General,133074.08
"ODELL, WILLIAM H",REPUBLICAN,SC,SENATE DISTRICT 004,Incumbent,Won-General,130961.08
"YOUNG, TOM",REPUBLICAN,SC,HOUSE DISTRICT 081,Open,Won-General,130862.60
"MARTIN, LARRY A",REPUBLICAN,SC,SENATE DISTRICT 002,Incumbent,Won-General,128692.71
"SCOTT JR, JOHN L",DEMOCRATIC,SC,SENATE DISTRICT 019,Open,Won-General,127418.46
"SCARBOROUGH, WALLACE B",REPUBLICAN,SC,HOUSE DISTRICT 115,Incumbent,Lost-General,127072.82
"HUTTO, C BRADLEY (BRAD)",DEMOCRATIC,SC,SENATE DISTRICT 040,Incumbent,Won-General,123376.45
"GUNN, ANTON",DEMOCRATIC,SC,HOUSE DISTRICT 079,Open,Won-General,123192.98
"CRAWFORD, KRIS",REPUBLICAN,SC,HOUSE DISTRICT 063,Incumbent,Won-General,121927.61
"NORRELL, MANDY POWERS",DEMOCRATIC,SC,SENATE DISTRICT 016,Open,Lost-General,119331.05
"HEARN, GEORGE M",REPUBLICAN,SC,HOUSE DISTRICT 105,Open,Won-General,119226.00
"GROOMS, LARRY",REPUBLICAN,SC,SENATE DISTRICT 037,Incumbent,Won-General,115617.75
"LOWE, PHILLIP D",REPUBLICAN,SC,HOUSE DISTRICT 060,Incumbent,Won-General,115024.16
"RYBERG, W GREG",REPUBLICAN,SC,SENATE DISTRICT 024,Incumbent,Won-General,114689.08
"ERICKSON, SHANNON",REPUBLICAN,SC,HOUSE DISTRICT 124,Incumbent,Won-General,111460.58
"HUGGINS JR, COLONEL C (CHIP)",REPUBLICAN,SC,HOUSE DISTRICT 085,Incumbent,Won-General,111240.99
"HORNE, JENNY",REPUBLICAN,SC,HOUSE DISTRICT 094,Open,Won-General,108692.87
"LEVENTIS, PHIL",DEMOCRATIC,SC,SENATE DISTRICT 035,Incumbent,Won-General,103614.53
"COLLINS, BILL",INDEPENDENT,SC,SENATE DISTRICT 038,Open,Lost-General,102851.57
"VIERS, THAD",REPUBLICAN,SC,HOUSE DISTRICT 068,Incumbent,Won-General,101740.89
"GULLICK, CARL",REPUBLICAN,SC,HOUSE DISTRICT 048,Incumbent,Won-General,97565.97
"CLEMMONS, ALAN",REPUBLICAN,SC,HOUSE DISTRICT 107,Incumbent,Won-General,96985.00
"HUTTO, ANNE PETERSON",DEMOCRATIC,SC,HOUSE DISTRICT 115,Challenger,Won-General,92144.00
"FAIR, MICHAEL L",REPUBLICAN,SC,SENATE DISTRICT 006,Incumbent,Won-General,91813.78
"COBB-HUNTER, GILDA",DEMOCRATIC,SC,HOUSE DISTRICT 066,Incumbent,Won-General,85163.33
"MATTHEWS JR, JOHN W",DEMOCRATIC,SC,SENATE DISTRICT 039,Incumbent,Won-General,82067.08
"COLE JR, JOSEPH DERHAM",REPUBLICAN,SC,HOUSE DISTRICT 032,Open,Won-General,80026.37
"LIMEHOUSE III, HARRY BANCROFT (CHIP)",REPUBLICAN,SC,HOUSE DISTRICT 110,Incumbent,Won-General,78343.71
"YOUNG, ANNETTE D",REPUBLICAN,SC,HOUSE DISTRICT 098,Incumbent,Won-General,76859.08
"PARKER, STEVE A",REPUBLICAN,SC,HOUSE DISTRICT 037,Open,Won-General,76457.16
"BARFIELD, LISTON D",REPUBLICAN,SC,HOUSE DISTRICT 058,Incumbent,Won-General,76336.76
"MILLWOOD, JOEY",REPUBLICAN,SC,HOUSE DISTRICT 038,Open,Won-General,75757.18
"BROWN, BOYD",DEMOCRATIC,SC,HOUSE DISTRICT 041,Open,Won-General,75495.00
"MOSS, DENNIS CARROLL",DEMOCRATIC,SC,HOUSE DISTRICT 029,Incumbent,Won-General,75442.06
"SHEHEEN, VINCENT A",DEMOCRATIC,SC,SENATE DISTRICT 027,Incumbent,Won-General,73133.58
"WHITE, BRIAN KEITH",REPUBLICAN,SC,HOUSE DISTRICT 006,Incumbent,Won-General,72800.00
"JENNINGS JR, DOUGLAS",DEMOCRATIC,SC,HOUSE DISTRICT 054,Incumbent,Won-General,72384.08
"BRADY, JOAN B",REPUBLICAN,SC,HOUSE DISTRICT 078,Incumbent,Won-General,70073.61
"FORRESTER, PAUL MICHAEL (MIKE)",REPUBLICAN,SC,HOUSE DISTRICT 034,Open,Won-General,68921.97
"KELSO, JILL",REPUBLICAN,SC,HOUSE DISTRICT 108,Challenger,Lost-General,68676.08
"MILLER, VIDA O",DEMOCRATIC,SC,HOUSE DISTRICT 108,Incumbent,Won-General,66573.00
"BALES, JIMMY C",DEMOCRATIC,SC,HOUSE DISTRICT 080,Incumbent,Won-General,66489.32
"HAYES, JACKIE E",DEMOCRATIC,SC,HOUSE DISTRICT 055,Incumbent,Won-General,65758.22
"NICHOLSON, FLOYD",DEMOCRATIC,SC,SENATE DISTRICT 010,Open,Won-General,64571.88
"SOTTILE, F MICHAEL (MIKE)",REPUBLICAN,SC,HOUSE DISTRICT 112,Open,Won-General,64274.00
"LAND III, JOHN C",DEMOCRATIC,SC,SENATE DISTRICT 036,Incumbent,Won-General,63799.66
"SMITH JR, JAMES E (JIM)",DEMOCRATIC,SC,HOUSE DISTRICT 072,Incumbent,Won-General,62913.99
"VERDIN, DANNY",REPUBLICAN,SC,SENATE DISTRICT 009,Incumbent,Won-General,61539.08
"CHALK, RICHARD",REPUBLICAN,SC,HOUSE DISTRICT 123,Incumbent,Won-General,61135.00
"FEW, SHERI",REPUBLICAN,SC,HOUSE DISTRICT 079,Open,Won-Primary,61104.93
"SKELTON, B R",REPUBLICAN,SC,HOUSE DISTRICT 003,Incumbent,Won-General,60895.16
"BALLENTINE, JONATHAN C (NATHAN)",REPUBLICAN,SC,HOUSE DISTRICT 071,Incumbent,Won-General,60553.08
"GARDNER, MIKE",REPUBLICAN,SC,SENATE DISTRICT 011,Challenger,Lost-General,59111.00
"STRINGER, TOMMY",REPUBLICAN,SC,HOUSE DISTRICT 018,Open,Won-General,58196.08
"GILLIARD, WENDELL G",DEMOCRATIC,SC,HOUSE DISTRICT 111,Open,Won-General,57454.53
"KELLY, KEITH",REPUBLICAN,SC,HOUSE DISTRICT 035,Incumbent,Won-General,56862.12
"ANDERSON, RALPH",DEMOCRATIC,SC,SENATE DISTRICT 007,Incumbent,Won-General,55129.31
"LONG, DEBORAH A",REPUBLICAN,SC,HOUSE DISTRICT 045,Open,Won-General,54851.08
"SHOOPMAN, PHIL",REPUBLICAN,SC,SENATE DISTRICT 005,Open,Won-General,54574.08
"STACY, DANNY",REPUBLICAN,SC,HOUSE DISTRICT 029,Challenger,Lost-General,54105.00
"NANNEY, WENDY",REPUBLICAN,SC,HOUSE DISTRICT 022,Open,Won-General,53355.90
"CATO, HARRY",REPUBLICAN,SC,HOUSE DISTRICT 017,Incumbent,Won-General,51749.08
"BANNISTER, BRUCE W",REPUBLICAN,SC,HOUSE DISTRICT 024,Incumbent,Won-General,49438.76
"KENNEDY, KENNETH (KEN)",DEMOCRATIC,SC,HOUSE DISTRICT 101,Incumbent,Won-General,49424.08
"PITTS, TED",REPUBLICAN,SC,HOUSE DISTRICT 069,Incumbent,Won-General,48984.08
"ROTHSCHILD, WILL",DEMOCRATIC,SC,HOUSE DISTRICT 032,Open,Lost-General,48838.17
"MITCHELL JR, HAROLD",DEMOCRATIC,SC,HOUSE DISTRICT 031,Incumbent,Won-General,45774.08
"MACK III, DAVID",DEMOCRATIC,SC,HOUSE DISTRICT 109,Incumbent,Won-General,43965.00
"SMITH, JAMES ROLAND",REPUBLICAN,SC,HOUSE DISTRICT 084,Incumbent,Won-General,43851.38
