Candidate,Party,State,Office,Incumbency,Result,Total Money
"BENTLEY, ROBERT J",REPUBLICAN,AL,GOVERNOR,Incumbent,Won-General,7047632.98
"STRANGE III, LUTHER J",REPUBLICAN,AL,ATTORNEY GENERAL,Incumbent,Won-General,3215259.88
"DEMARCO, PAUL",REPUBLICAN,AL,US HOUSE DISTRICT AL 006,Open,Lost-Primary Runoff,2147357.78
"PALMER, GARY",REPUBLICAN,AL,US HOUSE DISTRICT AL 006,Open,Won-General,1916509.00
"HUBBARD, MIKE",REPUBLICAN,AL,HOUSE DISTRICT 079,Incumbent,Won-General,1609876.63
"SESSIONS, JEFF",REPUBLICAN,AL,US SENATE DISTRICT AL SW-CLASS II,Incumbent,Won-General,1559082.00
"SEWELL, TERRI A",DEMOCRATIC,AL,US HOUSE DISTRICT AL 007,Incumbent,Won-General,1518381.76
"MARSH, DEL",REPUBLICAN,AL,SENATE DISTRICT 012,Incumbent,Won-General,1441644.62
"ADERHOLT, ROBERT",REPUBLICAN,AL,US HOUSE DISTRICT AL 004,Incumbent,Won-General,1158183.10
"ROBY, MARTHA",REPUBLICAN,AL,US HOUSE DISTRICT AL 002,Incumbent,Won-General,1150700.32
"ROGERS, MIKE",REPUBLICAN,AL,US HOUSE DISTRICT AL 003,Incumbent,Won-General,1098040.35
"IVEY, KAY ELLEN",REPUBLICAN,AL,LIEUTENANT GOVERNOR,Incumbent,Won-General,1011382.01
"DIAL, GERALD",REPUBLICAN,AL,SENATE DISTRICT 013,Incumbent,Won-General,953363.56
"BEDFORD JR, ROGER",DEMOCRATIC,AL,SENATE DISTRICT 006,Incumbent,Lost-General,843356.60
"WHATLEY, THOMAS M",REPUBLICAN,AL,SENATE DISTRICT 027,Incumbent,Won-General,780637.24
"BYRNE, BRADLEY R",REPUBLICAN,AL,US HOUSE DISTRICT AL 001,Incumbent,Won-General,620292.19
"BROOKS, MO",REPUBLICAN,AL,US HOUSE DISTRICT AL 005,Incumbent,Won-General,612915.19
"STEWART, TAYLOR",DEMOCRATIC,AL,SENATE DISTRICT 012,Challenger,Lost-General,602879.15
"CHAMBLISS JR, CLYDE",REPUBLICAN,AL,SENATE DISTRICT 030,Open,Won-General,589733.32
"MCCLENDON, JIM",REPUBLICAN,AL,SENATE DISTRICT 011,Open,Won-General,587010.92
"MERRILL, JOHN H",REPUBLICAN,AL,SECRETARY OF STATE,Open,Won-General,576690.68
"WILLIAMS, PHILLIP W (PHIL)",REPUBLICAN,AL,SENATE DISTRICT 010,Incumbent,Won-General,571526.84
"WILLIAMS, JACK",REPUBLICAN,AL,HOUSE DISTRICT 047,Incumbent,Won-General,569363.00
"ALLEN, GERALD",REPUBLICAN,AL,SENATE DISTRICT 021,Incumbent,Won-General,540821.07
