Candidate,Party,State,Office,Incumbency,Result,Total Money
"COLLINS, SUSAN M",REPUBLICAN,ME,US SENATE DISTRICT ME SW-CLASS II,Incumbent,Won-General,6393815.25
"MICHAUD, MICHAEL H (MIKE)",DEMOCRATIC,ME,GOVERNOR,Challenger,Lost-General,3093096.53
"CUTLER, ELIOT R",INDEPENDENT,ME,GOVERNOR,Challenger,Lost-General,2672064.14
"BELLOWS, SHENNA LEE",DEMOCRATIC,ME,US SENATE DISTRICT ME SW-CLASS II,Challenger,Lost-General,2295110.99
"LEPAGE, PAUL R",REPUBLICAN,ME,GOVERNOR,Incumbent,Won-General,2023422.02
"CAIN, EMILY ANN",DEMOCRATIC,ME,US HOUSE DISTRICT ME 002,Open,Lost-General,1900350.09
"POLIQUIN, BRUCE L",REPUBLICAN,ME,US HOUSE DISTRICT ME 002,Open,Won-General,1619293.00
"PINGREE, ROCHELLE M (CHELLIE)",DEMOCRATIC,ME,US HOUSE DISTRICT ME 001,Incumbent,Won-General,429217.78
"WARD JR, KARLETON S",REPUBLICAN,ME,HOUSE DISTRICT 131,Open,Won-General,73705.87
"VOLK, AMY",REPUBLICAN,ME,SENATE DISTRICT 030,Challenger,Won-General,58526.05
"WESTON, CARY M",REPUBLICAN,ME,SENATE DISTRICT 009,Challenger,Lost-General,47688.14
"MASON, GARRETT PAUL",REPUBLICAN,ME,SENATE DISTRICT 022,Incumbent,Won-General,44749.00
"LANGLEY, BRIAN D",REPUBLICAN,ME,SENATE DISTRICT 007,Incumbent,Won-General,42110.66
"BRAKEY, ERIC L",REPUBLICAN,ME,SENATE DISTRICT 020,Challenger,Won-General,37981.27
"WARREN, KAILE R",REPUBLICAN,ME,SENATE DISTRICT 026,Open,Lost-General,37649.70
"SUTTON, PAULA G",REPUBLICAN,ME,SENATE DISTRICT 012,Open,Lost-General,34045.23
"KOFFMAN, THEODORE S (TED)",DEMOCRATIC,ME,SENATE DISTRICT 007,Challenger,Lost-General,33265.03
"CUSHING III, ANDRE E",REPUBLICAN,ME,SENATE DISTRICT 010,Incumbent,Won-General,32590.00
"TUTTLE JR, JOHN L",DEMOCRATIC,ME,SENATE DISTRICT 033,Incumbent,Lost-General,30380.64
"BUSTIN, DAVID W",DEMOCRATIC,ME,SENATE DISTRICT 014,Open,Lost-General,30151.09
"GAGNE, PATRICIA J",REPUBLICAN,ME,SENATE DISTRICT 021,Open,Lost-General,29857.00
"BREEN, CATHERINE E",DEMOCRATIC,ME,SENATE DISTRICT 025,Open,Won-General,29510.52
"BURNS, DAVID C",REPUBLICAN,ME,SENATE DISTRICT 006,Incumbent,Won-General,28675.97
"DIAMOND, G WILLIAM (BILL)",DEMOCRATIC,ME,SENATE DISTRICT 026,Open,Won-General,27522.43
"DILL, JAMES F",DEMOCRATIC,ME,SENATE DISTRICT 005,Open,Won-General,26530.83
"GERZOFSKY, STANLEY J",DEMOCRATIC,ME,SENATE DISTRICT 024,Incumbent,Won-General,25080.00
"BAKER, LINDA L",REPUBLICAN,ME,SENATE DISTRICT 023,Challenger,Won-General,25079.53
"PATRICK, JOHN L",DEMOCRATIC,ME,SENATE DISTRICT 018,Incumbent,Won-General,25062.97
"LIBBY, NATHAN L",DEMOCRATIC,ME,SENATE DISTRICT 021,Open,Won-General,25029.86
"FULFORD, JONATHAN S",DEMOCRATIC,ME,SENATE DISTRICT 011,Challenger,Lost-General,24943.48
"FOSSEL, LESLIE T",REPUBLICAN,ME,SENATE DISTRICT 013,Challenger,Lost-General,24734.86
"HORCH, K FREDERICK",GREEN INDEPENDENT,ME,SENATE DISTRICT 024,Challenger,Lost-General,24624.90
"JOHNSON, CHRISTOPHER K",DEMOCRATIC,ME,SENATE DISTRICT 013,Incumbent,Won-General,24624.25
"CLEVELAND, JOHN J",DEMOCRATIC,ME,SENATE DISTRICT 020,Incumbent,Lost-General,24470.33
"DUTREMBLE, DAVID",DEMOCRATIC,ME,SENATE DISTRICT 032,Incumbent,Won-General,24442.98
"THERIAULT, CHARLES KENNETH",DEMOCRATIC,ME,SENATE DISTRICT 001,Open,Lost-General,24425.00
"COLEMAN, MICHAEL E",REPUBLICAN,ME,SENATE DISTRICT 031,Challenger,Lost-General,24371.67
"LACHOWICZ, COLLEEN MAIREAD",DEMOCRATIC,ME,SENATE DISTRICT 016,Incumbent,Lost-General,24312.20
"GRATWICK, GEOFFREY",DEMOCRATIC,ME,SENATE DISTRICT 009,Incumbent,Won-General,24215.40
"DESJARDINS, GUY P",DEMOCRATIC,ME,SENATE DISTRICT 022,Challenger,Lost-General,24003.56
"COLLINS, RONALD F",REPUBLICAN,ME,SENATE DISTRICT 034,Incumbent,Won-General,23944.74
"PLATTS, ASHER DANIEL",GREEN INDEPENDENT,ME,SENATE DISTRICT 027,Challenger,Lost-General,23917.89
"KNAPP, ALICE E",GREEN INDEPENDENT,ME,SENATE DISTRICT 023,Challenger,Lost-General,23898.23
