Candidate,Party,State,Office,Incumbency,Result,Total Money
"DAINES, STEVEN D (STEVE)",REPUBLICAN,MT,US SENATE DISTRICT MT SW-CLASS II,Open,Won-General,6845881.83
"ZINKE, RYAN K",REPUBLICAN,MT,US HOUSE DISTRICT MT 001,Open,Won-General,4663689.35
"WALSH, JOHN",DEMOCRATIC,MT,US SENATE DISTRICT MT SW-CLASS II,Incumbent,Withdrew-General,2607504.66
"LEWIS, JOHN",DEMOCRATIC,MT,US HOUSE DISTRICT MT 001,Open,Lost-General,1722347.09
"CURTIS, AMANDA",DEMOCRATIC,MT,US SENATE DISTRICT MT SW-CLASS II,Open,Lost-General,977757.91
"WHEAT, MICHAEL E (MIKE)",NONPARTISAN,MT,SUPREME COURT-002,Incumbent,Won-General,162658.00
"VANDYKE, LAWRENCE J",NONPARTISAN,MT,SUPREME COURT-002,Challenger,Lost-General,133817.68
"RICE JR, JAMES A",NONPARTISAN,MT,SUPREME COURT,Incumbent,Won-General,73715.05
"WILMER, FRANKE",DEMOCRATIC,MT,SENATE DISTRICT 032,Open,Lost-General,43715.73
"HANSEN, KRIS",REPUBLICAN,MT,SENATE DISTRICT 014,Challenger,Won-General,41712.89
"JONES, LLEWELYN E",REPUBLICAN,MT,SENATE DISTRICT 009,Incumbent,Won-General,40634.72
"BLASDEL, MARK WADE",REPUBLICAN,MT,SENATE DISTRICT 004,Open,Won-General,37440.99
"JOHNSON, BRAD",REPUBLICAN,MT,PUBLIC SERVICE COMMISSIONER DISTRICT 005,Open,Won-General,37130.60
"ELLIS, JANET H",DEMOCRATIC,MT,HOUSE DISTRICT 081,Open,Won-General,37013.81
"STROHMAIER, DAVE",DEMOCRATIC,MT,HOUSE DISTRICT 092,Challenger,Lost-General,36333.33
"DOOLING, JOE",REPUBLICAN,MT,SENATE DISTRICT 042,Open,Lost-General,36069.00
"BROWN, VONNIE",DEMOCRATIC,MT,SENATE DISTRICT 011,Challenger,Lost-General,34409.00
"ESSMANN, JEFFREY",REPUBLICAN,MT,HOUSE DISTRICT 054,Open,Won-General,34365.00
"OLSZEWSKI, ALBERT D",REPUBLICAN,MT,HOUSE DISTRICT 011,Open,Won-General,33107.89
"FITZPATRICK, STEVEN J",REPUBLICAN,MT,HOUSE DISTRICT 020,Incumbent,Won-General,32420.89
"MCNALLY, MARY",DEMOCRATIC,MT,SENATE DISTRICT 024,Open,Won-General,31384.09
