Candidate,Party,State,Office,Incumbency,Result,Total Money
"GRAHAM, LINDSEY OLIN",REPUBLICAN,SC,US SENATE DISTRICT SC SW-CLASS II,Incumbent,Won-General,12518908.98
"HALEY, NIKKI R",REPUBLICAN,SC,GOVERNOR,Incumbent,Won-General,8411693.25
"SHEHEEN, VINCENT A",DEMOCRATIC,SC,GOVERNOR,Challenger,Lost-General,3634380.69
"ERVIN, TOM J",INDEPENDENT,SC,GOVERNOR,Challenger,Lost-General,3284862.22
"SCOTT, TIMOTHY EUGENE",REPUBLICAN,SC,US SENATE DISTRICT SC SW-CLASS III,Incumbent,Won-General,2923372.48
"CLYBURN, JAMES E (JIM)",DEMOCRATIC,SC,US HOUSE DISTRICT SC 006,Incumbent,Won-General,2192216.25
"WILSON, ADDISON GRAVES (JOE)",REPUBLICAN,SC,US HOUSE DISTRICT SC 002,Incumbent,Won-General,1164679.76
"MULVANEY, JOHN MICHAEL (MICK)",REPUBLICAN,SC,US HOUSE DISTRICT SC 005,Incumbent,Won-General,1159135.35
"RICE JR, TOM",REPUBLICAN,SC,US HOUSE DISTRICT SC 007,Incumbent,Won-General,1148056.00
"MCKINNEY, PATRICK W",REPUBLICAN,SC,LIEUTENANT GOVERNOR,Open,Withdrew-Primary Runoff,1097946.39
"MCMASTER, HENRY D",REPUBLICAN,SC,LIEUTENANT GOVERNOR,Open,Won-General,925644.79
"WILSON, MICHAEL ALAN",REPUBLICAN,SC,ATTORNEY GENERAL,Incumbent,Won-General,874675.51
"GOWDY III, HAROLD W (TREY)",REPUBLICAN,SC,US HOUSE DISTRICT SC 004,Incumbent,Won-General,669496.46
"DUNCAN, JEFF",REPUBLICAN,SC,US HOUSE DISTRICT SC 003,Incumbent,Won-General,609680.07
"LIVINGSTON JR, ROBERT (BOB)",REPUBLICAN,SC,ADJUTANT GENERAL,Incumbent,Won-General,504670.42
"HUTTO, C BRADLEY (BRAD)",DEMOCRATIC,SC,US SENATE DISTRICT SC SW-CLASS II,Challenger,Lost-General,502226.31
"SELLERS, BAKARI",DEMOCRATIC,SC,LIEUTENANT GOVERNOR,Open,Lost-General,492977.14
"WEATHERS, HUGH",REPUBLICAN,SC,AGRICULTURE COMMISSIONER,Incumbent,Won-General,418276.00
"SPEARMAN, MOLLY MITCHELL",REPUBLICAN,SC,SUPERINTENDENT OF PUBLIC INSTRUCTION,Open,Won-General,352323.40
"LOFTIS JR, CURTIS M",REPUBLICAN,SC,TREASURER,Incumbent,Won-General,349979.02
"SANFORD JR, MARSHALL C (MARK)",REPUBLICAN,SC,US HOUSE DISTRICT SC 001,Incumbent,Won-General,302081.00
"ATWATER, SALLY",REPUBLICAN,SC,SUPERINTENDENT OF PUBLIC INSTRUCTION,Open,Lost-Primary Runoff,257068.66
"HARRELL JR, ROBERT W (BOBBY)",REPUBLICAN,SC,HOUSE DISTRICT 114,Incumbent,Withdrew-General,234585.12
"FINLAY III, KIRKMAN",REPUBLICAN,SC,HOUSE DISTRICT 075,Incumbent,Won-General,230133.65
"BROMELL-TINUBU, GLORIA",DEMOCRATIC,SC,US HOUSE DISTRICT SC 007,Challenger,Lost-General,228081.31
"ECKSTROM, RICHARD A",REPUBLICAN,SC,COMPTROLLER,Incumbent,Won-General,186982.14
"SABB, RONNIE A",DEMOCRATIC,SC,SENATE DISTRICT 032,Open,Won-General,131300.86
"WHITE, BRIAN KEITH",REPUBLICAN,SC,HOUSE DISTRICT 006,Incumbent,Won-General,123104.50
"SANDIFER III, WILLIAM E (BILL)",REPUBLICAN,SC,HOUSE DISTRICT 002,Incumbent,Won-General,121349.14
"MCCULLOCH, JOE",DEMOCRATIC,SC,HOUSE DISTRICT 075,Challenger,Lost-General,117950.81
"STAVRINAKIS, LEON",DEMOCRATIC,SC,HOUSE DISTRICT 119,Incumbent,Won-General,116181.85
"HORNE, JENNY",REPUBLICAN,SC,HOUSE DISTRICT 094,Incumbent,Won-General,110136.92
"BERNSTEIN, BETH E",DEMOCRATIC,SC,HOUSE DISTRICT 078,Incumbent,Won-General,104646.89
"FORRESTER, PAUL MICHAEL (MIKE)",REPUBLICAN,SC,HOUSE DISTRICT 034,Incumbent,Won-General,93523.90
"FLOYD, SAM L",DEMOCRATIC,SC,SENATE DISTRICT 032,Open,Lost-Primary Runoff,91671.23
"SMITH JR, GEORGE MURRELL",REPUBLICAN,SC,HOUSE DISTRICT 067,Incumbent,Won-General,90099.14
"TALLON, EDDIE",REPUBLICAN,SC,HOUSE DISTRICT 033,Incumbent,Won-General,89427.24
"BANNISTER, BRUCE W",REPUBLICAN,SC,HOUSE DISTRICT 024,Incumbent,Won-General,88333.28
"HENDERSON, PHYLLIS",REPUBLICAN,SC,HOUSE DISTRICT 021,Incumbent,Won-General,82622.14
"HITE, TOMBO",DEMOCRATIC,SC,HOUSE DISTRICT 011,Challenger,Lost-General,81020.75
"ATWATER, TODD K",REPUBLICAN,SC,HOUSE DISTRICT 087,Incumbent,Won-General,80147.12
"MILLER, VIDA O",DEMOCRATIC,SC,HOUSE DISTRICT 108,Challenger,Lost-General,79400.96
"CAMPBELL, R MICHAEL (MIKE)",REPUBLICAN,SC,LIEUTENANT GOVERNOR,Open,Lost-Primary Runoff,76654.66
"MURPHY, CHRIS",REPUBLICAN,SC,HOUSE DISTRICT 098,Incumbent,Won-General,74636.00
"CLARY, GARY E",REPUBLICAN,SC,HOUSE DISTRICT 003,Open,Won-General,71967.27
"GOLDFINCH JR, STEPHEN L",REPUBLICAN,SC,HOUSE DISTRICT 108,Incumbent,Won-General,68327.55
"HUGGINS JR, COLONEL C (CHIP)",REPUBLICAN,SC,HOUSE DISTRICT 085,Incumbent,Won-General,61928.12
"LOWE, PHILLIP D",REPUBLICAN,SC,HOUSE DISTRICT 060,Incumbent,Won-General,61666.10
"NEWTON, WESTON",REPUBLICAN,SC,HOUSE DISTRICT 120,Incumbent,Won-General,60423.23
"AVANT, TRAVIS LEE",REPUBLICAN,SC,HOUSE DISTRICT 090,Open,Lost-General,59104.42
"RYHAL, MIKE",REPUBLICAN,SC,HOUSE DISTRICT 056,Incumbent,Won-General,57924.22
"DUCKWORTH, GREG",REPUBLICAN,SC,HOUSE DISTRICT 104,Open,Won-General,57344.92
"LIMEHOUSE III, HARRY BANCROFT (CHIP)",REPUBLICAN,SC,HOUSE DISTRICT 110,Incumbent,Won-General,57233.15
"HAMILTON, DAN",REPUBLICAN,SC,HOUSE DISTRICT 020,Incumbent,Won-General,56044.97
"COLE JR, JOSEPH DERHAM",REPUBLICAN,SC,HOUSE DISTRICT 032,Incumbent,Won-General,55341.48
"DEERIN, GINNY",DEMOCRATIC,SC,SECRETARY OF STATE,Challenger,Lost-General,55057.43
"ALLISON, MERITA ANN",REPUBLICAN,SC,HOUSE DISTRICT 036,Incumbent,Won-General,54924.14
"RUTHERFORD, JAMES TODD",DEMOCRATIC,SC,HOUSE DISTRICT 074,Incumbent,Won-General,53849.14
"DICKERSON, JOYCE",DEMOCRATIC,SC,US SENATE DISTRICT SC SW-CLASS III,Challenger,Lost-General,48979.64
"BALLENTINE, JONATHAN C (NATHAN)",REPUBLICAN,SC,HOUSE DISTRICT 071,Incumbent,Won-General,48658.13
"RIVERS JR, SAMUEL",REPUBLICAN,SC,HOUSE DISTRICT 015,Incumbent,Won-General,47004.14
"COBB-HUNTER, GILDA",DEMOCRATIC,SC,HOUSE DISTRICT 066,Incumbent,Won-General,46924.14
"MCLEOD, MIA",DEMOCRATIC,SC,HOUSE DISTRICT 079,Incumbent,Won-General,46545.36
"CRAWFORD, KRIS",REPUBLICAN,SC,HOUSE DISTRICT 063,Incumbent,Won-General,45049.14
"MCLEOD, WALT",DEMOCRATIC,SC,HOUSE DISTRICT 040,Incumbent,Won-General,44630.00
"TINKLER, MARY",DEMOCRATIC,SC,HOUSE DISTRICT 114,Open,Won-General,44321.27
"JOHNSON, JEFF",REPUBLICAN,SC,HOUSE DISTRICT 058,Open,Won-General,43535.78
"GAGNON, CRAIG",REPUBLICAN,SC,HOUSE DISTRICT 011,Incumbent,Won-General,43387.14
"OHANESIAN, GREG",DEMOCRATIC,SC,HOUSE DISTRICT 054,Open,Lost-Primary Runoff,43234.37
"BINGHAM, KENNY",REPUBLICAN,SC,HOUSE DISTRICT 089,Incumbent,Won-General,43149.14
"KIRBY, ROGER K",DEMOCRATIC,SC,HOUSE DISTRICT 061,Open,Won-General,42632.26
"ADAMS, TOM",DEMOCRATIC,SC,US HOUSE DISTRICT SC 005,Challenger,Lost-General,42454.86
"MACK III, DAVID",DEMOCRATIC,SC,HOUSE DISTRICT 109,Incumbent,Won-General,40907.50
"WOOD, DONNA HICKS",REPUBLICAN,SC,HOUSE DISTRICT 037,Incumbent,Won-General,40801.47
"ANTHONY, MICHAEL A (MIKE)",DEMOCRATIC,SC,HOUSE DISTRICT 042,Incumbent,Won-General,40498.00
"HIOTT, DAVEY",REPUBLICAN,SC,HOUSE DISTRICT 004,Incumbent,Won-General,39971.48
"ALEXANDER, TERRY",DEMOCRATIC,SC,HOUSE DISTRICT 059,Incumbent,Won-General,38774.14
"MERRILL, JAMES H (JIM)",REPUBLICAN,SC,HOUSE DISTRICT 099,Incumbent,Won-General,36216.34
"STRINGER, TOMMY",REPUBLICAN,SC,HOUSE DISTRICT 018,Incumbent,Won-General,34204.14
