Candidate,Party,State,Office,Incumbency,Result,Total Money
"WALKER, SCOTT K & KLEEFISCH, REBECCA",REPUBLICAN,WI,GOVERNOR / LIEUTENANT GOVERNOR,Incumbent,Won-General,33829033.86
"BURKE, MARY P & LEHMAN, JOHN W",DEMOCRATIC,WI,GOVERNOR / LIEUTENANT GOVERNOR,Challenger,Lost-General,17420997.73
"RYAN, PAUL D",REPUBLICAN,WI,US HOUSE DISTRICT WI 001,Incumbent,Won-General,9163066.81
"DUFFY, SEAN P",REPUBLICAN,WI,US HOUSE DISTRICT WI 007,Incumbent,Won-General,2592060.65
"KIND, RON",DEMOCRATIC,WI,US HOUSE DISTRICT WI 003,Incumbent,Won-General,2164343.37
"RIBBLE, REID J",REPUBLICAN,WI,US HOUSE DISTRICT WI 008,Incumbent,Won-General,1750193.09
"SCHIMEL, BRAD DAVID",REPUBLICAN,WI,ATTORNEY GENERAL,Open,Won-General,1384418.70
"GROTHMAN, GLENN S",REPUBLICAN,WI,US HOUSE DISTRICT WI 006,Open,Won-General,1163428.01
"POCAN, MARK",DEMOCRATIC,WI,US HOUSE DISTRICT WI 002,Incumbent,Won-General,1034515.72
"MOORE, GWENDOLYNNE (GWEN)",DEMOCRATIC,WI,US HOUSE DISTRICT WI 004,Incumbent,Won-General,1016696.22
"HAPP, SUSAN VICTORIA",DEMOCRATIC,WI,ATTORNEY GENERAL,Open,Lost-General,1009804.23
"ZERBAN, ROBERT T",DEMOCRATIC,WI,US HOUSE DISTRICT WI 001,Challenger,Lost-General,714334.64
"WESTLUND, KELLY",DEMOCRATIC,WI,US HOUSE DISTRICT WI 007,Challenger,Lost-General,528621.01
"MARKLEIN, HOWARD",REPUBLICAN,WI,SENATE DISTRICT 017,Open,Won-General,494101.26
"SENSENBRENNER JR, F JAMES (JIM)",REPUBLICAN,WI,US HOUSE DISTRICT WI 005,Incumbent,Won-General,438168.38
"FITZGERALD, SCOTT L",REPUBLICAN,WI,SENATE DISTRICT 013,Incumbent,Won-General,342309.94
"SCHABER, PENNY BERNARD",DEMOCRATIC,WI,SENATE DISTRICT 019,Open,Lost-General,332661.10
"KURTZ, ANTHONY M (TONY)",REPUBLICAN,WI,US HOUSE DISTRICT WI 003,Challenger,Lost-General,306320.25
