Candidate,Party,State,Office,Incumbency,Result,Total Money
"NUNN, MARY MICHELLE",DEMOCRATIC,GA,US SENATE DISTRICT GA SW-CLASS II,Open,Lost-General,15010856.85
"DEAL, NATHAN J",REPUBLICAN,GA,GOVERNOR,Incumbent,Won-General,14772571.26
"PERDUE, DAVID A",REPUBLICAN,GA,US SENATE DISTRICT GA SW-CLASS II,Open,Won-General,13563918.29
"CARTER, JASON J",DEMOCRATIC,GA,GOVERNOR,Challenger,Lost-General,7722370.55
"KINGSTON, J H (JACK)",REPUBLICAN,GA,US SENATE DISTRICT GA SW-CLASS II,Open,Lost-Primary Runoff,5853270.95
"BARROW, JOHN J",DEMOCRATIC,GA,US HOUSE DISTRICT GA 012,Incumbent,Lost-General,3636501.09
"CAGLE, L S (CASEY)",REPUBLICAN,GA,LIEUTENANT GOVERNOR,Incumbent,Won-General,2787432.85
"PRICE, THOMAS EDMUNDS (TOM)",REPUBLICAN,GA,US HOUSE DISTRICT GA 006,Incumbent,Won-General,2404302.81
"OLENS, SAMUEL S",REPUBLICAN,GA,ATTORNEY GENERAL,Incumbent,Won-General,1851615.66
"ALLEN, RICHARD W (RICK)",REPUBLICAN,GA,US HOUSE DISTRICT GA 012,Challenger,Won-General,1840860.00
"CARTER, EARL LEROY (BUDDY)",REPUBLICAN,GA,US HOUSE DISTRICT GA 001,Open,Won-General,1791981.00
"JOHNSON, ROBERT E (BOB)",REPUBLICAN,GA,US HOUSE DISTRICT GA 001,Open,Lost-Primary Runoff,1211495.19
"LOUDERMILK, BARRY D",REPUBLICAN,GA,US HOUSE DISTRICT GA 011,Open,Won-General,1140472.65
"BISHOP JR, SANFORD D",DEMOCRATIC,GA,US HOUSE DISTRICT GA 002,Incumbent,Won-General,1139028.37
"HUDGENS, RALPH T",REPUBLICAN,GA,INSURANCE COMMISSIONER,Incumbent,Won-General,1109185.88
"SCOTT, DAVID A",DEMOCRATIC,GA,US HOUSE DISTRICT GA 013,Incumbent,Won-General,1043945.00
"RALSTON, DAVID",REPUBLICAN,GA,HOUSE DISTRICT 007,Incumbent,Won-General,1005026.33
"GRAVES JR, JOHN THOMAS (TOM)",REPUBLICAN,GA,US HOUSE DISTRICT GA 014,Incumbent,Won-General,997002.12
"SCOTT, JAMES AUSTIN (AUSTIN)",REPUBLICAN,GA,US HOUSE DISTRICT GA 008,Incumbent,Won-General,966288.00
"HICE, JODY BROWNLOW",REPUBLICAN,GA,US HOUSE DISTRICT GA 010,Open,Won-General,963461.40
"WESTMORELAND, LYNN A",REPUBLICAN,GA,US HOUSE DISTRICT GA 003,Incumbent,Won-General,957794.00
"BARR, R L (BOB)",REPUBLICAN,GA,US HOUSE DISTRICT GA 011,Open,Lost-Primary Runoff,881752.80
"BLACK, GARY WARD",REPUBLICAN,GA,AGRICULTURE COMMISSIONER,Incumbent,Won-General,878622.30
"COLLINS, DOUGLAS A (DOUG)",REPUBLICAN,GA,US HOUSE DISTRICT GA 009,Incumbent,Won-General,844794.98
"LEWIS, JOHN",DEMOCRATIC,GA,US HOUSE DISTRICT GA 005,Incumbent,Won-General,715437.41
"HECHT, GREGORY K (GREG)",DEMOCRATIC,GA,ATTORNEY GENERAL,Challenger,Lost-General,629167.77
"COLLINS, MICHAEL A (MAC)",REPUBLICAN,GA,US HOUSE DISTRICT GA 010,Open,Lost-Primary Runoff,609253.57
"HILL, HUNTER",REPUBLICAN,GA,SENATE DISTRICT 006,Incumbent,Won-General,573090.30
"SHAFER, DAVID J",REPUBLICAN,GA,SENATE DISTRICT 048,Incumbent,Won-General,528383.21
"WOODALL, WILLIAM ROBERT (ROB)",REPUBLICAN,GA,US HOUSE DISTRICT GA 007,Incumbent,Won-General,488902.70
"KEMP, BRIAN",REPUBLICAN,GA,SECRETARY OF STATE,Incumbent,Won-General,467560.98
"MULLIS, JEFF",REPUBLICAN,GA,SENATE DISTRICT 053,Incumbent,Won-General,431853.24
"JOHNSON, HENRY C (HANK)",DEMOCRATIC,GA,US HOUSE DISTRICT GA 004,Incumbent,Won-General,397484.44
"MILLER, CECIL TERRELL (BUTCH)",REPUBLICAN,GA,SENATE DISTRICT 049,Incumbent,Won-General,379792.40
"WILLIAMS, MICHAEL E",REPUBLICAN,GA,SENATE DISTRICT 027,Open,Won-General,324515.00
"WILSON, VALARIE D",DEMOCRATIC,GA,SUPERINTENDENT OF PUBLIC INSTRUCTION,Open,Lost-General,319615.83
"ABRAMS, STACEY YVONNE",DEMOCRATIC,GA,HOUSE DISTRICT 089,Incumbent,Won-General,307686.77
"MURPHY, JACK S",REPUBLICAN,GA,SENATE DISTRICT 027,Incumbent,Lost-Primary Runoff,252553.69
"ENGLAND, TERRY LAMAR",REPUBLICAN,GA,HOUSE DISTRICT 116,Incumbent,Won-General,248519.37
"MCCLOSKEY, JOHN J",REPUBLICAN,GA,HOUSE DISTRICT 054,Open,Lost-Primary Runoff,247506.74
"MEADOWS, JOHN",REPUBLICAN,GA,HOUSE DISTRICT 005,Incumbent,Won-General,244554.03
"MORGAN, ALISHA THOMAS",DEMOCRATIC,GA,SUPERINTENDENT OF PUBLIC INSTRUCTION,Open,Lost-Primary Runoff,237288.90
"PARENT, ELENA C",DEMOCRATIC,GA,SENATE DISTRICT 042,Open,Won-General,226539.69
"ONEAL JR, LAWRENCE E (LARRY)",REPUBLICAN,GA,HOUSE DISTRICT 146,Incumbent,Won-General,222628.24
"JONES, JAN",REPUBLICAN,GA,HOUSE DISTRICT 047,Incumbent,Won-General,220810.60
"HILL, JACK",REPUBLICAN,GA,SENATE DISTRICT 004,Incumbent,Won-General,218117.87
"UNTERMAN, RENEE S",REPUBLICAN,GA,SENATE DISTRICT 045,Incumbent,Won-General,217791.27
"HAMILTON, MARK D",REPUBLICAN,GA,HOUSE DISTRICT 024,Incumbent,Won-General,216160.98
