Candidate,Party,State,Office,Incumbency,Result,Total Money
"RAUNER, BRUCE VINCENT & SANGUINETTI, EVELYN PACINO",REPUBLICAN,IL,GOVERNOR / LIEUTENANT GOVERNOR,Challenger,Won-General,89219097.47
"QUINN III, PATRICK JOSEPH (PAT) & VALLAS, PAUL G",DEMOCRATIC,IL,GOVERNOR / LIEUTENANT GOVERNOR,Incumbent,Lost-General,33623029.81
"DURBIN, RICHARD J (DICK)",DEMOCRATIC,IL,US SENATE DISTRICT IL SW-CLASS II,Incumbent,Won-General,8895221.29
"SCHNEIDER, BRADLEY SCOTT (BRAD)",DEMOCRATIC,IL,US HOUSE DISTRICT IL 010,Incumbent,Lost-General,4812137.43
"MADIGAN, LISA",DEMOCRATIC,IL,ATTORNEY GENERAL,Incumbent,Won-General,4643094.06
"DOLD JR, ROBERT JAMES",REPUBLICAN,IL,US HOUSE DISTRICT IL 010,Incumbent,Won-General,3703576.93
"MADIGAN, MICHAEL J",DEMOCRATIC,IL,HOUSE DISTRICT 022,Incumbent,Won-General,3696045.05
"ROSKAM, PETER J",REPUBLICAN,IL,US HOUSE DISTRICT IL 006,Incumbent,Won-General,3470751.31
"BUSTOS, CHERI CALLAHAN",DEMOCRATIC,IL,US HOUSE DISTRICT IL 017,Incumbent,Won-General,3277952.88
"SCHOCK, AARON",REPUBLICAN,IL,US HOUSE DISTRICT IL 018,Incumbent,Won-General,3161992.66
"FOSTER, GEORGE WILLIAM (BILL)",DEMOCRATIC,IL,US HOUSE DISTRICT IL 011,Incumbent,Won-General,2845940.22
"CULLERTON, JOHN J",DEMOCRATIC,IL,SENATE DISTRICT 006,Incumbent,Won-General,2684573.13
"DUCKWORTH, LADDA (TAMMY)",DEMOCRATIC,IL,US HOUSE DISTRICT IL 008,Incumbent,Won-General,2611246.42
"FRERICHS, MICHAEL W",DEMOCRATIC,IL,TREASURER,Open,Won-General,2446993.77
"JACOBS, MIKE",DEMOCRATIC,IL,SENATE DISTRICT 036,Incumbent,Lost-General,2412780.68
"OBERWEIS, JAMES D (JIM)",REPUBLICAN,IL,US SENATE DISTRICT IL SW-CLASS II,Challenger,Lost-General,2339678.00
"CROSS, TOM",REPUBLICAN,IL,TREASURER,Open,Lost-General,2221620.91
"DURKIN, JAMES B (JIM)",REPUBLICAN,IL,HOUSE DISTRICT 082,Incumbent,Won-General,2208866.38
"DAVIS, RODNEY",REPUBLICAN,IL,US HOUSE DISTRICT IL 013,Incumbent,Won-General,2126599.89
"ENYART JR, WILLIAM L",DEMOCRATIC,IL,US HOUSE DISTRICT IL 012,Incumbent,Lost-General,1989902.50
"CALLIS, ANN ELIZABETH",DEMOCRATIC,IL,US HOUSE DISTRICT IL 013,Challenger,Lost-General,1937138.50
"KINZINGER, ADAM DANIEL",REPUBLICAN,IL,US HOUSE DISTRICT IL 016,Incumbent,Won-General,1921251.07
"ANDERSON, NEIL",REPUBLICAN,IL,SENATE DISTRICT 036,Challenger,Won-General,1886698.63
"MANAR, ANDY",DEMOCRATIC,IL,SENATE DISTRICT 048,Incumbent,Won-General,1704935.97
"KELLY, ROBIN",DEMOCRATIC,IL,US HOUSE DISTRICT IL 002,Incumbent,Won-General,1515760.95
"KILQUIST, WILLIAM (BILL)",DEMOCRATIC,IL,HOUSE DISTRICT 115,Open,Lost-General,1423743.33
"SCHAKOWSKY, JANICE D (JAN)",DEMOCRATIC,IL,US HOUSE DISTRICT IL 009,Incumbent,Won-General,1358628.28
"TOPINKA, JUDY BAAR",REPUBLICAN,IL,COMPTROLLER,Incumbent,Won-General,1342481.65
"BOST, MICHAEL J (MIKE)",REPUBLICAN,IL,US HOUSE DISTRICT IL 012,Challenger,Won-General,1314496.65
"CLOONEN, KATHERINE M (KATE)",DEMOCRATIC,IL,HOUSE DISTRICT 079,Incumbent,Won-General,1233522.25
"HULTGREN, RANDALL MARK (RANDY)",REPUBLICAN,IL,US HOUSE DISTRICT IL 014,Incumbent,Won-General,1143623.85
"SCHILLING, ROBERT TODD (BOBBY)",REPUBLICAN,IL,US HOUSE DISTRICT IL 017,Challenger,Lost-General,1136452.22
"SIMON, SHEILA J",DEMOCRATIC,IL,COMPTROLLER,Challenger,Lost-General,1133143.35
"SMIDDY, MICHAEL (MIKE)",DEMOCRATIC,IL,HOUSE DISTRICT 071,Incumbent,Won-General,1107515.60
"WHITE, JESSE",DEMOCRATIC,IL,SECRETARY OF STATE,Incumbent,Won-General,1078099.23
"SHIMKUS, JOHN M",REPUBLICAN,IL,US HOUSE DISTRICT IL 015,Incumbent,Won-General,1056290.68
"YINGLING, SAM",DEMOCRATIC,IL,HOUSE DISTRICT 062,Incumbent,Won-General,1037600.05
"MOYLAN, MARTIN J",DEMOCRATIC,IL,HOUSE DISTRICT 055,Incumbent,Won-General,1021464.03
"BRYANT, TERRI",REPUBLICAN,IL,HOUSE DISTRICT 115,Open,Won-General,1011697.77
"HARRIS, SHELDON A (SHELLY)",DEMOCRATIC,IL,APPELLATE COURT DISTRICT 001-OPEN SEAT 3,Incumbent,Won-General,1008846.52
"WOZNIAK, JIM",REPUBLICAN,IL,HOUSE DISTRICT 071,Challenger,Lost-General,1008708.08
"MITCHELL, CHRISTIAN L",DEMOCRATIC,IL,HOUSE DISTRICT 026,Incumbent,Won-General,1007706.43
"HARMON, DONALD F",DEMOCRATIC,IL,SENATE DISTRICT 039,Incumbent,Won-General,1002118.55
"LANG, LOUIS I (LOU)",DEMOCRATIC,IL,HOUSE DISTRICT 016,Incumbent,Won-General,974885.77
"QUIGLEY, MICHAEL B (MIKE)",DEMOCRATIC,IL,US HOUSE DISTRICT IL 005,Incumbent,Won-General,925381.20
"SIMON, JOHN B",DEMOCRATIC,IL,APPELLATE COURT DISTRICT 001-OPEN SEAT 4,Incumbent,Won-General,917730.11
"SCHERER, SUE",DEMOCRATIC,IL,HOUSE DISTRICT 096,Incumbent,Won-General,876143.52
"LITTLE, LINDA",REPUBLICAN,IL,SENATE DISTRICT 048,Challenger,Lost-General,869703.25
"LIPINSKI, DANIEL WILLIAM",DEMOCRATIC,IL,US HOUSE DISTRICT IL 003,Incumbent,Won-General,858339.85
"SENTE, CAROL",DEMOCRATIC,IL,HOUSE DISTRICT 059,Incumbent,Won-General,849623.86
"LINK, TERRY",DEMOCRATIC,IL,SENATE DISTRICT 030,Incumbent,Won-General,824259.81
"KAY, DWIGHT D",DEMOCRATIC,IL,HOUSE DISTRICT 112,Incumbent,Won-General,797982.43
