office,candidate,party,state,incumbency,result,total money,district
Governor,Christopher Christie,REP,NJ,Incumbent,Won-General,20259596.55,nan
U.S. Senator,Cory Booker,DEM,NJ,Open,Won-General,12864932.0,nan
Governor,Barbara Buono,DEM,NJ,Challenger,Lost-General,6136458.07,nan
State Senator,Stephen Sweeney,DEM,NJ,Incumbent,Won-General,1353524.55,3
State Senator,Raymond Lesniak,DEM,NJ,Incumbent,Won-General,1144433.26,20
State Representative,Jon Bramnick,REP,NJ,Incumbent,Won-General,881304.91,21
State Senator,Donald Norcross,DEM,NJ,Incumbent,Won-General,880594.3,5
State Representative,Troy Singleton,DEM,NJ,Incumbent,Won-General,857362.73,7
State Representative,Louis Greenwald,DEM,NJ,Incumbent,Won-General,827105.78,6
State Senator,Thomas Kean Jr.,REP,NJ,Incumbent,Won-General,803789.96,21
State Representative,Donna Simon,REP,NJ,Incumbent,Won-General,747042.05,16
State Senator,Paul Sarlo,DEM,NJ,Incumbent,Won-General,696200.37,36
State Representative,John Wisniewski,DEM,NJ,Incumbent,Won-General,671673.24,19
State Senator,Kevin Otoole,REP,NJ,Incumbent,Won-General,664034.7,40
State Senator,James Whelan,DEM,NJ,Incumbent,Won-General,657589.71,2
State Senator,Robert Gordon,DEM,NJ,Incumbent,Won-General,619999.29,38
State Representative,Gary Schaer,DEM,NJ,Incumbent,Won-General,610335.17,36
State Senator,Niki Trunk,REP,NJ,Challenger,Lost-General,596715.53,3
State Representative,Sheila Oliver,DEM,NJ,Incumbent,Won-General,551223.17,34
State Senator,Richard Codey,DEM,NJ,Incumbent,Won-General,542839.37,27
State Senator,Fernando Alonso,REP,NJ,Challenger,Won-General,540281.99,38
State Representative,Vincent Prieto,DEM,NJ,Incumbent,Won-General,536557.95,32
State Senator,Joseph Kyrillos Jr.,REP,NJ,Incumbent,Won-General,486700.13,13
State Senator,Peter Inverso,REP,NJ,Challenger,Lost-General,453105.47,14
State Representative,John Burzichelli,DEM,NJ,Incumbent,Won-General,450158.0,3
State Senator,Nicholas Sacco,DEM,NJ,Incumbent,Won-General,441517.75,32
State Senator,Linda Greenstein,DEM,NJ,Incumbent,Won-General,440891.15,14
State Senator,Frank Balles,REP,NJ,Challenger,Lost-General,437812.65,2
State Representative,Wayne Deangelo,DEM,NJ,Incumbent,Won-General,431561.52,14
State Representative,Herbert Conaway Jr.,DEM,NJ,Incumbent,Won-General,428957.73,7
State Senator,Nia Gill,DEM,NJ,Incumbent,Won-General,415017.42,34
State Representative,Joseph Cryan,DEM,NJ,Incumbent,Won-General,401127.0,20
State Representative,Jason Odonnell,DEM,NJ,Incumbent,Won-General,372260.0,31
State Senator,Jennifer Beck,REP,NJ,Incumbent,Won-General,371691.37,11
State Senator,Susan Andelizzi Schmidt,REP,NJ,Challenger,Lost-General,365817.15,1
State Senator,Peter Barnes III,DEM,NJ,Open,Won-General,347318.4,18
State Representative,David Rible,REP,NJ,Incumbent,Won-General,346788.09,30
State Senator,Joseph Vitale,DEM,NJ,Incumbent,Won-General,338011.7,19
State Representative,Marie Corfield,DEM,NJ,Challenger,Lost-General,336574.98,16
State Senator,Nelida Pou,DEM,NJ,Incumbent,Won-General,334689.16,35
State Senator,Robert Singer,REP,NJ,Incumbent,Won-General,332615.19,30
State Representative,Daniel Benson,DEM,NJ,Incumbent,Won-General,320846.54,14
State Senator,Nicholas Scutari,DEM,NJ,Incumbent,Won-General,317536.24,22
State Senator,Steven Oroho,REP,NJ,Incumbent,Won-General,308197.35,24
State Representative,Gerald Green,DEM,NJ,Incumbent,Won-General,303662.24,22
State Senator,Robert Smith,DEM,NJ,Incumbent,Won-General,297676.0,17
State Senator,Jeff Van Drew,DEM,NJ,Incumbent,Won-General,290378.33,1
State Representative,Joseph Egan,DEM,NJ,Incumbent,Won-General,278328.33,17
State Senator,Gerald Cardinale,REP,NJ,Incumbent,Won-General,275968.7,39
State Representative,Timothy Eustace,DEM,NJ,Incumbent,Won-General,268830.25,38
State Representative,Patrick Diegnan Jr.,DEM,NJ,Incumbent,Won-General,264260.21,18
State Senator,Loretta Weinberg,DEM,NJ,Incumbent,Won-General,262695.0,37
State Senator,Fred Madden,DEM,NJ,Incumbent,Won-General,258837.0,4
State Representative,Christopher Brown,REP,NJ,Incumbent,Won-General,257735.82,2
State Senator,James Beach,DEM,NJ,Incumbent,Won-General,251820.66,6
State Senator,Anthony Bucco,REP,NJ,Incumbent,Won-General,251655.84,25
State Representative,Samuel Fiocchi Sr.,REP,NJ,Challenger,Won-General,246625.2,1
State Representative,Pamela Rosen Lampitt,DEM,NJ,Incumbent,Won-General,241900.98,6
State Representative,John Amodeo,REP,NJ,Incumbent,Lost-General,240664.25,2
State Representative,Scott Rumana,REP,NJ,Incumbent,Won-General,236372.89,40
State Senator,David Stahl,REP,NJ,Open,Lost-General,231359.42,18
State Senator,Diane Allen,REP,NJ,Incumbent,Won-General,225035.34,7
State Representative,Annette Quijano,DEM,NJ,Incumbent,Won-General,219894.15,20
State Senator,Joseph Pennacchio,REP,NJ,Incumbent,Won-General,213996.44,26
State Representative,Kristine Gabor,REP,NJ,Challenger,Lost-General,211433.82,1
State Representative,Thomas Giblin,DEM,NJ,Incumbent,Won-General,208312.0,34
State Senator,Christopher Bateman,REP,NJ,Incumbent,Won-General,200949.52,16
