,State,Year,Position,Party,Total Seats,Seats Up for Election,Seats Needed for Majority,Seats Needed for Supermajority,Actual Seats Won
0,UT,2018,State Senator,REP,29,1,14.5,19.333333333333332,
1,UT,2018,State Senator,DEM,29,1,14.5,19.333333333333332,
2,UT,2018,State Senator,IND,29,1,14.5,19.333333333333332,
