office,candidate,party,state,incumbency,result,total money,district
Governor,Robert McDonnell,REP,VA,Open,Won-General,23999999.82,nan
Governor,Creigh Deeds,DEM,VA,Open,Lost-General,17061876.18,nan
Lieutenant Governor,William Bolling,REP,VA,Incumbent,Won-General,4144485.26,nan
Attorney General,Stephen Shannon,DEM,VA,Open,Lost-General,3551707.16,nan
Lieutenant Governor,Jody Wagner,DEM,VA,Challenger,Lost-General,3382275.53,nan
Attorney General,Kenneth Cuccinelli II,REP,VA,Open,Won-General,3081021.29,nan
State Representative,David Albo,REP,VA,Incumbent,Won-General,873596.77,42
State Representative,W Mathieson,DEM,VA,Incumbent,Lost-General,792743.16,21
State Representative,Gregory Werkheiser,DEM,VA,Challenger,Lost-General,781481.14,42
State Representative,Chris Stolle,REP,VA,Challenger,Won-General,771796.8,83
State Representative,Thomas Davis Rust,REP,VA,Incumbent,Won-General,758524.63,86
State Representative,Joseph Bouchard,DEM,VA,Incumbent,Lost-General,745596.8,83
State Representative,Robert Bernard Bell III,REP,VA,Incumbent,Won-General,740415.73,58
State Representative,Margaret Vanderhye,DEM,VA,Incumbent,Lost-General,697047.41,34
State Representative,Ward Armstrong,DEM,VA,Incumbent,Won-General,686790.92,10
State Representative,Phillip Hamilton,REP,VA,Incumbent,Lost-General,685953.98,93
State Representative,Barbara Comstock,REP,VA,Challenger,Won-General,676662.0,34
State Representative,Stevens Miller,DEM,VA,Challenger,Lost-General,631371.56,86
State Representative,Chuck Caputo,DEM,VA,Incumbent,Lost-General,609451.02,67
State Representative,William Howell,REP,VA,Incumbent,Won-General,600206.73,28
State Representative,John Joseph Bell,DEM,VA,Challenger,Lost-General,599598.76,13
State Representative,Robin Abbott,DEM,VA,Challenger,Won-General,579416.08,93
State Representative,Mark Keam,DEM,VA,Open,Won-General,553282.5,35
State Representative,John Obannon III,REP,VA,Incumbent,Won-General,540857.21,73
State Representative,Paul Nichols,DEM,VA,Incumbent,Lost-General,520613.88,51
State Representative,Ron Villanueva,REP,VA,Challenger,Won-General,514498.17,21
State Representative,Scott Garrett,REP,VA,Challenger,Won-General,512066.07,23
State Representative,James Lemunyon,REP,VA,Challenger,Won-General,512032.99,67
State Representative,Shannon Valentine,DEM,VA,Incumbent,Lost-General,503397.7,23
State Representative,David Poisson,DEM,VA,Incumbent,Lost-General,446762.35,32
State Representative,Luke Torian,DEM,VA,Open,Won-General,419831.76,52
State Representative,Morgan Griffith,REP,VA,Incumbent,Won-General,406708.1,8
State Representative,Jeanette Rishell,DEM,VA,Challenger,Lost-General,378037.92,50
State Representative,Richard Anderson,REP,VA,Challenger,Won-General,371746.71,51
State Representative,Thomas Alexander Greason,REP,VA,Challenger,Won-General,363266.5,32
State Representative,William Barlow,DEM,VA,Incumbent,Won-General,355658.51,64
State Representative,Scott Surovell,DEM,VA,Open,Won-General,351027.47,44
State Representative,Timothy Hugo,REP,VA,Incumbent,Won-General,346977.33,40
State Representative,Jackson Hunter Miller,REP,VA,Incumbent,Won-General,346523.23,50
State Representative,Tom Shields,DEM,VA,Challenger,Lost-General,341166.84,73
State Representative,Danny Marshall III,REP,VA,Incumbent,Won-General,338401.1,14
State Representative,Terry Kilgore,REP,VA,Incumbent,Won-General,303497.06,1
State Representative,Gwen Mason,DEM,VA,Open,Lost-General,274946.3,17
State Representative,Cynthia Neff,DEM,VA,Challenger,Lost-General,274553.23,58
State Representative,David Englin,DEM,VA,Incumbent,Won-General,274098.99,45
State Representative,Carole Pratt,DEM,VA,Challenger,Lost-General,272160.16,6
State Representative,Albert Pollard Jr.,DEM,VA,Incumbent,Won-General,267326.07,99
