,State,Position,District,Candidate,Party,Year Elected,Next Election,Number of Terms in Position,Unopposed in Last Election,DEM Unopposed in Primary,REP Unopposed in Primary
0,Hawaii,Governor,0,David Ige,DEM,2014,2018,1,No,No,No
1,Hawaii,State Representative,1,Mark Nakashima,DEM,2016,2018,4,No,No,Yes
2,Hawaii,State Representative,3,Richard K Onishi,DEM,2016,2018,3,No,No,Yes
3,Hawaii,State Representative,4,Joy San Buenaventura,DEM,2016,2018,2,No,Yes,Yes
4,Hawaii,State Representative,5,Richard Creagan,DEM,2016,2018,2,No,No,Yes
5,Hawaii,State Representative,6,Nicole Lowen,DEM,2016,2018,3,No,Yes,Yes
6,Hawaii,State Representative,7,Cindy Evans,DEM,2016,2018,6,No,No,Yes
7,Hawaii,State Representative,8,Joseph Souki,DEM,2016,2018,8,No,No,Yes
8,Hawaii,State Representative,10,Angus McKelvey,DEM,2016,2018,6,No,Yes,Yes
9,Hawaii,State Representative,11,Kaniela Ing,DEM,2016,2018,3,No,No,Yes
10,Hawaii,State Representative,12,Kyle Yamashita,DEM,2014,2016,6,No,No,Yes
11,Hawaii,State Representative,13,Lynn Decoite,DEM,2016,2018,1,No,No,Yes
12,Hawaii,State Representative,14,Nadine Nakamura,DEM,2016,2018,1,No,Yes,Yes
13,Hawaii,State Representative,15,James Kunane Tokioka,DEM,2014,2016,4,No,No,Yes
14,Hawaii,State Representative,16,Daynette Morikawa,DEM,2016,2018,4,No,No,Yes
15,Hawaii,State Representative,17,Gene Ward,REP,2016,2018,4,No,Yes,Yes
16,Hawaii,State Representative,18,Mark Jun Hashem,DEM,2014,2016,3,No,Yes,Yes
17,Hawaii,State Representative,19,Bertrand Kobayashi,DEM,2016,2018,3,No,Yes,Yes
18,Hawaii,State Representative,20,Calvin Y Say,DEM,2016,2018,8,No,Yes,No
19,Hawaii,State Representative,21,Scott Nishimoto,DEM,2014,2016,6,No,Yes,Yes
20,Hawaii,State Representative,22,Tom Brower,DEM,2016,2018,3,No,Yes,Yes
21,Hawaii,State Representative,23,Isaac Choy,DEM,2012,2014,1,No,No,Yes
22,Hawaii,State Representative,24,Della Au Belatti,DEM,2016,2018,3,No,Yes,Yes
23,Hawaii,State Representative,25,Sylvia Luke,DEM,2014,2016,1,No,Yes,Yes
24,Hawaii,State Representative,26,Scott Saiki,DEM,2014,2016,2,No,Yes,Yes
25,Hawaii,State Representative,27,Takashi Ohno,DEM,2014,2016,2,No,Yes,Yes
26,Hawaii,State Representative,28,John Mizuno,DEM,2016,2018,3,No,Yes,Yes
27,Hawaii,State Representative,29,Daniel Holt,DEM,2016,2018,1,No,No,Yes
28,Hawaii,State Representative,31,Aaron Ling Johanson,DEM,2016,2018,3,No,Yes,Yes
29,Hawaii,State Representative,32,Linda Ichiyama,DEM,2014,2016,2,No,Yes,Yes
30,Hawaii,State Representative,33,Sam Kong,DEM,2014,2016,1,No,No,Yes
31,Hawaii,State Representative,34,Gregg Takayama,DEM,2016,2018,2,No,Yes,Yes
32,Hawaii,State Representative,35,Roy Takumi,DEM,2016,2018,2,No,Yes,Yes
33,Hawaii,State Representative,36,Beth Fukumoto Chang,REP,2016,2018,3,No,No,Yes
34,Hawaii,State Representative,37,Ryan Yamane,DEM,2016,2018,6,No,Yes,Yes
35,Hawaii,State Representative,39,Ty Cullen,DEM,2012,2014,1,No,Yes,Yes
36,Hawaii,State Representative,40,Robert McDermott,REP,2016,2018,3,No,Yes,Yes
37,Hawaii,State Representative,41,Matthew Lopresti,DEM,2016,2018,2,No,No,Yes
38,Hawaii,State Representative,42,Sharon Har,DEM,2014,2016,2,No,No,Yes
39,Hawaii,State Representative,43,Andria Tupola,REP,2016,2018,2,No,No,Yes
40,Hawaii,State Representative,44,Cedric Asuega Gates,DEM,2016,2018,1,No,No,Yes
41,Hawaii,State Representative,45,Lauren Cheape Kealohilani Matsumoto,REP,2014,2016,2,No,Yes,Yes
42,Hawaii,State Representative,46,Marcus Oshiro,DEM,2016,2018,2,No,No,Yes
43,Hawaii,State Representative,47,Sean Quinlan,DEM,2016,2018,1,No,Yes,No
44,Hawaii,State Representative,48,Jarrett Keohokalole,DEM,2014,2016,1,No,No,Yes
45,Hawaii,State Representative,50,Cynthia Henry Thielen,REP,2014,2016,4,No,No,Yes
46,Hawaii,State Representative,51,Chris Kalani Lee,DEM,2014,2016,4,No,Yes,Yes
47,Hawaii,State Senator,1,Kaiali Kahele,DEM,2016,2020,1,No,Yes,Yes
48,Hawaii,State Senator,2,Russell Ruderman,DEM,2016,2020,2,No,Yes,Yes
