,State,Position,District,Candidate,Party,Year Elected,Next Election,Number of Terms in Position,Unopposed in Last Election,DEM Unopposed in Primary,REP Unopposed in Primary
0,Massachusetts,Attorney General,0,Maura Healey,DEM,2014,2018,1,No,Yes,No
1,Massachusetts,Governor,0,Charles Baker,REP,2014,2018,1,No,No,No
2,Massachusetts,Secretary Of State,0,William Galvin,DEM,2014,2018,4,No,No,Yes
3,Massachusetts,State Representative,10th Bristol,William Straus,DEM,2016,2018,9,Yes,Yes,Yes
4,Massachusetts,State Representative,10th Essex,Daniel Cahill,DEM,2016,2018,1,No,Yes,Yes
5,Massachusetts,State Representative,10th Hampden,Carlos Gonzalez,DEM,2016,2018,2,Yes,No,Yes
6,Massachusetts,State Representative,10th Middlesex,John Lawn Jr.,DEM,2016,2018,4,Yes,Yes,Yes
7,Massachusetts,State Representative,10th Norfolk,Jeffrey Roy,DEM,2016,2018,3,Yes,Yes,Yes
8,Massachusetts,State Representative,10th Plymouth,Michelle Marie Dubois,DEM,2016,2018,2,Yes,Yes,Yes
9,Massachusetts,State Representative,10th Suffolk,Edward Coppinger,DEM,2016,2018,4,Yes,Yes,Yes
10,Massachusetts,State Representative,10th Worcester,Brian Murray,DEM,2016,2018,1,No,Yes,Yes
11,Massachusetts,State Representative,11th Bristol,Robert Koczera,DEM,2016,2018,9,Yes,No,Yes
12,Massachusetts,State Representative,11th Essex,Brendan Crighton,DEM,2016,2018,2,Yes,No,Yes
13,Massachusetts,State Representative,11th Hampden,Bud Williams,DEM,2016,2018,1,Yes,Yes,Yes
14,Massachusetts,State Representative,11th Middlesex,Kay Khan,DEM,2016,2018,8,Yes,Yes,Yes
15,Massachusetts,State Representative,11th Norfolk,Paul McMurtry,DEM,2016,2018,5,Yes,Yes,Yes
16,Massachusetts,State Representative,11th Plymouth,Claire Cronin,DEM,2016,2018,3,Yes,Yes,Yes
17,Massachusetts,State Representative,11th Suffolk,Elizabeth Malia,DEM,2016,2018,9,No,No,Yes
18,Massachusetts,State Representative,11th Worcester,Hannah Kane,REP,2016,2018,2,Yes,Yes,Yes
19,Massachusetts,State Representative,12th Bristol,Keiko Orrall,REP,2016,2018,4,Yes,Yes,Yes
20,Massachusetts,State Representative,12th Essex,Thomas Walsh,DEM,2016,2018,1,No,Yes,Yes
21,Massachusetts,State Representative,12th Hampden,Angelo Puppolo Jr.,DEM,2016,2018,6,Yes,Yes,Yes
22,Massachusetts,State Representative,12th Middlesex,Ruth Balser,DEM,2016,2018,8,Yes,Yes,Yes
23,Massachusetts,State Representative,12th Norfolk,John Rogers,DEM,2016,2018,9,No,Yes,Yes
24,Massachusetts,State Representative,12th Plymouth,Thomas Calter III,DEM,2016,2018,6,No,Yes,No
25,Massachusetts,State Representative,12th Suffolk,Dan Cullinane,DEM,2016,2018,3,Yes,No,Yes
26,Massachusetts,State Representative,12th Worcester,Harold Naughton Jr.,DEM,2016,2018,9,No,Yes,Yes
27,Massachusetts,State Representative,13th Bristol,Antonio D Cabral,DEM,2016,2018,9,Yes,Yes,Yes
28,Massachusetts,State Representative,13th Essex,Theodore Speliotis,DEM,2016,2018,9,Yes,Yes,Yes
29,Massachusetts,State Representative,13th Middlesex,Carmine Lawrence Gentile,DEM,2016,2018,2,Yes,Yes,Yes
30,Massachusetts,State Representative,13th Norfolk,Denise Garlick,DEM,2016,2018,4,Yes,No,Yes
31,Massachusetts,State Representative,13th Suffolk,Daniel Hunt,DEM,2016,2018,2,Yes,Yes,Yes
32,Massachusetts,State Representative,13th Worcester,John Mahoney,DEM,2016,2018,4,Yes,Yes,Yes
33,Massachusetts,State Representative,14th Bristol,Elizabeth Poirier,REP,2016,2018,9,No,Yes,Yes
34,Massachusetts,State Representative,14th Essex,Diana Dizoglio,DEM,2016,2018,3,Yes,No,Yes
35,Massachusetts,State Representative,14th Middlesex,Cory Atkins,DEM,2016,2018,9,No,No,Yes
36,Massachusetts,State Representative,14th Norfolk,Alice Hanlon Peisch,DEM,2016,2018,8,Yes,Yes,Yes
37,Massachusetts,State Representative,14th Suffolk,Angelo Scaccia,DEM,2016,2018,9,Yes,No,Yes
38,Massachusetts,State Representative,14th Worcester,James Oday,DEM,2016,2018,5,Yes,Yes,Yes
39,Massachusetts,State Representative,15th Essex,Linda Dean Campbell,DEM,2016,2018,6,No,Yes,Yes
40,Massachusetts,State Representative,15th Middlesex,Jay Kaufman,DEM,2016,2018,9,Yes,No,Yes
41,Massachusetts,State Representative,15th Norfolk,Frank Smizik,DEM,2016,2018,9,Yes,No,Yes
42,Massachusetts,State Representative,15th Suffolk,Jeffrey Sanchez,DEM,2016,2018,8,Yes,No,Yes
43,Massachusetts,State Representative,15th Worcester,Mary Keefe,DEM,2016,2018,3,No,Yes,Yes
44,Massachusetts,State Representative,16th Essex,Juana Matias,DEM,2016,2018,1,Yes,No,Yes
45,Massachusetts,State Representative,16th Middlesex,Thomas Golden Jr.,DEM,2016,2018,8,Yes,Yes,Yes
46,Massachusetts,State Representative,16th Suffolk,Roselee Vincent,DEM,2016,2018,2,Yes,Yes,Yes
47,Massachusetts,State Representative,16th Worcester,Daniel Donahue,DEM,2016,2018,3,No,Yes,Yes
48,Massachusetts,State Representative,17th Essex,Frank Moran,DEM,2016,2018,3,Yes,Yes,Yes
49,Massachusetts,State Representative,17th Middlesex,David Nangle,DEM,2016,2018,8,Yes,Yes,Yes
50,Massachusetts,State Representative,17th Suffolk,Kevin Honan,DEM,2016,2018,9,Yes,Yes,Yes
51,Massachusetts,State Representative,17th Worcester,Kate Campanale,REP,2016,2018,2,No,No,Yes
52,Massachusetts,State Representative,18th Essex,James Lyons Jr.,REP,2016,2018,4,No,Yes,Yes
53,Massachusetts,State Representative,18th Middlesex,Rady Mom,DEM,2016,2018,2,No,No,Yes
54,Massachusetts,State Representative,18th Suffolk,Michael Moran,DEM,2016,2018,6,Yes,Yes,Yes
55,Massachusetts,State Representative,18th Worcester,Joseph McKenna,REP,2016,2018,2,Yes,Yes,Yes
56,Massachusetts,State Representative,19th Middlesex,James Miceli,DEM,2016,2018,8,Yes,No,No
57,Massachusetts,State Representative,19th Suffolk,Robert Deleo,DEM,2016,2018,9,Yes,Yes,Yes
58,Massachusetts,State Representative,1st Barnstable,Timothy Whelan,REP,2016,2018,2,Yes,No,Yes
59,Massachusetts,State Representative,1st Berkshire,John Barrett III,DEM,2017,2018,1,No,Yes,Yes
60,Massachusetts,State Representative,1st Bristol,Fred Barrows,REP,2016,2018,6,No,Yes,Yes
61,Massachusetts,State Representative,1st Essex,James Kelcourse,REP,2016,2018,2,No,Yes,Yes
62,Massachusetts,State Representative,1st Franklin,Stephen Kulik,DEM,2016,2018,9,Yes,No,Yes
63,Massachusetts,State Representative,1st Hampden,Todd Smola,REP,2016,2018,7,Yes,Yes,Yes
64,Massachusetts,State Representative,1st Hampshire,Peter Kocot,DEM,2016,2018,7,Yes,No,Yes
65,Massachusetts,State Representative,1st Middlesex,Sheila Harrington,REP,2016,2018,4,No,Yes,Yes
66,Massachusetts,State Representative,1st Norfolk,Bruce Ayers,DEM,2016,2018,9,Yes,Yes,Yes
