Candidate,Party,State,Office,Incumbency,Result,Total Money
"LEE, MIKE",REPUBLICAN,UT,US SENATE DISTRICT UT SW-CLASS III,Incumbent,Won-General,6168487.89
"LOVE, MIA",REPUBLICAN,UT,US HOUSE DISTRICT UT 004,Incumbent,Won-General,5245214.47
"HERBERT, GARY R & COX, SPENCER J",REPUBLICAN,UT,GOVERNOR / LIEUTENANT GOVERNOR,Incumbent,Won-General,3657036.43
"WEINHOLTZ, MICHAEL (MIKE) & BOWMAN, KIM",DEMOCRATIC,UT,GOVERNOR / LIEUTENANT GOVERNOR,Challenger,Lost-General,3107337.47
"REYES, SEAN D",REPUBLICAN,UT,ATTORNEY GENERAL,Incumbent,Won-General,1497844.83
"CHAFFETZ, JASON",REPUBLICAN,UT,US HOUSE DISTRICT UT 003,Incumbent,Won-General,1400088.62
"BISHOP, ROBERT (ROB)",REPUBLICAN,UT,US HOUSE DISTRICT UT 001,Incumbent,Won-General,979886.10
"STEWART, CHRIS",REPUBLICAN,UT,US HOUSE DISTRICT UT 002,Incumbent,Won-General,924024.94
"ALBARRAN, CHARLENE M",DEMOCRATIC,UT,US HOUSE DISTRICT UT 002,Challenger,Lost-General,586812.84
"BRAMBLE, CURT",REPUBLICAN,UT,SENATE DISTRICT 016,Incumbent,Won-General,333732.77
"DUNNIGAN, JIM",REPUBLICAN,UT,HOUSE DISTRICT 039,Incumbent,Won-General,314879.46
"OKERLUND, RALPH",REPUBLICAN,UT,SENATE DISTRICT 024,Incumbent,Won-General,189976.42
"SHIOZAWA, BRIAN E",REPUBLICAN,UT,SENATE DISTRICT 008,Incumbent,Won-General,183664.83
"HENDERSON, DEIDRE M",REPUBLICAN,UT,SENATE DISTRICT 007,Incumbent,Won-General,179141.82
"WILSON, BRAD R",REPUBLICAN,UT,HOUSE DISTRICT 015,Incumbent,Won-General,159040.58
"HUGHES, GREG",REPUBLICAN,UT,HOUSE DISTRICT 051,Incumbent,Won-General,151463.76
"HARPER, JON V",DEMOCRATIC,UT,ATTORNEY GENERAL,Challenger,Lost-General,150145.27
"GIBSON, FRANCIS D",REPUBLICAN,UT,HOUSE DISTRICT 065,Incumbent,Won-General,146003.60
"WEILER, TODD",REPUBLICAN,UT,SENATE DISTRICT 023,Incumbent,Won-General,135187.75
"KNOTWELL, JOHN",REPUBLICAN,UT,HOUSE DISTRICT 052,Incumbent,Won-General,130532.97
"CLEMENS, PETER CONOVER",DEMOCRATIC,UT,US HOUSE DISTRICT UT 001,Challenger,Lost-General,119353.46
"HARPER, WAYNE A",REPUBLICAN,UT,SENATE DISTRICT 006,Incumbent,Won-General,117465.38
"COOK, VAUGHN",DEMOCRATIC,UT,GOVERNOR / LIEUTENANT GOVERNOR,Open,Lost-Convention,113053.36
"HEMMERT, DAN",REPUBLICAN,UT,SENATE DISTRICT 014,Open,Won-General,110859.08
