Candidate,Party,State,Office,Incumbency,Result,Total Money
"SHELBY, RICHARD CRAIG",REPUBLICAN,AL,US SENATE DISTRICT AL SW-CLASS III,Incumbent,Won-General,4225124.88
"SEWELL, TERRI A",DEMOCRATIC,AL,US HOUSE DISTRICT AL 007,Incumbent,Won-General,1617786.99
"ROBY, MARTHA",REPUBLICAN,AL,US HOUSE DISTRICT AL 002,Incumbent,Won-General,1499224.29
"ADERHOLT, ROBERT",REPUBLICAN,AL,US HOUSE DISTRICT AL 004,Incumbent,Won-General,1451475.04
"BYRNE, BRADLEY R",REPUBLICAN,AL,US HOUSE DISTRICT AL 001,Incumbent,Won-General,1380206.05
"PALMER, GARY",REPUBLICAN,AL,US HOUSE DISTRICT AL 006,Incumbent,Won-General,1225221.46
"ROGERS, MIKE",REPUBLICAN,AL,US HOUSE DISTRICT AL 003,Incumbent,Won-General,1129327.00
"BROOKS, MO",REPUBLICAN,AL,US HOUSE DISTRICT AL 005,Incumbent,Won-General,468640.21
"CAVANAUGH, TWINKLE A",REPUBLICAN,AL,PUBLIC SERVICE COMMISSIONER-PRESIDENT,Incumbent,Won-General,259523.00
"BROWN, MATTHEW",REPUBLICAN,AL,BOARD OF EDUCATION DISTRICT 001,Incumbent,Lost-Primary Runoff,211812.84
"PARKER, TOM",REPUBLICAN,AL,SUPREME COURT-PARKER SEAT,Incumbent,Won-General,209170.00
"CRAWFORD, DANNY",REPUBLICAN,AL,HOUSE DISTRICT 005,Open,Won-General,150846.05
"NEWMAN, JEFF",REPUBLICAN,AL,BOARD OF EDUCATION DISTRICT 007,Incumbent,Won-General,147545.61
"LOVVORN, JOE",REPUBLICAN,AL,HOUSE DISTRICT 079,Open,Default Winner-General,118862.85
"SEIBERT, CHRIS",REPUBLICAN,AL,HOUSE DISTRICT 005,Open,Lost-Primary Runoff,103957.83
"PUTMAN, DAVID JEREMY",DEMOCRATIC,AL,US HOUSE DISTRICT AL 006,Challenger,Lost-General,84645.00
"BLACKSHEAR, CHRIS",REPUBLICAN,AL,HOUSE DISTRICT 080,Open,Default Winner-General,80870.00
"BOYD JR, WILL",DEMOCRATIC,AL,US HOUSE DISTRICT AL 005,Challenger,Lost-General,61291.93
"BELL, STEPHANIE",REPUBLICAN,AL,BOARD OF EDUCATION DISTRICT 003,Incumbent,Won-General,36953.35
"CRUMPTON, RON",DEMOCRATIC,AL,US SENATE DISTRICT AL SW-CLASS III,Challenger,Lost-General,35283.95
"BOLIN, MICHAEL F (MIKE)",REPUBLICAN,AL,SUPREME COURT-BOLIN SEAT,Incumbent,Won-General,29100.00
"ZIEGLER, JACKIE",REPUBLICAN,AL,BOARD OF EDUCATION DISTRICT 001,Open,Won-General,25236.10
"WISE, A KELLI",REPUBLICAN,AL,SUPREME COURT-WISE SEAT,Incumbent,Won-General,18600.00
"WHITE, HENRY A",DEMOCRATIC,AL,HOUSE DISTRICT 005,Open,Lost-General,10789.76
"SMITH, JESSE T",DEMOCRATIC,AL,US HOUSE DISTRICT AL 003,Challenger,Lost-General,9810.32
"BELL, ELLA",DEMOCRATIC,AL,BOARD OF EDUCATION DISTRICT 005,Incumbent,Won-General,6835.00
"MATHIS, NATHAN",DEMOCRATIC,AL,US HOUSE DISTRICT AL 002,Challenger,Lost-General,0.00
"DAVIS, RON",DEMOCRATIC,AL,BOARD OF EDUCATION DISTRICT 001,Open,Withdrew-General,0.00
"AGEE, JARRALYNE",DEMOCRATIC,AL,BOARD OF EDUCATION DISTRICT 003,Challenger,Lost-General,0.00
"BONNER, JIM",REPUBLICAN,AL,BOARD OF EDUCATION DISTRICT 007,Challenger,Lost-Primary Runoff,0.00
