Candidate,Party,State,Office,Incumbency,Result,Total Money
"HOEVEN III, JOHN HENRY",REPUBLICAN,ND,US SENATE DISTRICT ND SW-CLASS III,Incumbent,Won-General,3831443.34
"BURGUM, DOUGLAS J & SANFORD, BRENT",REPUBLICAN,ND,GOVERNOR / LIEUTENANT GOVERNOR,Open,Won-General,1853080.55
"CRAMER, KEVIN J",REPUBLICAN,ND,US HOUSE DISTRICT ND 001,Incumbent,Won-General,1424440.42
"IRON EYES, CHASE",DEMOCRATIC-NPL,ND,US HOUSE DISTRICT ND 001,Challenger,Lost-General,225824.97
"LIFFRIG-FEDORCHAK, JULIE A",REPUBLICAN,ND,PUBLIC SERVICE COMMISSIONER,Incumbent,Won-General,161442.98
"NELSON, MARVIN E & HECKAMAN, JOAN A",DEMOCRATIC,ND,GOVERNOR / LIEUTENANT GOVERNOR,Open,Lost-General,108251.04
"BAESLER, KIRSTEN",NONPARTISAN,ND,SUPERINTENDENT OF PUBLIC INSTRUCTION,Incumbent,Won-General,90372.87
"GODFREAD, JON",REPUBLICAN,ND,INSURANCE COMMISSIONER,Open,Won-General,84887.70
"ROERS, JIM",REPUBLICAN,ND,SENATE DISTRICT 046,Challenger,Won-General,65233.00
"FLAKOLL, TIM",REPUBLICAN,ND,SENATE DISTRICT 044,Incumbent,Lost-General,61386.00
"SINNER, GEORGE B",DEMOCRATIC-NPL,ND,SENATE DISTRICT 046,Incumbent,Lost-General,53373.92
"TUFTE, JEROD ELTON",NONPARTISAN,ND,SUPREME COURT-OPEN SEAT,Open,Won-General,51543.83
"BUFFALO, RUTH",DEMOCRATIC-NPL,ND,INSURANCE COMMISSIONER,Open,Lost-General,51012.84
"SCHMIDT, KELLY L",REPUBLICAN,ND,TREASURER,Incumbent,Won-General,44770.00
"BOSCHEE, JOSHUA A",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 044,Incumbent,Won-General,35136.01
"SCHNEIDER, MCLAIN (MAC)",DEMOCRATIC-NPL,ND,SENATE DISTRICT 042,Incumbent,Lost-General,32274.00
"HANSON, KARLA ROSE",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 044,Challenger,Won-General,32245.73
"GLASSHEIM, ELIOT",DEMOCRATIC-NPL,ND,US SENATE DISTRICT ND SW-CLASS III,Challenger,Lost-General,30694.00
"KASPER, JAMES M",REPUBLICAN,ND,HOUSE DISTRICT 046,Incumbent,Won-General,30275.00
"THORESON, BLAIR",REPUBLICAN,ND,HOUSE DISTRICT 044,Incumbent,Lost-General,28383.66
"PETERSON, MARIJO",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 022,Open,Lost-General,24900.50
"KLEIN, JERRY",REPUBLICAN,ND,SENATE DISTRICT 014,Incumbent,Won-General,23925.32
"THORSON, KYLE",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 018,Challenger,Lost-General,22525.00
"KANNIANEN, JORDAN L",REPUBLICAN,ND,SENATE DISTRICT 004,Open,Won-General,21913.86
"KREUN, CURT",REPUBLICAN,ND,SENATE DISTRICT 042,Challenger,Won-General,21599.99
"DULLUM, LISA K",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 016,Challenger,Lost-General,21100.00
"HAUSCHILD, GRANT D",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 042,Challenger,Lost-General,20021.00
"GALLION, JOSH",REPUBLICAN,ND,AUDITOR,Open,Won-General,19793.00
"DIEDERICH, KIRSTEN",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 046,Challenger,Lost-General,19651.29
"MOCK, COREY",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 018,Incumbent,Won-General,19600.32
"AXNESS, TYLER",DEMOCRATIC-NPL,ND,SENATE DISTRICT 016,Incumbent,Lost-General,18310.00
"PORTER, TODD",REPUBLICAN,ND,HOUSE DISTRICT 034,Incumbent,Won-General,18226.66
"HANSON, BEN",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 016,Incumbent,Lost-General,18001.00
"MYRDAL, JANNE",REPUBLICAN,ND,SENATE DISTRICT 010,Open,Won-General,17750.00
"COOK, DWIGHT C",REPUBLICAN,ND,SENATE DISTRICT 034,Incumbent,Won-General,17025.66
"VETTER, STEVE",REPUBLICAN,ND,HOUSE DISTRICT 018,Challenger,Won-General,16443.96
"MUSCHA, NAOMI T",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 024,Incumbent,Lost-General,15875.00
"ARMSTRONG, KELLY",REPUBLICAN,ND,SENATE DISTRICT 036,Incumbent,Won-General,14925.66
"OVERSEN, KYLIE",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 042,Incumbent,Lost-General,14825.00
"BRANDENBURG, MICHAEL DON",REPUBLICAN,ND,HOUSE DISTRICT 028,Incumbent,Won-General,14820.00
"OCONNELL, DAVID PAUL",DEMOCRATIC-NPL,ND,SENATE DISTRICT 006,Incumbent,Lost-General,14400.00
"FISHER, DAN",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 046,Challenger,Lost-General,14202.00
"HOWE, MICHAEL",REPUBLICAN,ND,HOUSE DISTRICT 022,Open,Won-General,14150.00
"ROERS JONES, SHANNON",REPUBLICAN,ND,HOUSE DISTRICT 046,Challenger,Won-General,13750.00
"DELZER, JEFF",REPUBLICAN,ND,HOUSE DISTRICT 008,Incumbent,Won-General,13525.00
"LARSON, DIANE",REPUBLICAN,ND,SENATE DISTRICT 030,Open,Won-General,13500.66
"NATHE, MIKE",REPUBLICAN,ND,HOUSE DISTRICT 030,Incumbent,Won-General,13125.66
"MURPHY, PHILIP M",DEMOCRATIC-NPL,ND,SENATE DISTRICT 020,Incumbent,Lost-General,13125.00
"ONSTAD, KENTON",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 004,Incumbent,Lost-General,13100.00
"SIMONS, LUKE",REPUBLICAN,ND,HOUSE DISTRICT 036,Challenger,Won-General,13100.00
"WEISZ, ROBIN",REPUBLICAN,ND,HOUSE DISTRICT 014,Incumbent,Won-General,13075.00
"ALVAREZ, CESAR",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 004,Challenger,Lost-General,12925.66
"PIEPKORN, MERRILL",DEMOCRATIC-NPL,ND,SENATE DISTRICT 044,Challenger,Won-General,12587.50
"RUBY, DAN",REPUBLICAN,ND,HOUSE DISTRICT 038,Incumbent,Won-General,12500.32
"OBRIEN, EMILY",REPUBLICAN,ND,HOUSE DISTRICT 042,Challenger,Won-General,11875.78
"HOGUE, DAVID",REPUBLICAN,ND,SENATE DISTRICT 038,Incumbent,Won-General,11650.66
"BELLEW, LARRY",REPUBLICAN,ND,HOUSE DISTRICT 038,Incumbent,Won-General,11650.00
"DEVER, DICK",REPUBLICAN,ND,SENATE DISTRICT 032,Incumbent,Won-General,11400.00
"HAAK, JESSICA",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 012,Incumbent,Lost-General,10925.00
"ANDERSEN, KATIE",REPUBLICAN,ND,SENATE DISTRICT 012,Challenger,Lost-General,10806.60
"SCHATZ, MIKE",REPUBLICAN,ND,HOUSE DISTRICT 036,Incumbent,Won-General,10500.00
"ROBINSON, LARRY",DEMOCRATIC-NPL,ND,SENATE DISTRICT 024,Incumbent,Won-General,10413.00
"GRABINGER, JOHN",DEMOCRATIC-NPL,ND,SENATE DISTRICT 012,Incumbent,Won-General,10200.00
"KOPPELMAN, BEN",REPUBLICAN,ND,HOUSE DISTRICT 016,Incumbent,Won-General,10150.00
"MEYER, SCOTT",REPUBLICAN,ND,SENATE DISTRICT 018,Challenger,Won-General,9970.20
"DAMSCHEN, CHARLES (CHUCK)",REPUBLICAN,ND,HOUSE DISTRICT 010,Incumbent,Won-General,9600.00
"EHRENS, KAREN K",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 032,Challenger,Lost-General,9415.00
"NELSON, JON O",REPUBLICAN,ND,HOUSE DISTRICT 014,Incumbent,Won-General,9075.00
"LEE, GARY A",REPUBLICAN,ND,SENATE DISTRICT 022,Incumbent,Won-General,9000.00
"BLUM, JAKE",REPUBLICAN,ND,HOUSE DISTRICT 042,Challenger,Won-General,8399.00
"TOMAN, NATHAN P",REPUBLICAN,ND,HOUSE DISTRICT 034,Incumbent,Won-General,8251.00
"MONSON, DAVID",REPUBLICAN,ND,HOUSE DISTRICT 010,Incumbent,Won-General,8100.00
"TRIPLETT, CONSTANCE (CONNIE)",DEMOCRATIC-NPL,ND,SENATE DISTRICT 018,Incumbent,Lost-General,8075.00
"KELSH, JEROME (JERRY)",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 026,Incumbent,Lost-General,8050.00
"BEIREIS, ALLEN",REPUBLICAN,ND,HOUSE DISTRICT 018,Challenger,Lost-General,7993.00
"JOHNSTON, DANIEL",REPUBLICAN,ND,HOUSE DISTRICT 024,Challenger,Won-General,7975.00
"STAFSLIEN, TYLER",DEMOCRATIC-NPL,ND,SENATE DISTRICT 004,Open,Lost-General,7900.00
