Candidate,Party,State,Office,Incumbency,Result,Total Money
"SCHUMER, CHARLES E (CHUCK)",DEMOCRATIC,NY,US SENATE DISTRICT NY SW-CLASS III,Incumbent,Won-General,22962539.66
"TEACHOUT, ZEPHYR R",DEMOCRATIC,NY,US HOUSE DISTRICT NY 019,Open,Lost-General,5019216.47
"ZELDIN, LEE MICHAEL",REPUBLICAN,NY,US HOUSE DISTRICT NY 001,Incumbent,Won-General,4384914.65
"THRONE-HOLST, ANNA E",DEMOCRATIC,NY,US HOUSE DISTRICT NY 001,Challenger,Lost-General,3873333.99
"MALONEY, SEAN PATRICK",DEMOCRATIC,NY,US HOUSE DISTRICT NY 018,Incumbent,Won-General,3576599.84
"KAMINSKY, TODD D",DEMOCRATIC,NY,SENATE DISTRICT 009,Incumbent,Won-General,3195590.86
"STEFANIK, ELISE M",REPUBLICAN,NY,US HOUSE DISTRICT NY 021,Incumbent,Won-General,3132887.51
"REED II, THOMAS W",REPUBLICAN,NY,US HOUSE DISTRICT NY 023,Incumbent,Won-General,3132767.22
"CROWLEY, JOSEPH (JOE)",DEMOCRATIC,NY,US HOUSE DISTRICT NY 014,Incumbent,Won-General,3075794.94
"FASO, JOHN J",REPUBLICAN,NY,US HOUSE DISTRICT NY 019,Open,Won-General,3046647.34
"BABINEC, MARTIN D",REFORM,NY,US HOUSE DISTRICT NY 022,Open,Lost-General,3012263.57
"KATKO, JOHN M",REPUBLICAN,NY,US HOUSE DISTRICT NY 024,Incumbent,Won-General,2722528.51
"SUOZZI, THOMAS R (TOM)",DEMOCRATIC,NY,US HOUSE DISTRICT NY 003,Open,Won-General,2392183.44
"RICE, KATHLEEN M",DEMOCRATIC,NY,US HOUSE DISTRICT NY 004,Incumbent,Won-General,2081961.79
"MCGRATH, CHRISTOPHER T",REPUBLICAN,NY,SENATE DISTRICT 009,Challenger,Lost-General,2036551.62
"KLEIN, JEFFREY D",DEMOCRATIC,NY,SENATE DISTRICT 034,Incumbent,Won-General,1749652.02
"LOWEY, NITA M",DEMOCRATIC,NY,US HOUSE DISTRICT NY 017,Incumbent,Won-General,1705151.84
"ENGEL, ELIOT L",DEMOCRATIC,NY,US HOUSE DISTRICT NY 016,Incumbent,Won-General,1686701.82
"MALONEY, CAROLYN B",DEMOCRATIC,NY,US HOUSE DISTRICT NY 012,Incumbent,Won-General,1683424.52
"PLUMB, JOHN F",DEMOCRATIC,NY,US HOUSE DISTRICT NY 023,Challenger,Lost-General,1631822.58
"NADLER, JERROLD L",DEMOCRATIC,NY,US HOUSE DISTRICT NY 010,Incumbent,Won-General,1618266.80
"MYERS, KIM A",DEMOCRATIC,NY,US HOUSE DISTRICT NY 022,Open,Lost-General,1609867.69
"HABER, ADAM M",DEMOCRATIC,NY,SENATE DISTRICT 007,Open,Lost-General,1530025.32
"DEACON, COLLEEN",DEMOCRATIC,NY,US HOUSE DISTRICT NY 024,Challenger,Lost-General,1476361.81
"SLAUGHTER, LOUISE M",DEMOCRATIC,NY,US HOUSE DISTRICT NY 025,Incumbent,Won-General,1447291.41
"JACOBS, CHRISTOPHER L",REPUBLICAN,NY,SENATE DISTRICT 060,Open,Won-General,1429012.63
"JEFFRIES, HAKEEM S",DEMOCRATIC,NY,US HOUSE DISTRICT NY 008,Incumbent,Won-General,1323781.73
"PHILLIPS, ELAINE R",REPUBLICAN,NY,SENATE DISTRICT 007,Open,Won-General,1285558.02
"FLANAGAN JR, JOHN J",REPUBLICAN,NY,SENATE DISTRICT 002,Incumbent,Won-General,1273384.22
"DERRICK, MIKE",DEMOCRATIC,NY,US HOUSE DISTRICT NY 021,Challenger,Lost-General,1247415.48
"AMEDORE JR, GEORGE A",REPUBLICAN,NY,SENATE DISTRICT 046,Incumbent,Won-General,1170896.69
"TONKO, PAUL DAVID",DEMOCRATIC,NY,US HOUSE DISTRICT NY 020,Incumbent,Won-General,1151588.73
"MENG, GRACE",DEMOCRATIC,NY,US HOUSE DISTRICT NY 006,Incumbent,Won-General,1097516.82
"KING, PETER T",REPUBLICAN,NY,US HOUSE DISTRICT NY 002,Incumbent,Won-General,1046442.00
"HEASTIE, CARL E",DEMOCRATIC,NY,ASSEMBLY DISTRICT 083,Incumbent,Won-General,1012337.66
"TENNEY, CLAUDIA",REPUBLICAN,NY,US HOUSE DISTRICT NY 022,Open,Won-General,992451.05
"MEEKS, GREGORY W",DEMOCRATIC,NY,US HOUSE DISTRICT NY 005,Incumbent,Won-General,987897.38
"SERINO, SUSAN J",REPUBLICAN,NY,SENATE DISTRICT 041,Incumbent,Won-General,979338.07
"LARKIN JR, WILLIAM J",REPUBLICAN,NY,SENATE DISTRICT 039,Incumbent,Won-General,960981.00
"MURPHY, TERRENCE P",REPUBLICAN,NY,SENATE DISTRICT 040,Incumbent,Won-General,947695.49
"GOLDEN, MARTIN J",REPUBLICAN,NY,SENATE DISTRICT 022,Incumbent,Won-General,933864.93
"KILLIAN, JULIA POWERS",REPUBLICAN,NY,SENATE DISTRICT 037,Challenger,Lost-General,897751.66
"GAUGHRAN, JAMES F",DEMOCRATIC,NY,SENATE DISTRICT 005,Challenger,Lost-General,897134.30
"MARTINS, JACK M",REPUBLICAN,NY,US HOUSE DISTRICT NY 003,Open,Lost-General,851812.70
"DONOVAN JR, DANIEL M (DAN)",REPUBLICAN,NY,US HOUSE DISTRICT NY 011,Incumbent,Won-General,817364.15
"ESPAILLAT, ADRIANO",DEMOCRATIC,NY,US HOUSE DISTRICT NY 013,Open,Won-General,805133.03
"HIGGINS, BRIAN",DEMOCRATIC,NY,US HOUSE DISTRICT NY 026,Incumbent,Won-General,791288.53
"VELAZQUEZ, NYDIA M",DEMOCRATIC,NY,US HOUSE DISTRICT NY 007,Incumbent,Won-General,775409.44
"MORELLE, JOSEPH D (JOE)",DEMOCRATIC,NY,ASSEMBLY DISTRICT 136,Incumbent,Won-General,756392.27
"LATIMER, GEORGE S",DEMOCRATIC,NY,SENATE DISTRICT 037,Incumbent,Won-General,751554.35
"CERETTO, JOHN D",DEMOCRATIC,NY,ASSEMBLY DISTRICT 145,Incumbent,Lost-General,701862.91
"CLARKE, YVETTE D",DEMOCRATIC,NY,US HOUSE DISTRICT NY 009,Incumbent,Won-General,694470.52
"HANNON, KEMP",REPUBLICAN,NY,SENATE DISTRICT 006,Incumbent,Won-General,677206.12
"COLLINS, CHRISTOPHER C (CHRIS)",REPUBLICAN,NY,US HOUSE DISTRICT NY 027,Incumbent,Won-General,666860.84
"DANKS BURKE, LESLIE",DEMOCRATIC,NY,SENATE DISTRICT 058,Challenger,Lost-General,664093.17
"STEWART-COUSINS, ANDREA",DEMOCRATIC,NY,SENATE DISTRICT 035,Incumbent,Won-General,659911.00
"KENNEDY, TIMOTHY M",DEMOCRATIC,NY,SENATE DISTRICT 063,Incumbent,Won-General,642567.00
"MARCELLINO, CARL L",REPUBLICAN,NY,SENATE DISTRICT 005,Incumbent,Won-General,601746.41
"YOUNG, CATHARINE M",REPUBLICAN,NY,SENATE DISTRICT 057,Incumbent,Won-General,550256.80
"SAVINO, DIANE J",DEMOCRATIC,NY,SENATE DISTRICT 023,Incumbent,Won-General,541841.00
"CARLUCCI, DAVID S",DEMOCRATIC,NY,SENATE DISTRICT 038,Incumbent,Won-General,539723.92
"SEWARD, JAMES L",REPUBLICAN,NY,SENATE DISTRICT 051,Incumbent,Won-General,537808.18
"FUNKE, RICH",REPUBLICAN,NY,SENATE DISTRICT 055,Incumbent,Won-General,511533.54
"CROCI, THOMAS D",REPUBLICAN,NY,SENATE DISTRICT 003,Incumbent,Won-General,490087.06
"GURFEIN, DAVID H",REPUBLICAN,NY,US HOUSE DISTRICT NY 004,Challenger,Lost-General,488942.40
"RANZENHOFER, MICHAEL H",REPUBLICAN,NY,SENATE DISTRICT 061,Incumbent,Won-General,480554.27
"OMARA, THOMAS F (TOM)",REPUBLICAN,NY,SENATE DISTRICT 058,Incumbent,Won-General,467515.33
"CRONIN, RYAN E",DEMOCRATIC,NY,SENATE DISTRICT 006,Challenger,Lost-General,461696.00
"NIOU, YUH-LINE",DEMOCRATIC,NY,ASSEMBLY DISTRICT 065,Open,Won-General,445257.40
"JONES, D BILLY",DEMOCRATIC,NY,ASSEMBLY DISTRICT 115,Open,Won-General,434656.96
"RIVERA, J GUSTAVO",DEMOCRATIC,NY,SENATE DISTRICT 033,Incumbent,Won-General,406436.94
"VENDITTO, MICHAEL",REPUBLICAN,NY,SENATE DISTRICT 008,Incumbent,Lost-General,390104.00
"STAVISKY, TOBY ANN",DEMOCRATIC,NY,SENATE DISTRICT 016,Incumbent,Won-General,385174.71
"GALLIVAN, PATRICK M",REPUBLICAN,NY,SENATE DISTRICT 059,Incumbent,Won-General,379060.10
