Candidate,Party,State,Office,Incumbency,Result,Total Money
"BLACKBURN, MARSHA W",REPUBLICAN,TN,US HOUSE DISTRICT TN 007,Incumbent,Won-General,2188473.62
"BLACK, DIANE LYNN",REPUBLICAN,TN,US HOUSE DISTRICT TN 006,Incumbent,Won-General,1805533.21
"FLEISCHMANN, CHUCK",REPUBLICAN,TN,US HOUSE DISTRICT TN 003,Incumbent,Won-General,1424909.57
"KUSTOFF, DAVID",REPUBLICAN,TN,US HOUSE DISTRICT TN 008,Open,Won-General,1346317.35
"GREEN, MARK E",REPUBLICAN,TN,SENATE DISTRICT 022,Incumbent,Won-General,1037725.83
"DICKERSON, STEVEN REID",REPUBLICAN,TN,SENATE DISTRICT 020,Incumbent,Won-General,818774.31
"NORRIS, MARK",REPUBLICAN,TN,SENATE DISTRICT 032,Incumbent,Won-General,750593.87
"COOPER, JIM",DEMOCRATIC,TN,US HOUSE DISTRICT TN 005,Incumbent,Won-General,643458.39
"COHEN, STEPHEN I",DEMOCRATIC,TN,US HOUSE DISTRICT TN 009,Incumbent,Won-General,609133.48
"DESJARLAIS, SCOTT",REPUBLICAN,TN,US HOUSE DISTRICT TN 004,Incumbent,Won-General,608723.00
"HARWELL, BETH",REPUBLICAN,TN,HOUSE DISTRICT 056,Incumbent,Won-General,570323.00
"YAGER, KEN",REPUBLICAN,TN,SENATE DISTRICT 012,Incumbent,Won-General,424706.26
"OVERBEY, J DOUGLAS (DOUG)",REPUBLICAN,TN,SENATE DISTRICT 002,Incumbent,Won-General,415430.20
"GARDENHIRE, TODD",REPUBLICAN,TN,SENATE DISTRICT 010,Incumbent,Won-General,405741.77
"ROE, DAVID PHILLIP (PHIL)",REPUBLICAN,TN,US HOUSE DISTRICT TN 001,Incumbent,Won-General,399952.06
"TRACY, JIM",REPUBLICAN,TN,SENATE DISTRICT 014,Incumbent,Won-General,380191.08
"DUNCAN JR, JOHN J (JIMMY)",REPUBLICAN,TN,US HOUSE DISTRICT TN 002,Incumbent,Won-General,369726.10
"SARGENT JR, CHARLES M",REPUBLICAN,TN,HOUSE DISTRICT 061,Incumbent,Won-General,350708.00
"JOHNSON, GLORIA",DEMOCRATIC,TN,HOUSE DISTRICT 013,Challenger,Lost-General,312209.66
"GRESHAM, DOLORES",REPUBLICAN,TN,SENATE DISTRICT 026,Incumbent,Won-General,311499.86
"HAILE, FERRELL",REPUBLICAN,TN,SENATE DISTRICT 018,Incumbent,Won-General,301549.81
"MASSEY, BECKY DUNCAN",REPUBLICAN,TN,SENATE DISTRICT 006,Incumbent,Won-General,254150.00
"LUNDBERG, JON C",REPUBLICAN,TN,SENATE DISTRICT 004,Open,Won-General,225559.72
"DANIEL, MARTIN B",REPUBLICAN,TN,HOUSE DISTRICT 018,Incumbent,Won-General,222310.00
"MCCORMICK, GERALD",REPUBLICAN,TN,HOUSE DISTRICT 026,Incumbent,Won-General,216600.00
"MITCHELL, BO",DEMOCRATIC,TN,HOUSE DISTRICT 050,Incumbent,Won-General,205164.27
"HENSLEY, JOSEPH (JOEY)",REPUBLICAN,TN,SENATE DISTRICT 028,Incumbent,Won-General,203876.86
"BOWLING, JANICE",REPUBLICAN,TN,SENATE DISTRICT 016,Incumbent,Won-General,193798.23
"COLEMAN, ERIN",DEMOCRATIC,TN,SENATE DISTRICT 020,Challenger,Lost-General,185439.63
"MOTH, CHRIS",DEMOCRATIC,TN,HOUSE DISTRICT 056,Challenger,Lost-General,185094.00
"SEXTON, CAMERON",REPUBLICAN,TN,HOUSE DISTRICT 025,Incumbent,Won-General,176544.98
"SMITH, EDDIE",REPUBLICAN,TN,HOUSE DISTRICT 013,Incumbent,Won-General,176011.54
"MASSEY JR, WILLIAM NATHAN",REPUBLICAN,TN,HOUSE DISTRICT 050,Challenger,Lost-General,167141.13
"CASADA, GLEN",REPUBLICAN,TN,HOUSE DISTRICT 063,Incumbent,Won-General,163544.66
"REEDY, JAY D",REPUBLICAN,TN,HOUSE DISTRICT 074,Incumbent,Won-General,162135.02
"WIRGAU, TIMOTHY",REPUBLICAN,TN,HOUSE DISTRICT 075,Incumbent,Won-General,161660.00
"PORCH, ANDREW (ANDY)",DEMOCRATIC,TN,HOUSE DISTRICT 074,Challenger,Lost-General,159853.38
"LAMBERTH, WILLIAM G",REPUBLICAN,TN,HOUSE DISTRICT 044,Incumbent,Won-General,158005.00
"MCDANIEL, STEVE K",REPUBLICAN,TN,HOUSE DISTRICT 072,Incumbent,Won-General,156590.00
"WHITSON, SAM",REPUBLICAN,TN,HOUSE DISTRICT 065,Open,Won-General,156326.90
"JERNIGAN, DARREN",DEMOCRATIC,TN,HOUSE DISTRICT 060,Incumbent,Won-General,151587.89
"POWELL, JASON",DEMOCRATIC,TN,HOUSE DISTRICT 053,Incumbent,Won-General,149188.85
"FITZHUGH, CRAIG",DEMOCRATIC,TN,HOUSE DISTRICT 082,Incumbent,Won-General,147820.00
"STEVENS, JOHN D",REPUBLICAN,TN,SENATE DISTRICT 024,Incumbent,Won-General,144300.00
"SEXTON, JERRY W",REPUBLICAN,TN,HOUSE DISTRICT 035,Incumbent,Won-General,142668.00
"JOHNSON, CURTIS",REPUBLICAN,TN,HOUSE DISTRICT 068,Incumbent,Won-General,138393.00
"KEISLING, KELLY T",REPUBLICAN,TN,HOUSE DISTRICT 038,Incumbent,Won-General,136435.00
"CURCIO, MICHAEL G",REPUBLICAN,TN,HOUSE DISTRICT 069,Open,Won-General,126999.50
"WILLIAMS, RYAN",REPUBLICAN,TN,HOUSE DISTRICT 042,Incumbent,Won-General,122050.00
"TILLIS, THOMAS (RICK)",REPUBLICAN,TN,HOUSE DISTRICT 092,Open,Won-General,121441.70
"BUTLER, ED",REPUBLICAN,TN,HOUSE DISTRICT 041,Challenger,Lost-General,120100.00
"MCCALL, HOLLY",DEMOCRATIC,TN,HOUSE DISTRICT 065,Open,Lost-General,119404.24
"TRAVIS, RON",REPUBLICAN,TN,HOUSE DISTRICT 031,Incumbent,Won-General,115877.00
"HAZLEWOOD, PATSY",REPUBLICAN,TN,HOUSE DISTRICT 027,Incumbent,Won-General,113337.00
