Candidate,Party,State,Office,Incumbency,Result,Total Money
"GOTTHEIMER, JOSHUA S",DEMOCRATIC,NJ,US HOUSE DISTRICT NJ 005,Challenger,Won-General,4773284.64
"PALLONE JR, FRANK",DEMOCRATIC,NJ,US HOUSE DISTRICT NJ 006,Incumbent,Won-General,2522505.83
"GARRETT, E SCOTT",REPUBLICAN,NJ,US HOUSE DISTRICT NJ 005,Incumbent,Lost-General,2406536.35
"NORCROSS, DONALD",DEMOCRATIC,NJ,US HOUSE DISTRICT NJ 001,Incumbent,Won-General,2051590.45
"FRELINGHUYSEN, RODNEY P",REPUBLICAN,NJ,US HOUSE DISTRICT NJ 011,Incumbent,Won-General,1997723.41
"MACARTHUR, THOMAS C (TOM)",REPUBLICAN,NJ,US HOUSE DISTRICT NJ 003,Incumbent,Won-General,1972762.35
"PASCRELL JR, BILL",DEMOCRATIC,NJ,US HOUSE DISTRICT NJ 009,Incumbent,Won-General,1700170.39
"LOBIONDO, FRANK A",REPUBLICAN,NJ,US HOUSE DISTRICT NJ 002,Incumbent,Won-General,1587946.51
"LANCE, LEONARD",REPUBLICAN,NJ,US HOUSE DISTRICT NJ 007,Incumbent,Won-General,1132272.40
"COLEMAN, BONNIE WATSON",DEMOCRATIC,NJ,US HOUSE DISTRICT NJ 012,Incumbent,Won-General,1100670.35
"SMITH, CHRISTOPHER H",REPUBLICAN,NJ,US HOUSE DISTRICT NJ 004,Incumbent,Won-General,724754.06
"SIRES, ALBIO",DEMOCRATIC,NJ,US HOUSE DISTRICT NJ 008,Incumbent,Won-General,632299.52
"PAYNE JR, DONALD M",DEMOCRATIC,NJ,US HOUSE DISTRICT NJ 010,Incumbent,Won-General,535257.13
"JACOB, PETER",DEMOCRATIC,NJ,US HOUSE DISTRICT NJ 007,Challenger,Lost-General,320853.43
"PHILLIPSON, LORNA",DEMOCRATIC,NJ,US HOUSE DISTRICT NJ 004,Challenger,Lost-General,250533.65
"PATTERSON, BOB",REPUBLICAN,NJ,US HOUSE DISTRICT NJ 001,Challenger,Lost-General,221434.33
"KARABINCHAK, ROBERT J",DEMOCRATIC,NJ,ASSEMBLY DISTRICT 018,Open,Won-General,145546.25
"COLE, DAVID H",DEMOCRATIC,NJ,US HOUSE DISTRICT NJ 002,Challenger,Lost-General,127678.19
"DIEGNAN JR, PATRICK J",DEMOCRATIC,NJ,SENATE DISTRICT 018,Open,Won-General,111904.87
"CASTILLO, HECTOR L",REPUBLICAN,NJ,US HOUSE DISTRICT NJ 009,Challenger,Lost-General,100650.60
"SONNEK-SCHMELZ, BRENT",REPUBLICAN,NJ,US HOUSE DISTRICT NJ 006,Challenger,Lost-General,75784.40
"TOMASZEWSKI, SCOT JOHN",SOCIALIST,NJ,US HOUSE DISTRICT NJ 001,Challenger,Lost-General,9992.77
"KHAN, AGHA",REPUBLICAN,NJ,US HOUSE DISTRICT NJ 008,Challenger,Lost-General,5910.00
"UCCIO, STEVEN J",REPUBLICAN,NJ,US HOUSE DISTRICT NJ 012,Challenger,Lost-General,5624.95
"LAVERGNE, FREDERICK JOHN",DEMOCRATIC,NJ,US HOUSE DISTRICT NJ 003,Challenger,Lost-General,600.00
"KEENAN, JAMES",MAKE GOVERNMENT WORK,NJ,US HOUSE DISTRICT NJ 002,Challenger,Lost-General,202.48
"PINCKNEY, DAVID H",REPUBLICAN,NJ,US HOUSE DISTRICT NJ 010,Challenger,Lost-General,0.00
"WENZEL, JOSEPH M",DEMOCRATIC,NJ,US HOUSE DISTRICT NJ 011,Challenger,Lost-General,0.00
"BERMAN, MIKE",AMERICAN INDEPENDENT,NJ,US HOUSE DISTRICT NJ 001,Challenger,Lost-General,0.00
"SIHR IV, WILLIAM F",LIBERTARIAN,NJ,US HOUSE DISTRICT NJ 001,Challenger,Lost-General,0.00
"BEECHWOOD, ERIC",PEOPLES INDEPENDENT PROGRESSIVE,NJ,US HOUSE DISTRICT NJ 002,Challenger,Lost-General,0.00
"FENICHEL, STEVEN",REPRESENTING THE 99%,NJ,US HOUSE DISTRICT NJ 002,Challenger,Lost-General,0.00
"FRANCO, GABRIEL BRIAN",FOR POLITICAL REVOLUTION,NJ,US HOUSE DISTRICT NJ 002,Challenger,Lost-General,0.00
"ORDILLE, JOHN",LIBERTARIAN,NJ,US HOUSE DISTRICT NJ 002,Challenger,Lost-General,0.00
"BERLINSKI JR, LAWRENCE W",CONSTITUTION,NJ,US HOUSE DISTRICT NJ 003,Challenger,Lost-General,0.00
"MARCUS, JEREMY",LIBERTARIAN,NJ,US HOUSE DISTRICT NJ 004,Challenger,Lost-General,0.00
"SCHROEDER, HANK",ECONOMIC GROWTH,NJ,US HOUSE DISTRICT NJ 004,Challenger,Lost-General,0.00
"BELUSIC, CLAUDIO",LIBERTARIAN,NJ,US HOUSE DISTRICT NJ 005,Challenger,Lost-General,0.00
"MALLIAH, RAJIT B",GREEN,NJ,US HOUSE DISTRICT NJ 006,Challenger,Lost-General,0.00
"SHAMY, JUDITH",LIBERTARIAN,NJ,US HOUSE DISTRICT NJ 006,Challenger,Lost-General,0.00
"HAUSSMANN JR, ARTHUR T",CONSERVATIVE,NJ,US HOUSE DISTRICT NJ 007,Challenger,Lost-General,0.00
"ONEILL, DAN",LIBERTARIAN,NJ,US HOUSE DISTRICT NJ 007,Challenger,Lost-General,0.00
"DELANEY, DAN",LIBERTARIAN,NJ,US HOUSE DISTRICT NJ 008,Challenger,Lost-General,0.00
"OLIVERA, PABLO R",WAKE UP AMERICA,NJ,US HOUSE DISTRICT NJ 008,Challenger,Lost-General,0.00
"BOSS, JEFFREY",NSA DID 911,NJ,US HOUSE DISTRICT NJ 009,Challenger,Lost-General,0.00
"RIVERA, DIEGO",LIBERTARIAN,NJ,US HOUSE DISTRICT NJ 009,Challenger,Lost-General,0.00
"FRASER, AARON",NEW BEGINNINGS,NJ,US HOUSE DISTRICT NJ 010,Challenger,Lost-General,0.00
"MILLER, JOANNE",WOMEN OF POWER,NJ,US HOUSE DISTRICT NJ 010,Challenger,Lost-General,0.00
"DEPASQUALE, THOMAS",FINANCIAL INDEPENDENCE,NJ,US HOUSE DISTRICT NJ 011,Challenger,Lost-General,0.00
"HETRICK, JEFF",LIBERTARIAN,NJ,US HOUSE DISTRICT NJ 011,Challenger,Lost-General,0.00
"BOLLENTIN, MICHAEL R",WE THE PEOPLE,NJ,US HOUSE DISTRICT NJ 012,Challenger,Lost-General,0.00
"FITZPATRICK, THOMAS",LIBERTARIAN,NJ,US HOUSE DISTRICT NJ 012,Challenger,Lost-General,0.00
"FORCHION JR, ROBERT EDWARD",LEGALIZE MARIJUANA,NJ,US HOUSE DISTRICT NJ 012,Challenger,Lost-General,0.00
