Candidate,Party,State,Office,Incumbency,Result,Total Money
"HARRIS, KAMALA D",DEMOCRATIC,CA,US SENATE DISTRICT CA SW-CLASS III,Open,Won-General,14962913.90
"MCCARTHY, KEVIN",REPUBLICAN,CA,US HOUSE DISTRICT CA 023,Incumbent,Won-General,9732521.06
"SANCHEZ, LORETTA L",DEMOCRATIC,CA,US SENATE DISTRICT CA SW-CLASS III,Open,Lost-General,5161939.76
"ROYCE SR, EDWARD D",REPUBLICAN,CA,US HOUSE DISTRICT CA 039,Incumbent,Won-General,4803283.10
"MURATSUCHI, AL",DEMOCRATIC,CA,ASSEMBLY DISTRICT 066,Challenger,Won-General,4730054.16
"QUIRK-SILVA, SHARON DARLENE",DEMOCRATIC,CA,ASSEMBLY DISTRICT 065,Challenger,Won-General,4342612.42
"PELOSI, NANCY",DEMOCRATIC,CA,US HOUSE DISTRICT CA 012,Incumbent,Won-General,4340286.51
"BERA, AMI",DEMOCRATIC,CA,US HOUSE DISTRICT CA 007,Incumbent,Won-General,4082220.98
"KHANNA, ROHIT",DEMOCRATIC,CA,US HOUSE DISTRICT CA 017,Challenger,Won-General,3704371.31
"PORTANTINO, ANTHONY J",DEMOCRATIC,CA,SENATE DISTRICT 025,Open,Won-General,3592852.68
"PETERS, SCOTT",DEMOCRATIC,CA,US HOUSE DISTRICT CA 052,Incumbent,Won-General,3505007.81
"BAKER, CATHARINE",REPUBLICAN,CA,ASSEMBLY DISTRICT 016,Incumbent,Won-General,3406760.11
"DENHAM, JEFF",REPUBLICAN,CA,US HOUSE DISTRICT CA 010,Incumbent,Won-General,3358742.26
"BROWNLEY, JULIA",DEMOCRATIC,CA,US HOUSE DISTRICT CA 026,Incumbent,Won-General,3300041.40
"CHANG, LING LING",REPUBLICAN,CA,SENATE DISTRICT 029,Open,Lost-General,3298818.06
"MEDINA, ABIGAIL",DEMOCRATIC,CA,ASSEMBLY DISTRICT 040,Challenger,Lost-General,3287083.93
"RUIZ, RAUL",DEMOCRATIC,CA,US HOUSE DISTRICT CA 036,Incumbent,Won-General,3173470.35
"HONDA, MICHAEL M (MIKE)",DEMOCRATIC,CA,US HOUSE DISTRICT CA 017,Incumbent,Lost-General,3145836.69
"CARBAJAL, SALUD",DEMOCRATIC,CA,US HOUSE DISTRICT CA 024,Open,Won-General,3100411.80
"COOK-KALLIO, CHERYL",DEMOCRATIC,CA,ASSEMBLY DISTRICT 016,Challenger,Lost-General,3077632.51
"STERN, HENRY",DEMOCRATIC,CA,SENATE DISTRICT 027,Open,Won-General,3051374.46
"AGUILAR, PETE",DEMOCRATIC,CA,US HOUSE DISTRICT CA 031,Incumbent,Won-General,2910371.65
"KIM, YOUNG",REPUBLICAN,CA,ASSEMBLY DISTRICT 065,Incumbent,Lost-General,2838258.03
"VALADAO, DAVID G",REPUBLICAN,CA,US HOUSE DISTRICT CA 021,Incumbent,Won-General,2771368.42
"WIENER, SCOTT",DEMOCRATIC,CA,SENATE DISTRICT 011,Open,Won-General,2764533.55
"NEWMAN, JOSH",DEMOCRATIC,CA,SENATE DISTRICT 029,Open,Won-General,2764282.32
"HADLEY, DAVID F",REPUBLICAN,CA,ASSEMBLY DISTRICT 066,Incumbent,Lost-General,2739616.87
"ORTIZ-LEGG, DAWN",DEMOCRATIC,CA,ASSEMBLY DISTRICT 035,Open,Lost-General,2723864.64
"ISSA, DARRELL E",REPUBLICAN,CA,US HOUSE DISTRICT CA 049,Incumbent,Won-General,2720996.33
"RENDON, ANTHONY",DEMOCRATIC,CA,ASSEMBLY DISTRICT 063,Incumbent,Won-General,2683112.56
"WILK, SCOTT",REPUBLICAN,CA,SENATE DISTRICT 021,Open,Won-General,2621885.33
"STEINORTH, MARC",REPUBLICAN,CA,ASSEMBLY DISTRICT 040,Incumbent,Won-General,2538268.59
"NUNES, DEVIN G",REPUBLICAN,CA,US HOUSE DISTRICT CA 022,Incumbent,Won-General,2500036.48
"GALGIANI, CATHLEEN",DEMOCRATIC,CA,SENATE DISTRICT 005,Incumbent,Won-General,2359234.42
"ATKINS, TONI",DEMOCRATIC,CA,SENATE DISTRICT 039,Open,Won-General,2318409.98
"FAREED, JUSTIN",REPUBLICAN,CA,US HOUSE DISTRICT CA 024,Open,Lost-General,2315881.24
"SKINNER, NANCY T",DEMOCRATIC,CA,SENATE DISTRICT 009,Open,Won-General,2246265.31
"BEALL JR, JAMES T (JIM)",DEMOCRATIC,CA,SENATE DISTRICT 015,Incumbent,Won-General,2147480.37
"LARA, RICARDO",DEMOCRATIC,CA,SENATE DISTRICT 033,Incumbent,Won-General,2140684.07
"DODD, BILL",DEMOCRATIC,CA,SENATE DISTRICT 003,Open,Won-General,2086201.35
"ERVIN, JOHNATHON LEVAR",DEMOCRATIC,CA,SENATE DISTRICT 021,Open,Lost-General,2074237.44
"CERVANTES, SABRINA",DEMOCRATIC,CA,ASSEMBLY DISTRICT 060,Challenger,Won-General,2052403.48
