Candidate,Party,State,Office,Incumbency,Result,Total Money
"SCHATZ, BRIAN E",DEMOCRATIC,HI,US SENATE DISTRICT HI SW-CLASS III,Incumbent,Won-General,3799091.80
"GABBARD TAMAYO, TULSI",DEMOCRATIC,HI,US HOUSE DISTRICT HI 002,Incumbent,Won-General,2321311.76
"HANABUSA, COLLEEN WAKAKO",DEMOCRATIC,HI,US HOUSE DISTRICT HI 001,Open,Won-General,965799.38
"KOUCHI, RONALD D",DEMOCRATIC,HI,SENATE DISTRICT 008,Incumbent,Default Winner-General,318299.37
"DELA CRUZ, DONOVAN",DEMOCRATIC,HI,SENATE DISTRICT 022,Incumbent,Default Winner-General,237195.73
"LUKE, SYLVIA J",DEMOCRATIC,HI,HOUSE DISTRICT 025,Incumbent,Default Winner-General,220387.03
"KIM, DONNA MERCADO",DEMOCRATIC,HI,SENATE DISTRICT 014,Incumbent,Default Winner-General,213888.49
"KAHELE, KAIALI I",DEMOCRATIC,HI,SENATE DISTRICT 001,Incumbent,Won-General,175758.66
"CHANG, STANLEY",DEMOCRATIC,HI,SENATE DISTRICT 009,Challenger,Won-General,139295.67
"RHOADS, KARL",DEMOCRATIC,HI,SENATE DISTRICT 013,Open,Won-General,134484.61
"SOUKI, JOSEPH M",DEMOCRATIC,HI,HOUSE DISTRICT 008,Incumbent,Won-General,133518.00
"SAY, CALVIN K Y",DEMOCRATIC,HI,HOUSE DISTRICT 020,Incumbent,Won-General,121225.60
"WAKAI, GLENN",DEMOCRATIC,HI,SENATE DISTRICT 015,Incumbent,Won-General,119499.52
"TANIGUCHI, BRIAN T",DEMOCRATIC,HI,SENATE DISTRICT 011,Incumbent,Won-General,114810.00
"KEITH-AGARAN, GIL S COLOMA",DEMOCRATIC,HI,SENATE DISTRICT 005,Incumbent,Default Winner-General,112993.87
"LINDSEY, BOB K",NONPARTISAN SPECIAL,HI,OFFICE OF HAWAIIAN AFFAIRS DISTRICT HAWAII,Incumbent,Won-General,107683.61
"DECOITE, LYNN",DEMOCRATIC,HI,HOUSE DISTRICT 013,Incumbent,Won-General,96272.64
"RUDERMAN, RUSSELL E",DEMOCRATIC,HI,SENATE DISTRICT 002,Incumbent,Won-General,92708.50
"AKINA, KELII",NONPARTISAN,HI,OFFICE OF HAWAIIAN AFFAIRS DISTRICT AT LARGE,Open,Won-General,92142.18
"SAIKI, SCOTT K",DEMOCRATIC,HI,HOUSE DISTRICT 026,Incumbent,Default Winner-General,84604.15
"ESPERO, WILLIAM C",DEMOCRATIC,HI,SENATE DISTRICT 019,Incumbent,Won-General,80510.00
"ING, KANIELA",DEMOCRATIC,HI,HOUSE DISTRICT 011,Incumbent,Won-General,76027.10
"TSUJI, CLIFTON K (CLIFT)",DEMOCRATIC,HI,HOUSE DISTRICT 002,Incumbent,Default Winner-General,64949.89
"NAKASHIMA, MARK M",DEMOCRATIC,HI,HOUSE DISTRICT 001,Incumbent,Won-General,63793.51
"TUPOLA, ANDRIA P",REPUBLICAN,HI,HOUSE DISTRICT 043,Incumbent,Won-General,61096.16
"BELATTI, DELLA AU",DEMOCRATIC,HI,HOUSE DISTRICT 024,Incumbent,Won-General,60605.00
"CULLEN, TY",DEMOCRATIC,HI,HOUSE DISTRICT 039,Incumbent,Default Winner-General,59795.00
"CHOY, ISAAC W",DEMOCRATIC,HI,HOUSE DISTRICT 023,Incumbent,Default Winner-General,59287.80
"YAMANE, RYAN I",DEMOCRATIC,HI,HOUSE DISTRICT 037,Incumbent,Won-General,57410.00
"JOHANSON, AARON LING",DEMOCRATIC,HI,HOUSE DISTRICT 031,Incumbent,Won-General,56915.70
"MIZUNO, JOHN",DEMOCRATIC,HI,HOUSE DISTRICT 028,Incumbent,Won-General,56837.43
"TOKIOKA, JAMES KUNANE",DEMOCRATIC,HI,HOUSE DISTRICT 015,Incumbent,Default Winner-General,56722.80
"MCKELVEY, ANGUS",DEMOCRATIC,HI,HOUSE DISTRICT 010,Incumbent,Won-General,55348.34
"NAKAMURA, NADINE K",DEMOCRATIC,HI,HOUSE DISTRICT 014,Open,Won-General,55142.55
"FUKUMOTO CHANG, BETH",REPUBLICAN,HI,HOUSE DISTRICT 036,Incumbent,Won-General,53052.52
"AQUINO, HENRY JAMES C",DEMOCRATIC,HI,HOUSE DISTRICT 038,Incumbent,Default Winner-General,52305.00
"WARD, GENE",REPUBLICAN,HI,HOUSE DISTRICT 017,Incumbent,Won-General,49631.00
"MCDERMOTT, ROBERT C (BOB)",REPUBLICAN,HI,HOUSE DISTRICT 040,Incumbent,Won-General,47627.10
"SLOM, SAM",REPUBLICAN,HI,SENATE DISTRICT 009,Incumbent,Lost-General,46466.92
"LEE, CHRIS KALANI",DEMOCRATIC,HI,HOUSE DISTRICT 051,Incumbent,Default Winner-General,46455.84
"NISHIMOTO, SCOTT Y",DEMOCRATIC,HI,HOUSE DISTRICT 021,Incumbent,Default Winner-General,45789.11
"YAMASHITA, KYLE T",DEMOCRATIC,HI,HOUSE DISTRICT 012,Incumbent,Default Winner-General,45325.00
"LOWEN, NICOLE",DEMOCRATIC,HI,HOUSE DISTRICT 006,Incumbent,Won-General,45089.00
"GABBARD, M (MIKE)",DEMOCRATIC,HI,SENATE DISTRICT 020,Incumbent,Default Winner-General,45021.20
"LOPRESTI, MATTHEW",DEMOCRATIC,HI,HOUSE DISTRICT 041,Incumbent,Won-General,43879.53
"ONISHI, RICHARD H K",DEMOCRATIC,HI,HOUSE DISTRICT 003,Incumbent,Won-General,43407.74
"ITO, KEN",DEMOCRATIC,HI,HOUSE DISTRICT 049,Incumbent,Default Winner-General,42980.00
"ICHIYAMA, LINDA E",DEMOCRATIC,HI,HOUSE DISTRICT 032,Incumbent,Default Winner-General,42650.00
"OSTROV, SHIRLENE DELACRUZ",REPUBLICAN,HI,US HOUSE DISTRICT HI 001,Open,Lost-General,42274.86
"HOLT, DANIEL",DEMOCRATIC,HI,HOUSE DISTRICT 029,Open,Won-General,41729.74
"TRASK, MILILANI B",NONPARTISAN SPECIAL,HI,OFFICE OF HAWAIIAN AFFAIRS DISTRICT HAWAII,Challenger,Lost-General,40924.56
"CHEAPE KEALOHILANI MATSUMOTO, LAUREN",REPUBLICAN,HI,HOUSE DISTRICT 045,Incumbent,Default Winner-General,40635.00
"HAR, SHARON",DEMOCRATIC,HI,HOUSE DISTRICT 042,Incumbent,Default Winner-General,40012.80
"OHNO, TAKASHI",DEMOCRATIC,HI,HOUSE DISTRICT 027,Incumbent,Default Winner-General,39225.19
"GATES, CEDRIC ASUEGA",DEMOCRATIC,HI,HOUSE DISTRICT 044,Open,Won-General,38887.60
"TAKAYAMA, GREGG T",DEMOCRATIC,HI,HOUSE DISTRICT 034,Incumbent,Won-General,38880.00
"THIELEN, LAURA",DEMOCRATIC,HI,SENATE DISTRICT 025,Incumbent,Won-General,38324.55
"QUINLAN, SEAN",DEMOCRATIC,HI,HOUSE DISTRICT 047,Challenger,Won-General,38165.31
"EVANS, CINDY",DEMOCRATIC,HI,HOUSE DISTRICT 007,Incumbent,Won-General,38055.00
"KEOHOKALOLE, JARRETT K",DEMOCRATIC,HI,HOUSE DISTRICT 048,Incumbent,Default Winner-General,37615.00
"WOODSON, JUSTIN H",DEMOCRATIC,HI,HOUSE DISTRICT 009,Incumbent,Default Winner-General,36475.00
"ELI, STACELYNN K M",DEMOCRATIC,HI,HOUSE DISTRICT 043,Challenger,Lost-General,35996.69
"BROWER, TOM",DEMOCRATIC,HI,HOUSE DISTRICT 022,Incumbent,Won-General,34900.00
"THIELEN, CYNTHIA HENRY",REPUBLICAN,HI,HOUSE DISTRICT 050,Incumbent,Default Winner-General,34707.00
"HASHEM, MARK JUN",DEMOCRATIC,HI,HOUSE DISTRICT 018,Incumbent,Default Winner-General,34300.00
"MORIKAWA, DAYNETTE (DEE)",DEMOCRATIC,HI,HOUSE DISTRICT 016,Incumbent,Won-General,32550.00
"SAN BUENAVENTURA, JOY A",DEMOCRATIC,HI,HOUSE DISTRICT 004,Incumbent,Won-General,30450.00
"COMBS, SANDRA A (SANDI)",REPUBLICAN,HI,HOUSE DISTRICT 014,Open,Lost-General,29160.00
"AGUSTIN, JACI",REPUBLICAN,HI,HOUSE DISTRICT 034,Challenger,Lost-General,28047.79
"OSHIRO, MARCUS R",DEMOCRATIC,HI,HOUSE DISTRICT 046,Incumbent,Won-General,26802.00
"IHARA JR, LES S",DEMOCRATIC,HI,SENATE DISTRICT 010,Incumbent,Won-General,25659.99
