Candidate,Party,State,Office,Incumbency,Result,Total Money
"VAN HOLLEN JR, CHRISTOPHER J (CHRIS)",DEMOCRATIC,MD,US SENATE DISTRICT MD SW-CLASS III,Open,Won-General,11903288.22
"HOYER, STENY",DEMOCRATIC,MD,US HOUSE DISTRICT MD 005,Incumbent,Won-General,3715773.65
"RASKIN, JAMIN BEN (JAMIE)",DEMOCRATIC,MD,US HOUSE DISTRICT MD 008,Open,Won-General,2619503.12
"DELANEY, JOHN K",DEMOCRATIC,MD,US HOUSE DISTRICT MD 006,Incumbent,Won-General,1951728.12
"SZELIGA, KATHRYN Y (KATHY)",REPUBLICAN,MD,US SENATE DISTRICT MD SW-CLASS III,Open,Lost-General,1577879.21
"BROWN, ANTHONY G",DEMOCRATIC,MD,US HOUSE DISTRICT MD 004,Open,Won-General,1367069.00
"HARRIS, ANDREW P (ANDY)",REPUBLICAN,MD,US HOUSE DISTRICT MD 001,Incumbent,Won-General,1296094.46
"HOEBER, AMORETTA M (AMIE)",REPUBLICAN,MD,US HOUSE DISTRICT MD 006,Challenger,Lost-General,1172875.97
"RUPPERSBERGER, C A DUTCH",DEMOCRATIC,MD,US HOUSE DISTRICT MD 002,Incumbent,Won-General,1137823.77
"CUMMINGS, ELIJAH",DEMOCRATIC,MD,US HOUSE DISTRICT MD 007,Incumbent,Won-General,1065100.15
"SARBANES, JOHN P",DEMOCRATIC,MD,US HOUSE DISTRICT MD 003,Incumbent,Won-General,946820.52
"PLASTER, MARK LEROY",REPUBLICAN,MD,US HOUSE DISTRICT MD 003,Challenger,Lost-General,500504.60
"MCDONOUGH, PAT",REPUBLICAN,MD,US HOUSE DISTRICT MD 002,Challenger,Lost-General,241579.14
"COX, DAN",REPUBLICAN,MD,US HOUSE DISTRICT MD 008,Open,Lost-General,76955.71
"FLOWERS, MARGARET",GREEN,MD,US SENATE DISTRICT MD SW-CLASS III,Open,Lost-General,74173.52
"ARNESS, MARK KENNETH",REPUBLICAN,MD,US HOUSE DISTRICT MD 005,Challenger,Lost-General,52554.16
"WALLACE, NANCY",GREEN,MD,US HOUSE DISTRICT MD 008,Open,Lost-General,12558.36
"WERNER, JOE",DEMOCRATIC,MD,US HOUSE DISTRICT MD 001,Challenger,Lost-General,0.00
"BEERS, MATT",LIBERTARIAN,MD,US HOUSE DISTRICT MD 001,Challenger,Lost-General,0.00
"KASPRZAK, KRISTIN S",LIBERTARIAN,MD,US HOUSE DISTRICT MD 002,Challenger,Lost-General,0.00
"EZE, NNABU",GREEN,MD,US HOUSE DISTRICT MD 003,Challenger,Lost-General,0.00
"MCDERMOTT, GEORGE EDWARD",REPUBLICAN,MD,US HOUSE DISTRICT MD 004,Open,Lost-General,0.00
"CLARK, KAMESHA T",GREEN,MD,US HOUSE DISTRICT MD 004,Open,Lost-General,0.00
"GLUCK, GEORGE",GREEN,MD,US HOUSE DISTRICT MD 006,Challenger,Lost-General,0.00
"NEWTON, WILLIAM T",REPUBLICAN WRITEIN,MD,US HOUSE DISTRICT MD 007,Challenger,Lost-General,0.00
"VAUGHN, CORROGAN R",REPUBLICAN,MD,US HOUSE DISTRICT MD 007,Challenger,Lost-General,0.00
"HOENIG, MYLES B",GREEN,MD,US HOUSE DISTRICT MD 007,Challenger,Lost-General,0.00
"WUNDER, JASEN",LIBERTARIAN,MD,US HOUSE DISTRICT MD 008,Open,Lost-General,0.00
"YOUNG, LIH",DEMOCRATIC WRITEIN,MD,US SENATE DISTRICT MD SW-CLASS III,Open,Lost-General,0.00
"SMITH, CHARLES U",DEMOCRATIC WRITEIN,MD,US SENATE DISTRICT MD SW-CLASS III,Open,Lost-General,0.00
"GREENE JR, CLAYTON",NONPARTISAN,MD,SUPREME COURT DISTRICT 005,Incumbent,Won-Retention,0.00
"KRAUSE, BENJAMIN LEE",LIBERTARIAN,MD,US HOUSE DISTRICT MD 004,Open,Lost-General,0.00
"SUMMERS, JASON",LIBERTARIAN,MD,US HOUSE DISTRICT MD 005,Challenger,Lost-General,0.00
"HOWSER, DAVID L",LIBERTARIAN,MD,US HOUSE DISTRICT MD 006,Challenger,Lost-General,0.00
"HOTTEN, MICHELE D",NONPARTISAN,MD,SUPREME COURT DISTRICT 004,Incumbent,Won-Retention,0.00
"MEREDITH, TIMOTHY E",NONPARTISAN,MD,APPELLATE COURT DISTRICT 5TH CIRCUIT,Incumbent,Won-Retention,0.00
"WOODWARD, PATRICK L",NONPARTISAN,MD,APPELLATE COURT DISTRICT 7TH CIRCUIT,Incumbent,Won-Retention,0.00
"FRIEDMAN, DAN",NONPARTISAN,MD,APPELLATE COURT DISTRICT AT LARGE-FRIEDMAN SEAT,Incumbent,Won-Retention,0.00
"DALRYMPLE, ANN",DEMOCRATIC WRITEIN,MD,US HOUSE DISTRICT MD 003,Challenger,Lost-General,0.00
"PETRUS, ADRIAN",DEMOCRATIC WRITEIN,MD,US HOUSE DISTRICT MD 004,Open,Lost-General,0.00
"PEARSON, MICHAEL T",REPUBLICAN WRITEIN,MD,US HOUSE DISTRICT MD 007,Challenger,Lost-General,0.00
"LITTLE, KEVIN LEVESTER",INDEPENDENT WRITEIN,MD,US HOUSE DISTRICT MD 008,Open,Lost-General,0.00
"BINKINS, JEFFREY",DEMOCRATIC WRITEIN,MD,US SENATE DISTRICT MD SW-CLASS III,Open,Lost-General,0.00
"ROBINSON, BOB",DEMOCRATIC WRITEIN,MD,US SENATE DISTRICT MD SW-CLASS III,Open,Lost-General,0.00
