Candidate,Party,State,Office,Incumbency,Result,Total Money
"FLAKE, JEFF",REPUBLICAN,AZ,US SENATE DISTRICT AZ SW-CLASS I,Open,Won-General,9371871.60
"CARMONA, RICHARD HENRY",DEMOCRATIC,AZ,US SENATE DISTRICT AZ SW-CLASS I,Open,Lost-General,6446477.93
"KIRKPATRICK, ANN LEILA",DEMOCRATIC,AZ,US HOUSE DISTRICT AZ 001,Open,Won-General,2799876.22
"BARBER, RON",DEMOCRATIC,AZ,US HOUSE DISTRICT AZ 002,Incumbent,Won-General,2767453.82
"SINEMA, KYRSTEN",DEMOCRATIC,AZ,US HOUSE DISTRICT AZ 009,Open,Won-General,2519304.10
"SCHWEIKERT, DAVID S",REPUBLICAN,AZ,US HOUSE DISTRICT AZ 006,Incumbent,Won-General,1940359.63
"MCSALLY, MARTHA E",REPUBLICAN,AZ,US HOUSE DISTRICT AZ 002,Challenger,Lost-General,1489394.81
"SALMON, MATT",REPUBLICAN,AZ,US HOUSE DISTRICT AZ 005,Open,Won-General,1270254.34
"PARKER, VERNON B",REPUBLICAN,AZ,US HOUSE DISTRICT AZ 009,Open,Lost-General,1244296.02
"GOSAR, PAUL ANTHONY",REPUBLICAN,AZ,US HOUSE DISTRICT AZ 004,Incumbent,Won-General,1089236.09
"PATON, JONATHAN LEE",REPUBLICAN,AZ,US HOUSE DISTRICT AZ 001,Open,Lost-General,1085919.70
"KELLY, JESSE",REPUBLICAN,AZ,US HOUSE DISTRICT AZ 008,Open,Lost-General,1026016.94
"PASTOR, ED",DEMOCRATIC,AZ,US HOUSE DISTRICT AZ 007,Incumbent,Won-General,1011146.13
"GRIJALVA, RAUL M",DEMOCRATIC,AZ,US HOUSE DISTRICT AZ 003,Incumbent,Won-General,893051.28
"WORSLEY, ROBERT M (BOB)",REPUBLICAN,AZ,SENATE DISTRICT 025,Open,Won-General,325512.20
"FRANKS, TRENT",REPUBLICAN,AZ,US HOUSE DISTRICT AZ 008,Incumbent,Won-General,285833.42
"MERCER, GABRIELA SAUCEDO",REPUBLICAN,AZ,US HOUSE DISTRICT AZ 003,Challenger,Lost-General,271559.43
"BUSCHING, MARCIA",DEMOCRATIC,AZ,CORPORATION COMMISSIONER,Challenger,Lost-General,252585.00
"NEWMAN, PAUL",DEMOCRATIC,AZ,CORPORATION COMMISSIONER,Incumbent,Lost-General,248083.00
"BURNS, ROBERT (BOB)",REPUBLICAN,AZ,CORPORATION COMMISSIONER,Challenger,Won-General,245680.01
"STUMP, BOB",REPUBLICAN,AZ,CORPORATION COMMISSIONER,Incumbent,Won-General,233667.50
"KENNEDY, SANDRA",DEMOCRATIC,AZ,CORPORATION COMMISSIONER,Incumbent,Lost-General,233583.44
"BITTER-SMITH, SUSAN",REPUBLICAN,AZ,CORPORATION COMMISSIONER,Challenger,Won-General,230626.06
