Candidate,Party,State,Office,Incumbency,Result,Total Money
"BOEHNER, JOHN A",REPUBLICAN,OH,US HOUSE DISTRICT OH 008,Incumbent,Won-General,34104654.92
"MANDEL, JOSH",REPUBLICAN,OH,US SENATE DISTRICT OH SW-CLASS I,Challenger,Lost-General,25894039.16
"BROWN, SHERROD",DEMOCRATIC,OH,US SENATE DISTRICT OH SW-CLASS I,Incumbent,Won-General,25090397.83
"TIBERI, PATRICK J",REPUBLICAN,OH,US HOUSE DISTRICT OH 012,Incumbent,Won-General,4360412.92
"RENACCI, JAMES B (JIM)",REPUBLICAN,OH,US HOUSE DISTRICT OH 016,Incumbent,Won-General,3218818.85
"STIVERS, STEVEN (STEVE)",REPUBLICAN,OH,US HOUSE DISTRICT OH 015,Incumbent,Won-General,2756395.49
"PATTON, THOMAS F",REPUBLICAN,OH,SENATE DISTRICT 024,Incumbent,Won-General,2637328.18
"SUTTON, BETTY",DEMOCRATIC,OH,US HOUSE DISTRICT OH 016,Incumbent,Lost-General,2563342.92
"JOHNSON, BILL",REPUBLICAN,OH,US HOUSE DISTRICT OH 006,Incumbent,Won-General,2063408.17
"BATCHELDER III, WILLIAM G",REPUBLICAN,OH,HOUSE DISTRICT 069,Incumbent,Won-General,1942353.57
"GIBBS, ROBERT BRIAN",REPUBLICAN,OH,US HOUSE DISTRICT OH 007,Incumbent,Won-General,1602245.25
"FABER, KEITH LLOYD",REPUBLICAN,OH,SENATE DISTRICT 012,Incumbent,Won-General,1598043.72
"EKLUND, JOHN J",REPUBLICAN,OH,SENATE DISTRICT 018,Incumbent,Won-General,1501404.58
"TURNER, MIKE",REPUBLICAN,OH,US HOUSE DISTRICT OH 010,Incumbent,Won-General,1220239.22
"LATOURETTE, STEVEN C",REPUBLICAN,OH,US HOUSE DISTRICT OH 014,Incumbent,Withdrew-General,1200255.06
"WILSON JR, CHARLIE A",DEMOCRATIC,OH,US HOUSE DISTRICT OH 006,Challenger,Lost-General,1191251.58
"KAPTUR, MARCY",DEMOCRATIC,OH,US HOUSE DISTRICT OH 009,Incumbent,Won-General,1144307.20
"WIDENER, CHRISTOPHER R",REPUBLICAN,OH,SENATE DISTRICT 010,Incumbent,Won-General,1115884.87
"LATTA, ROBERT E (BOB)",REPUBLICAN,OH,US HOUSE DISTRICT OH 005,Incumbent,Won-General,1104082.31
"DOVILLA, MICHAEL D (MIKE)",REPUBLICAN,OH,HOUSE DISTRICT 007,Incumbent,Won-General,1087421.38
"JORDAN, JAMES D",REPUBLICAN,OH,US HOUSE DISTRICT OH 004,Incumbent,Won-General,1078635.22
