Candidate,Party,State,Office,Incumbency,Result,Total Money
"SANDERS, BERNARD (BERNIE)",INDEPENDENT,VT,US SENATE DISTRICT VT SW-CLASS I,Incumbent,Won-General,7837282.26
"WELCH, PETER F",DEMOCRATIC,VT,US HOUSE DISTRICT VT 001,Incumbent,Won-General,1264759.26
"SHUMLIN, PETER E",DEMOCRATIC,VT,GOVERNOR,Incumbent,Won-General,1263393.72
"BROCK III, RANDOLPH D (RANDY)",REPUBLICAN,VT,GOVERNOR,Challenger,Lost-General,255061.83
"PEARCE, BETH",DEMOCRATIC,VT,TREASURER,Open,Won-General,248224.96
"MCMULLEN, JOHN A",REPUBLICAN,VT,ATTORNEY GENERAL,Challenger,Lost-General,212389.79
"SCOTT, PHILIP B",REPUBLICAN,VT,LIEUTENANT GOVERNOR,Incumbent,Won-General,190563.64
"SORRELL, WILLIAM H",DEMOCRATIC,VT,ATTORNEY GENERAL,Incumbent,Won-General,189099.38
"MACGOVERN, JOHN",REPUBLICAN,VT,US SENATE DISTRICT VT SW-CLASS I,Challenger,Lost-General,134592.00
"ILLUZZI, VINCENT",REPUBLICAN,VT,AUDITOR,Open,Lost-General,128349.29
"WILTON, WENDY",REPUBLICAN,VT,TREASURER,Open,Lost-General,99283.32
"HOFFER, DOUG",DEMOCRATIC,VT,AUDITOR,Open,Won-General,55670.34
"GEKAS, CASSANDRA",DEMOCRATIC,VT,LIEUTENANT GOVERNOR,Challenger,Lost-General,50200.02
"ZUCKERMAN, DAVID",DEMOCRATIC,VT,SENATE DISTRICT CHITTENDEN,Challenger,Won-General,39253.08
"INGRAM, DEBBIE J",DEMOCRATIC,VT,SENATE DISTRICT CHITTENDEN,Challenger,Lost-General,30984.14
"CONDOS, JIM",DEMOCRATIC,VT,SECRETARY OF STATE,Incumbent,Won-General,29744.46
"CAMPBELL, JOHN",DEMOCRATIC,VT,SENATE DISTRICT WINDSOR,Incumbent,Won-General,24118.93
"BARUTH, PHILIP",DEMOCRATIC,VT,SENATE DISTRICT CHITTENDEN,Incumbent,Won-General,22462.00
"WESTMAN, RICHARD A",REPUBLICAN,VT,SENATE DISTRICT LAMOILLE,Incumbent,Won-General,21552.00
"SNELLING, DIANE B",REPUBLICAN,VT,SENATE DISTRICT CHITTENDEN,Incumbent,Won-General,19021.91
"FOX, SALLY G",DEMOCRATIC,VT,SENATE DISTRICT CHITTENDEN,Incumbent,Won-General,18157.52
"TRACY, DICK",REPUBLICAN,VT,SENATE DISTRICT WINDSOR,Challenger,Lost-General,16735.00
"KROWINSKI, JILL",DEMOCRATIC,VT,HOUSE DISTRICT CHITTENDEN-6-3,Open,Won-General,16594.88
"RODGERS, JOHN S",DEMOCRATIC,VT,SENATE DISTRICT ESSEX-ORLEANS,Challenger,Won-General,16259.27
"DEGREE, DUSTIN ALLARD",REPUBLICAN,VT,SENATE DISTRICT FRANKLIN,Open,Lost-General,15627.12
"MCALLISTER, NORMAN H",REPUBLICAN,VT,SENATE DISTRICT FRANKLIN,Open,Won-General,15195.00
"BUXTON, SARAH E",DEMOCRATIC,VT,HOUSE DISTRICT WINDSOR-ORANGE-1,Incumbent,Won-General,15036.18
"BRAY, CHRISTOPHER A",DEMOCRATIC,VT,SENATE DISTRICT ADDISON,Challenger,Won-General,14888.45
"LEWIS, ROBERT",REPUBLICAN,VT,SENATE DISTRICT ESSEX-ORLEANS,Challenger,Lost-General,14000.32
"LETOVSKY, ROBERT",INDEPENDENT,VT,SENATE DISTRICT CHITTENDEN,Challenger,Lost-General,13963.82
"KITCHEL, JANE",DEMOCRATIC,VT,SENATE DISTRICT CALEDONIA,Incumbent,Won-General,13898.39
"DOYLE, WILLIAM T (BILL)",REPUBLICAN,VT,SENATE DISTRICT WASHINGTON,Incumbent,Won-General,13022.22
"SMITH, SHAP",DEMOCRATIC,VT,HOUSE DISTRICT LAMOILLE-WASHINGTON,Incumbent,Won-General,12722.46
"SCHEUERMANN, HEIDI E",REPUBLICAN,VT,HOUSE DISTRICT LAMOILLE-1,Incumbent,Won-General,12471.93
"BARNETT, BERNARD (BUDDY)",REPUBLICAN,VT,SENATE DISTRICT WASHINGTON,Challenger,Lost-General,12245.07
"GOODWIN, CHARLES (TIM)",INDEPENDENT,VT,HOUSE DISTRICT WINDHAM-BENNINGTON-WINDSOR,Open,Won-General,12202.29
"SCHIAVONE, GEORGE A",REPUBLICAN,VT,HOUSE DISTRICT CHITTENDEN-5-2,Challenger,Lost-General,11404.00
"CLARKSON, ALISON H",DEMOCRATIC,VT,HOUSE DISTRICT WINDSOR-5,Incumbent,Won-General,11388.89
"SEARS JR, RICHARD W (DICK)",DEMOCRATIC,VT,SENATE DISTRICT BENNINGTON,Incumbent,Won-General,11105.33
"ASHE, TIM",DEMOCRATIC,VT,SENATE DISTRICT CHITTENDEN,Incumbent,Won-General,10525.84
"KISS, ROBERT",INDEPENDENT,VT,SENATE DISTRICT CHITTENDEN,Challenger,Lost-General,10314.00
"POLLINA, ANTHONY",DEMOCRATIC,VT,SENATE DISTRICT WASHINGTON,Incumbent,Won-General,10310.75
"MACDONALD, MARK A",DEMOCRATIC,VT,SENATE DISTRICT ORANGE,Incumbent,Won-General,10246.29
"HARTWELL, ROBERT M",DEMOCRATIC,VT,SENATE DISTRICT BENNINGTON,Incumbent,Won-General,9955.02
