Candidate,Party,State,Office,Incumbency,Result,Total Money
"MCMAHON, LINDA E",REPUBLICAN,CT,US SENATE DISTRICT CT SW-CLASS I,Open,Lost-General,84378762.74
"MURPHY, CHRISTOPHER S",DEMOCRATIC,CT,US SENATE DISTRICT CT SW-CLASS I,Open,Won-General,10515367.93
"ESTY, ELIZABETH",DEMOCRATIC,CT,US HOUSE DISTRICT CT 005,Open,Won-General,3293607.03
"HIMES, JAMES A",DEMOCRATIC,CT,US HOUSE DISTRICT CT 004,Incumbent,Won-General,3021550.07
"LARSON, JOHN B",DEMOCRATIC,CT,US HOUSE DISTRICT CT 001,Incumbent,Won-General,2004841.61
"RORABACK, ANDREW W",REPUBLICAN,CT,US HOUSE DISTRICT CT 005,Open,Lost-General,1579754.12
"COURTNEY, JOE",DEMOCRATIC,CT,US HOUSE DISTRICT CT 002,Incumbent,Won-General,1495325.15
"OBSITNIK, STEPHEN A (STEVE)",REPUBLICAN,CT,US HOUSE DISTRICT CT 004,Challenger,Lost-General,1491455.93
"DELAURO, ROSA L",DEMOCRATIC,CT,US HOUSE DISTRICT CT 003,Incumbent,Won-General,1149364.79
"TONG, WILLIAM M",DEMOCRATIC,CT,US SENATE DISTRICT CT SW-CLASS I,Open,Lost-Convention,949187.06
"MEEK, CHRISTOPHER D",REPUBLICAN,CT,US HOUSE DISTRICT CT 004,Open,Lost-Convention,362423.64
"LUMAJ, PJERIN (PETER)",REPUBLICAN,CT,US SENATE DISTRICT CT SW-CLASS I,Open,Lost-Convention,227550.00
"CLARK, MICHAEL",REPUBLICAN,CT,US HOUSE DISTRICT CT 005,Open,Lost-Convention,186337.04
"OSTEN, CATHERINE A",DEMOCRATIC,CT,SENATE DISTRICT 019,Open,Won-General,146700.02
"CRAWFORD, JAMES",DEMOCRATIC,CT,SENATE DISTRICT 033,Open,Lost-General,145500.07
"COUTU, CHRISTOPHER D",REPUBLICAN,CT,US HOUSE DISTRICT CT 002,Open,Lost-Convention,145040.01
"FORMICA, PAUL M",REPUBLICAN,CT,US HOUSE DISTRICT CT 002,Challenger,Lost-General,116700.00
"MAZUREK, JOHN (CORKY)",DEMOCRATIC,CT,SENATE DISTRICT 016,Challenger,Lost-General,114458.25
"COUTU, CHRISTOPHER D",REPUBLICAN,CT,SENATE DISTRICT 019,Open,Lost-General,113425.00
"MADONNA, THERESA",REPUBLICAN,CT,SENATE DISTRICT 018,Challenger,Lost-General,111679.04
"PELLETIER, CHERI ANN",REPUBLICAN,CT,SENATE DISTRICT 004,Challenger,Lost-General,111590.00
"LINARES, ARTHUR S (ART)",REPUBLICAN,CT,SENATE DISTRICT 033,Open,Won-General,110190.91
"FONTANA, STEVE",DEMOCRATIC,CT,SENATE DISTRICT 034,Challenger,Lost-General,110075.00
"MUSTO, ANTHONY J",DEMOCRATIC,CT,SENATE DISTRICT 022,Incumbent,Won-General,110010.05
"DUFF, ROBERT B (BOB)",DEMOCRATIC,CT,SENATE DISTRICT 025,Incumbent,Won-General,109522.64
"FONFARA, JOHN W",DEMOCRATIC,CT,SENATE DISTRICT 001,Incumbent,Won-General,109120.00
"MIZERA, CASIMIR A",REPUBLICAN,CT,SENATE DISTRICT 023,Open,Lost-General,108995.07
"KANE, ROBERT J",REPUBLICAN,CT,SENATE DISTRICT 032,Incumbent,Won-General,108360.00
"CRISCO JR, JOSEPH J",DEMOCRATIC,CT,SENATE DISTRICT 017,Incumbent,Won-General,108205.00
"MAYNARD, ANDREW M",DEMOCRATIC,CT,SENATE DISTRICT 018,Incumbent,Won-General,108060.02
"CHAPIN, CLARK J",REPUBLICAN,CT,SENATE DISTRICT 030,Open,Won-General,108005.00
"CASSANO, STEPHEN T",DEMOCRATIC,CT,SENATE DISTRICT 004,Incumbent,Won-General,107882.00
"COLEMAN, ERIC D",DEMOCRATIC,CT,SENATE DISTRICT 002,Incumbent,Won-General,107865.00
"DOYLE, PAUL R",DEMOCRATIC,CT,SENATE DISTRICT 009,Incumbent,Won-General,107775.00
"BARTOLOMEO, DANTE",DEMOCRATIC,CT,SENATE DISTRICT 013,Challenger,Won-General,107773.70
"WHITE, SALLY",REPUBLICAN,CT,SENATE DISTRICT 029,Challenger,Lost-General,107721.94
"MARKLEY, JOSEPH C (JOE)",REPUBLICAN,CT,SENATE DISTRICT 016,Incumbent,Won-General,107636.25
"LEONE, CARLO L",DEMOCRATIC,CT,SENATE DISTRICT 027,Incumbent,Won-General,107615.00
"KISSEL, JOHN A",REPUBLICAN,CT,SENATE DISTRICT 007,Incumbent,Won-General,107587.00
"SUZIO JR, LEONARD FRANK",REPUBLICAN,CT,SENATE DISTRICT 013,Incumbent,Lost-General,107575.07
"GUGLIELMO, D ANTHONY (TONY)",REPUBLICAN,CT,SENATE DISTRICT 035,Incumbent,Won-General,107535.00
"BOUCHER, ANTONIETTA (TONI)",REPUBLICAN,CT,SENATE DISTRICT 026,Incumbent,Won-General,107402.00
"DEGREGO, MICHAEL",REPUBLICAN,CT,SENATE DISTRICT 014,Challenger,Lost-General,107387.06
"FASANO JR, LEONARD A",REPUBLICAN,CT,SENATE DISTRICT 034,Incumbent,Won-General,107360.05
"WITKOS, KEVIN D",REPUBLICAN,CT,SENATE DISTRICT 008,Incumbent,Won-General,107315.00
"DAUPLAISE, DANIEL D",DEMOCRATIC,CT,SENATE DISTRICT 036,Challenger,Lost-General,107268.00
"LEBEAU, GARY D",DEMOCRATIC,CT,SENATE DISTRICT 003,Incumbent,Won-General,107162.05
"DOYLE, MIKE",REPUBLICAN,CT,SENATE DISTRICT 020,Challenger,Lost-General,107115.46
"CHIARAMONTE, JACK",REPUBLICAN,CT,SENATE DISTRICT 025,Challenger,Lost-General,107071.00
"ROCHE, DAVE",DEMOCRATIC,CT,SENATE DISTRICT 031,Challenger,Lost-General,107017.05
"WILLIAMS JR, DONALD E",DEMOCRATIC,CT,SENATE DISTRICT 029,Incumbent,Won-General,106987.79
"BYE, ELIZABETH ANN (BETH)",DEMOCRATIC,CT,SENATE DISTRICT 005,Incumbent,Won-General,106986.05
"SEGER, DANIEL J",DEMOCRATIC,CT,SENATE DISTRICT 008,Challenger,Lost-General,106957.02
"WELCH, JASON C",REPUBLICAN,CT,SENATE DISTRICT 031,Incumbent,Won-General,106957.00
"CURRY, CAROLANNE",DEMOCRATIC,CT,SENATE DISTRICT 026,Challenger,Lost-General,106955.00
"JARMOC, KAREN",DEMOCRATIC,CT,SENATE DISTRICT 007,Challenger,Lost-General,106954.04
"STILLMAN, ANDREA L",DEMOCRATIC,CT,SENATE DISTRICT 020,Incumbent,Won-General,106906.03
"GERRATANA, THERESA BIELINSKI (TERRY)",DEMOCRATIC,CT,SENATE DISTRICT 006,Incumbent,Won-General,106836.04
"RIISKA, WILLIAM O",DEMOCRATIC,CT,SENATE DISTRICT 030,Open,Lost-General,106830.00
"MCLACHLAN, MICHAEL A",REPUBLICAN,CT,SENATE DISTRICT 024,Incumbent,Won-General,106820.04
"CARTIER, CYNTHIA (CINDY)",REPUBLICAN,CT,SENATE DISTRICT 012,Challenger,Lost-General,106695.00
"EASTWOOD, SUSAN",DEMOCRATIC,CT,SENATE DISTRICT 035,Challenger,Lost-General,106515.12
"SLOSSBERG, GAYLE S",DEMOCRATIC,CT,SENATE DISTRICT 014,Incumbent,Won-General,106079.39
"MEYER, EDWARD D",DEMOCRATIC,CT,SENATE DISTRICT 012,Incumbent,Won-General,105383.38
"BARTLETT, JASON W",DEMOCRATIC,CT,SENATE DISTRICT 024,Challenger,Lost-General,104957.00
"AYALA JR, ANDRES",DEMOCRATIC,CT,SENATE DISTRICT 023,Open,Won-General,95550.03
"WIELAND, RICHARD E",REPUBLICAN,CT,US HOUSE DISTRICT CT 004,Open,Lost-Convention,86000.78
"FRANTZ, LEROY SCOTT",REPUBLICAN,CT,SENATE DISTRICT 036,Incumbent,Won-General,72325.00
"DECKER, JOHN HENRY",REPUBLICAN,CT,US HOUSE DISTRICT CT 001,Challenger,Lost-General,69700.00
"WINSLEY, WAYNE",REPUBLICAN,CT,US HOUSE DISTRICT CT 003,Challenger,Lost-General,60538.44
