Candidate,Party,State,Office,Incumbency,Result,Total Money
"TESTER, JON",DEMOCRATIC,MT,US SENATE DISTRICT MT SW-CLASS I,Incumbent,Won-General,14076569.73
"REHBERG, DENNIS (DENNY)",REPUBLICAN,MT,US SENATE DISTRICT MT SW-CLASS I,Challenger,Lost-General,9410538.60
"HILL, RICHARD (RICK) & SONJU, JON",REPUBLICAN,MT,GOVERNOR / LIEUTENANT GOVERNOR,Open,Lost-General,2297294.57
"BULLOCK, STEPHEN CLARK (STEVE) & WALSH, JOHN",DEMOCRATIC,MT,GOVERNOR / LIEUTENANT GOVERNOR,Open,Won-General,1863102.61
"DAINES, STEVEN D (STEVE)",REPUBLICAN,MT,US HOUSE DISTRICT MT 001,Open,Won-General,1822731.39
"GILLAN, KIM",DEMOCRATIC,MT,US HOUSE DISTRICT MT 001,Open,Lost-General,992943.73
"BUCY, PAM",DEMOCRATIC,MT,ATTORNEY GENERAL,Open,Lost-General,385979.19
"FOX, TIMOTHY C (TIM)",REPUBLICAN,MT,ATTORNEY GENERAL,Open,Won-General,362069.80
"JUNEAU, DENISE",DEMOCRATIC,MT,SUPERINTENDENT OF PUBLIC INSTRUCTION,Incumbent,Won-General,186880.57
"LINDEEN, MONICA J",DEMOCRATIC,MT,AUDITOR,Incumbent,Won-General,138232.74
"WELCH, SANDY",REPUBLICAN,MT,SUPERINTENDENT OF PUBLIC INSTRUCTION,Challenger,Lost-General,107314.01
"MCCULLOCH, LINDA H",DEMOCRATIC,MT,SECRETARY OF STATE,Incumbent,Won-General,96199.48
"MCKINNON, LAURIE",NONPARTISAN,MT,SUPREME COURT-005,Open,Won-General,81169.45
"SHEEHY, ED",NONPARTISAN,MT,SUPREME COURT-005,Open,Lost-General,76309.68
"JOHNSON, BRAD",REPUBLICAN,MT,SECRETARY OF STATE,Challenger,Lost-General,73518.85
"ESSMANN, JEFFREY",REPUBLICAN,MT,GOVERNOR / LIEUTENANT GOVERNOR,Open,Withdrew-Primary,61713.30
